Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.5,0.0,44.87441787588944,43.857799307801876,1.0166185680875657,0.5735065079965572,0.3289097147144051,0.4545048417312281,0.2010766621750954,0.08119239824763061,0.013068620249878312,-0.06903084481036395,0.21141290773850296,0.030002560355143735,0.09121822498066132
Breeding,0.5,0.0,43.473470792486786,42.57434997935672,0.8991208131300681,0.6850634318563221,0.46931190566676173,0.4637148762716088,0.1974985569656674,0.07636035350726444,0.01608191992361421,-0.07958035361205155,0.13931542629242194,0.03929980954481072,0.08373921281408069
Non-breeding,1.0,-0.5,68.32045000720952,66.86383935425692,1.456610652952591,0.9120042945309395,0.8317518332428766,0.451729263595586,0.21929429121026692,0.08544824149303215,0.013642794756800749,-0.1603967596937938,0.181173749838949,0.06504996385389909,0.07820838049767677
Breeding,1.0,-0.5,39.49294885172589,38.78213381823965,0.7108150334862415,0.8079758478546712,0.6528249707164748,0.49305771848791435,0.23325753749706873,0.0915236941654565,0.020851691003508272,-0.1251801520531119,-0.046301285745188,0.05295436751315205,0.08111571996860763
Non-breeding,1.0,0.0,91.39498615214578,90.1348629617042,1.2601231904415755,0.8741449847833874,0.7641294544219487,0.010595818518745513,-0.03480062296265014,-0.02437006464264612,0.009692907825224214,0.03333164694612417,0.12854647603423333,0.03607369210005169,0.04720887526491285
Breeding,1.0,0.0,85.849055373475,84.81009107528233,1.038964298192667,1.190445439908158,1.4171603453981283,0.04282538437849166,-0.03508614512321435,-0.016920630721724467,0.014028285670197684,-0.011907056154922043,0.23145308342120122,0.06265373842954264,0.044210761776530716
Non-breeding,1.5,-1.0,100.3134806545913,97.67123146012392,2.6422491944673823,2.1365352542362066,4.564782892594172,0.45686900686965426,0.23545021047185866,0.09321146532204874,0.02190877389295706,-0.21349314211359277,0.04352160696736056,0.3522672048716527,0.07717063728116515
Breeding,1.5,-1.0,34.39038814755832,33.6684060621647,0.7219820853936199,1.1418373062786795,1.3037924340097509,0.5251923694635795,0.26089889892334844,0.10727476918321159,0.0340079381398452,-0.14600238536513066,-0.08079345660069513,0.11164141952326549,0.085628215512739
Non-breeding,1.5,-0.5,140.3453058944845,138.88447398671806,1.4608319077664476,0.9845247482348807,0.9692889798869553,0.015099347137000051,-0.019847611292311315,-0.012265067823963857,0.007088438464282536,-0.005434322078218189,0.11464044129201448,0.04114093925402444,0.04244445166272556
Breeding,1.5,-0.5,77.33201146361117,76.72300148821026,0.6090099754009088,1.4459984567503485,2.0909115369243896,0.12078521392935215,-0.005688623087935212,-0.022923907353512973,0.018851638341529024,-0.03582748717822313,-0.04759600744309439,0.11059702912955652,0.0528941694454651
Non-breeding,1.5,0.0,140.5516960591522,139.0859300637328,1.465765995419389,1.4529951276774962,2.1111948410545436,-0.4099105621809306,0.14828955703358074,-0.08882850021836652,0.010443621123251957,-0.1279246199858611,0.40273820772887897,0.1878498986875099,0.08897800195157672
Breeding,1.5,0.0,127.75353936115032,126.61632774213545,1.1372116190148631,1.8755570674315218,3.5177143131923305,-0.34653824569619945,0.10256935564617677,-0.04646270332758495,0.014805624323922817,0.007089678995003149,0.1888385781359026,0.2788612632374688,0.07927342541481198
Non-breeding,2.0,-1.5,140.3431126394732,134.6972159732263,5.645896666246898,5.356816749897153,28.695485691978693,0.46320875166719705,0.24430911572298872,0.10014345119326885,0.03991647530411938,-0.22440017222118652,-0.000775335852985539,2.2736803803382246,0.0792347759764105
Breeding,2.0,-1.5,28.365977267953433,27.472867008743886,0.8931102592095463,1.5929913786374672,2.5376215324132985,0.5540794597756729,0.2791615496500247,0.11985714022173556,0.05829801739524594,-0.12811800482597382,-0.08813794182877815,0.2281202432526796,0.08989529775771386
Non-breeding,2.0,-1.0,207.40232274826195,205.00862619637684,2.393696551885114,2.295488088591009,5.269265564863204,0.016922924254566044,0.012407657701307041,-0.015157277432883677,0.011205456584621082,-0.252353689822171,0.10762153776492449,0.25098218582445303,0.04763134116793538
Breeding,2.0,-1.0,66.20786581449863,65.7229965403525,0.4848692741461349,2.0753129819147142,4.306923972903744,0.20621715357494297,0.01006281619846733,-0.027018636914607045,0.031624757104233375,-0.07245038252228192,-0.09687880792654201,0.2560419453514417,0.059448912254380315
Non-breeding,2.0,-0.5,217.93618354738535,216.86414331670045,1.0720402306849053,1.3567165350947819,1.8406797565995905,-0.37377555405625323,0.12359763698405994,-0.07708101874941027,0.006255357486737897,-0.18405575097629526,0.3510151491760368,0.1523667063127245,0.08277741185908492
Breeding,2.0,-0.5,114.00702584145058,113.66001462453772,0.3470112169128612,2.2637353009384187,5.124497512714752,-0.20935736288441306,0.05771699092780155,-0.029989378985873255,0.019916398951715462,0.004902788365618997,-0.066890170667384,0.34153827673362397,0.066648149576853
Non-breeding,2.0,0.0,191.40211114996984,191.0408020794846,0.3613090704852482,3.743426592698409,14.013242654921621,-0.8106690058839895,0.6463493899643464,-0.5203776922381389,0.01959264938785203,-0.09372233471461856,0.12107823472715781,4.114356634813058,0.29360489475061263
Breeding,2.0,0.0,168.14400307895062,167.94919088485645,0.19481219409416894,3.5215750248421283,12.401490655591836,-0.750504268532339,0.5802768102548871,-0.46613222228491635,0.020962507677510563,0.08746186832178535,-0.06101941727575333,3.515831954210432,0.28350075421176424
Non-breeding,2.5,-2.0,185.93316967120145,173.33830237919864,12.594867292002817,12.719024117818138,161.77357450963947,0.46786278610306664,0.24980140279193427,0.10622989770814976,0.07390339343960624,-0.2074780190043452,-0.043054615710673726,13.065881029740563,0.0807664729505128
Breeding,2.5,-2.0,22.053406939877693,20.876978426692627,1.1764285131850656,2.086996236571653,4.3555532914642425,0.5776522927412726,0.29138751322748446,0.1301741610373872,0.10087450500972307,-0.06885375224902861,-0.11900793221948418,0.40623201125524677,0.09326760208659515
Non-breeding,2.5,-1.5,290.1737138569388,284.4861786182622,5.68753523867656,7.327896233927608,53.69806321521042,0.029110163739515794,0.02147953857665546,-0.020250027504118796,0.025814087979859887,-0.3084697350510107,0.047540890085293094,2.5755868510089677,0.04796424110654724
Breeding,2.5,-1.5,53.073242947115126,52.451325293568544,0.621917653546582,2.921662319240073,8.536110707667282,0.28328901227609504,0.015907936489766347,-0.027769990732668844,0.05589759402408981,-0.07676807858584081,-0.10121850189022229,0.55378686436294,0.06487578281588113
Non-breeding,2.5,-1.0,325.57740055559884,323.70154483920885,1.8758557163899923,1.1967031381119393,1.4320984007669635,-0.3358455735933899,0.07633361247646697,-0.019734286351082906,0.00369672877505143,-0.07529501395141044,0.08478101709875775,0.10329692361615164,0.07212976675403782
Breeding,2.5,-1.0,96.01914406044153,95.83701510163549,0.18212895880604663,3.2013312645836516,10.248521865600763,-0.049324847000106954,0.003802977672660478,-0.018510815787755593,0.03343835145692342,-0.0408657440716093,-0.09474043130729169,0.4769672802384187,0.046540104660298655
Non-breeding,2.5,-0.5,298.78862457786056,301.9507787642215,-3.162154186360965,4.896599212171838,23.976683844641858,-0.7431297143240401,0.5379838950375404,-0.38988291327055896,0.01621706018980887,-0.1371140804731755,-0.09159367577936782,5.68981140985106,0.2373060197447855
Breeding,2.5,-0.5,148.05114786874748,149.4027127903279,-1.351564921580433,3.6665536790347937,13.443615881243582,-0.5466199533757393,0.3722310199696999,-0.2676667477835431,0.024535818894854785,0.10208385282715186,-0.1324855050682678,2.4902449357980454,0.18523624579845469
Non-breeding,2.5,0.0,120.5006940192409,257.1345975601848,-136.6339035409439,136.98214045533555,18764.106803725273,-0.9996425881375913,0.999382020466505,-0.9992233104759951,0.5317598519634579,-0.0008580680039570329,-1.9996933389686533,18724.57769747178,0.9978933659530416
Breeding,2.5,0.0,111.00831181286557,206.61612110668833,-95.60780929382275,95.69891363179475,9158.282070305711,-0.9991336418543753,0.9986628059811008,-0.9983650835640464,0.46258232498741,-3.8261350163580794e-05,-1.9951399772495946,9129.098840320286,0.9968134602361673
Non-breeding,3.0,-2.5,234.16104767461576,206.84587401947422,27.315173655141535,27.787108347986567,772.1233903427449,0.4747820026847486,0.2569057124221242,0.11548080369144866,0.13601411666757482,-0.15023015493121006,-0.13418225192400016,63.78474628400291,0.0826095246974566
Breeding,3.0,-2.5,16.245004560809374,14.708838870779145,1.536165690030229,2.541201467521294,6.45770489853238,0.5950428464427353,0.3004317862081122,0.14104713955568227,0.17501801734986608,0.05192695519441677,-0.1631298827125313,0.6225724920796475,0.09640770240540682
Non-breeding,3.0,-2.0,380.90655418720195,365.97868695413007,14.92786723307188,21.09277420844359,444.90512380838305,0.031746854799220736,0.023142316264390596,-0.020640999490543852,0.05792769101979349,-0.3251092485544909,0.029886374591031963,21.323790785907153,0.04792884964635996
Breeding,3.0,-2.0,39.66798108711565,38.70778658092264,0.9601945061930124,3.8397772798360603,14.743889558745213,0.3387861179718003,0.01363184752392266,-0.027568343624644144,0.09983394773092588,-0.037951357384423366,-0.121449229360357,1.0103122448810986,0.06852413271651513
Non-breeding,3.0,-1.5,459.31752948601985,452.0820431110055,7.235486375014375,7.6424941928399015,58.40771748759161,-0.3382077148922666,0.11113946907135572,-0.0317287928165881,0.01693733303634518,-0.4658023592442393,0.28719415298779327,5.129900404740573,0.08782915384136336
Breeding,3.0,-1.5,74.99902289090124,74.44981038178177,0.5492125091194708,4.464234667614185,19.929391167528333,0.09157502299312857,-0.04456730970369803,-0.008952282884302063,0.060131724091469725,-0.05688100287832296,-0.11014250033309557,0.9889124724942074,0.049620806987093403
Non-breeding,3.0,-1.0,451.39140068564,456.7499654658362,-5.358564780196218,5.518244163862049,30.45101865199757,-0.681234299214311,0.44869875513105,-0.29406116041640273,0.012084716301672046,-0.2565179358889583,-0.0024636900714917523,5.905767507918941,0.1939431838196167
Breeding,3.0,-1.0,122.34105702801303,123.57611758710904,-1.2350605590960129,4.69755521027745,22.067024953604815,-0.2711345736826248,0.15143345147841838,-0.1024901746465245,0.03803698584353495,0.011513265096555522,-0.08511065315333353,2.1363513095938194,0.09681193156238446
Non-breeding,3.0,-0.5,481.5041455941938,398.82169241662945,82.68245317756435,70.74785734578666,5005.259319019779,-0.9933478597330354,0.9889452834169421,-0.9817152754284341,0.17773624599374474,0.06879451639763194,-1.232247766553706,4648.551954243884,0.9287334897074321
