Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var,Cross correlation
0.0,0.0471470309213084,0.12448824029129177,-0.07734120936998337,0.15515102219360857,0.024071839687721624,0.5947049488558659,0.47640985619625803,0.3848241467268045,0.9179332287305602,0.9823237264677831,0.8674996564143619,0.8626141793119272,0.13738582068807284,3.7262171639400435e-19,0.0,"{'sigma': 0.06897545880857803, 'lam': -0.41452238110111583}","{'sigma': 0.024461999638153875, 'mu': -0.07574013219229392, 'w0': 0.22377483539468843, 'delta': 6.66444677221989e-12, 'psi': 0.2}",{'sigma': 0.07440606437483607},0.004822312023964593,0.2003300157579697,0.7464498447630167
0.01,0.1894368794054358,0.16165136846629372,0.027785510939142083,0.1633977885816125,0.026698837313361333,0.6147803278511887,0.47599820723126246,0.39876328116483195,0.7937650867040439,0.6460807490878179,0.06525130722919287,0.9999999999937115,6.2883583206791654e-12,2.4969438887343057e-16,0.0020406797032595436,"{'sigma': 0.07591873770265363, 'lam': -0.5124386995504637}","{'sigma': 0.027341046105277655, 'mu': -0.11868349501810527, 'w0': 0.3506513494727858, 'delta': 2.0110579868060086e-11, 'psi': 0.2}",{'sigma': 0.073006006733125},0.004081359406519087,0.1528665596414038,0.7649704621748081
0.02,0.19656313349835064,0.15457724982221327,0.04198588367613737,0.1833579486457169,0.03362013733156535,0.6693160944375324,0.5869127226706544,0.4817489955860214,0.8140298903170203,0.8177565191143575,0.7004579196778445,2.658575110804334e-12,0.9999999999973415,1.321016198739888e-24,0.003336270636882063,"{'sigma': 0.07329646310090886, 'lam': -0.4027441601435209}","{'sigma': 0.026572319998156457, 'mu': -0.07326142191360474, 'w0': 0.2164514657989592, 'delta': 5.0428772269128785e-11, 'psi': 0.2}",{'sigma': 0.07946808884053909},0.006672541273764126,0.19846859065323907,0.8047637082117299
0.03,0.24943741719231394,0.30575727481186443,-0.056319857619550495,0.1787709696146102,0.03195905957694788,0.640114975346829,0.5372567136279823,0.4292844642460747,0.7298781120253819,0.779506571738899,1.0079015387762011,0.9999999999927389,7.2611744745158615e-12,6.489011552043055e-17,0.0029831768878058364,"{'sigma': 0.08073808864367267, 'lam': -0.4474711415992969}","{'sigma': 0.030429600615253793, 'mu': -0.11310216449689858, 'w0': 0.3341612650279651, 'delta': 1.9070411916288776e-09, 'psi': 0.2}",{'sigma': 0.08228195820640004},0.005966353775611673,0.1866874011497889,0.7923140410507147
0.04,1.1133883609060222,0.7578789765943617,0.35550938431166057,0.22078821080747035,0.04874743403156397,0.7202124480637174,0.6337106190650534,0.5486851405498351,0.43643088983984235,0.38745121580957814,0.6091921571523929,3.978836052944693e-09,0.9999999960211639,1.7847763968706838e-24,0.00466492259275421,"{'sigma': 0.08189957854292748, 'lam': -0.365424456059233}","{'sigma': 0.031249462567164432, 'mu': -0.07276267052564145, 'w0': 0.21497790076063727, 'delta': 3.649414104245352e-11, 'psi': 0.2}",{'sigma': 0.09332449166563506},0.00932984518550842,0.1913915136428995,0.9131580667072018
0.05,0.9209851967457724,0.8223669489494515,0.09861824779632089,0.2193673995488617,0.04812205598482993,0.742126057622905,0.6613902853678199,0.5788949086574382,0.5144350516996633,0.11402813213864019,-0.009336112846036299,8.136445713569273e-10,0.9999999991863555,1.8475825971788094e-25,0.004328725276328432,"{'sigma': 0.08163912436044302, 'lam': -0.3781709811194931}","{'sigma': 0.030809428130995187, 'mu': -0.07366103580479666, 'w0': 0.21763212823904496, 'delta': 5.093925281585143e-12, 'psi': 0.2}",{'sigma': 0.08991604314501624},0.008657450552656864,0.17990608205489084,0.9479942537930134
0.06,1.3772333614385963,1.5673073914576732,-0.19007403001907686,0.26613411600672426,0.07082736770268058,0.7899998349568271,0.7281060286749815,0.6607505218808996,0.2077458220755118,0.004088939532946288,-0.13638929685962606,1.1610467532048695e-15,0.9999999999999989,2.48371271847293e-28,0.006484547327657481,"{'sigma': 0.08934667954234343, 'lam': -0.3520773710223235}","{'sigma': 0.033870206107128764, 'mu': -0.06992104024491974, 'w0': 0.2065822809928463, 'delta': 2.3070434451710753e-13, 'psi': 0.2}",{'sigma': 0.10210829477568285},0.012969094655314962,0.183108522538303,0.9735385153093434
0.07,1.9210672180656239,2.0873112394224917,-0.1662440213568679,0.32109105402397026,0.1030994649742242,0.845837238439001,0.7817083901692704,0.7328742886766423,0.10469268163754646,0.18641851497218329,1.3870374187177004,1.2757679874221393e-21,1.0,4.098742314381177e-34,0.010149830539347385,"{'sigma': 0.09940464578798254, 'lam': -0.30849924985378285}","{'sigma': 0.04047886042952342, 'mu': -0.06827186778100103, 'w0': 0.20170978760147745, 'delta': 4.0784042809605126e-11, 'psi': 0.2}",{'sigma': 0.11873776574033913},0.02029966107869477,0.19689395171710997,0.9658679980945204
0.08,6.628864203846066,6.7714996069800355,-0.14263540313396916,0.24885851863318612,0.061930562296303844,0.7522146867745381,0.6783314882438561,0.5880426009917538,0.043800406822365245,-0.1744348256260794,-0.009007303154248848,2.3721557894756884e-12,0.9999999999976279,1.2238993087792705e-26,0.005936055429213165,"{'sigma': 0.09383294586974321, 'lam': -0.37922096092876645}","{'sigma': 0.0350446658404, 'mu': -0.07269324336076854, 'w0': 0.2147727776391551, 'delta': 3.7208902625707196e-11, 'psi': 0.2}",{'sigma': 0.10293508155586756},0.01187211085842633,0.19170035630590238,0.9370357265370332
0.09,8.4662763238834,8.185506828937049,0.2807694949463517,0.24435240019287494,0.05970809548001891,0.7387189238347575,0.632089523173294,0.5705998967943894,0.030314801515061843,-0.1365444135764766,0.8708949276522132,1.2797852889814274e-06,0.9999987202147109,3.1257344629615395e-22,0.005101962399097894,"{'sigma': 0.08662767291896022, 'lam': -0.37026696221673827}","{'sigma': 0.03234667049178075, 'mu': -0.07235125171406231, 'w0': 0.2137623605288444, 'delta': 2.32331931471208e-11, 'psi': 0.2}",{'sigma': 0.09894391440271891},0.010203924798195789,0.17089683930063543,0.948462077736069
