Realisation number,Variable,index,Coefficient of variation,Lag-2 AC,Kurtosis,Standard deviation,Smax/Var,Skewness,Lag-1 AC,Lag-3 AC,Variance,Smax,Cross correlation
1,Non-breeding,0,0.9547805870386514,0.866201685556524,0.6237140366172622,-0.9197907585004358,0.52046783625731,0.1111886079628015,0.9164196454519034,0.8416739319965125,-0.9197907585004358,-0.6023391812865496,0.8081952920662597
1,Breeding,0,0.9282766637605345,0.8582970066841032,0.42481836675385054,-0.9651264167393198,0.38011695906432746,0.1258355129322871,0.923510607381575,0.8136588201104328,-0.9651264167393198,-0.7894736842105262,0.8081952920662597
1,Total,0,0.9544318512060446,0.8652717233362393,0.2833478639930252,-0.9533856437082242,0.4269005847953216,0.21790177274048236,0.9536181342632954,0.823190932868352,-0.9533856437082242,-0.6257309941520467,0.8081952920662597
2,Non-breeding,0,0.945597210113339,0.8433013658820109,0.3755303690787561,-0.9516419645451901,0.6491228070175439,0.054925893635571044,0.9025864574251669,0.6225515838419062,-0.9516419645451901,-0.543859649122807,0.9183958151700086
2,Breeding,0,0.6092996222028478,0.8995640802092414,0.21976169718105196,-0.9687300203429233,0.6491228070175439,0.16663760534728272,0.9164196454519034,0.5860505666957279,-0.9687300203429233,-0.8245614035087718,0.9183958151700086
2,Total,0,0.8739901191514093,0.8839872130194709,0.37925021795989533,-0.9544318512060446,0.5555555555555555,-0.008427782621331007,0.9253705318221446,0.6270851496657946,-0.9544318512060446,-0.6842105263157894,0.9183958151700086
3,Non-breeding,0,0.9823307178145887,0.8555071200232488,0.8616681197326357,-0.8721301947108396,0.8128654970760234,0.8314443475733796,0.9237430979366462,0.4871258355129322,-0.8721301947108396,0.13450292397660818,0.9222319093286834
3,Breeding,0,0.6821854112176692,0.7484452194129612,0.8163324614937516,-0.9158384190642254,0.8596491228070176,0.6838128451031675,0.9359488520778841,0.265097355419936,-0.9158384190642254,-0.6608187134502924,0.9222319093286834
3,Total,0,0.9509444928799766,0.7683231618715488,0.8910781749491425,-0.8613193839000288,0.8011695906432749,0.8721301947108396,0.9207207207207205,0.4237721592560301,-0.8613193839000288,-0.14619883040935672,0.9222319093286834
4,Non-breeding,0,0.953153153153153,0.930485324033711,0.5329264748619587,-0.972333623946527,0.6608187134502924,0.6805579773321707,0.9222319093286834,0.520604475443185,-0.972333623946527,-0.8245614035087718,0.5004940424295262
4,Breeding,0,0.8978204010462073,0.8828247602441149,0.030049404242952625,-0.9852368497529785,0.43859649122807015,0.15443185120604472,0.9294391165358906,0.8524847428073233,-0.9852368497529785,-0.871345029239766,0.5004940424295262
4,Total,0,0.930485324033711,0.9173496076721881,0.08468468468468467,-0.975820982272595,0.52046783625731,0.2676547515257192,0.9459459459459457,0.8001743679163031,-0.975820982272595,-0.847953216374269,0.5004940424295262
5,Non-breeding,0,0.9507120023249054,0.8930543446672478,0.4952630049404242,-0.9680325486777098,0.7076023391812866,0.881662307468759,0.9237430979366462,0.8141238012205753,-0.9680325486777098,-0.5789473684210525,0.8514385353095029
5,Breeding,0,0.8603894216797441,0.9029351932577737,0.3905260098808485,-0.9687300203429233,0.3333333333333333,0.4573670444638186,0.9178145887823305,0.7899447834931704,-0.9687300203429233,-0.8245614035087718,0.8514385353095029
5,Total,0,0.9114210985178726,0.9193257773902933,0.3679744260389421,-0.959546643417611,0.4269005847953216,0.8391165358907293,0.9279279279279278,0.8050566695727984,-0.959546643417611,-0.5789473684210525,0.8514385353095029
6,Non-breeding,0,0.9164196454519034,0.5367625690206335,0.4123801220575413,-0.9815170008718392,0.5672514619883041,0.6952048823016563,0.9009590235396685,0.07840743969776226,-0.9815170008718392,-0.7543859649122807,0.48805579773321695
6,Breeding,0,0.741819238593432,0.5929090380703282,-0.2917175239755884,-0.9743097936646321,-0.23976608187134502,-0.37634408602150526,0.7356582388840451,0.6864864864864864,-0.9743097936646321,-0.9064327485380117,0.48805579773321695
6,Total,0,0.8613193839000288,0.6012786980528915,-0.1416448706771287,-0.9818657367044462,0.43859649122807015,0.2684684684684684,0.9053763440860213,0.6627724498692239,-0.9818657367044462,-0.8362573099415204,0.48805579773321695
7,Non-breeding,0,0.9617553036907874,0.8796861377506536,0.783667538506248,-0.982214472537053,0.7192982456140351,0.20430107526881716,0.8995640802092414,0.7868061609997092,-0.982214472537053,-0.8128654970760234,0.7834350479511768
7,Breeding,0,0.8896832316187153,0.6563789596047659,0.10165649520488228,-0.9893054344667246,0.7076023391812866,0.43667538506248177,0.8085440278988664,0.8164487067712872,-0.9893054344667246,-0.6959064327485379,0.7834350479511768
7,Total,0,0.9588491717523974,0.7872711421098516,0.1343214181923859,-0.981633246149375,0.7192982456140351,0.2826503923278116,0.8643417611159545,0.8607381575123509,-0.981633246149375,-0.7192982456140351,0.7834350479511768
8,Non-breeding,0,0.8383028189479801,0.6768381284510315,0.32484742807323447,-0.9815170008718392,0.8011695906432749,0.3426329555361813,0.922348154606219,0.35297878523684967,-0.9815170008718392,-0.8362573099415204,0.6231328102295843
8,Breeding,0,0.5015402499273466,0.7450741063644287,0.49398430688753264,-0.9834931705899446,0.7192982456140351,0.6131357163615226,0.9265329845975006,0.5630340017436791,-0.9834931705899446,-0.894736842105263,0.6231328102295843
8,Total,0,0.77146178436501,0.7736704446381863,0.5250217959895378,-0.9815170008718392,0.8128654970760234,0.5107236268526589,0.952571926765475,0.23266492298750358,-0.9815170008718392,-0.8362573099415204,0.6231328102295843
9,Non-breeding,0,0.9439697762278406,0.8022667829119441,0.21232199941877358,-0.9755884917175237,0.7309941520467835,0.45864574251671014,0.8573670444638185,0.3497239174658529,-0.9755884917175237,-0.6140350877192983,0.8360941586748036
9,Breeding,0,0.7105492589363556,0.80052310374891,0.315082824760244,-0.9918628305725078,0.5672514619883041,0.4695727986050566,0.8131938390002905,-0.17477477477477474,-0.9918628305725078,-0.6023391812865496,0.8360941586748036
9,Total,0,0.8695727986050565,0.7994768962510896,0.05550712002324905,-0.9831444347573378,0.6491228070175439,0.4848009299622202,0.8346992153443765,0.07875617553036907,-0.9831444347573378,-0.5321637426900584,0.8360941586748036
10,Non-breeding,0,0.6898575995350187,0.5061900610287706,-0.44795117698343495,-0.9805870386515546,0.4269005847953216,0.3729729729729729,0.6280151118860795,0.6902063353676255,-0.9805870386515546,-0.49707602339181284,0.5254867770996802
10,Breeding,0,0.4778262133100842,0.6167393199651263,-0.35948852077884325,-0.988026736413833,0.4502923976608187,0.46283057250799176,0.7682069165940132,-0.19767509444928796,-0.988026736413833,-0.7426900584795321,0.5254867770996802
10,Total,0,0.5932577739029351,0.5854693403080499,-0.44027898866608534,-0.976983435047951,0.40350877192982454,0.4913106655042138,0.7176402208660272,0.2713746004068584,-0.976983435047951,-0.6023391812865496,0.5254867770996802
11,Non-breeding,0,0.9639639639639638,0.8637605347282764,-0.17733217088055794,-0.9251380412670733,0.7660818713450293,-0.4895669863411798,0.8953792502179597,0.5820982272595174,-0.9251380412670733,-0.5906432748538012,0.8972391746585293
11,Breeding,0,0.8335367625690205,0.8877070619006101,0.22336530078465558,-0.9805870386515546,0.7192982456140351,0.18825922696890435,0.8349317058994477,0.5673350770124962,-0.9805870386515546,-0.7426900584795321,0.8972391746585293
