Realisation number,Variable,index,Coefficient of variation,Lag-2 AC,Kurtosis,Variance,Lag-3 AC,Smax/Var,Standard deviation,Skewness,Smax,Lag-1 AC,Cross correlation
41,Total,0,0.9024822695035463,0.2145390070921986,0.5602836879432624,-0.9007092198581561,-0.41666666666666674,0.24444444444444444,-0.9007092198581561,-0.19858156028368795,-0.4666666666666666,0.6773049645390071,0.8634751773049646
42,Non-breeding,0,0.8936170212765958,0.3439716312056738,0.5780141843971631,-0.948581560283688,-0.07446808510638298,-0.5555555555555555,-0.948581560283688,-0.10283687943262412,-0.8666666666666666,0.7996453900709221,0.6560283687943262
42,Breeding,0,0.007092198581560284,0.5283687943262412,-0.03723404255319149,-0.9414893617021277,-0.21099290780141847,-0.5111111111111111,-0.9414893617021277,0.19858156028368795,-0.9555555555555554,0.7943262411347518,0.6560283687943262
42,Total,0,0.698581560283688,0.5336879432624113,-0.13829787234042556,-0.9326241134751774,-0.09929078014184398,-0.3333333333333333,-0.9326241134751774,0.16134751773049646,-0.8666666666666666,0.8351063829787235,0.6560283687943262
43,Non-breeding,0,0.9255319148936171,0.797872340425532,-0.23049645390070925,-0.7127659574468086,-0.4024822695035461,0.022222222222222223,-0.7127659574468086,0.22340425531914895,-0.1111111111111111,0.897163120567376,0.7890070921985817
43,Breeding,0,0.6631205673758865,0.26773049645390073,-0.31028368794326244,-0.9290780141843973,0.546099290780142,0.4666666666666666,-0.9290780141843973,-0.15070921985815602,-0.37777777777777777,0.8315602836879434,0.7890070921985817
43,Total,0,0.8280141843971632,0.5709219858156029,-0.13297872340425532,-0.8315602836879434,-0.2021276595744681,0.4222222222222222,-0.8315602836879434,-0.16666666666666669,0.022222222222222223,0.8953900709219859,0.7890070921985817
44,Non-breeding,0,0.8386524822695036,0.5230496453900709,0.37234042553191493,-0.8936170212765958,0.3191489361702128,-0.19999999999999998,-0.8936170212765958,0.4893617021276596,-0.8666666666666666,0.09929078014184398,0.74822695035461
44,Breeding,0,0.6879432624113476,0.6719858156028369,0.13829787234042556,-0.948581560283688,0.33865248226950356,0.24444444444444444,-0.948581560283688,-0.044326241134751775,-0.8666666666666666,0.6276595744680852,0.74822695035461
44,Total,0,0.8652482269503546,0.5673758865248227,-0.14539007092198583,-0.921985815602837,0.3829787234042554,0.06666666666666667,-0.921985815602837,0.1843971631205674,-0.6888888888888888,0.5017730496453902,0.74822695035461
45,Non-breeding,0,0.5496453900709221,-0.5106382978723405,-0.04609929078014185,-0.9414893617021277,-0.4822695035460993,0.6444444444444444,-0.9414893617021277,0.5514184397163121,-0.8222222222222221,0.725177304964539,0.13120567375886524
45,Breeding,0,0.599290780141844,-0.03723404255319149,0.07801418439716314,-0.9450354609929079,0.07269503546099292,0.28888888888888886,-0.9450354609929079,0.12588652482269505,-0.8666666666666666,-0.22340425531914895,0.13120567375886524
45,Total,0,0.4964539007092199,-0.2801418439716312,-0.08156028368794327,-0.9343971631205674,-0.29078014184397166,0.28888888888888886,-0.9343971631205674,0.16312056737588654,-0.8222222222222221,0.3156028368794327,0.13120567375886524
46,Non-breeding,0,0.9574468085106383,0.75,0.3776595744680852,-0.7819148936170214,0.6932624113475179,0.7333333333333333,-0.7819148936170214,0.31737588652482274,0.06666666666666667,0.8794326241134752,0.773049645390071
46,Breeding,0,0.7872340425531915,0.4468085106382979,0.19503546099290783,-0.8617021276595745,0.6347517730496455,0.7777777777777777,-0.8617021276595745,-0.040780141843971635,0.37777777777777777,0.8812056737588653,0.773049645390071
46,Total,0,0.9042553191489363,0.5336879432624113,-0.45035460992907805,-0.5815602836879433,0.7092198581560284,0.7777777777777777,-0.5815602836879433,-0.39361702127659576,0.5555555555555555,0.874113475177305,0.773049645390071
47,Non-breeding,0,0.7606382978723405,0.5390070921985817,-0.17553191489361705,-0.9308510638297873,0.601063829787234,0.24444444444444444,-0.9308510638297873,0.25,-0.28888888888888886,0.3687943262411348,-0.13475177304964542
47,Breeding,0,0.0921985815602837,0.35283687943262415,0.3191489361702128,-0.9521276595744681,0.22517730496453903,0.06666666666666667,-0.9521276595744681,0.30496453900709225,-0.7777777777777777,0.18085106382978725,-0.13475177304964542
47,Total,0,0.5957446808510638,0.4273049645390071,0.3510638297872341,-0.9627659574468085,0.35815602836879434,0.022222222222222223,-0.9627659574468085,0.0549645390070922,-0.5111111111111111,0.2872340425531915,-0.13475177304964542
48,Non-breeding,0,0.9343971631205674,-0.28368794326241137,0.9078014184397164,-0.946808510638298,0.8333333333333335,-0.022222222222222223,-0.946808510638298,-0.34219858156028377,-0.6444444444444444,0.7287234042553192,0.7109929078014185
48,Breeding,0,0.8829787234042553,0.7109929078014185,0.19503546099290783,-0.923758865248227,-0.49822695035460995,-0.28888888888888886,-0.923758865248227,-0.04255319148936171,-0.8222222222222221,0.7960992907801419,0.7109929078014185
48,Total,0,0.9326241134751774,0.5833333333333334,0.5656028368794327,-0.9078014184397164,0.1914893617021277,0.1111111111111111,-0.9078014184397164,0.12765957446808512,-0.8222222222222221,0.8049645390070922,0.7109929078014185
49,Non-breeding,0,0.4556737588652483,-0.29609929078014185,0.40780141843971635,-0.9414893617021277,-0.03900709219858157,0.19999999999999998,-0.9414893617021277,0.2978723404255319,-0.8222222222222221,0.6773049645390071,0.4680851063829788
49,Breeding,0,0.10283687943262412,0.5868794326241135,0.25,-0.9397163120567377,0.2641843971631206,-0.3333333333333333,-0.9397163120567377,0.3280141843971631,-0.8222222222222221,0.45744680851063835,0.4680851063829788
49,Total,0,0.4113475177304965,0.34219858156028377,0.3847517730496454,-0.9078014184397164,0.1099290780141844,0.06666666666666667,-0.9078014184397164,0.28900709219858156,-0.6888888888888888,0.700354609929078,0.4680851063829788
50,Non-breeding,0,0.8156028368794327,0.5815602836879433,0.874113475177305,-0.8209219858156028,-0.39007092198581567,-0.3333333333333333,-0.8209219858156028,0.8492907801418441,-0.911111111111111,0.797872340425532,0.7783687943262412
50,Breeding,0,0.5656028368794327,0.6507092198581561,0.7198581560283689,-0.9290780141843973,-0.5602836879432624,0.5555555555555555,-0.9290780141843973,0.7517730496453902,-0.4666666666666666,0.7854609929078015,0.7783687943262412
50,Total,0,0.7819148936170214,0.700354609929078,0.8546099290780143,-0.8812056737588653,-0.5070921985815603,-0.022222222222222223,-0.8812056737588653,0.824468085106383,-0.8222222222222221,0.7801418439716313,0.7783687943262412
51,Non-breeding,0,0.725177304964539,0.5939716312056738,0.30141843971631205,-0.946808510638298,0.601063829787234,-0.06666666666666667,-0.946808510638298,0.7765957446808511,-0.9999999999999999,0.3776595744680852,-0.1648936170212766
51,Breeding,0,0.8634751773049646,0.26950354609929084,0.8847517730496455,-0.8953900709219859,0.7021276595744682,-0.3333333333333333,-0.8953900709219859,0.8528368794326242,-0.7777777777777777,0.5780141843971631,-0.1648936170212766
51,Total,0,0.8457446808510639,0.5656028368794327,0.8794326241134752,-0.9343971631205674,0.7996453900709221,-0.15555555555555553,-0.9343971631205674,0.8670212765957448,-0.7777777777777777,0.7198581560283689,-0.1648936170212766
52,Non-breeding,0,0.8297872340425533,0.7393617021276596,-0.4255319148936171,-0.8652482269503546,-0.6613475177304965,0.4222222222222222,-0.8652482269503546,0.7836879432624114,-0.37777777777777777,0.5868794326241135,0.7801418439716313
52,Breeding,0,0.7074468085106383,0.3794326241134752,0.5283687943262412,-0.923758865248227,-0.7535460992907802,-0.15555555555555553,-0.923758865248227,0.2925531914893617,-0.911111111111111,0.824468085106383,0.7801418439716313
52,Total,0,0.8634751773049646,0.6329787234042554,-0.1170212765957447,-0.874113475177305,-0.7659574468085107,-0.15555555555555553,-0.874113475177305,0.5230496453900709,-0.8222222222222221,0.8280141843971632,0.7801418439716313
53,Non-breeding,0,0.946808510638298,-0.33333333333333337,0.4273049645390071,-0.8776595744680852,-0.6152482269503547,-0.24444444444444444,-0.8776595744680852,0.6205673758865249,-0.7777777777777777,0.5886524822695036,0.4840425531914894
53,Breeding,0,0.26773049645390073,0.423758865248227,0.3634751773049646,-0.9609929078014184,-0.2943262411347518,-0.4666666666666666,-0.9609929078014184,0.16134751773049646,-0.9555555555555554,-0.725177304964539,0.4840425531914894
53,Total,0,0.8404255319148938,0.32446808510638303,-0.10106382978723405,-0.897163120567376,-0.5780141843971631,-0.3333333333333333,-0.897163120567376,0.09042553191489362,-0.8222222222222221,0.030141843971631208,0.4840425531914894
54,Non-breeding,0,0.9414893617021277,0.7446808510638299,0.6170212765957448,-0.8776595744680852,-0.44148936170212766,0.19999999999999998,-0.8776595744680852,0.8049645390070922,-0.5111111111111111,0.8138297872340426,0.6489361702127661
54,Breeding,0,0.5797872340425533,0.019503546099290784,0.6152482269503547,-0.9663120567375888,-0.04609929078014185,0.37777777777777777,-0.9663120567375888,0.3156028368794327,-0.8222222222222221,0.8297872340425533,0.6489361702127661
54,Total,0,0.9113475177304966,0.49113475177304966,0.9007092198581561,-0.9627659574468085,-0.35992907801418444,0.4222222222222222,-0.9627659574468085,0.8599290780141845,-0.6444444444444444,0.8865248226950355,0.6489361702127661
55,Non-breeding,0,0.7748226950354611,0.40070921985815605,0.33865248226950356,-0.9361702127659576,-0.10106382978723405,-0.06666666666666667,-0.9361702127659576,-0.6507092198581561,-0.8666666666666666,0.4255319148936171,0.4450354609929078
55,Breeding,0,0.574468085106383,-0.4095744680851064,0.3546099290780142,-0.971631205673759,0.36524822695035464,0.19999999999999998,-0.971631205673759,-0.2641843971631206,-0.8666666666666666,0.5212765957446809,0.4450354609929078
55,Total,0,0.7464539007092199,0.09929078014184398,0.3918439716312057,-0.946808510638298,0.25,0.1111111111111111,-0.946808510638298,-0.4326241134751773,-0.8666666666666666,0.5514184397163121,0.4450354609929078
56,Non-breeding,0,0.8812056737588653,-0.6648936170212766,0.5265957446808511,-0.9024822695035463,0.07092198581560284,0.3333333333333333,-0.9024822695035463,0.6081560283687943,-0.24444444444444444,0.22163120567375888,0.7783687943262412
56,Breeding,0,0.7570921985815604,-0.7783687943262412,0.4539007092198582,-0.9113475177304966,-0.546099290780142,0.3333333333333333,-0.9113475177304966,-0.18617021276595747,-0.28888888888888886,0.39539007092198586,0.7783687943262412
56,Total,0,0.8528368794326242,-0.7145390070921986,0.5531914893617023,-0.9202127659574469,-0.4184397163120568,0.3333333333333333,-0.9202127659574469,0.5195035460992908,-0.19999999999999998,0.4308510638297873,0.7783687943262412
57,Non-breeding,0,0.9184397163120569,0.8102836879432624,0.6329787234042554,-0.9343971631205674,-0.01595744680851064,-0.28888888888888886,-0.9343971631205674,0.5939716312056738,-0.7777777777777777,0.7216312056737589,0.11879432624113476
57,Breeding,0,0.8404255319148938,0.797872340425532,0.6258865248226951,-0.9042553191489363,-0.2943262411347518,0.1111111111111111,-0.9042553191489363,0.8262411347517732,-0.7777777777777777,0.6666666666666667,0.11879432624113476
57,Total,0,0.8634751773049646,0.8102836879432624,0.7375886524822696,-0.9379432624113476,-0.2978723404255319,-0.022222222222222223,-0.9379432624113476,0.5567375886524824,-0.7777777777777777,0.7872340425531915,0.11879432624113476
58,Non-breeding,0,0.9680851063829788,0.7677304964539008,0.12943262411347517,-0.8794326241134752,-0.6312056737588654,0.4222222222222222,-0.8794326241134752,-0.34751773049645396,-0.3333333333333333,0.8368794326241136,0.9184397163120569
58,Breeding,0,0.9539007092198583,-0.4556737588652483,0.22163120567375888,-0.7677304964539008,-0.6773049645390071,0.6,-0.7677304964539008,0.7393617021276596,0.19999999999999998,0.8315602836879434,0.9184397163120569
58,Total,0,0.9751773049645391,0.700354609929078,0.08156028368794327,-0.6241134751773051,-0.6365248226950355,0.6888888888888888,-0.6241134751773051,0.7570921985815604,0.4222222222222222,0.8333333333333335,0.9184397163120569
59,Non-breeding,0,0.8670212765957448,0.824468085106383,-0.010638297872340427,-0.41489361702127664,0.7092198581560284,0.19999999999999998,-0.41489361702127664,0.28546099290780147,-0.06666666666666667,0.4840425531914894,0.5673758865248227
59,Breeding,0,0.4308510638297873,-0.20744680851063832,0.39361702127659576,-0.9397163120567377,0.5833333333333334,-0.022222222222222223,-0.9397163120567377,0.26063829787234044,-0.4666666666666666,0.6950354609929079,0.5673758865248227
59,Total,0,0.6560283687943262,0.33687943262411346,0.3439716312056738,-0.8457446808510639,0.7163120567375887,0.1111111111111111,-0.8457446808510639,0.4929078014184398,-0.3333333333333333,0.6808510638297873,0.5673758865248227
60,Non-breeding,0,0.9308510638297873,0.7588652482269505,0.14893617021276595,-0.9078014184397164,0.37056737588652483,0.022222222222222223,-0.9078014184397164,-0.5390070921985817,-0.5555555555555555,0.599290780141844,0.7180851063829788
60,Breeding,0,0.8723404255319149,-0.11347517730496455,0.8138297872340426,-0.950354609929078,0.6524822695035462,-0.1111111111111111,-0.950354609929078,0.040780141843971635,-0.6888888888888888,0.2340425531914894,0.7180851063829788
60,Total,0,0.948581560283688,0.5620567375886526,0.7358156028368795,-0.8900709219858156,0.5709219858156029,-0.19999999999999998,-0.8900709219858156,-0.30141843971631205,-0.6,0.4450354609929078,0.7180851063829788
61,Non-breeding,0,0.5797872340425533,0.17375886524822698,0.7287234042553192,-0.946808510638298,0.04609929078014185,-0.6888888888888888,-0.946808510638298,0.16312056737588654,-0.9555555555555554,0.2783687943262412,-0.31028368794326244
61,Breeding,0,0.1914893617021277,0.700354609929078,0.7269503546099292,-0.9946808510638299,0.4450354609929078,-0.1111111111111111,-0.9946808510638299,0.21631205673758866,-0.8666666666666666,0.7163120567375887,-0.31028368794326244
61,Total,0,0.33333333333333337,0.698581560283688,0.7606382978723405,-0.9680851063829788,0.24290780141843976,-0.3333333333333333,-0.9680851063829788,0.1843971631205674,-0.7777777777777777,0.7056737588652483,-0.31028368794326244
62,Non-breeding,0,0.8386524822695036,0.2269503546099291,0.5035460992907802,-0.9592198581560284,0.23581560283687944,0.37777777777777777,-0.9592198581560284,0.6843971631205675,-0.7333333333333333,0.7056737588652483,0.6843971631205675
62,Breeding,0,0.46985815602836883,-0.39539007092198586,0.007092198581560284,-0.9609929078014184,0.2340425531914894,0.06666666666666667,-0.9609929078014184,0.07624113475177306,-0.6444444444444444,0.6117021276595745,0.6843971631205675
62,Total,0,0.7393617021276596,-0.30319148936170215,0.21631205673758866,-0.9202127659574469,0.11524822695035462,0.24444444444444444,-0.9202127659574469,0.39361702127659576,-0.5555555555555555,0.6560283687943262,0.6843971631205675
63,Non-breeding,0,0.7446808510638299,0.32446808510638303,-0.14893617021276595,-0.897163120567376,-0.35815602836879434,-0.19999999999999998,-0.897163120567376,-0.12765957446808512,-0.8666666666666666,-0.35992907801418444,-0.398936170212766
63,Breeding,0,0.2978723404255319,-0.34751773049645396,0.6914893617021277,-0.921985815602837,0.03546099290780142,-0.24444444444444444,-0.921985815602837,0.5319148936170213,-0.8222222222222221,0.43794326241134757,-0.398936170212766
63,Total,0,0.5319148936170213,-0.24113475177304966,0.622340425531915,-0.9414893617021277,0.06737588652482271,-0.5111111111111111,-0.9414893617021277,0.3546099290780142,-0.8666666666666666,0.1099290780141844,-0.398936170212766
64,Non-breeding,0,0.9273049645390072,0.597517730496454,-0.574468085106383,-0.8581560283687945,0.8138297872340426,0.24444444444444444,-0.8581560283687945,-0.6365248226950355,-0.8222222222222221,0.7819148936170214,0.7925531914893618
64,Breeding,0,0.7340425531914894,0.3138297872340426,-0.42198581560283693,-0.9273049645390072,0.8617021276595745,-0.06666666666666667,-0.9273049645390072,-0.6595744680851064,-0.911111111111111,0.7358156028368795,0.7925531914893618
64,Total,0,0.9166666666666667,0.4893617021276596,-0.40602836879432624,-0.8882978723404256,0.8599290780141845,0.06666666666666667,-0.8882978723404256,-0.4042553191489362,-0.7777777777777777,0.7836879432624114,0.7925531914893618
65,Non-breeding,0,0.8900709219858156,0.14361702127659576,0.35815602836879434,-0.8865248226950355,0.001773049645390071,0.4666666666666666,-0.8865248226950355,0.698581560283688,-0.4666666666666666,0.723404255319149,0.7464539007092199
65,Breeding,0,0.9095744680851066,0.5195035460992908,0.5904255319148937,-0.8297872340425533,0.7960992907801419,0.3333333333333333,-0.8297872340425533,0.2340425531914894,-0.7333333333333333,0.5549645390070923,0.7464539007092199
65,Total,0,0.9361702127659576,0.34751773049645396,0.7783687943262412,-0.8758865248226951,0.6382978723404256,0.6888888888888888,-0.8758865248226951,0.4609929078014185,-0.24444444444444444,0.8102836879432624,0.7464539007092199
66,Non-breeding,0,0.9574468085106383,0.6453900709219859,0.822695035460993,-0.8333333333333335,-0.6382978723404256,0.5555555555555555,-0.8333333333333335,0.8014184397163121,-0.3333333333333333,0.7517730496453902,0.622340425531915
66,Breeding,0,0.39361702127659576,0.3209219858156029,-0.06560283687943262,-0.950354609929078,-0.40602836879432624,0.3333333333333333,-0.950354609929078,0.14539007092198583,-0.6444444444444444,0.5407801418439717,0.622340425531915
66,Total,0,0.7695035460992908,0.6365248226950355,0.6808510638297873,-0.9379432624113476,-0.5567375886524824,0.37777777777777777,-0.9379432624113476,0.45035460992907805,-0.6,0.5762411347517731,0.622340425531915
67,Non-breeding,0,0.9290780141843973,0.7517730496453902,-0.20567375886524825,-0.8120567375886525,0.8900709219858156,0.15555555555555553,-0.8120567375886525,0.5585106382978724,-0.28888888888888886,0.7783687943262412,0.8404255319148938
67,Breeding,0,0.9804964539007093,0.8687943262411348,0.5762411347517731,-0.5407801418439717,0.7854609929078015,0.4666666666666666,-0.5407801418439717,0.4113475177304965,0.19999999999999998,0.8102836879432624,0.8404255319148938
67,Total,0,0.969858156028369,0.8510638297872342,0.12056737588652483,-0.5124113475177305,0.9166666666666667,0.3333333333333333,-0.5124113475177305,0.6790780141843972,0.15555555555555553,0.8882978723404256,0.8404255319148938
68,Non-breeding,0,0.9379432624113476,0.39007092198581567,0.3758865248226951,-0.8882978723404256,0.5017730496453902,-0.1111111111111111,-0.8882978723404256,0.6932624113475179,-0.6444444444444444,0.7819148936170214,0.8280141843971632
68,Breeding,0,0.7606382978723405,0.8262411347517732,0.5833333333333334,-0.9060283687943264,-0.4539007092198582,-0.19999999999999998,-0.9060283687943264,0.4202127659574469,-0.6,0.8173758865248227,0.8280141843971632
68,Total,0,0.897163120567376,0.771276595744681,0.43617021276595747,-0.847517730496454,0.14539007092198583,-0.15555555555555553,-0.847517730496454,0.45744680851063835,-0.4666666666666666,0.847517730496454,0.8280141843971632
69,Non-breeding,0,0.9131205673758866,0.30496453900709225,0.5620567375886526,-0.9095744680851066,-0.37056737588652483,0.15555555555555553,-0.9095744680851066,0.8794326241134752,-0.6444444444444444,0.7287234042553192,0.7163120567375887
69,Breeding,0,0.7109929078014185,0.3617021276595745,0.7872340425531915,-0.946808510638298,-0.7163120567375887,0.6,-0.946808510638298,0.6613475177304965,-0.5111111111111111,0.7624113475177307,0.7163120567375887
69,Total,0,0.8546099290780143,0.5372340425531915,0.7659574468085107,-0.9078014184397164,-0.7145390070921986,0.6888888888888888,-0.9078014184397164,0.8014184397163121,-0.8222222222222221,0.7429078014184397,0.7163120567375887
70,Non-breeding,0,0.7570921985815604,0.6187943262411348,0.04609929078014185,-0.771276595744681,0.5301418439716312,0.3333333333333333,-0.771276595744681,-0.6613475177304965,-0.022222222222222223,0.8936170212765958,0.45035460992907805
70,Breeding,0,0.8085106382978724,0.5709219858156029,-0.003546099290780142,-0.9361702127659576,0.23226950354609932,0.24444444444444444,-0.9361702127659576,-0.30496453900709225,-0.6,0.7996453900709221,0.45035460992907805
70,Total,0,0.7163120567375887,0.6524822695035462,0.14893617021276595,-0.9024822695035463,0.4397163120567376,0.5111111111111111,-0.9024822695035463,-0.3262411347517731,0.06666666666666667,0.9326241134751774,0.45035460992907805
71,Non-breeding,0,0.7429078014184397,-0.22872340425531917,0.4255319148936171,-0.9609929078014184,0.723404255319149,-0.24444444444444444,-0.9609929078014184,-0.5017730496453902,-0.7333333333333333,0.6684397163120568,0.7411347517730497
71,Breeding,0,-0.299645390070922,-0.21276595744680854,0.7890070921985817,-0.9592198581560284,0.1170212765957447,-0.4222222222222222,-0.9592198581560284,0.4273049645390071,-0.9999999999999999,0.01595744680851064,0.7411347517730497
71,Total,0,0.3085106382978724,-0.2925531914893617,0.7039007092198583,-0.9414893617021277,0.5301418439716312,-0.15555555555555553,-0.9414893617021277,-0.20744680851063832,-0.911111111111111,0.423758865248227,0.7411347517730497
72,Non-breeding,0,0.8882978723404256,-0.2819148936170213,-0.20035460992907803,-0.8156028368794327,-0.2801418439716312,0.5111111111111111,-0.8156028368794327,-0.6843971631205675,0.06666666666666667,0.7145390070921986,0.4113475177304965
72,Breeding,0,0.8297872340425533,0.06560283687943262,0.05141843971631206,-0.9024822695035463,-0.6028368794326241,0.8222222222222221,-0.9024822695035463,-0.0921985815602837,0.1111111111111111,0.6702127659574468,0.4113475177304965
72,Total,0,0.8900709219858156,-0.0921985815602837,0.0053191489361702135,-0.8652482269503546,-0.4539007092198582,0.7333333333333333,-0.8652482269503546,-0.34574468085106386,0.4222222222222222,0.7446808510638299,0.4113475177304965
73,Non-breeding,0,0.5673758865248227,0.4255319148936171,0.7907801418439717,-0.9592198581560284,0.13475177304964542,0.022222222222222223,-0.9592198581560284,0.3918439716312057,-0.5111111111111111,0.5851063829787234,0.5425531914893618
73,Breeding,0,0.7960992907801419,0.6152482269503547,-0.14539007092198583,-0.9432624113475178,-0.30319148936170215,0.19999999999999998,-0.9432624113475178,-0.28546099290780147,-0.6444444444444444,0.34042553191489366,0.5425531914893618
73,Total,0,0.7304964539007093,0.5230496453900709,0.040780141843971635,-0.9521276595744681,-0.13297872340425532,0.19999999999999998,-0.9521276595744681,-0.1099290780141844,-0.4666666666666666,0.4042553191489362,0.5425531914893618
74,Non-breeding,0,0.8829787234042553,0.773049645390071,0.5904255319148937,-0.9202127659574469,-0.7163120567375887,0.8666666666666666,-0.9202127659574469,0.17375886524822698,-0.8666666666666666,0.7322695035460993,0.6365248226950355
74,Breeding,0,0.8634751773049646,0.6418439716312058,0.8723404255319149,-0.9379432624113476,-0.26773049645390073,0.4666666666666666,-0.9379432624113476,0.4273049645390071,-0.3333333333333333,0.6312056737588654,0.6365248226950355
74,Total,0,0.8652482269503546,0.622340425531915,0.8528368794326242,-0.8776595744680852,-0.46453900709219864,0.6888888888888888,-0.8776595744680852,0.5177304964539007,-0.4666666666666666,0.824468085106383,0.6365248226950355
75,Non-breeding,0,0.9095744680851066,0.6648936170212766,0.2819148936170213,-0.9592198581560284,0.723404255319149,0.15555555555555553,-0.9592198581560284,-0.22340425531914895,-0.7333333333333333,0.030141843971631208,0.847517730496454
75,Breeding,0,0.8368794326241136,-0.7393617021276596,0.4184397163120568,-0.9414893617021277,0.6861702127659576,-0.24444444444444444,-0.9414893617021277,-0.46985815602836883,-0.8666666666666666,0.7872340425531915,0.847517730496454
75,Total,0,0.9432624113475178,-0.4609929078014185,0.8687943262411348,-0.9574468085106383,0.8049645390070922,0.1111111111111111,-0.9574468085106383,-0.5053191489361702,-0.7777777777777777,0.7092198581560284,0.847517730496454
76,Non-breeding,0,0.950354609929078,0.6773049645390071,0.17375886524822698,-0.9326241134751774,-0.5762411347517731,0.4666666666666666,-0.9326241134751774,0.2198581560283688,-0.4666666666666666,0.897163120567376,0.3209219858156029
76,Breeding,0,0.897163120567376,0.20390070921985817,0.34219858156028377,-0.9255319148936171,-0.5390070921985817,0.6,-0.9255319148936171,0.700354609929078,-0.6888888888888888,0.34042553191489366,0.3209219858156029
76,Total,0,0.9273049645390072,0.5,-0.001773049645390071,-0.8953900709219859,-0.6453900709219859,0.37777777777777777,-0.8953900709219859,0.2801418439716312,-0.37777777777777777,0.7375886524822696,0.3209219858156029
77,Non-breeding,0,0.8794326241134752,-0.5017730496453902,-0.21099290780141847,-0.9007092198581561,0.39539007092198586,-0.37777777777777777,-0.9007092198581561,-0.07446808510638298,-0.8666666666666666,0.7819148936170214,0.8386524822695036
77,Breeding,0,0.32446808510638303,0.40602836879432624,0.5212765957446809,-0.9379432624113476,0.026595744680851068,0.022222222222222223,-0.9379432624113476,-0.1170212765957447,-0.8666666666666666,0.4308510638297873,0.8386524822695036
77,Total,0,0.7943262411347518,0.2375886524822695,0.1365248226950355,-0.8953900709219859,0.3617021276595745,-0.15555555555555553,-0.8953900709219859,-0.18262411347517732,-0.8666666666666666,0.6400709219858157,0.8386524822695036
78,Non-breeding,0,0.923758865248227,0.19858156028368795,0.23581560283687944,-0.8510638297872342,-0.007092198581560284,-0.28888888888888886,-0.8510638297872342,0.6808510638297873,-0.8222222222222221,0.4893617021276596,0.6187943262411348
78,Breeding,0,0.6897163120567377,0.700354609929078,0.574468085106383,-0.948581560283688,-0.07269503546099292,-0.19999999999999998,-0.948581560283688,-0.08333333333333334,-0.6444444444444444,-0.030141843971631208,0.6187943262411348
78,Total,0,0.8404255319148938,0.5780141843971631,0.5514184397163121,-0.9273049645390072,0.16312056737588654,-0.4222222222222222,-0.9273049645390072,0.08510638297872342,-0.8666666666666666,-0.040780141843971635,0.6187943262411348
79,Non-breeding,0,0.6063829787234043,-0.2092198581560284,0.30496453900709225,-0.9379432624113476,0.6932624113475179,0.06666666666666667,-0.9379432624113476,-0.033687943262411355,-0.9999999999999999,0.546099290780142,0.5496453900709221
79,Breeding,0,0.5354609929078015,-0.5088652482269503,0.21276595744680854,-0.9645390070921986,0.3085106382978724,0.06666666666666667,-0.9645390070921986,-0.2092198581560284,-0.911111111111111,-0.12943262411347517,0.5496453900709221
79,Total,0,0.5921985815602837,-0.33865248226950356,0.1773049645390071,-0.9539007092198583,0.5106382978723405,-0.022222222222222223,-0.9539007092198583,-0.1843971631205674,-0.9999999999999999,-0.028368794326241138,0.5496453900709221
80,Non-breeding,0,0.8794326241134752,0.5851063829787234,0.7943262411347518,-0.824468085106383,0.8687943262411348,-0.24444444444444444,-0.824468085106383,-0.28900709219858156,-0.8666666666666666,0.5620567375886526,0.5088652482269503
80,Breeding,0,-0.01773049645390071,0.22872340425531917,0.22163120567375888,-0.9609929078014184,0.2393617021276596,0.022222222222222223,-0.9609929078014184,0.1595744680851064,-0.9555555555555554,0.7269503546099292,0.5088652482269503
80,Total,0,0.8138297872340426,0.3670212765957447,0.5230496453900709,-0.948581560283688,0.5762411347517731,-0.06666666666666667,-0.948581560283688,-0.13297872340425532,-0.911111111111111,0.824468085106383,0.5088652482269503
81,Non-breeding,0,0.8546099290780143,0.19680851063829788,0.5390070921985817,-0.9273049645390072,-0.6241134751773051,0.28888888888888886,-0.9273049645390072,0.3209219858156029,-0.9999999999999999,0.5195035460992908,0.572695035460993
81,Breeding,0,0.7358156028368795,0.019503546099290784,0.4663120567375887,-0.8404255319148938,-0.09929078014184398,-0.5555555555555555,-0.8404255319148938,0.4663120567375887,-0.7333333333333333,-0.30141843971631205,0.572695035460993
81,Total,0,0.8652482269503546,0.001773049645390071,0.3687943262411348,-0.923758865248227,-0.3209219858156029,-0.24444444444444444,-0.923758865248227,0.4663120567375887,-0.7333333333333333,0.0549645390070922,0.572695035460993
82,Non-breeding,0,0.9609929078014184,0.2978723404255319,0.622340425531915,-0.771276595744681,-0.10638297872340427,0.24444444444444444,-0.771276595744681,0.7109929078014185,-0.24444444444444444,0.9343971631205674,0.9202127659574469
82,Breeding,0,0.8900709219858156,0.12056737588652483,0.6507092198581561,-0.9148936170212767,0.030141843971631208,0.28888888888888886,-0.9148936170212767,0.37056737588652483,-0.5111111111111111,0.8138297872340426,0.9202127659574469
82,Total,0,0.9592198581560284,0.1046099290780142,0.6595744680851064,-0.824468085106383,0.18085106382978725,0.06666666666666667,-0.824468085106383,0.5656028368794327,-0.3333333333333333,0.9042553191489363,0.9202127659574469
83,Non-breeding,0,0.9663120567375888,0.475177304964539,-0.09042553191489362,-0.8758865248226951,-0.6241134751773051,0.4222222222222222,-0.8758865248226951,-0.001773049645390071,-0.15555555555555553,0.9113475177304966,0.5868794326241135
