Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean
x,0,12.06393457109419,2.0900867311967617,12.022324058072726,,,,,,,,,,,
x,1,12.59074885173796,2.0634331982078615,13.934737018838964,,,,,,,,,,,
x,2,13.608645820260092,2.03703469990113,13.595550224442995,,,,,,,,,,,
x,3,16.75607291536157,2.010897813628162,16.532762800506077,,,,,,,,,,,
x,4,8.4047158007343,1.9850293877142264,7.713423115690767,,,,,,,,,,,
x,5,14.383120336810153,1.9594365751409986,14.171044433575954,,,,,,,,,,,
x,6,14.281883391357475,1.9341264463859895,15.088963775027237,,,,,,,,,,,
x,7,9.407926411821254,1.9091061897295425,7.9570345210150775,,,,,,,,,,,
x,8,8.948208952614012,1.88438380878871,8.993410288574298,,,,,,,,,,,
x,9,7.338171975321859,1.8599669620815318,8.032265517437844,,,,,,,,,,,
x,10,16.668989437202157,1.8358636278200438,15.922962295945766,,,,,,,,,,,
x,11,12.184135067643114,1.8120826167147006,12.68341752523795,,,,,,,,,,,
x,12,10.629607086220934,1.7886325306989392,8.926132767420043,,,,,,,,,,,
x,13,17.40824778695764,1.7655222718442027,17.907948534125335,,,,,,,,,,,
x,14,14.598617141949461,1.7427605060438853,14.072585531983888,,,,,,,,,,,
x,15,15.548782505181698,1.7203559217926152,15.678064318348746,,,,,,,,,,,
x,16,12.021629601259123,1.6983180536952696,11.234490575017347,,,,,,,,,,,
x,17,17.41081547848266,1.6766571818183755,17.61366271772568,,,,,,,,,,,
x,18,20.05972461399012,1.6553832635969083,21.4500811062866,,,,,,,,,,,
x,19,5.677433440563689,1.634505919781937,6.088695544889674,,,,,,,,,,,
x,20,15.47259802953049,1.6140351329163996,16.535349010541193,,,,,,,,,,,
x,21,5.715492544833938,1.5939815529547183,6.064063098584,,,,,,,,,,,
x,22,12.045689787620008,1.5743562770055635,12.554585903984949,,,,,,,,,,,
x,23,6.594145795841862,1.555171030773583,5.285565824142842,,,,,,,,,,,
x,24,9.343493720507183,1.5364385170105852,8.719229759755251,,,,,,,,,,,
x,25,10.151726152160778,1.5181713418871363,10.470503833695918,,,,,,,,,,,
x,26,3.598601204804872,1.5003821252775962,2.900509068197934,,,,,,,,,,,
x,27,22.149901747848393,1.4830839942021214,23.38956184347619,,,,,,,,,,,
x,28,13.235836009503737,1.4662903276718762,13.657645420122426,,,,,,,,,,,
x,29,14.151822366970944,1.450014988098675,13.629509886070755,,,,,,,,,,,
x,30,10.995261023860143,1.43427274321136,11.844851267227464,,,,,,,,,,,
x,31,10.466041984917986,1.419079028736077,9.693148939625795,,,,,,,,,,,
x,32,10.148584946954648,1.4044500444068087,9.773350889411132,,,,,,,,,,,
x,33,13.589069642156396,1.390401664735972,14.622013617734506,,,,,,,,,,,
x,34,10.357741960659217,1.3769496246922726,9.03646818523206,,,,,,,,,,,
x,35,7.226951613290393,1.364109984217675,7.098358550035241,,,,,,,,,,,
x,36,12.736531649806142,1.3518983074824447,13.528070733371607,,,,,,,,,,,
x,37,8.181867459521929,1.3403302259174252,7.8034378816815435,,,,,,,,,,,
x,38,9.572975391131513,1.3294216092312867,10.769040451775078,,,,,,,,,,,
x,39,13.472099273515683,1.319188200586128,13.694584740905249,,,,,,,,,,,
x,40,11.40661518073964,1.309646011965132,11.089243090488605,,,,,,,,,,,
x,41,8.219177575700579,1.3008108957462345,7.554326855429565,,,,,,,,,,,
x,42,16.22429686000663,1.2926982149120505,17.04554410192234,,,,,,,,,,,
x,43,6.631715136831076,1.2853225133440127,7.49312746266804,,,,,,,,,,,
x,44,10.443180656011778,1.2786981817774064,10.75482243842334,,,,,,,,,,,
x,45,8.28090218737058,1.2728395011840936,7.1722319963810826,,,,,,,,,,,
x,46,6.934594085167124,1.2677599187160973,6.177788094252137,,,,,,,,,,,
x,47,7.153755911078195,1.2634708698862742,6.2336436443142045,,,,,,,,,,,
x,48,8.014352326713416,1.2599817551139836,7.532192908620891,,,,,,,,,,,
x,49,6.101774282141312,1.2572999047511864,5.847603112166185,,,,,,,,,,,
x,50,9.46160982771745,1.2554308703102575,9.707221596089193,,,,,,,,,,,
x,51,10.229017021064186,1.2543782792771254,9.878086980157956,,,,,,,,,,,
x,52,9.956598739835849,1.254143798040473,9.485354420996515,,,,,,,,,,,
x,53,7.540761742455862,1.2547268254855721,7.260647743032624,,,,,,,,,,,
x,54,10.809869341409772,1.2561239533713988,10.796777843726062,,,,,,,,,,,
x,55,12.607571363610985,1.2583295527198983,13.454952247770871,,,,,,,,,,,
x,56,14.585106710248333,1.2613361852355214,13.542651082485499,,,,,,,,,,,
x,57,5.613074020602202,1.265134760324102,5.100847555804747,,,,,,,,,,,
x,58,9.747583684767756,1.2697135967105893,9.86723903257543,,,,,,,,,,,
x,59,12.120283872283117,1.2750587522154666,12.119440726964276,,,,,,,,,,,
x,60,13.449556137794907,1.2811543926913804,14.586388215355052,,,,,,,,,,,
x,61,2.895477694916905,1.2879835520711806,3.4142868074169237,,,,,,,,,,,
x,62,8.062838636934773,1.295528660048465,7.427262831362427,,,,,,,,,,,
x,63,9.01031264817737,1.3037704938607952,8.074902655134842,,,,,,,,,,,
x,64,3.031690880736133,1.3126874489244975,2.9483731037319916,,,,,,,,,,,
x,65,7.158939912267864,1.3222553389682152,7.082580904287361,,,,,,,,,,,
x,66,4.195824216697689,1.3324479956447108,4.688459178015949,,,,,,,,,,,
