Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,7.025450660651112,6.766904951311117,0.25854570933999454,0.20879206721496357,0.04359412733189787,0.8767290404829194,0.7786461178176105,0.6942481069933383,0.030769064753695723,-0.12737732351862135,0.7339870850764298,0.0063489858450602185,0.14563855807281315
Breeding,0.1,0.0,6.967301839577919,6.738250196097455,0.22905164348046458,0.21699140409468623,0.04708526945098341,0.8779409989251153,0.7786386523520612,0.6947004861015311,0.032133212352459056,-0.11214430723601584,0.647700184002662,0.006735981064468618,0.14305920180579815
Non-breeding,0.2,-0.1,7.545141586621231,7.24378710982675,0.30135447679448113,0.22501420260125862,0.05063139137228026,0.8783128495256942,0.7824906917418237,0.6992309191548839,0.031006020264448705,-0.11557265365115436,0.7451283876345761,0.007294779483133081,0.1440762200172685
Breeding,0.2,-0.1,6.7665839422373395,6.5249228046478525,0.24166113758948704,0.21335117240301135,0.04551872276573947,0.880476321932558,0.7833492828402536,0.7005182152852695,0.032660438481017545,-0.09973377814141149,0.6260012643269335,0.00645608496292851,0.1418336141845308
Non-breeding,0.2,0.0,14.145810141239815,13.646539138332537,0.4992710029072782,0.2890736101254554,0.0835635520709638,0.7566061073080609,0.5827108495788879,0.4484587094074717,0.021145392679454377,-0.22489452376752028,0.6087305108445423,0.011537454193227626,0.13806802017498962
Breeding,0.2,0.0,13.975710646180445,13.524073847641958,0.4516367985384875,0.3107432149618905,0.09656134564485168,0.7646955061117932,0.5852114002360359,0.45171007796577445,0.02294661999076252,-0.20971671456134458,0.48455159603750547,0.013175416198433808,0.13644607073820617
Non-breeding,0.3,-0.2,8.086745349114082,7.735920051342327,0.3508252977717552,0.24642820667514195,0.06072686104512648,0.8797813938975391,0.7861329500967879,0.7039342912223573,0.031826458353010345,-0.10513645064680294,0.7002745407485411,0.008670382432451563,0.14277672652977325
Breeding,0.3,-0.2,6.558006468651056,6.303342044100133,0.2546644245509233,0.21303134339017363,0.04538235326662207,0.8829609656631016,0.7879180263899958,0.7060793870431262,0.03379228008586976,-0.08958485352300273,0.5583572301782405,0.006396275932069199,0.14094191842567028
Non-breeding,0.3,-0.1,15.145464247847677,14.603098345471944,0.5423659023757335,0.3087678900901339,0.09533760995071301,0.7573317625505301,0.5861664811516406,0.4522148965199005,0.021116122463293432,-0.21945917005122625,0.6064208226991502,0.01308024446119005,0.13719920677634131
Breeding,0.3,-0.1,13.5277998328076,13.087268917750158,0.44053091505744213,0.3055207940489106,0.09334295559627684,0.7688506555965253,0.5915389477562442,0.4581143315129274,0.023326614935646313,-0.2001377139428747,0.43966206843940525,0.012726335942165119,0.13633954336317086
Non-breeding,0.3,0.0,21.255111249065735,20.572635466207018,0.6824757828587167,0.3572005093729841,0.1275922038963193,0.6483697732016932,0.42683719516706126,0.2765213327926762,0.01734217010111998,-0.16790289690866042,0.36246396566288075,0.01472299211137221,0.11539100087444237
Breeding,0.3,0.0,20.908553592573128,20.290956496148468,0.6175970964246602,0.3968943165234956,0.1575250984886527,0.6664771022239713,0.4321421307444178,0.2808138137522856,0.01954304872994979,-0.16605433251137047,0.23436367274988654,0.017594171693719626,0.11169122801714686
Non-breeding,0.4,-0.3,8.649348755597304,8.241452729890062,0.4078960257072417,0.273829409928222,0.07498254574163825,0.8810974774511914,0.7894364294774852,0.7081922133575163,0.03322746272712257,-0.09773043595750065,0.6142824751546813,0.01062902050176918,0.14175326266452462
Breeding,0.4,-0.3,6.3425102315319215,6.0744935598831935,0.268016671648728,0.2155658092534035,0.04646861811907474,0.8852851741904236,0.7921322022261232,0.7111441219745925,0.03551922756303029,-0.08267555734923734,0.46236403961531847,0.0065225052325904856,0.14036365824085234
Non-breeding,0.4,-0.2,16.183905833467207,15.590702626547499,0.5932032069197088,0.33583011507069715,0.11278186618839771,0.7582485992228932,0.5899947118221301,0.45643775306462253,0.02152202741334207,-0.21262266711441755,0.5633140482320615,0.015407840633092123,0.13661629439039363
Breeding,0.4,-0.2,13.067967725416619,12.635308977311054,0.43265874810556504,0.3054029469118529,0.09327095998244402,0.7732492179691732,0.5981776689713629,0.46478528844349914,0.024165455171292254,-0.1910369110649303,0.3657561237707239,0.012745218680506015,0.13664723385397762
Non-breeding,0.4,-0.1,22.739034014608432,22.013558829306856,0.7254751853015762,0.37891267838439585,0.1435748178404366,0.6479693277262232,0.429333408944881,0.27812670181664706,0.017197203196545465,-0.17479034396668264,0.35532953605058337,0.01599565970597633,0.11140992512874559
Breeding,0.4,-0.1,20.216321852903498,19.628405255336254,0.5879165975672436,0.39074060404914496,0.15267821965269068,0.6726559790529657,0.4392982196651369,0.28620329602483363,0.019897273088008927,-0.1678402380804541,0.19131128804601105,0.016679116318634668,0.10924358665287022
Non-breeding,0.4,0.0,28.33304269208353,27.545468856242497,0.7875738358410338,0.4175597207524091,0.17435612039482987,0.5468483689865213,0.30095192126744014,0.15873774073187186,0.015146984833629367,-0.11583891391323255,0.25414737321921443,0.017966018938906758,0.10304208936412822
Breeding,0.4,0.0,27.745953948609955,27.038105261449516,0.707848687160439,0.4791200377653009,0.22955601058822336,0.5776530003793038,0.30887105824270056,0.1624096108122694,0.01770960796479361,-0.12611362250439898,0.14015246170054796,0.02286482607180186,0.09960456279586027
Non-breeding,0.5,-0.4,9.231884667127892,8.758261243781542,0.4736234233463499,0.30792415465460704,0.09481728501975437,0.8821990628216193,0.792242664123288,0.7118017289805709,0.03519378452430032,-0.09340948573683977,0.5047794319304748,0.013372989604764903,0.14103957524177954
Breeding,0.5,-0.4,6.121119189950763,5.839372106783012,0.2817470831677511,0.2204644550514168,0.04860457594111818,0.8873793870444066,0.7958618992699988,0.7155777028946588,0.03782880050587885,-0.07898703932638022,0.3568337819113952,0.006806897118016695,0.1400464253872492
Non-breeding,0.5,-0.3,17.258617383561184,16.60596201325966,0.6526553703015239,0.37141169541761276,0.13794664749298557,0.7592200918303195,0.5937898324519644,0.46065575592172403,0.022358299297289243,-0.20578479190907442,0.48530812236580984,0.01881351197685027,0.1363825241045232
Breeding,0.5,-0.3,12.597735407075005,12.170001309890443,0.4277340971845618,0.3096599592117643,0.09588929033903153,0.7776354020533612,0.6047027570716288,0.47131475800291583,0.025454524072727622,-0.18388967112418905,0.2783191294880331,0.013163597995474766,0.13727912626042818
