Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,5.515445365929447,5.309277896390966,0.20616746953848164,0.16885605983548113,0.02851236894316358,0.8782046438756382,0.7811819457894998,0.6977615656856381,0.03171323976475724,-0.10036115408394239,0.7437208367941371,0.004146962389182972,0.14544432970299687
Breeding,0.1,0.0,5.472957797270948,5.292223148806363,0.1807346484645853,0.1757478105715153,0.03088729292068123,0.8807991000749107,0.7825029207643829,0.6991122303305344,0.03313621634771123,-0.0869279028476616,0.6496827185860042,0.004416122152405878,0.14297537060779358
Non-breeding,0.2,-0.1,5.8384778834730096,5.599774062979302,0.23870382049370775,0.1796633657097725,0.03227892497816346,0.8797653508644228,0.7849228648160907,0.7026306899618601,0.03202420959422088,-0.09143131467440359,0.747820933562732,0.004643073980177827,0.14384227428016405
Breeding,0.2,-0.1,5.239438393843181,5.049809812990265,0.1896285808529159,0.1705191187195085,0.02907676984887784,0.8835350307902367,0.7872224089922163,0.7048602913686989,0.03372927504234187,-0.07762038113857167,0.6218074638629112,0.004123665159792185,0.14181991951734385
Non-breeding,0.2,0.0,11.096177227743498,10.696467806294223,0.3997094214492751,0.2324039539705406,0.05401159782114115,0.7572707652909778,0.5843343932985409,0.45107680139841483,0.021689084872357507,-0.21596419969806982,0.6245388115181135,0.007441336826298384,0.1377729437099842
Breeding,0.2,0.0,10.981867309382093,10.621833257324862,0.36003405205723027,0.25003056760812453,0.06251528473844094,0.7710266782947145,0.5908834867845085,0.4571289850884967,0.023509366811121115,-0.2049066416096376,0.4934650135870339,0.008559203533650648,0.13691377347894496
Non-breeding,0.3,-0.2,6.166496383729722,5.890679976743121,0.2758164069866016,0.19409536293082277,0.03767300991124781,0.881143423479597,0.788354042794104,0.7070840727755393,0.0329204392405127,-0.08424783913821146,0.6977476385395552,0.005368343226793151,0.14249838915022175
Breeding,0.3,-0.2,5.004415451702561,4.805959939597674,0.19845551210488743,0.16794876435384823,0.02820678744798444,0.8862455981366449,0.7918726878651411,0.7104855868481318,0.034943771457788174,-0.07090097125026389,0.5535847302552659,0.003973374745738154,0.14086590871312
Non-breeding,0.3,-0.1,11.706399081121507,11.276520401109087,0.42987868001242013,0.2454122382021893,0.0602271666594081,0.7580349041981294,0.5877952215329537,0.45487230860375816,0.02173527837480482,-0.21175215878871975,0.6154723777827177,0.008244986763967104,0.13689813453442862
Breeding,0.3,-0.1,10.476592903277787,10.128950470548478,0.34764243272930884,0.24278539866345805,0.05894474980417425,0.776263275882416,0.5978774628531465,0.46407814110597595,0.023952537037833125,-0.1974025546012708,0.4452838803387647,0.008071820860454867,0.136938758536952
Non-breeding,0.3,0.0,16.65704084347081,16.106218889704472,0.5508219537663379,0.28762415407498865,0.08272765400735281,0.6477657256338466,0.4271787110653743,0.27780040910716636,0.017837089922772192,-0.16633074597243974,0.3669464086777161,0.009460839330767154,0.11436126703080782
Breeding,0.3,0.0,16.43205330448941,15.934024741484341,0.4980285630050698,0.31930556752874195,0.101956045454852,0.6775195187551981,0.43935860393560494,0.2865184181069705,0.020022960401863563,-0.17053576941340307,0.23397759624303024,0.011452775474989678,0.11233051874360091
Non-breeding,0.4,-0.3,6.498587877259441,6.180476379683548,0.3181114975758925,0.21263527536690593,0.04521376033035991,0.8823772040651362,0.791479394340605,0.7111464708772542,0.034407657889464684,-0.08025289953009317,0.611299848164233,0.006391080705642834,0.14135255857830922
Breeding,0.4,-0.3,4.769236606114931,4.56192356725,0.2073130388649309,0.16754082280549623,0.028069927306342685,0.8887582742704938,0.7961481539606369,0.7156197207751426,0.036763054896504464,-0.06752964497457342,0.4609174887894529,0.0039344431768768345,0.14016577720127574
Non-breeding,0.4,-0.2,12.323057768808123,11.85771053809644,0.46534723071168393,0.26368997174821607,0.06953240120057498,0.758905587697725,0.5914723330218068,0.45894059227193834,0.02222027568045011,-0.20629543797491015,0.5651923254746192,0.009476989155352035,0.13629601440074626
Breeding,0.4,-0.2,9.972360773313603,9.6344239182058,0.33793685510780413,0.23950841452262753,0.05736428062714277,0.7815648784696568,0.6049817749778248,0.4711044838873803,0.024856958427553963,-0.19022265391331156,0.368393573129691,0.007878349198502993,0.137338934827943
Non-breeding,0.4,-0.1,17.556380675906112,16.977042280844973,0.5793383950611393,0.30212177404035256,0.09127756634928984,0.6473719788806586,0.42968389702895393,0.27945439690672097,0.017780636057920577,-0.17363289978817095,0.35214884596515494,0.010087676082975477,0.11051648818476592
