Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,9.055908952919065,8.415758761437724,0.6401501914813412,0.5089925044532909,0.25907336958963334,0.8764615603305894,0.7784395318432228,0.6938802130568846,0.0601287317878119,-0.0691653624568975,0.6352173673227909,0.0374398761402738,0.1445145682073683
Breeding,0.1,0.0,8.943698137555735,8.371985279950142,0.5717128576055934,0.5278122492367634,0.2785857704443713,0.8758773026374662,0.7769433495440087,0.6931254672397689,0.06274660404983816,-0.04708550309158508,0.5541142861635519,0.039471049392830436,0.1416836521473092
Non-breeding,0.2,-0.1,9.941227046815813,9.183197689586379,0.7580293572294341,0.557679808724399,0.3110067690588823,0.8781766268711804,0.7825221469847137,0.6991946601838779,0.06048781998921469,-0.0562043362034935,0.6490058607610056,0.04447103966680721,0.142990584421613
Breeding,0.2,-0.1,8.875146601938377,8.262502307922482,0.6126442940158956,0.5275455049264839,0.2783042597681389,0.8780609014634202,0.7814107840882614,0.6988082064194946,0.06367347801922515,-0.03232378957881912,0.5337170971845084,0.03910449953837258,0.14050988501200576
Non-breeding,0.2,0.0,18.34856394525592,17.108507387616307,1.2400565576396119,0.7091814974397498,0.5029383963108858,0.7573272145272273,0.5836288418435429,0.4489234305058343,0.04129343279017205,-0.18510080228986905,0.5484824584833314,0.0696983226285529,0.13858222625235728
Breeding,0.2,0.0,18.040343210978666,16.916269340252065,1.1240738707266011,0.7611716036008253,0.5793822101282519,0.7576636650223577,0.5807605143360989,0.44822744948593146,0.04486077323096446,-0.15769874803898878,0.4210634803548245,0.07870206977727065,0.13583791217864488
Non-breeding,0.3,-0.2,10.9006273558249,10.004155842944272,0.8964715128806287,0.6215366317698713,0.3863077846318366,0.8797721704539204,0.7863851780164759,0.7042126750360863,0.06199520315953513,-0.04446464087395033,0.6046939564642916,0.05479986427001693,0.1418554490747395
Breeding,0.3,-0.2,8.796384681779076,8.140969013745393,0.6554156680336831,0.5361820167917185,0.28749115513083473,0.8802469686247687,0.7858518168765342,0.7043984615074214,0.0658132001013082,-0.019985572553420764,0.46866527320675,0.040156013324395556,0.13967738696559517
Non-breeding,0.3,-0.1,20.024879365394114,18.658153517628783,1.3667258477653306,0.7682877517510349,0.5902660694906599,0.7582263437436741,0.5873578484456776,0.4530717936385984,0.041056164644522095,-0.18144586346939842,0.5552539881392298,0.08133958286264314,0.13780155605561237
Breeding,0.3,-0.1,17.78968435308817,16.67701031158398,1.1126740415041887,0.7599091853517463,0.5774619699819548,0.7602051481199089,0.5861128547492316,0.4540419071677037,0.04547579606220661,-0.14702129222021837,0.38024866953517716,0.07829086185707734,0.13557752012573895
Non-breeding,0.3,0.0,27.583747979396055,25.897746267831717,1.6860017115643373,0.8746425483155401,0.7649995873239019,0.6506255063011521,0.4293795937878242,0.27840425581828787,0.03368411771088232,-0.13185406911726646,0.33832642057925194,0.08927212949572863,0.11669565706305496
Breeding,0.3,0.0,26.973215280053715,25.44879084349516,1.5244244365585544,0.97263485706091,0.9460185651698968,0.652681668965369,0.42530922369934837,0.27656311637951814,0.03813816448479417,-0.11592452835237789,0.20768720521502704,0.10482663334361883,0.11080822005305241
Non-breeding,0.4,-0.3,11.938971747651866,10.879973560643435,1.0589981870084308,0.7038350512753483,0.4953837794037721,0.8812973389982928,0.7900409489754618,0.7089732100638613,0.0646713887768502,-0.035937867645870855,0.520257872434444,0.06984663665407673,0.14099500136670176
