rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Params fold,Params hopf,Params null,Smax,Smax/Var
0.2,-2.220446049250313e-16,49.862527755832105,45.59279155447996,4.269736201352146,2.193901933629531,4.813205694383394,0.7118216684053015,0.4766350018562577,0.2948736699921468,0.047103075318728364,0.05627370460781875,0.07041425992567281,1.0,1.0426555817528389e-19,2.934390176591999e-23,"{'sigma': 1.1959095018149453, 'lam': -0.5646643952840189}","{'sigma': 0.5073860288901357, 'mu': -0.17034618694539394, 'w0': 0.5032891922773823, 'delta': 1.4996914821097107e-10, 'psi': 0.2}",{'sigma': 1.0266306254528064},0.7565404840123268,0.15718016890388578
0.4,-0.20000000000000018,43.46046981470389,40.399122653554045,3.061347161149847,2.1711147866668656,4.71373941688351,0.7225219619154354,0.503057335562206,0.32854232730922805,0.05243843216920393,0.0938410130328353,0.2004009880062383,1.0,8.999304701535922e-18,1.0938514794227255e-23,"{'sigma': 1.1434607686270042, 'lam': -0.5396738159407244}","{'sigma': 0.4126103953949569, 'mu': -0.12409371522521129, 'w0': 0.3666358891232986, 'delta': 1.5088263971563265e-10, 'psi': 0.2}",{'sigma': 1.0078068021327131},0.7527493073847609,0.1596926008868011
0.4,-2.220446049250313e-16,93.18531727881444,87.32229774044589,5.8630195383685475,3.2737027688161744,10.717129818554685,0.5694853227346443,0.29098234039860377,0.09503393620335135,0.0370741035689584,0.2317460586309821,0.057414344377513214,0.999999994280617,5.719382844037006e-09,7.855210994289339e-17,"{'sigma': 2.337254038296887, 'lam': -0.8738053967132426}","{'sigma': 0.835032824158672, 'mu': -0.18912889465293015, 'w0': 0.5587828545763383, 'delta': 5.7048143986548894e-11, 'psi': 0.2}",{'sigma': 1.5694867743406584},1.211197390955065,0.11301508999714696
0.6000000000000001,-0.40000000000000013,37.52041004785916,35.32234868858205,2.198061359277105,2.239233722222099,5.014167662736638,0.7338479946819375,0.5278015431310606,0.36002162690404294,0.06155311913233051,0.13276550782793278,0.2691135342888263,1.0,2.5496137677495152e-17,1.6644564860470916e-23,"{'sigma': 1.1439786635260834, 'lam': -0.5210953647844825}","{'sigma': 0.41908757217848813, 'mu': -0.12245179651865734, 'w0': 0.36178482697271663, 'delta': 1.4720580310267906e-10, 'psi': 0.2}",{'sigma': 1.0281355212672505},0.8052545239668214,0.16059585122196107
0.6000000000000001,-0.20000000000000018,81.24491055163296,76.4969958658844,4.747914685748555,3.3617849862849556,11.30159829401094,0.5775527048340708,0.3136130514088203,0.1246828179272071,0.04336104474581699,0.2806572442943345,0.0550841443439062,0.9999999998043096,1.9569043329145599e-10,2.331758758614275e-17,"{'sigma': 2.334356213674713, 'lam': -0.8445975567342034}","{'sigma': 0.8413478862707997, 'mu': -0.1867940705313944, 'w0': 0.5518845977619302, 'delta': 6.281775100092091e-11, 'psi': 0.2}",{'sigma': 1.6023858991588074},1.3053981868409898,0.1155056260965106
0.6000000000000001,-2.220446049250313e-16,128.59609020365792,122.20837884379547,6.38771135986245,4.311894573138651,18.592434809862546,0.4449687979315037,0.18359014235795265,0.022996962520048826,0.03498182729456329,0.3143044355947322,0.09277071280112038,0.9999992051404859,7.948587188962516e-07,7.951162830813608e-13,"{'sigma': 3.6307613843582134, 'lam': -1.1624327605330824}","{'sigma': 1.1021992766722954, 'mu': -0.20173115848038514, 'w0': 0.5960163455427572, 'delta': 2.4548141297486836e-10, 'psi': 0.2}",{'sigma': 2.0736523690055146},2.006405621312637,0.1079151623674549
0.8,-0.6000000000000001,32.07054844747788,30.499786053201696,1.570762394276187,2.346771758496341,5.507337686476008,0.7428502752877127,0.5465197475912403,0.38383647293441847,0.07424750430079434,0.17096839794889632,0.30883151202420067,0.9999999999999998,1.2864242290007777e-16,4.469390999082414e-23,"{'sigma': 1.1724883071317929, 'lam': -0.5090987411433918}","{'sigma': 0.4335263106552385, 'mu': -0.1211578037491503, 'w0': 0.35796171484450406, 'delta': 1.6057977170191862e-10, 'psi': 0.2}",{'sigma': 1.066957789453675},0.8848163892009208,0.16066136481401963
0.8,-0.40000000000000013,70.21846940061725,66.1978513596753,4.0206180409419545,3.5300305002856645,12.461115332947058,0.5830856634687582,0.3291877005188074,0.14653439783864683,0.05245628603433753,0.31436858746703833,0.039936139778073955,0.9999999999712867,2.87131646396377e-11,1.620193243080746e-17,"{'sigma': 2.4010631844114148, 'lam': -0.8249973360547767}","{'sigma': 0.8689551226272683, 'mu': -0.18484104065333362, 'w0': 0.5461143551344427, 'delta': 6.391931428595399e-11, 'psi': 0.2}",{'sigma': 1.6737897727841902},1.4881359946689316,0.11942237551837079
0.8,-0.20000000000000018,111.1831591767251,105.57011346458785,5.61304571213725,4.54458283912621,20.65323318168045,0.44546483048267865,0.1953277209471217,0.04388746349026283,0.04259276716509638,0.3366090913739472,0.06752995963341334,0.9999999581283292,4.1871257170250615e-08,4.1359557601495434e-13,"{'sigma': 3.7755933580134533, 'lam': -1.1487239917730687}","{'sigma': 1.1421439691495099, 'mu': -0.2000379206031735, 'w0': 0.5910136605267649, 'delta': 2.8268942742215586e-10, 'psi': 0.2}",{'sigma': 2.1770051035961635},2.136858587618862,0.10346363539410718
0.8,-2.220446049250313e-16,156.11301931601156,149.5389903584206,6.5740289575909685,5.459147372058636,29.802290029854714,0.3220896817166727,0.11113757402215396,0.0055500709381616775,0.036230329452001275,0.3168005026716461,0.05843216132904753,0.9999999984697758,2.823274358563288e-10,1.2478967602552264e-09,"{'sigma': 5.630095860409371, 'lam': -1.5996359611555826}","{'sigma': 1.3734244283822985, 'mu': -0.21536103083739389, 'w0': 0.636285917818368, 'delta': 4.0008549806458404e-09, 'psi': 0.2}",{'sigma': 2.6275485862460997},2.7869319076767227,0.09351401871751763
1.0,-0.8,27.12853677084918,26.01001155382891,1.1185252170202702,2.463408735744767,6.068382599343632,0.7492094624991921,0.5595659440739912,0.4004461741470727,0.0906785064529543,0.2124102057645711,0.3488332444892627,0.9999999999999996,5.508569317674333e-16,1.1876367313888365e-22,"{'sigma': 1.2118255609507707, 'lam': -0.5014526783879165}","{'sigma': 0.45049729651091996, 'mu': -0.12021795505486987, 'w0': 0.35518492423151526, 'delta': 1.4413092941367722e-10, 'psi': 0.2}",{'sigma': 1.1114618653752164},0.9739099775269145,0.16048921793959636
1.0,-0.6000000000000001,60.20467995506721,56.65587432738876,3.5488056276784548,3.7200734763673347,13.838946669571747,0.5857045935122406,0.3381791021923297,0.160221224422793,0.0643629803631592,0.3426139592633382,0.030015039462257954,0.9999999999877689,1.2231007457898896e-11,1.8211043895355545e-17,"{'sigma': 2.498656368407224, 'lam': -0.8144113637160983}","{'sigma': 0.9050445836967766, 'mu': -0.18353859261504457, 'w0': 0.5422662618499886, 'delta': 8.130451867316424e-11, 'psi': 0.2}",{'sigma': 1.7572433715111224},1.6849981645022414,0.12175768898706106
1.0,-0.40000000000000013,95.32619381026156,90.13184447359403,5.194349336667528,4.81532711510095,23.187375225426436,0.4426567787830299,0.19982699134880813,0.05598976921349243,0.05272403235788488,0.3541326275077997,0.046289716632178415,0.9999999925107842,7.488821577019496e-09,3.943848100474712e-13,"{'sigma': 3.9849878790278996, 'lam': -1.1492509404294065}","{'sigma': 1.1960479520356406, 'mu': -0.19917508507517123, 'w0': 0.5884644067745848, 'delta': 1.1021206169914421e-09, 'psi': 0.2}",{'sigma': 2.3006835636802863},2.3253982683543435,0.10028725742982741
1.0,-0.20000000000000018,133.38580337712136,127.21943032694966,6.1663730501717,5.8311477736429955,34.002284358061665,0.3128749254428814,0.11218455466792922,0.018146393367309444,0.04540584339261375,0.3233438431155709,0.020524510752271272,0.9999999977587068,3.5846307870846984e-11,2.2054469485319074e-09,"{'sigma': 6.118934716497311, 'lam': -1.6474983256801468}","{'sigma': 1.4520489885471277, 'mu': -0.2159415399601956, 'w0': 0.6380010342098985, 'delta': 1.4767438383245235e-09, 'psi': 0.2}",{'sigma': 2.80057811227959},3.055695655822273,0.0898673637231021
