Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,7.542070888549603,7.265839123789222,0.27623176476038047,0.22231007036040898,0.049421767383649985,0.8763431047601667,0.7779663277518968,0.693292993666514,0.030511766632376182,-0.13451542312399387,0.7293079334132386,0.00720124460269898,0.14570997728181895
Breeding,0.1,0.0,7.477933604244098,7.23262095266338,0.24531265158071758,0.23094891105271684,0.053337399516435714,0.8770577686086011,0.7775233370568498,0.6934541968797155,0.03186253561146618,-0.11881400876896424,0.6458313778510492,0.007630383608035663,0.14305878571534764
Non-breeding,0.2,-0.1,8.140789284282288,7.81798725699953,0.32280202728275853,0.24067000273394512,0.05792205021595715,0.8779595259038602,0.7818850032637582,0.6983698405186416,0.030727714510410137,-0.12201207900458377,0.7432348391331939,0.008348148008759946,0.1441272879263532
Breeding,0.2,-0.1,7.298830683563688,7.0393362896469815,0.2594943939167065,0.22809931213221873,0.05202929619519135,0.8794806519786886,0.7821705394801376,0.6992231169474576,0.03236605399797157,-0.10555494260878029,0.6253619203221517,0.0073790104146220885,0.14182414436165428
Non-breeding,0.2,0.0,15.191635442095942,14.659030809160255,0.532604632935687,0.3081700119696889,0.09496875627739819,0.7565248968910009,0.5823880084554148,0.44788289129099745,0.02098513034324358,-0.22737115710578146,0.6040193535706055,0.013122506788514022,0.13817709426649694
Breeding,0.2,0.0,14.999662588049839,14.517468166633138,0.48219442141670044,0.33118043828179006,0.10968048270051854,0.7625302943065754,0.5834051034026564,0.450048691403148,0.022781956516394232,-0.2107596831185744,0.4813749622271838,0.014946760263389501,0.13627547851153682
Non-breeding,0.3,-0.2,8.770713551557742,8.393750756492329,0.3769627950654133,0.2648153221288068,0.07012715483418372,0.879437304315646,0.7855568173733221,0.7031023041972689,0.03152046165993269,-0.11063717055961678,0.6992668414957703,0.010018323652637709,0.14285940555161725
Breeding,0.3,-0.2,7.110498603680163,6.836251653564925,0.2742469501152387,0.22885925597385393,0.05237655904490599,0.881867030383457,0.7866981852715026,0.7047575910855556,0.03347223887619586,-0.09450315099690493,0.5583555958339711,0.007381532866464202,0.14093199326316017
Non-breeding,0.3,-0.1,16.348904910906185,15.768213157653575,0.5806917532526104,0.3304445588268978,0.10919360645830314,0.7572407595795967,0.5858348830782186,0.4516170255955771,0.020928421086892888,-0.2216242346113874,0.603788155912452,0.01499379373753042,0.1373138430339873
Breeding,0.3,-0.1,14.592284257173873,14.120244198260579,0.4720400589132936,0.32700351072827594,0.10693129602861769,0.7662344528530891,0.5894502032265121,0.4562270040514218,0.023139760391786564,-0.2006007272909065,0.4377544161414765,0.014554123367007567,0.13610723808222144
Non-breeding,0.3,0.0,22.83584012252239,22.10958743945088,0.726252683071511,0.380485857461336,0.14476948772808812,0.6487287450392408,0.42694629397299977,0.2763945881881612,0.01718838569170009,-0.16836887742658493,0.36116988472058204,0.016761381988912333,0.11577979760758866
Breeding,0.3,0.0,22.4411799468889,21.784044063799918,0.6571358830889835,0.42292657051495786,0.1788668840475436,0.6625664379652795,0.4297491911118773,0.27902281966133385,0.019397071440167384,-0.16448351341069614,0.23480569309264307,0.019938271566648836,0.11146988819545352
Non-breeding,0.4,-0.3,9.431438924606024,8.991694369142046,0.43974455546397806,0.2957501080936572,0.08746812643740992,0.880777892868673,0.7889125579463706,0.7074181256684086,0.032892393691507586,-0.10225449710503394,0.6134623804091754,0.012409125682432774,0.1418702582055698
Breeding,0.4,-0.3,6.913585133057384,6.624058799513461,0.28952633354392265,0.2327520088554731,0.05417349762625823,0.8840876314019868,0.7908492911466277,0.7097560628314675,0.035168018555924926,-0.0864621746780168,0.4610125210537168,0.007605372352091915,0.14038916971101278
Non-breeding,0.4,-0.2,17.563116738199394,16.925546971758255,0.637569766441139,0.36092312980935604,0.13026550563138126,0.7581927361826414,0.589736615951346,0.4559226008140435,0.02130542463777502,-0.21455479090789997,0.5638036802751576,0.01781093305490304,0.13672793091751795
Breeding,0.4,-0.2,14.170032930374116,13.704696732251644,0.46533619812247196,0.32837717964040736,0.10783157210858835,0.770225883743575,0.5958643963145338,0.4627295744983523,0.023954973323066307,-0.19096636227269542,0.365172575639191,0.014704054325201112,0.136361309008774
Non-breeding,0.4,-0.1,24.557539880250307,23.782677979183237,0.7748619010670694,0.40493329220630053,0.16397097113703316,0.6483574390697276,0.4294658054384019,0.2780159452818453,0.017010808700379076,-0.17522084783506878,0.3567746506269963,0.01832668258745484,0.1117678480548788
Breeding,0.4,-0.1,21.80810297578243,21.180244533474667,0.6278584423077618,0.41808166565187554,0.17479227915424667,0.6678814083426362,0.4364596817734511,0.284112962048852,0.019729002755050712,-0.16574087095411433,0.19339407608025008,0.0190329967401501,0.10888923030378418
Non-breeding,0.4,0.0,30.45407150881585,29.61786383444537,0.8362076743704812,0.4441614849023633,0.1972794246706723,0.547751299055293,0.30144391322485303,0.1589513750444776,0.014984419324617889,-0.11509219023968259,0.254818650623253,0.02043848499359083,0.10360170619774334
Breeding,0.4,0.0,29.78230124666384,29.03144573872812,0.7508555079357215,0.5103175415612174,0.26042399322508486,0.5716293517386146,0.3060274262517362,0.16062347611496522,0.017567155914496268,-0.12274448300078326,0.14220935762888307,0.025838487087479375,0.09921699904642477
Non-breeding,0.5,-0.4,10.12232600399746,9.609881161479027,0.5124448425184323,0.3343721599272086,0.11180474133438674,0.8819178616911928,0.7917901755767377,0.7111106795966589,0.034828844273730925,-0.0971039112033984,0.5040010069819072,0.01578554997291791,0.14118855591022145
