Variable,Time,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean
x,0,101.33872456069196,99.2182440491547,2.1204805115372136,,,,,,,,,,,
x,1,100.49054442787634,99.09955776834786,1.3909866595284646,,,,,,,,,,,
x,2,98.24366907023109,98.98087030356153,-0.7372012333303728,,,,,,,,,,,
x,3,98.91543718268036,98.8621816436993,0.05325553898101717,,,,,,,,,,,
x,4,99.29665197444314,98.74349177827476,0.553160196168277,,,,,,,,,,,
x,5,98.5443275778967,98.62480069865151,-0.08047312075476754,,,,,,,,,,,
x,6,98.32791650553698,98.50610839702529,-0.17819189148824718,,,,,,,,,,,
x,7,99.5784548984131,98.38741486253242,1.191040035880661,,,,,,,,,,,
x,8,99.16802973701843,98.26872008020806,0.8993096568103645,,,,,,,,,,,
x,9,99.21380493427723,98.15002403570683,1.0637808985703963,,,,,,,,,,,
x,10,99.03100311718674,98.03132671551711,0.9996764016695959,,,,,,,,,,,
x,11,98.29268506603954,97.91262810638638,0.3800569596532348,,,,,,,,,,,
x,12,97.26056442489775,97.79392819697827,-0.5333637720805173,,,,,,,,,,,
x,13,97.85058484261141,97.67522697676007,0.17535786585129415,,,,,,,,,,,
x,14,96.78289405000807,97.55652443814779,-0.773630388139693,,,,,,,,,,,
x,15,97.37655465082628,97.43782057784173,-0.0612659270154046,,,,,,,,,,,
x,16,97.90139865383895,97.31911539396873,0.5822832598702267,,,,,,,,,,,
x,17,97.79401692321596,97.20040888359895,0.5936080396169783,,,,,,,,,,,
x,18,97.00369960500419,97.08170104106706,-0.07800143606290093,,,,,,,,,,,
x,19,95.53707190120474,96.96299185771835,-1.4259199565135772,,,,,,,,,,,
x,20,97.8553108716421,96.84428132333669,1.0110295483054184,,,,,,,,,,,
x,21,95.98216935622631,96.72556942969905,-0.743400073472642,,,,,,,,,,,
x,22,98.11622878263299,96.60685616907078,1.509372613562193,,,,,,,,,,,
x,23,98.42821474345965,96.48814153586846,1.9400732075911504,,,,,,,,,,,
x,24,97.23899563241639,96.36942552348532,0.8695701089310269,,,,,,,,,,,
x,25,96.04832667464026,96.25070812171188,-0.2023814470716661,,,,,,,,,,,
x,26,95.41920089446201,96.13198931757759,-0.7127884231155655,,,,,,,,,,,
x,27,94.36048420143393,96.01326909903626,-1.6527848976022899,,,,,,,,,,,
x,28,96.3897377147172,95.89454745372805,0.49519026098917296,,,,,,,,,,,
x,29,96.15415657351222,95.77582437098505,0.37833220252715405,,,,,,,,,,,
x,30,94.89130270318964,95.65709984057126,-0.7657971373816298,,,,,,,,,,,
x,31,93.9135881950389,95.53837385124078,-1.624785656201892,,,,,,,,,,,
x,32,94.219958702516,95.41964639596881,-1.1996876934528071,,,,,,,,,,,
x,33,95.13400691838959,95.30091747112262,-0.16691055273301145,,,,,,,,,,,
x,34,96.28045706161019,95.18218707692385,1.0982699846862911,,,,,,,,,,,
x,35,94.31932862196989,95.06345521480903,-0.7441265928391381,,,,,,,,,,,
x,36,95.42448059849728,94.94472188594125,0.4797587125560635,,,,,,,,,,,
x,37,96.29076298459775,94.82598709404385,1.4647758905538637,,,,,,,,,,,
x,38,95.20652492026973,94.70725084454841,0.49927407572125787,,,,,,,,,,,
x,39,94.67071130803362,94.58851314178435,0.08219816624923823,,,,,,,,,,,
x,40,94.86457745140656,94.46977399028337,0.3948034611232518,,,,,,,,,,,
x,41,94.06319133068891,94.35103339656662,-0.28784206587771566,,,,,,,,,,,
x,42,95.2018217266641,94.23229136908496,0.9695303575791228,,,,,,,,,,,
x,43,92.33958650413346,94.11354791687653,-1.7739614127430812,,,,,,,,,,,
x,44,95.54517898166284,93.9948030502197,1.5503759314431518,,,,,,,,,,,
x,45,94.47262708881735,93.87605678204572,0.5965703067716034,,,,,,,,,,,
x,46,93.58225809089336,93.75730912567231,-0.17505103477896738,,,,,,,,,,,
x,47,94.913377657641,93.63856009347441,1.27481756416657,,,,,,,,,,,
x,48,94.61918879369188,93.51980969639257,1.0993790972993007,,,,,,,,,,,
x,49,93.75988835599966,93.40105794328889,0.35883041271081056,,,,,,,,,,,
x,50,92.62033238565775,93.28230483952622,-0.6619724538684447,,,,,,,,,,,
x,51,92.513781496674,93.16355038913825,-0.6497688924643215,,,,,,,,,,,
x,52,92.79817805934672,93.04479460114591,-0.2466165417991671,,,,,,,,,,,
x,53,93.63882578383581,92.92603749091944,0.7127882929163857,,,,,,,,,,,
x,54,91.40017799912752,92.80727907818347,-1.4071010790559797,,,,,,,,,,,
x,55,91.86145285913283,92.688519382871,-0.8270665237381598,,,,,,,,,,,
x,56,94.07529491074074,92.56975842743809,1.5055364833026794,,,,,,,,,,,
x,57,92.75952985275357,92.45099623405191,0.30853361870163243,,,,,,,,,,,
x,58,90.9085767299709,92.33223282498624,-1.4236560950153194,,,,,,,,,,,
x,59,91.11842465598389,92.21346822322732,-1.0950435672433938,,,,,,,,,,,
x,60,93.32551194517356,92.09470245568679,1.2308094894867683,,,,,,,,,,,
x,61,93.21340957185198,91.97593555168483,1.2374740201671406,,,,,,,,,,,
x,62,90.76565103542366,91.85716753998815,-1.0915165045645099,,,,,,,,,,,
x,63,91.27866681220718,91.73839845041056,-0.45973163820345847,,,,,,,,,,,
x,64,91.45919064055828,91.61962831703399,-0.16043767647567492,,,,,,,,,,,
x,65,91.81978572942049,91.50085717598185,0.3189285534386833,,,,,,,,,,,
x,66,92.92370582492077,91.38208506411581,1.5416207608050194,,,,,,,,,,,
