Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var,Cross correlation
0.0,0.02525137816564524,0.11355157820407644,-0.0883002000384312,0.14751516160751846,0.021760722904092287,0.834602733565027,0.666742816231204,0.513814339927479,0.9399321246668629,1.2952630425169511,2.179650148070873,3.218747853776529e-11,0.9999999999678124,4.598114295879368e-29,0.0,"{'sigma': 0.06616525592042322, 'lam': -0.37211780170933384}","{'sigma': 0.0257366737105853, 'mu': -0.07509182018681138, 'w0': 0.2218593936259568, 'delta': 1.3208496518757329e-09, 'psi': 0.2}",{'sigma': 0.06927942530405082},0.005572137962370086,0.256064009772497,0.7464498447630167
0.05,0.24027818565284692,0.2788157690014993,-0.03853758334865237,0.19666218987175485,0.038676016925154155,0.8860899173346627,0.7858352688888741,0.6928847181955209,0.4339558298847839,0.3434375777209927,-0.07138012374690185,5.588156178360965e-20,1.0,1.3799764740363005e-34,0.004102476450409589,"{'sigma': 0.0695177498155599, 'lam': -0.3348620374620661}","{'sigma': 0.02793727929970391, 'mu': -0.07112731206497402, 'w0': 0.2101462220824698, 'delta': 1.205506805490586e-09, 'psi': 0.2}",{'sigma': 0.07697906807794147},0.008204952900819178,0.21214575732287547,0.9215830103092811
0.1,9.71432496882356,9.808212131989542,-0.09388716316598256,0.24839859546326515,0.06170186222812285,0.9229712748698874,0.8365148815705918,0.7486268163105017,0.02519925576169753,-0.23308930139787187,0.7248247734835206,2.0182955085666484e-40,1.0,2.046364773076879e-52,0.007653459053683342,"{'sigma': 0.08961113681093144, 'lam': -0.3246756601357821}","{'sigma': 0.03700148676955628, 'mu': -0.07020991425213707, 'w0': 0.20743576163632493, 'delta': 4.443045931168399e-11, 'psi': 0.2}",{'sigma': 0.09762131348242611},0.015306918107366684,0.24807870548176103,0.9253574155964545
0.15000000000000002,21.223157427877553,21.096385670312667,0.12677175756488523,0.2035462417412627,0.04143107252699255,0.8718798238047839,0.7378838672611018,0.6054082936514857,0.009662287593651755,0.03426576318616292,0.8589689339611624,2.9448277805078525e-17,1.0,7.955985215147661e-32,0.004737259336625946,"{'sigma': 0.08865701908708068, 'lam': -0.39577851495064253}","{'sigma': 0.033576676536422934, 'mu': -0.07543706880696921, 'w0': 0.2228794324545363, 'delta': 2.9859270611609645e-10, 'psi': 0.2}",{'sigma': 0.08848100946280951},0.009474518673251891,0.22868147251267015,0.8385612511045389
0.2,32.20179764950389,32.03729611896442,0.16450153053946792,0.18205058619071882,0.033142415932384345,0.8521191894613389,0.6816359601886023,0.5289872769322347,0.005716782116224544,0.2326618568246699,0.7034338687325307,3.5339659752131266e-11,0.9999999999646603,9.347666942902691e-29,0.0,"{'sigma': 0.07908730797374922, 'lam': -0.3787682677594657}","{'sigma': 0.03035617877404473, 'mu': -0.07504857197842885, 'w0': 0.22173161655993462, 'delta': 1.4375640677855017e-09, 'psi': 0.2}",{'sigma': 0.08187173653109273},0.00778517380818475,0.23490061267916343,0.805585487578297
0.25,42.13968760051829,42.15738119362128,-0.017693593102990235,0.17059640686197383,0.029103134034216112,0.8092034415909477,0.608864780307153,0.4290585435797326,0.004063479432455805,-0.051676300001761946,-0.2351940034800965,0.9999999999998153,1.8409804240120815e-13,5.849235416134819e-16,0.0027121577474954867,"{'sigma': 0.087800620851059, 'lam': -0.4996595076726593}","{'sigma': 0.04352880685512761, 'mu': -0.18310704686127033, 'w0': 0.5410302763664745, 'delta': 3.9020030419667506e-05, 'psi': 0.2}",{'sigma': 0.0779135041676105},0.005424315494990973,0.1863825211612498,0.7743293857528977
0.30000000000000004,51.859501148248356,51.6935444320382,0.16595671621015384,0.15798835859366542,0.024960321451120617,0.783417678273821,0.5783727599338628,0.4288810049641806,0.003052262361399216,-0.07269416025217322,0.2778571683247898,0.9999999998682318,1.3176799434903048e-10,1.9744854330205308e-16,0.002543699650735856,"{'sigma': 0.07614248169097201, 'lam': -0.4702188587909344}","{'sigma': 0.02928224359792453, 'mu': -0.11880359303599963, 'w0': 0.35100618067413175, 'delta': 6.526834628317602e-10, 'psi': 0.2}",{'sigma': 0.07163156464291666},0.005087399301471712,0.20381946247905025,0.7416219683231786
0.35000000000000003,61.09692644939551,60.966597504422424,0.1303289449730869,0.17321234833402763,0.03000251761538852,0.8174070482302048,0.6272089069149719,0.4679359149181921,0.0028391021054451726,-0.21190750712695575,-0.13597355339835032,8.095530174441153e-12,0.9999999999919045,2.3788538231321038e-25,0.003377451171680299,"{'sigma': 0.08215162778795454, 'lam': -0.4442509221885462}","{'sigma': 0.028667029030420732, 'mu': -0.07604213054991105, 'w0': 0.2246670926010402, 'delta': 6.139433406104899e-10, 'psi': 0.2}",{'sigma': 0.07853569772090484},0.006754902343360598,0.22514451720198164,0.7319745753100703
0.4,69.9321128998582,69.90001633682512,0.03209656303307895,0.15227971829563378,0.023189112604197582,0.7483692725227422,0.4969475164661952,0.2996507523601969,0.0021807234021465603,-0.07606480612628957,0.3857044979482183,0.9999999999877218,1.2278289472902697e-11,6.814430922013884e-21,0.0,"{'sigma': 0.08453073410041391, 'lam': -0.5468738981876835}","{'sigma': 0.03111574644118753, 'mu': -0.1237077731980234, 'w0': 0.3654956201739932, 'delta': 5.381561862805029e-11, 'psi': 0.2}",{'sigma': 0.07273145735857506},0.0040203708708485275,0.17337320920684043,0.6536779895598662
0.45,78.16701128144199,78.23610221038948,-0.0690909289474888,0.1425624566581907,0.0203240540484185,0.7095345525766368,0.42739502753258285,0.2378293377851058,0.0018236838276697702,-0.03133373513065589,-0.01779971082675985,0.998556337242299,0.001443662757698866,2.1119944641146703e-15,0.001565535536415717,"{'sigma': 0.08530062339217087, 'lam': -0.6628291350303708}","{'sigma': 0.02825148859902593, 'mu': -0.12458659367033609, 'w0': 0.3680921028569619, 'delta': 5.174489725590092e-10, 'psi': 0.2}",{'sigma': 0.06617989337226542},0.003131071072831434,0.1540574073151058,0.645361970752774
0.5,86.06146896887557,86.11237141422397,-0.05090244534839883,0.13997229377761755,0.019592243025367675,0.6819897118547122,0.3574049403872651,0.18632104648521092,0.0016260070277797137,0.10906932150809956,0.41021267597108335,0.9999999624877091,3.75122898356536e-08,1.0940907991055253e-15,0.001289394896256662,"{'sigma': 0.0879389287335385, 'lam': -0.7399836244494034}","{'sigma': 0.0268854153379543, 'mu': -0.1287631688266737, 'w0': 0.38043182755981814, 'delta': 1.7260859408452234e-11, 'psi': 0.2}",{'sigma': 0.06436421392254044},0.002578789792513324,0.13162299942759767,0.6145741060797462
