Realisation number,Variable,index,Coefficient of variation,Lag-1 AC,Variance,Smax,Smax/Var,Lag-3 AC,Standard deviation,Skewness,Kurtosis,Smax/Mean,Lag-2 AC,Cross correlation
8,Non-breeding,0,0.6959568733153639,0.9817846503050078,-0.9767910341892468,-0.17948717948717946,0.6153846153846153,0.2315505745495815,-0.9767910341892468,-0.534685771031352,0.39582919563058594,0.33333333333333326,0.8764080011349128,-0.20372452881111958
8,Breeding,0,0.8665342601787488,0.9682791885373813,-0.9935309973045823,-0.9487179487179485,0.7179487179487178,0.5996027805362463,-0.9935309973045823,0.5822953610441198,0.7719960278053626,0.05128205128205127,0.7617818130231239,-0.20372452881111958
9,Non-breeding,0,0.8988792736558378,0.9738970066676125,-0.9858703362179033,-0.282051282051282,0.846153846153846,0.25413533834586466,-0.9858703362179033,0.08503333806213648,0.20209958859412683,0.7435897435897434,0.6140729181444178,0.24044502421543487
9,Breeding,0,0.7125265995176622,0.9551142005958292,-0.9930202865654705,-0.6410256410256409,0.9230769230769229,0.5310540502198894,-0.9930202865654705,-0.5030217052064123,0.4577386863384878,0.7948717948717947,0.8772024400624202,0.24044502421543487
10,Non-breeding,0,0.9255497233650164,0.9678819690736276,-0.9707192509575827,-0.46153846153846145,0.6153846153846153,0.34033196198042276,-0.9707192509575827,0.1466591005816428,-0.20085118456518658,0.5128205128205127,0.509944673003263,-0.03709534733780157
10,Breeding,0,0.907220882394666,0.9355937012342177,-0.990069513406157,-0.8205128205128204,0.6666666666666665,0.4373102567740106,-0.990069513406157,-0.5918286281742091,0.7976450560363173,0.17948717948717946,0.6565186551283871,-0.03709534733780157
11,Non-breeding,0,0.8295361044119735,0.9742942261313662,-0.9685061710880977,-0.3846153846153845,0.564102564102564,0.8617676266137041,-0.9685061710880977,-0.007405305717122997,-0.17792594694282876,0.25641025641025633,0.531961980422755,-0.35471488761939035
11,Breeding,0,0.847410980280891,0.943935309973046,-0.9907504610583062,-0.9230769230769229,0.3846153846153845,0.42164846077457796,-0.9907504610583062,0.4421336359767344,0.7169527592566323,-0.05128205128205127,-0.1118172790466733,-0.35471488761939035
12,Non-breeding,0,0.8258476379628317,0.9858703362179033,-0.9413817562774862,-0.5384615384615383,0.282051282051282,0.89241027096042,-0.9413817562774862,-0.5381472549297773,-0.5229394240317776,0.282051282051282,0.5031351964817705,-0.17826458548873195
12,Breeding,0,0.6160590154631863,0.9458646616541355,-0.9877429422613138,-0.8205128205128204,0.2051282051282051,0.7243296921549157,-0.9877429422613138,0.41580366009363035,-0.42062703929635414,-0.17948717948717946,0.5273655837707476,-0.17826458548873195
13,Non-breeding,0,0.6970350404312669,0.9426869059441056,-0.988991346290254,-0.7179487179487178,-0.3846153846153845,0.6733721095190808,-0.988991346290254,-0.17128670733437368,-0.17951482479784367,-0.5897435897435896,-0.0803234501347709,-0.38113445189150286
