Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var
0.0,0.02525137816564524,0.1568152369360139,-0.13156385877036866,0.158074259279232,0.02498747144667786,0.8559901640416697,0.7098800174925628,0.5768361835727885,1.0072122265966215,1.2640404272155237,1.4766281152307605,2.2213945383333073e-11,0.999999999977786,4.471772305515963e-29,0.0,"{'sigma': 0.0660738849974145, 'lam': -0.37480376211730304}","{'sigma': 0.025582660275659475, 'mu': -0.0751177578398059, 'w0': 0.2219360257640011, 'delta': 4.5257086966898896e-10, 'psi': 0.2}",{'sigma': 0.06893949561514333},0.00550314468369557,0.22023615696526294
0.05,0.24027818565284687,0.45344443985025457,-0.2131662541974077,0.3219380236407826,0.1036440910657331,0.9570577064097302,0.9183574137639953,0.8815932207293845,0.7103901482618854,0.44643281741645285,-0.6506580402524373,3.7245620314596247e-28,1.0,1.5020614125195306e-40,0.005079601351487516,"{'sigma': 0.07258604815483105, 'lam': -0.3227418484399829}","{'sigma': 0.029193750064136603, 'mu': -0.06902338629915628, 'w0': 0.20393015519578778, 'delta': 7.269984614310943e-11, 'psi': 0.2}",{'sigma': 0.08118077639778969},0.010159202702975031,0.09802008583906503
0.1,9.71432496882356,9.85749623955132,-0.1431712707277608,0.3553820718563799,0.12629641699693314,0.962222207108932,0.9195758521423609,0.8759860573468876,0.03605239274855427,-0.603726956485301,1.5007516421749,1.837096646943234e-45,1.0,9.365743166289652e-57,0.00813064866843458,"{'sigma': 0.09092425642975464, 'lam': -0.32334256588709653}","{'sigma': 0.03736512322082519, 'mu': -0.06953457841593536, 'w0': 0.20544047638760973, 'delta': 5.859757123971576e-12, 'psi': 0.2}",{'sigma': 0.09902973264915543},0.01626129733686916,0.12875501715352727
0.15000000000000002,21.223157427877553,21.066345321287873,0.1568121065896797,0.24082000851164317,0.05799427649954789,0.9082206962988814,0.8117602679012161,0.7159973580385504,0.011431663688013249,0.017232518764195324,-0.21188803008610677,4.505150097634981e-18,1.0,2.146934468975985e-32,0.00497979321255586,"{'sigma': 0.08867781778061606, 'lam': -0.3887685183898637}","{'sigma': 0.03378078447302513, 'mu': -0.07472298444795156, 'w0': 0.22076966413154103, 'delta': 1.0945466755174493e-11, 'psi': 0.2}",{'sigma': 0.08932648087422897},0.00995958642511172,0.17173395421510884
0.2,32.20179764950389,31.844691899288648,0.35710575021523994,0.21664293671347756,0.04693416202783985,0.895330579837383,0.7741021855251738,0.6649545085484131,0.006803056733431791,0.10694434779809064,0.3819681102596579,4.189987232242173e-13,0.999999999999581,5.624823245693535e-30,0.004055308927771373,"{'sigma': 0.07959034619311497, 'lam': -0.37633593825183675}","{'sigma': 0.030661796641900274, 'mu': -0.07470245456042823, 'w0': 0.22070900840162813, 'delta': 3.730349362740526e-13, 'psi': 0.2}",{'sigma': 0.08256415109021109},0.008110617855542747,0.17280840873928432
0.25,42.13968760051829,41.983067033470476,0.1566205670478169,0.19593609763605596,0.03839095435684606,0.8551767637097373,0.7026871362747429,0.5653896124356597,0.004667052005754969,-0.01216980846771004,-0.06380605409060937,0.9999901071375172,9.892862481774415e-06,1.1952342267946707e-15,0.0028949091206242634,"{'sigma': 0.08770307614476099, 'lam': -0.4900837774203253}","{'sigma': 0.03482939990243583, 'mu': -0.1209793161244741, 'w0': 0.3574343715729423, 'delta': 2.5009772031125976e-11, 'psi': 0.2}",{'sigma': 0.078641271203836},0.005789818241248527,0.15081204253043162
0.30000000000000004,51.859501148248356,51.761025640167965,0.09847550808039074,0.1824693517413558,0.033295064324910625,0.8376221529523216,0.6838339094938537,0.5715139287117285,0.0035252238797003725,-0.07295594744346093,-0.08959599877683615,1.8549019595588137e-05,0.9999814509804044,1.859344496238022e-20,0.002667378996865351,"{'sigma': 0.0760219824511926, 'lam': -0.46300805957245394}","{'sigma': 0.025073440701634864, 'mu': -0.07527851910757377, 'w0': 0.22241099737495185, 'delta': 1.5929104701939423e-09, 'psi': 0.2}",{'sigma': 0.0721059139486835},0.005334757993730702,0.1602266913098995
0.35000000000000003,61.09692644939551,61.00928345384167,0.0876429955538427,0.1901908467998953,0.03617255820646125,0.8485256117101684,0.6906191535841462,0.5582182128736646,0.0031173945667238873,-0.0879838479678199,0.19136946908362637,3.586662652958874e-12,0.9999999999964133,1.276716690530005e-25,0.0034544229123932495,"{'sigma': 0.08202820139260647, 'lam': -0.4399251989491284}","{'sigma': 0.028747863357928338, 'mu': -0.07571273805334, 'w0': 0.22369389919866953, 'delta': 1.6558754367679285e-11, 'psi': 0.2}",{'sigma': 0.0788355788336894},0.006908845824786499,0.19099688181723404
0.4,69.9321128998582,69.83005980810789,0.10205309175030663,0.16353081267904354,0.02674232669546843,0.7819794752033012,0.5644435951310994,0.394287900041704,0.0023418448245938256,-0.1205180496718833,0.01363347902468484,0.999999999950743,4.9256949264584766e-11,3.8780170148061004e-20,0.0020620015599810363,"{'sigma': 0.08460834318757786, 'lam': -0.5450816755591097}","{'sigma': 0.0311506256560643, 'mu': -0.12340398196367697, 'w0': 0.36459806651013166, 'delta': 5.7877480585943886e-11, 'psi': 0.2}",{'sigma': 0.07290749275277689},0.004124003119962073,0.15421257719736473
0.45,78.16701128144199,78.17297525681684,-0.005963975374854158,0.15523897119846733,0.024099138178758573,0.7550579783708483,0.5174885463849987,0.3577323013027948,0.0019858440141608813,-0.017246926388408076,0.0022873601038291974,0.9996325980409415,0.0003674019590576415,9.10141858657096e-16,0.0015474963675484819,"{'sigma': 0.08508930341364083, 'lam': -0.6602683753014484}","{'sigma': 0.02824913010338892, 'mu': -0.12483312032542448, 'w0': 0.36882046740302976, 'delta': 5.986056095252934e-11, 'psi': 0.2}",{'sigma': 0.06618624251335282},0.0030949927350969637,0.12842752766258453
