Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var,Cross correlation
0.0,0.02525137816564524,0.11355157820407644,-0.0883002000384312,0.14751516160751846,0.02176072290409229,0.8346027335650269,0.6667428162312038,0.5138143399274792,0.9399321246668629,1.2952630425169516,2.179650148070877,3.21874787298379e-11,0.9999999999678124,4.5981143232646756e-29,0.0,"{'sigma': 0.06616525600852151, 'lam': -0.3721178022656737}","{'sigma': 0.0257366737068343, 'mu': -0.07509182016990756, 'w0': 0.22185939361192208, 'delta': 1.3567573731165794e-09, 'psi': 0.2}",{'sigma': 0.06927942541471499},0.005572137962370086,0.25606400977249694,0.7464498447630167
0.1,9.75953209400313,9.82668625618692,-0.06715416218378856,0.20967319536902781,0.04396284885625851,0.8874099281187583,0.7822704198326279,0.683111307539015,0.021057145961381543,-0.043094305451599486,-0.1352513783146614,2.194081954188803e-17,1.0,5.140601298475864e-33,0.0046457505107147905,"{'sigma': 0.07590680644665498, 'lam': -0.33947819792261535}","{'sigma': 0.030523501225190097, 'mu': -0.0720253915161635, 'w0': 0.21279960467484735, 'delta': 7.691214332083973e-10, 'psi': 0.2}",{'sigma': 0.08322689665212481},0.009291501021429581,0.21134892899705365,0.905347285047381
0.2,31.640017501508943,31.718493188638895,-0.07847568712995212,0.2026446329794548,0.04106484727537793,0.8791776775129289,0.7406642180158557,0.6110499015157226,0.0063799749677750615,-0.07457235586327611,0.060498726735949054,2.5582347074780412e-23,1.0,1.1728778147638815e-37,0.005069853493611177,"{'sigma': 0.08489538743892232, 'lam': -0.36728251343010276}","{'sigma': 0.033521040009424574, 'mu': -0.07404431489754093, 'w0': 0.21876452943126976, 'delta': 6.510569861006843e-12, 'psi': 0.2}",{'sigma': 0.08807096180289067},0.010139706987222354,0.24691938872257832,0.8193622230677599
0.30000000000000004,51.7176451181632,51.773732774922216,-0.0560876567590185,0.170357841551382,0.02902179417804578,0.8060605233466633,0.6002950836249639,0.41663481584256146,0.0032942956948948023,0.15892224407061073,0.6388222843434196,0.9999751937868738,2.480621312577738e-05,4.696289095695038e-16,0.002771305509707482,"{'sigma': 0.08971847559789402, 'lam': -0.5051990841332779}","{'sigma': 0.03471681225343759, 'mu': -0.12008396735362892, 'w0': 0.3547890567435445, 'delta': 4.071312176279207e-10, 'psi': 0.2}",{'sigma': 0.07920030120502125},0.005542611019414964,0.19098099123064563,0.7202075865864014
0.4,70.04610680250023,69.99431664596,0.051790156540235444,0.15230060977366355,0.023195475737429746,0.7708959932281271,0.512107577054544,0.31300582699638746,0.002180464606919878,0.1436941227781619,0.6998564810745618,0.9999999999858675,1.4132384017854508e-11,1.4174761725887897e-19,0.0021155655566452293,"{'sigma': 0.08075303191935385, 'lam': -0.5208183925649061}","{'sigma': 0.029659984909863102, 'mu': -0.12014980087649407, 'w0': 0.3549835621062741, 'delta': 9.214740082086337e-11, 'psi': 0.2}",{'sigma': 0.07127763127989521},0.0042311311132904586,0.1824119134777144,0.6814544758608437
0.5,86.1279327143368,86.1797469144255,-0.051814200088699636,0.14533765708195692,0.021123034566072504,0.7163905922909591,0.4361892474064879,0.22552479757642285,0.0016885127379887418,-0.03321147435826053,-0.28687525613692305,0.18919206567091068,0.8108079343290886,8.057250401717088e-16,0.0016480608645195528,"{'sigma': 0.08979157101699428, 'lam': -0.6687030486824508}","{'sigma': 0.031009250575822822, 'mu': -0.129707196462987, 'w0': 0.38322096562013724, 'delta': 7.628810916315842e-10, 'psi': 0.2}",{'sigma': 0.06853388664766824},0.0032961217290391055,0.1560439490229915,0.6433617083246547
0.6000000000000001,100.73280041141172,100.57505014034324,0.15775027106847972,0.13098360111718005,0.017156703761624533,0.6543872180079112,0.35271318310632854,0.1846258227047321,0.0013020166737347017,-0.14773971338285408,0.1550402029648358,0.9999999999999958,4.314488923424386e-15,1.5081247051693338e-19,0.0011406092702484871,"{'sigma': 0.08349379536863194, 'lam': -0.7368428557099844}","{'sigma': 0.02952899743649473, 'mu': -0.16723549694170226, 'w0': 0.4940986332926019, 'delta': 3.2342351019565285e-11, 'psi': 0.2}",{'sigma': 0.06164710622581205},0.0022812185404969742,0.1329636841780481,0.5804245892317275
0.7000000000000001,113.54079662207165,113.39534690467836,0.1454497173932907,0.13819168408164395,0.019096941549320883,0.688261426681617,0.4078548411510356,0.22787520132441003,0.0012184093689796113,-0.14316937980462277,-0.18193830571381955,0.9999999999332352,6.676489296096147e-11,1.3808306877162979e-17,0.001461088002878174,"{'sigma': 0.08102838641379619, 'lam': -0.6447699389291475}","{'sigma': 0.026266966678791803, 'mu': -0.12439321302133899, 'w0': 0.367520757715871, 'delta': 7.360112519450013e-11, 'psi': 0.2}",{'sigma': 0.06464454174436386},0.002922176005756348,0.1530180106698952,0.5554843329091548
0.8,124.78796669730616,124.74985873013883,0.03810796716733478,0.12637120755155723,0.015969682098038757,0.5985968688441626,0.2689122854439043,0.07137366685435924,0.001013381433112769,-0.134882457112742,0.1846685188321706,0.9999999999999825,1.7613693051247675e-14,6.433030952285381e-20,0.0009544153919246745,"{'sigma': 0.09067760203975603, 'lam': -0.8556202478822201}","{'sigma': 0.03000647358940456, 'mu': -0.17330790626381987, 'w0': 0.5120396160081041, 'delta': 1.124349502390487e-10, 'psi': 0.2}",{'sigma': 0.06117904533019702},0.001908830783849349,0.11952841466291764,0.46813049442464094
0.9,134.5674503713661,134.58929258731757,-0.02184221595146596,0.11908675518670489,0.014181655260898185,0.536816488514707,0.1872640884176257,0.030468609675150693,0.0008850559290235849,0.043656998344875034,-0.07387713878778177,0.9999999999976985,2.2976346870715657e-12,3.687651863592067e-15,0.0007789984918933704,"{'sigma': 0.09537601318997849, 'lam': -1.0751689844525711}","{'sigma': 0.026344634082620333, 'mu': -0.17281477829872527, 'w0': 0.5105826656569631, 'delta': 3.371671830620926e-10, 'psi': 0.2}",{'sigma': 0.056357575223221774},0.0015579969837867407,0.10986002375071598,0.45014690485109005
