Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean
Non-breeding,2.5,-2.0,248.52028349198437,272.1749279887896,-23.65464449680522,40.95845842460665,1677.5953165202313,0.5704485012745854,0.35205243458804925,0.21750971827863866,0.15218011996752856,-0.05608311374563349,-0.26593520926766184,217.8775910613679,0.12987493999047556,0.8095186982436711
Breeding,2.5,-2.0,29.47497515391848,30.41770263493243,-0.9427274810139501,6.62061281771813,43.83251408213359,0.56282937586424,0.34024081881438334,0.20854028123263024,0.21866154748865152,0.3587680247173274,-0.1319382817837269,5.689980523530942,0.12981186780363607,0.18792519374126218
Non-breeding,2.5,-1.5,400.3171362212303,424.173394223023,-23.856258001792696,15.541741282280071,241.54572208532858,0.1805392540171834,0.07180298608774374,0.045843898513619835,0.03680753860164894,-0.8703848164455317,1.2687555789525462,16.246036796215904,0.06725864012808648,0.03847552315018327
Breeding,2.5,-1.5,69.85901552413142,70.86978476280655,-1.010769238675124,8.60784217958221,74.0949469885946,0.18915086580671012,0.06816618493612858,0.06007010099189353,0.12139216329886805,0.19189476827639243,-0.04495660108322335,5.125532012202611,0.0691751896791502,0.07228285626503833
Non-breeding,2.5,-1.0,443.37252547829104,439.70607321951394,3.666452258777099,7.007834371395357,49.10974257691016,-0.15673137690759645,0.012009805024041337,0.0848739786119901,0.01596250905320264,-0.9005006097867659,0.7468518662416529,3.207778828387482,0.06531858364689694,0.00730670787509087
Breeding,2.5,-1.0,122.852498441118,120.28650561465341,2.565992826464594,8.902246379245913,79.24999059679695,-0.17304092952309832,0.036128358306620284,0.059228840885092025,0.07403692073207531,0.1484488524325745,0.011016703174599013,5.1995724981061135,0.06560975539492701,0.04324305579549352
Non-breeding,2.5,-0.5,394.2649027508011,370.2274569537992,24.037445797001908,14.670181873672634,215.2142362066331,-0.5715804803843222,0.294059224581462,-0.10773199785916497,0.03962332410107213,-0.14829798735254804,-0.13849599375969723,32.46017841820624,0.15082728257363204,0.08767308959893771
Breeding,2.5,-0.5,185.05578661442436,175.24590905111583,9.809877563308532,9.106123372478127,82.92148287479242,-0.5703267293593497,0.30397440496307415,-0.11676099565342131,0.05202192779427604,0.07771660995392173,-0.10917558402279079,12.50472997911955,0.15080205449293652,0.07143766160985414
Non-breeding,2.5,0.0,412.1054935057629,286.7679328535624,125.33756065220052,110.16963019803977,12137.347417972836,-0.9956300228575301,0.992799459618682,-0.989120369816114,0.3839040097527,0.019462539861951386,-1.863908651364474,12024.326260590607,0.9906881500965468,41.90072216560421
Breeding,2.5,0.0,314.0688569516887,231.05435697558292,83.01449997610578,74.20995962357115,5507.11810733206,-0.9952880758678271,0.991122027979844,-0.9873814313357728,0.3216109398224108,-0.0014977243237499407,-1.838184476110767,5434.864037846522,0.9868798765384491,23.553600350749374
Non-breeding,3.0,-2.5,259.0558864258622,340.51083710540684,-81.45495067954465,111.94099005661857,12530.785254855979,0.6323529060448562,0.41988682917982956,0.28278126582472046,0.3316821264209541,0.02096634670785298,-0.3100925195979487,1595.1468582833984,0.12729823597170345,4.726434004572749
Breeding,3.0,-2.5,18.92262934861878,21.19660471750034,-2.2739753688815583,9.127133393150837,83.30456397636911,0.6060311197992516,0.38826596288745274,0.2531169644092467,0.4228164948522341,0.5627699230633871,0.09954138796563793,10.67862258414554,0.12818772555096417,0.4946895784679265
Non-breeding,3.0,-2.0,529.2116001257112,634.306444288411,-105.0948441626997,69.82552854575889,4875.60443669459,0.2550570002377415,0.09600996057943259,0.05855151896243662,0.11178624432363239,-0.9534511952510742,1.6071190533704856,379.19080463921387,0.07777308630400005,0.6070604378582758
Breeding,3.0,-2.0,52.28927618510259,55.09370473448858,-2.804428549385996,13.093838283726981,171.44860100039435,0.26139095907664156,0.09335417035585315,0.06458713052359262,0.2368111519657749,0.27049955564827144,-0.015763334931373288,13.454172569402933,0.07847350454246044,0.2433280475799308
Non-breeding,3.0,-1.5,714.2623941002779,734.3487062687161,-20.086312168438212,11.494264673766603,132.11812039059885,-0.02190520685013409,-0.022473042970221815,0.0197758321964924,0.015723864936313198,-3.107748297331623,17.756794066098507,6.674315092863897,0.05051778721292513,0.009130295155122646
Breeding,3.0,-1.5,101.43271635876745,99.73175436355262,1.7009619952148256,14.603459687945499,213.26103485744923,-0.022337376409345838,0.02104650228031493,0.05986101092483369,0.14634109047204963,0.1581850196861951,-0.006165671769605947,11.651662102292374,0.054635682088294904,0.11676116305979314
Non-breeding,3.0,-1.0,709.4128957170062,659.0653710268408,50.347524690165415,32.43981115757929,1052.3413479394058,-0.3349457007720528,0.09435989609366766,0.049883305663781026,0.04930273394043022,-0.46236702026315785,0.04229135627891084,82.16015988053246,0.07807367831874194,0.12486880652345239
Breeding,3.0,-1.0,164.8136818164778,155.55135079210376,9.262331024374049,13.952431113509672,194.67033397723273,-0.3382172923924423,0.10190795463711284,0.039062579266678825,0.08975637261346715,0.1656869368030814,-0.016701641900365556,15.484843838627352,0.0795439321557765,0.09961442576809638
Non-breeding,3.0,-0.5,572.4964391098886,499.2761733709572,73.22026573893135,42.20785253797237,1781.502815867221,-0.772285839149707,0.5765873599637081,-0.4163149356882462,0.08441030440565496,0.024257048139675958,-0.26063261127563225,542.8792589775583,0.3047310698261732,1.0856890542959015
Breeding,3.0,-0.5,238.6129688711105,216.65854390958094,21.954424961529554,15.830845552322916,250.61567090150228,-0.77114540835305,0.5799121273776515,-0.4190897467216757,0.07318529923240812,0.023930734402064485,-0.20476166266933668,76.16932505429199,0.3039288196955101,0.352127422884936
Non-breeding,3.0,0.0,101.80382940154394,415.7140833445849,-313.91025394304097,314.07824057757364,98645.14120430424,-0.9981068554760752,0.9981174869281311,-0.9983072342078748,0.7513242675345133,-0.0017949340122814718,-1.9972445100054568,98341.72853194784,0.9969242005368719,235.24879349002387
Breeding,3.0,0.0,95.5075895998132,271.2324532163619,-175.72486361654867,175.1331457405,30671.618736963217,-0.9955736504092733,0.9927066494523646,-0.9928739542763588,0.6443482401665667,0.0030220656314840708,-1.9768094906805211,30437.546032491464,0.9923684267700659,111.98553613651744
