Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var,Smax/Mean
Non-breeding,0.5,0.0,46.470755566453995,48.257383388518306,-1.786627822064311,1.2316362100551725,1.5169277539190689,0.48700850636516363,0.21299676036612616,0.04704441060501227,0.025514734401443195,0.10725338933435949,-0.3050666744035051,0.14573875184867863,0.09607494587145254,0.0030191427590865487
Breeding,0.5,0.0,45.25290542424721,46.73845566030948,-1.4855502360622665,1.497828140448509,2.2434891383194384,0.504067633366733,0.2338594292588662,0.10133599100004945,0.03205411658742553,0.15994060550605846,-0.19685254263819496,0.23103349397507433,0.10297954647025294,0.004944208451885398
Non-breeding,1.0,-0.5,75.61376246539936,77.71362031970581,-2.0998578543064497,2.046367880707586,4.187621503191657,0.5065869507400398,0.2668276754953713,0.10819727178020082,0.026342659559706463,0.10323037609928765,-0.21397775194392768,0.44880909917650397,0.10717518257904576,0.005777468175867343
Breeding,1.0,-0.5,43.919969232008256,44.77586635680226,-0.855897124794005,1.9042631505936318,3.6262181467087853,0.5160861529275912,0.27999021405189706,0.1552577216193817,0.0425849187615541,0.1726150018354068,-0.11638403578032792,0.416856188913381,0.11495618080553882,0.009322129105209784
Non-breeding,1.0,0.0,95.80668251815827,99.73435274867404,-3.9276702305157727,1.82669373504386,3.3368100016484874,0.052728781884930465,-0.03702055847970802,-0.042372717411676336,0.018313984254242827,0.006490405430781018,-0.23563474107435406,0.1644580847345612,0.04928602007705377,0.0016488165019295747
Breeding,1.0,0.0,90.24425895604394,93.29115592106545,-3.046896965021517,2.544286684435894,6.473394732597793,0.06435474366686844,-0.004995421517311312,0.005188782494093192,0.02727789835192365,0.1645493009546275,0.002454901174562221,0.30490125153562864,0.0471006734689375,0.0032689183171224273
Non-breeding,1.5,-1.0,119.71347098885394,123.0440373610827,-3.330566372228759,5.113528741348106,26.148176188593144,0.5250994667070648,0.30469622547428044,0.16685943204817763,0.04165900985398254,0.00920653027640681,-0.23099556378123762,3.0982153109290698,0.11848686075018235,0.025240609507892718
Breeding,1.5,-1.0,41.143005293928475,41.701539428097455,-0.5585341341689798,2.913711799088417,8.489716448147059,0.5269719301498532,0.30347200020069354,0.18012556758861092,0.07008664909132419,0.18809521897344442,-0.1730531794103344,1.031772708787061,0.121532057647491,0.02481834058035106
Non-breeding,1.5,-0.5,159.26817429172672,163.65843624231735,-4.390261950590627,1.884702074560001,3.552101909850771,0.09220812162290516,-0.013623002127983773,-0.051240685613110654,0.011514193458645784,0.06997584486990718,-0.19580545160021615,0.18199198649742068,0.0512350127097188,0.0011118420087396373
Breeding,1.5,-0.5,87.4599890231764,88.93439715933296,-1.4744081361565549,3.383956224620006,11.451159730144484,0.08092501963084699,0.026853505752246293,0.0426905273129417,0.038049457813143284,0.17225999620153448,0.07514513349292322,0.6137320061755958,0.0535956200628294,0.006900848748472331
Non-breeding,1.5,0.0,152.18865942467124,154.90115797616141,-2.712498551490171,3.1956249377023456,10.21201874246512,-0.3565102804927454,0.08398895406912733,-0.01785383373113286,0.02063213126056388,-0.14534829929863527,-0.149322743269389,0.7928671878075624,0.07764059269794965,0.005119042506534441
Breeding,1.5,0.0,138.02959056315746,139.65544543430195,-1.6258548711444973,4.027973812707751,16.224573035859418,-0.34940104587765547,0.11211871977290346,-0.009596951144499807,0.028860274748560937,0.12444989626132633,0.016326292291648007,1.3575208884416419,0.0836706695110719,0.009726584044249075
Non-breeding,2.0,-1.5,181.03109536843635,188.65243102764683,-7.621335659210473,14.454804487326507,208.94137276683452,0.5447734104459566,0.32805878404373245,0.19628478291517149,0.07706370471286071,-0.05640696552827488,-0.23095578712380405,26.06633016732229,0.12475427830375499,0.13896887866755162
Breeding,2.0,-1.5,36.516418990029294,37.048692397248956,-0.5322734072196624,4.493518004684174,20.191704058420836,0.5426742586844227,0.32151429292876915,0.19513216795124183,0.12188342572839396,0.2401010020774353,-0.18706957711045893,2.5404156249587477,0.12581482066142316,0.06890693635168235
Non-breeding,2.0,-1.0,258.92253016536193,266.4798821363183,-7.557351970956347,3.6532190054721205,13.346009101942709,0.12949994055565925,0.046716030824945,0.002526321161223648,0.013720510923228289,-0.4504287575279285,0.46788811952347825,0.7425955612420813,0.05564176942858412,0.002788989790730074
Breeding,2.0,-1.0,81.09557494648558,81.88210512037173,-0.786530173886149,5.3765451887273334,28.907238166427035,0.12453345923658754,0.04542541997772995,0.054299813181772356,0.06564855388550052,0.16956752203617947,-0.0021079816652172017,1.7597760340040005,0.06087665739191267,0.021487172103926838
Non-breeding,2.0,-0.5,261.127739156382,260.1307661122421,0.9969730441399065,4.290957171207404,18.41231344513625,-0.28399818917348696,0.043418556178664594,0.0464503271715092,0.016497816773170207,-0.2747231154930504,0.010241014807021713,1.2324564061794747,0.06693653189491174,0.004738532490257293
Breeding,2.0,-0.5,133.95501595375774,132.5157568863018,1.4392590674559358,5.52882150607796,30.56786724607016,-0.2880660742903318,0.07826159457434095,0.039136760591798256,0.04174214807878769,0.1383602320856609,0.035790438957435396,2.238097612678608,0.07321732964429635,0.0168974530757612
Non-breeding,2.0,0.0,219.34816921864885,214.38991367968853,4.958255538960316,7.9501885367585965,63.205497770007796,-0.7284296786243077,0.5071155375502263,-0.3493704639718943,0.03708688185632395,-0.10539822235682983,-0.14059199695180374,15.983682660925872,0.252884372797558,0.07456237644351743
Breeding,2.0,0.0,190.1861228398377,185.83233725987577,4.3537855799619365,7.2946919198744125,53.212530205881045,-0.724330540311625,0.5193412004029259,-0.3615840048705591,0.03930909057617093,0.025313592286516015,-0.11512158604460287,13.758398183300391,0.25855560955415374,0.07414022775888413
