Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,9.964661688980275,8.32429587033175,1.640365818648526,1.2927754453604001,1.671268352126781,0.8795686895786551,0.784881048004421,0.7029338601575865,0.15262708717993395,0.17363283102364302,0.49303978239794555,0.23273766454625025,0.1392581055281031
Breeding,0.1,0.0,9.747582979728591,8.281001305983233,1.4665816737453579,1.33701558030118,1.7876106619681011,0.878857427369773,0.7834914664847624,0.7017906584051712,0.15903880103610704,0.20953983378959018,0.4324172391438253,0.24386887401166404,0.13642169360478773
Non-breeding,0.2,-0.1,11.134212044019936,9.1471581926303,1.9870538513896356,1.4245142265325024,2.029240781593493,0.8814814586638381,0.7892118477234664,0.7086676958156862,0.15382646398537686,0.18329276401334146,0.48596772664719134,0.2798534561127499,0.13791042376597154
Breeding,0.2,-0.1,9.839875772629144,8.231293892600636,1.6085818800285079,1.343454948705051,1.8048711992000916,0.8812493847716362,0.788039470990353,0.7077779151112779,0.16165264082172356,0.2225621410492081,0.406089906543457,0.24446310937509996,0.13544629083972562
Non-breeding,0.2,0.0,20.69542711175038,17.412823214179593,3.2826038975707874,1.8238489402915086,3.326424957002459,0.7601656566892824,0.5896957429203532,0.4565631204675641,0.10356709506621281,-0.0421620646133936,0.4423826100743222,0.4620033192566841,0.13888884469920798
Breeding,0.2,0.0,20.187229031875205,17.209427542854833,2.977801489020372,1.9528411911777368,3.8135887179604824,0.758107797576737,0.585304641489843,0.4548193340587018,0.11239780729202942,0.007112200820203601,0.3156162409302827,0.5173003288725669,0.13564659619331487
Non-breeding,0.3,-0.2,12.415068750653745,10.026917078523818,2.3881516721299274,1.5968988663596115,2.5500859893806127,0.8833971823874756,0.7935292287234468,0.7144436869952336,0.1581183791491718,0.1904123533143111,0.4273875032065694,0.349214823952627,0.13694237190701453
Breeding,0.3,-0.2,9.910979817444954,8.160074640082101,1.7509051773628528,1.372426946236872,1.8835557227570658,0.8836319402129111,0.7925911823157145,0.7138021917781139,0.1674763561339643,0.23292023526610597,0.3399170402143117,0.2539541773804047,0.1348270052816265
Non-breeding,0.3,-0.1,22.746236434213298,19.09892079886196,3.6473156353513367,1.9850247381190327,3.9403232109445345,0.7616668266390951,0.5943471326934562,0.462063114985368,0.10302787089724624,-0.04516070906632081,0.44747860026810315,0.5453316249260378,0.138397688649332
Breeding,0.3,-0.1,20.035417998076316,17.058636283776835,2.976781714299481,1.9582379479902134,3.834695860948922,0.7608236274712876,0.5909684638678432,0.46148069173808476,0.1139988159467882,0.015403134669777548,0.2737471919309923,0.520089096942133,0.13562720898898964
