Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var
0.0,0.025641859443296,0.1578900571656169,-0.1322481977223209,0.15906067279183286,0.02530029762899052,0.8576160228834776,0.7128944840964578,0.5810173723218319,1.006591519624293,1.262241868407822,1.4656858279276679,1.9537923476164133e-11,0.9999999999804621,3.650322289835842e-29,0.0,"{'sigma': 0.06614734901732416, 'lam': -0.3726514835777448}","{'sigma': 0.02569503042674981, 'mu': -0.07503712975933574, 'w0': 0.22169780928070743, 'delta': 2.875304438987314e-10, 'psi': 0.2}",{'sigma': 0.06921222243637172},0.005573308843831711,0.22028629566181454
0.05,0.243494929175238,0.5393613748145086,-0.29586644563927067,0.37296766836839523,0.13910488164815724,0.9676227697067659,0.9384470386038343,0.9105934714776331,0.6916198574459858,0.38137828201145557,-0.6682836706168687,1.0247892938199054e-30,1.0,1.8060604924544928e-42,0.005449737446131057,"{'sigma': 0.07376491275747468, 'lam': -0.3194193396447793}","{'sigma': 0.029572386245902305, 'mu': -0.06828305616101216, 'w0': 0.20174284372329676, 'delta': 3.0380142845842784e-12, 'psi': 0.2}",{'sigma': 0.08271049682905299},0.010899474892262114,0.07835436659822285
0.1,36.443196245497624,36.57517002180113,-0.1319737763035036,0.3351102236067729,0.11229886196578133,0.9575231062256312,0.9124557109193764,0.8664927364077156,0.009162252596968134,-0.49554487040751216,1.2756140900347706,4.848743715383675e-44,1.0,2.150816861797599e-55,0.00752125195200676,"{'sigma': 0.08805915741304125, 'lam': -0.32541283525371734}","{'sigma': 0.03612289231421628, 'mu': -0.06971596398373991, 'w0': 0.205976381590466, 'delta': 7.622724673694847e-11, 'psi': 0.2}",{'sigma': 0.09588476272374777},0.01504250390401352,0.13395063530204904
0.15000000000000002,65.8793738250338,65.72227261832664,0.15710120670715355,0.22226870837329296,0.04940337872193195,0.8915443908553063,0.7918978009497415,0.6937337959946316,0.003381953110223692,0.018379890287258522,-0.15113312158670394,2.5111679254624674e-16,0.9999999999999998,6.004011777125019e-31,0.004240809598693689,"{'sigma': 0.08359620244623135, 'lam': -0.39577103453581586}","{'sigma': 0.03147771810819866, 'mu': -0.0750752298546511, 'w0': 0.2218103760341592, 'delta': 9.281464485866309e-14, 'psi': 0.2}",{'sigma': 0.08403484224374942},0.008481619197387378,0.1716809541534875
0.2,86.99867870033502,86.68485744566001,0.31382125467500543,0.19215389385142306,0.03692311892226396,0.8685389196513609,0.7404710927004793,0.625658253472066,0.0022166894810280637,0.13621794772089219,0.33860156307981365,1.508082075626346e-11,0.9999999999849192,1.8826151450686043e-28,0.0032281174521111987,"{'sigma': 0.07292896919920032, 'lam': -0.38729830844065694}","{'sigma': 0.027545381934810154, 'mu': -0.07497311462554856, 'w0': 0.22150867576078956, 'delta': 3.419486915845482e-14, 'psi': 0.2}",{'sigma': 0.07532966311922257},0.006456234904222397,0.17485616309432103
0.25,102.57140017358347,102.43537212915214,0.13602804443132754,0.17237779044014576,0.029714102637026802,0.810680702439244,0.6532190145727005,0.511728050487583,0.001682799028002726,-0.009873889591942513,-0.13210028021750297,0.9999601594174082,3.984058259095155e-05,9.597981059618925e-16,0.0021154971218488457,"{'sigma': 0.08122770811297335, 'lam': -0.5257833420128826}","{'sigma': 0.031196356712403173, 'mu': -0.1225760979555639, 'w0': 0.36215207656796256, 'delta': 1.3808554299998832e-10, 'psi': 0.2}",{'sigma': 0.07104819803915371},0.0042309942436976914,0.14239010665681154
0.30000000000000004,114.96570241104057,114.88779081526171,0.07791159577885765,0.1543742902357489,0.023831421485791236,0.7652807894839359,0.6061477231899524,0.49541490198703525,0.0013436961933216375,-0.05925973058257822,-0.12713576524908665,0.9999999999933391,6.660753361657703e-12,1.132503459026594e-16,0.0018126201256263186,"{'sigma': 0.06836769056626513, 'lam': -0.503908068291087}","{'sigma': 0.025347108223161108, 'mu': -0.12149431080262074, 'w0': 0.3589559275053652, 'delta': 3.426148253993233e-13, 'psi': 0.2}",{'sigma': 0.06346616885195473},0.0036252402512526372,0.1521201852526538
0.35000000000000003,125.01477781452675,124.91744551509609,0.09733229943066135,0.15478542713251894,0.023958528452596328,0.7679948623098158,0.6033494860468831,0.4600153433623304,0.00123909960929533,-0.1270180828930294,0.039237587636569274,0.9999999950336174,4.96638020129467e-09,2.5019264957832902e-15,0.002037171052027696,"{'sigma': 0.07140586668351483, 'lam': -0.49330274807724805}","{'sigma': 0.0264297757285632, 'mu': -0.11710887710964624, 'w0': 0.345999128064864, 'delta': 4.803490938343202e-12, 'psi': 0.2}",{'sigma': 0.06629314113761924},0.004074342104055392,0.17005811154540526
0.4,133.30739494686975,133.2297424565905,0.07765249027926302,0.13395605722597403,0.01794422526752843,0.6616711884836667,0.4397616841815671,0.2681247482047886,0.001005452532980438,-0.1572526427581501,0.04276614816724708,0.9999999999957312,4.268850026485641e-12,3.9475382564279394e-20,0.0011551627392691396,"{'sigma': 0.07795858018242541, 'lam': -0.665040426174075}","{'sigma': 0.025299472843921755, 'mu': -0.12652614185456645, 'w0': 0.3738225133476695, 'delta': 1.534281590664932e-10, 'psi': 0.2}",{'sigma': 0.06154712990917507},0.002310325478538279,0.12875036085949085
0.45,140.20069381698173,140.2118387405857,-0.011144923603978896,0.12732421824631301,0.01621145655203475,0.6226669687439045,0.3891680540023579,0.24298761686285383,0.0009080854173690226,0.015519119370920677,0.010430297350666787,0.9999999608500296,3.91499690155378e-08,1.2623689144483029e-15,0.0009008410309169841,"{'sigma': 0.08096142106176706, 'lam': -0.8369260873158861}","{'sigma': 0.022731343211267463, 'mu': -0.12902069314700015, 'w0': 0.38119268538072465, 'delta': 1.4329093467324583e-10, 'psi': 0.2}",{'sigma': 0.05624825211918952},0.0018016820618339683,0.11113634706733576
