Realisation number,Variable,index,Coefficient of variation,Lag-2 AC,Kurtosis,Standard deviation,Smax/Var,Skewness,Lag-1 AC,Lag-3 AC,Variance,Smax,Cross correlation
34,Breeding,0,0.9847741935483869,0.7811612903225806,0.7308387096774194,-0.8898064516129032,0.8717948717948716,0.49987096774193546,0.9272258064516128,0.37522580645161285,-0.8898064516129032,0.15384615384615383,0.5992844364937387
34,Total,0,0.9913650793650793,0.7876825396825397,-0.43720634920634927,0.19873015873015873,0.846153846153846,-0.29803174603174604,0.9591111111111111,0.47174603174603175,0.19873015873015873,0.7435897435897434,0.6037580739870817
35,Non-breeding,0,0.989020564656675,0.5967235970721506,-0.2420704078075985,0.7765772046009064,0.5499999999999999,0.14639247124433602,0.9142558382711747,0.5440920181247823,0.7765772046009064,0.7166666666666667,-0.09864445533235341
35,Breeding,0,0.9823399558498896,0.6946578366445916,0.4159823399558499,-0.8574834437086093,0.4666666666666666,0.33245033112582784,0.8458278145695364,0.8069757174392935,-0.8574834437086093,-0.3,-0.11579818031430934
35,Total,0,0.9818752178459395,0.7394562565353783,0.011676542349250611,0.15597769257581043,0.65,-0.3452422446845591,0.9165214360404322,0.7896479609620077,0.15597769257581043,0.6,-0.09864445533235341
36,Non-breeding,0,0.9931415286253994,0.8521360069747165,0.5800058122638767,0.6287125835512931,0.8362573099415204,0.18488811392037194,0.9362975879104909,0.8072653298459748,0.6287125835512931,0.9064327485380117,0.7081289611463213
36,Breeding,0,0.9850763807285546,0.7963572267920094,0.2893066980023502,-0.963924794359577,0.6608187134502924,0.753936545240893,0.9169212690951821,0.7039952996474735,-0.963924794359577,-0.6608187134502924,0.705708716235032
36,Total,0,0.9818657367044462,0.907817494914269,0.6856727695437371,0.09072943911653587,0.7894736842105262,-0.07643126997965706,0.9429235687300201,0.7709968032548676,0.09072943911653587,0.7192982456140351,0.7081289611463213
37,Non-breeding,0,0.9944635642675446,0.8159509202453988,-0.36720035912015564,0.7375430196019752,0.6617647058823529,-0.2060451892862487,0.9298219362561724,0.44785276073619634,0.7375430196019752,0.8235294117647057,0.8006480698788392
37,Breeding,0,0.9734908732863743,0.8774520942210103,0.6450806634855714,-0.8379156252366885,0.45588235294117646,0.7986821177005224,0.9528894948117852,0.8900249943194727,-0.8379156252366885,-0.39705882352941174,0.7954091816367267
37,Total,0,0.9800987580427952,0.8790962142750262,0.3728864282507856,0.49139607960496784,0.5588235294117646,-0.1571150680831962,0.9537632799640879,0.7574442615591801,0.49139607960496784,0.676470588235294,0.8006480698788392
38,Non-breeding,0,0.9933886962831573,0.851003789405789,0.12553414496492785,0.8340724018382649,0.75,-0.20712730790937678,0.9227606224300574,0.7592517939208256,0.8340724018382649,0.7999999999999999,0.8730591532227523
38,Breeding,0,0.9789318961293483,0.9018455005716152,0.2895639392454679,-0.9529642332190102,0.7833333333333333,-0.14241384942021884,0.924546790788829,0.8082639229136044,-0.9529642332190102,-0.41666666666666663,0.8713288858216396
38,Total,0,0.9861323873256471,0.9174393291945498,0.4394904458598727,0.44448923647504646,0.8333333333333333,-0.46319438845440625,0.9574296541159398,0.8758364911714909,0.44448923647504646,0.7666666666666667,0.8730591532227523
39,Non-breeding,0,0.9954188481675393,0.8781631762652705,-0.03828534031413613,0.45756980802792324,0.4421052631578947,0.8259162303664922,0.9140488656195462,0.912194589877836,0.45756980802792324,0.4421052631578947,0.8256500569771055
39,Breeding,0,0.9858914301460457,0.8516395701295122,0.7202535133645632,-0.8644254615596583,0.7157894736842105,0.6635987875447781,0.8590245246624414,0.893855056489391,-0.8644254615596583,-0.021052631578947368,0.8289900575614864
39,Total,0,0.9914921465968587,0.9103403141361257,0.47938481675392675,0.08649650959860383,0.5473684210526316,0.7948298429319371,0.8948516579406632,0.9210296684118674,0.08649650959860383,0.28421052631578947,0.8256500569771055
40,Non-breeding,0,0.9796709753231492,0.892009400705053,-0.864159811985899,0.8681551116333726,0.8596491228070176,0.6531139835487663,0.9527614571092833,0.899412455934195,0.8681551116333726,0.9298245614035087,0.8949596212754107
40,Breeding,0,0.9591351865051082,0.8194345450225708,-0.16524114991684488,-0.8507959135186506,0.8362573099415204,0.6646471846044192,0.9295557139463058,0.8351152292706108,-0.8507959135186506,0.5321637426900584,0.8942924687605538
40,Total,0,0.9742655699177438,0.8977673325499412,-0.8199764982373678,0.5763807285546416,0.8830409356725145,0.2581668625146886,0.9631022326674501,0.8815511163337251,0.5763807285546416,0.9064327485380117,0.8949596212754107
41,Non-breeding,0,0.9918032786885247,0.861368496079829,0.4118555476360181,0.6481349489189833,0.8011695906432749,0.19054407222618203,0.9490377761938704,0.7845093846519365,0.6481349489189833,0.871345029239766,0.8031070584262073
41,Breeding,0,0.9866951770016632,0.8828700403896415,0.9185079591351867,-0.9284865763839393,0.5555555555555555,0.92504157757187,0.9503444998812071,0.5813732478023285,-0.9284865763839393,-0.4502923976608187,0.8031070584262073
41,Total,0,0.9889522451888811,0.8750296982656215,0.8205036825849372,0.3371347113328582,0.7076023391812866,0.362912805892136,0.959729151817534,0.7808267997148968,0.3371347113328582,0.7426900584795321,0.8031070584262073
42,Non-breeding,0,0.9869437146723987,0.8987341772151899,0.1366929384603137,0.9192739431573921,0.8833333333333333,0.38937982644693897,0.9738874293447974,0.8030411591433803,0.9192739431573921,0.9333333333333332,0.7976956456681132
42,Breeding,0,0.9800048375393051,0.8834153027493349,0.7784406998306863,-0.8732564702088206,0.7666666666666667,0.6344432798516488,0.9524308635007661,0.6723373377408691,-0.8732564702088206,0.6166666666666666,0.7964099068393546
