Realisation number,Variable,index,Smax,Lag-3 AC,Kurtosis,Smax/Var,Skewness,Lag-2 AC,Lag-1 AC,Standard deviation,Smax/Mean,Coefficient of variation,Variance,Cross correlation
61,Breeding,0,-0.6263736263736264,0.4728349167010876,0.9526917251824315,0.9560439560439562,0.3571251548946716,0.7482582954701914,0.9303318188076551,-0.9839735646427095,1.0,0.9939418972876222,-0.9839735646427095,-0.12205817215414144
62,Non-breeding,0,1.0,0.5664050667768139,-0.9493873055211345,0.6483516483516484,0.7898939832025333,0.8276745146633622,0.889026573041443,0.969268897149938,1.0,0.9998347790169352,0.969268897149938,0.38254835375756685
62,Breeding,0,-0.6703296703296704,0.8571389233099269,0.7806416081509018,0.9780219780219781,0.4697507916838771,0.8701363073110284,0.9661296984717058,-0.9828170177612556,1.0,0.9899215200330442,-0.9828170177612556,0.38254835375756685
63,Non-breeding,0,1.0,0.7219881591628804,-0.9228418009087154,0.7802197802197802,0.11805039239983477,0.7556932397081095,0.8727798430400661,0.9776400936252236,1.0,1.0,0.9776400936252236,0.43166986564299425
63,Breeding,0,0.3406593406593407,0.838028362935426,0.9127082472807378,0.9780219780219781,0.5034007985680847,0.9081922070769654,0.9564367341319013,-0.969709486438111,0.9780219780219781,0.9951535178300978,-0.969709486438111,0.43166986564299425
64,Non-breeding,0,1.0,0.826132452154757,-0.9756023681674239,0.9120879120879122,0.702492083161228,0.9148561200605809,0.9134792785350405,0.9743907476249483,1.0,0.9997797053559134,0.9743907476249483,0.1290270190462129
64,Breeding,0,-0.6043956043956044,0.8823075863968056,0.8214511909679196,0.9120879120879122,0.610463995594107,0.7299187663499931,0.9600715957593281,-0.9733994217265592,0.9780219780219781,0.991518656202671,-0.9733994217265592,0.1290270190462129
65,Non-breeding,0,0.9780219780219781,0.697205011703153,-0.9146358254164945,0.7582417582417583,0.4839047225664326,0.8047638716783698,0.8943136444995181,0.9494974528431778,1.0,1.0,0.9494974528431778,0.3578030414882622
65,Breeding,0,0.16483516483516486,0.8790582403965302,0.7129560787553352,0.9780219780219781,0.5722979485061269,0.9336913121299738,0.9646427096241222,-0.8954151177199504,1.0,0.9965854330166598,-0.8954151177199504,0.3578030414882622
66,Non-breeding,0,1.0,0.724191105603745,-0.9615585846069117,0.6263736263736264,0.3553627977419799,0.5701500757262838,0.6756712102437009,0.980173482032218,1.0,0.9998347790169352,0.980173482032218,0.39068359663369256
66,Breeding,0,0.5824175824175825,0.8528982514112625,0.9639818256918627,1.0,0.6204874019000413,0.93049703979072,0.9725733168112349,-0.9803387030152828,1.0,0.995979622745422,-0.9803387030152828,0.39068359663369256
67,Non-breeding,0,1.0,0.9417320666391299,-0.86473908853091,0.8461538461538461,0.2520996833264491,0.9399146358254163,0.9553903345724907,0.9680022029464409,1.0,0.9997797053559134,0.9680022029464409,0.2604606525911708
67,Breeding,0,-0.5824175824175825,0.8546606085639542,0.7514525678094451,0.7802197802197802,0.295332507228418,0.7740878424893294,0.974005231997797,-0.9772545779980724,0.9780219780219781,0.9925099821010601,-0.9772545779980724,0.2604606525911708
68,Non-breeding,0,1.0,0.7838358804901556,-0.9208591491119372,0.5824175824175825,0.5214649593831749,0.7962825278810409,0.7527743356739639,0.9914085088806278,1.0,1.0,0.9914085088806278,-0.0071460209655987
68,Breeding,0,0.6043956043956044,0.5774748726421588,0.8737160952774334,0.9560439560439562,0.6602505851576483,0.759933911606774,0.9631557207765385,-0.9281288723667905,1.0,0.9963100647115516,-0.9281288723667905,-0.0071460209655987
69,Non-breeding,0,1.0,0.8557070081233649,-0.8575244389370782,0.7142857142857144,-0.0953049703979072,0.8993253476524852,0.9282390196888338,0.92878975629905,1.0,0.9998347790169352,0.92878975629905,0.27318765687287755
69,Breeding,0,-0.5384615384615384,0.7388957730965166,0.83918490981688,0.6923076923076924,0.7175271926201294,0.9036761668731929,0.9447611179953186,-0.9729588324383862,0.8241758241758242,0.9942723392537519,-0.9729588324383862,0.27318765687287755
70,Non-breeding,0,0.9780219780219781,0.9124879526366515,-0.8437560236816742,0.8461538461538461,0.5269723254853367,0.9193721602643535,0.9276882830786175,0.9454220019275781,1.0,0.999559410711827,0.9454220019275781,0.2621438062896796
70,Breeding,0,-0.23076923076923078,0.7608701638441415,0.8471705906650144,0.8461538461538461,0.8112074900178989,0.7837808068291339,0.9388682362660058,-0.9758226628115103,0.9120879120879122,0.9943274129147734,-0.9758226628115103,0.2621438062896796
71,Non-breeding,0,1.0,0.8498692000550736,-0.9743356739639267,0.8461538461538461,-0.49982101060167977,0.8884207627702051,0.8888613520583781,0.9856808481343797,1.0,0.9998347790169352,0.9856808481343797,0.2627048575225159
71,Breeding,0,0.07692307692307693,0.8034421038138511,0.8844003855156272,0.9560439560439562,0.8842351645325622,0.7679195924549084,0.9789067878287208,-0.9646977832851438,0.9780219780219781,0.995098444169076,-0.9646977832851438,0.2627048575225159
72,Non-breeding,0,1.0,0.7929781082197438,-0.712129973840011,0.8681318681318682,-0.04006608839322594,0.8831336913121299,0.8738262425994767,0.9916288035247143,1.0,0.9997797053559134,0.9916288035247143,0.23555293075446626
72,Breeding,0,0.23076923076923078,0.7949607600165219,0.509679195924549,0.9560439560439562,0.5009775574831337,0.8978934324659231,0.9432190554867135,-0.9607324796915874,1.0,0.988214236541374,-0.9607324796915874,0.23555293075446626
73,Non-breeding,0,0.9340659340659341,0.7478727798430401,-0.8970673275505988,0.9340659340659341,0.7456698334021753,0.8216164119509844,0.8979485061269448,0.9315434393501307,1.0,1.0,0.9315434393501307,0.4116639598405433
73,Breeding,0,0.23076923076923078,0.8481619165634035,0.4635274679884345,1.0,-0.3726559273027674,0.8814814814814815,0.9713066226077378,-0.8881453944650971,1.0,0.9927853504061681,-0.8881453944650971,0.4116639598405433
74,Non-breeding,0,1.0,0.6007710312543025,-0.9301665978245903,0.8461538461538461,0.8919454770755886,0.7238055899765937,0.9434393501307998,0.9687181605397218,1.0,0.9999449263389782,0.9687181605397218,-0.12532112800826814
74,Breeding,0,-0.6043956043956044,0.5635963100647116,0.14520170728349166,0.8901098901098902,-0.5274129147735095,0.3674790031667355,0.9592454908440038,-0.9651934462343383,0.9780219780219781,0.9928404240671899,-0.9651934462343383,-0.12532112800826814
75,Non-breeding,0,0.9780219780219781,0.814071320391023,-0.9547294506402313,0.8021978021978022,0.7255679471292854,0.8602781219881591,0.9182706870439211,0.9295607875533526,1.0,0.9999449263389782,0.9295607875533526,0.3860327772036026
75,Breeding,0,0.3186813186813187,0.8807104502271788,0.6441690761393364,0.9780219780219781,0.395401349304695,0.9422277295883242,0.9689935288448299,-0.903510945890128,1.0,0.9958694754233788,-0.903510945890128,0.3860327772036026
76,Non-breeding,0,1.0,0.8233236954426545,-0.9123778053146082,0.6923076923076924,-0.48131626049841664,0.9306622607737849,0.9404102987746109,0.9403001514525678,1.0,1.0,0.9403001514525678,0.4235493872729957
76,Breeding,0,0.42857142857142855,0.8651246041580614,0.8343935013079994,0.9780219780219781,0.7668181192344761,0.9266969571802285,0.9740603056588185,-0.9654137408784248,1.0,0.9974115379319839,-0.9654137408784248,0.4235493872729957
77,Non-breeding,0,0.9780219780219781,0.7812474184221395,-0.9174996557896186,0.8461538461538461,0.6242324108495112,0.7147735095690486,0.9043370508054522,0.9493322318601128,1.0,0.999559410711827,0.9493322318601128,0.3474088291746641
77,Breeding,0,-0.2527472527472528,0.8814814814814815,0.5863968057276607,0.9340659340659341,0.7757951259809995,0.7410987195373812,0.9624948368442792,-0.9605672587085226,0.9560439560439562,0.9943274129147734,-0.9605672587085226,0.3474088291746641
78,Non-breeding,0,1.0,0.9022993253476523,-0.9458625912157511,0.7802197802197802,0.7810271237780531,0.9132039102299325,0.9384276469778328,0.9485061269447885,1.0,0.9998898526779567,0.9485061269447885,0.1609183522811162
78,Breeding,0,-0.3406593406593407,0.6523199779705355,0.968828307861765,0.6923076923076924,0.20517692413603195,0.8922759190417183,0.9201431915186562,-0.9313782183670659,0.9780219780219781,0.9963100647115516,-0.9313782183670659,0.1609183522811162
79,Non-breeding,0,1.0,0.8026710725595483,-0.9475148010463995,0.5824175824175825,0.17295883243838633,0.9146358254164945,0.9482307586396805,0.9812198815916288,1.0,0.9997797053559134,0.9812198815916288,0.2860918352281116
79,Breeding,0,-0.8901098901098902,0.7421451190967919,0.8135205837808068,0.7582417582417583,0.8054798292716507,0.931212997384001,0.9657992565055761,-0.9436596447748863,0.9340659340659341,0.9944375602368167,-0.9436596447748863,0.2860918352281116
80,Non-breeding,0,1.0,0.827123778053146,-0.9029051356188903,-0.2087912087912088,0.7957868649318462,0.7695718022855569,0.7259534627564367,0.9519206939281287,1.0,0.9999449263389782,0.9519206939281287,0.11994684777794183
80,Breeding,0,-0.38461538461538464,0.885281564091973,0.7983202533388406,0.9340659340659341,0.3175271926201294,0.3803111661847721,0.9617238055899766,-0.9564367341319013,1.0,0.9947129285419247,-0.9564367341319013,0.11994684777794183
81,Non-breeding,0,1.0,0.2923585295332507,-0.948451053283767,0.18681318681318684,0.08820046812611869,0.4007985680848134,0.5298912295194823,0.9604020377254577,1.0,0.9999449263389782,0.9604020377254577,0.2851321423298391
81,Breeding,0,0.3406593406593407,0.6945064023130938,0.712405342145119,0.9780219780219781,0.426132452154757,0.8935976869062371,0.9590251961999173,-0.9742806003029051,1.0,0.994823075863968,-0.9742806003029051,0.2851321423298391
82,Non-breeding,0,0.9340659340659341,0.8855018587360595,-0.8308687870026159,0.7802197802197802,0.07900316673550874,0.8504750103263113,0.9169489191794025,0.9262563678920557,1.0,0.9996695580338703,0.9262563678920557,0.10949357743983464
82,Breeding,0,-0.4065934065934066,0.7360319427233926,0.8609940795814401,0.6483516483516484,0.7699573179127082,0.8534489880214787,0.9100647115517004,-0.9601266694203496,0.6923076923076924,0.9920693928128871,-0.9601266694203496,0.10949357743983464
83,Non-breeding,0,0.9780219780219781,0.8953600440589288,-0.9307724080958282,0.4065934065934066,0.7281564091973014,0.8712928541924824,0.9024094726696956,0.9689935288448299,1.0,1.0,0.9689935288448299,0.3630739701756976
83,Breeding,0,-0.6703296703296704,0.8286658405617513,0.7404929092661435,0.6703296703296704,0.07960897700674652,0.8844003855156272,0.9800633347101748,-0.943274129147735,0.9120879120879122,0.9971912432878975,-0.943274129147735,0.3630739701756976
84,Non-breeding,0,1.0,0.937105879113314,-0.7684152554041029,0.4945054945054945,-0.061104226903483404,0.9530772408095828,0.9467437697920968,0.9558859975216851,1.0,0.9997246316948919,0.9558859975216851,0.24458880850435552
84,Breeding,0,-0.3406593406593407,0.8864381109734268,0.9104502271788517,0.6483516483516484,0.5515902519619991,0.9195924549084399,0.9753820735233375,-0.8614346688696131,0.9560439560439562,0.9948781495249895,-0.8614346688696131,0.24458880850435552
85,Non-breeding,0,0.9780219780219781,0.7350406168250033,-0.7235852953325073,0.7362637362637363,0.3508467575382073,0.7275505989260637,0.8293817981550323,0.9760980311166184,1.0,1.0,0.9760980311166184,0.3739406466853683
85,Breeding,0,-0.18681318681318684,0.7699022442516865,0.8050943136444995,0.9560439560439562,0.5819358391849098,0.8376428473082748,0.9388682362660058,-0.953627977419799,0.9780219780219781,0.9940520446096655,-0.953627977419799,0.3739406466853683
86,Non-breeding,0,1.0,0.8327963651383725,-0.9426132452154755,0.4725274725274726,0.8500344210381385,0.8272339253751892,0.8363761531047776,0.9781908302354398,1.0,1.0,0.9781908302354398,0.20119592499630884
86,Breeding,0,-0.6043956043956044,0.7276607462481067,0.507806691449814,0.8901098901098902,-0.36863555004818943,0.8775161778879251,0.960512185047501,-0.9659644774886409,0.9780219780219781,0.9949332231860112,-0.9659644774886409,0.20119592499630884
87,Non-breeding,0,0.9780219780219781,0.7618614897425305,-0.910119785212722,0.27472527472527475,0.7972738537794299,0.8254715682224976,0.8982238744320529,0.9690486025058515,1.0,0.9997797053559134,0.9690486025058515,0.18842462719622027
87,Breeding,0,-0.7802197802197802,0.7053559135343521,0.9480104639955941,0.6703296703296704,-0.7173619716370645,0.9024645463307173,0.9608426270136307,-0.9758226628115103,0.9560439560439562,0.996530359355638,-0.9758226628115103,0.18842462719622027
88,Non-breeding,0,0.9780219780219781,0.840616825003442,-0.9605672587085226,-0.14285714285714285,0.8823075863968056,0.8792234613795952,0.9389233099270273,0.9580338703015282,1.0,1.0,0.9580338703015282,0.18885279787391113
88,Breeding,0,-0.2527472527472528,0.8780669144981412,0.8740465372435632,0.8901098901098902,-0.2581027123778053,0.855266418835192,0.9561613658267933,-0.9720225802010188,0.9780219780219781,0.995814401762357,-0.9720225802010188,0.18885279787391113
89,Non-breeding,0,1.0,0.8203497177474872,-0.9778053146082885,0.2527472527472528,0.614209004543577,0.843370508054523,0.8932121712790858,0.9937766763045572,1.0,0.9999449263389782,0.9937766763045572,0.4143510999557065
89,Breeding,0,-0.1208791208791209,0.8456836018174309,0.8835192069392812,0.8901098901098902,0.5972463169489192,0.9257056312818394,0.9764284730827482,-0.8708522649043094,1.0,0.9987883794575244,-0.8708522649043094,0.4143510999557065
90,Non-breeding,0,0.9340659340659341,0.7622470053696819,-0.9288999036210931,-0.4725274725274726,0.26124191105603745,0.8826380283629354,0.9261462205700124,0.9849098168800771,1.0,0.9999449263389782,0.9849098168800771,0.3147202126088882
90,Breeding,0,-0.2967032967032967,0.828996282527881,0.023323695442654547,0.9120879120879122,0.11221258433154344,0.9058791133140575,0.9794024507779154,-0.7417045298086189,0.9780219780219781,0.9966405066776813,-0.7417045298086189,0.3147202126088882
91,Non-breeding,0,1.0,0.8716783698196336,-0.9156271513148836,0.5164835164835165,0.8137959520859148,0.895029602092799,0.9609527743356738,0.9436045711138648,1.0,1.0,0.9436045711138648,0.24901816034253654
91,Breeding,0,-0.6483516483516484,0.6639405204460966,0.7965028225251273,0.8681318681318682,0.17775024094726696,0.8934324659231722,0.9590251961999173,-0.9762081784386616,0.9560439560439562,0.9947680022029465,-0.9762081784386616,0.24901816034253654
92,Non-breeding,0,1.0,0.30254715682224975,-0.8307035660195511,0.7582417582417583,0.573289274404516,0.42844554591766487,0.9096241222635274,0.9707008123365001,1.0,0.9998347790169352,0.9707008123365001,0.2565923519858261
92,Breeding,0,0.18681318681318684,0.8404516040203771,0.7988709899490568,0.8681318681318682,-0.14509155996144843,0.8032768828307861,0.9745559686080132,-0.9535729037587772,0.9780219780219781,0.9931157923722979,-0.9535729037587772,0.2565923519858261
93,Non-breeding,0,1.0,0.8204047914085089,-0.9059892606361007,0.7802197802197802,-0.28668594244802426,0.8709073385653311,0.9546743769792096,0.9743907476249483,1.0,0.9997246316948919,0.9743907476249483,0.3063487376347261
93,Breeding,0,-0.4725274725274726,0.8011290100509432,0.7633484785901142,0.9340659340659341,0.38857221533801456,0.7117995318738812,0.9796778190830235,-0.9407958144017623,1.0,0.9892055624397632,-0.9407958144017623,0.3063487376347261
94,Non-breeding,0,0.9340659340659341,0.8714580751755473,-0.89949056863555,0.5164835164835165,0.14184221396117305,0.8678232135481206,0.9271375464684014,0.9083574280600303,1.0,1.0,0.9083574280600303,0.4472316551011368
94,Breeding,0,-0.09890109890109891,0.8424342558171554,0.8001376841525539,0.9340659340659341,0.7798705768965992,0.7429161503510945,0.9737849373537105,-0.9688833815227867,1.0,0.9972463169489191,-0.9688833815227867,0.4472316551011368
95,Non-breeding,0,0.9780219780219781,0.8449125705631281,-0.7859286796089769,0.7362637362637363,0.44419661296984714,0.8610491532424618,0.8911193721602643,0.9758226628115103,1.0,0.9996695580338703,0.9758226628115103,0.11854421969585116
95,Breeding,0,-0.5824175824175825,0.7144430676029189,0.5318738813162605,0.5604395604395604,-0.13627977419798978,0.7772270411675616,0.8872091422277295,-0.9557207765386203,0.7802197802197802,0.9869475423378768,-0.9557207765386203,0.11854421969585116
96,Non-breeding,0,0.9560439560439562,0.6039102299325347,-0.7800357978796639,0.5384615384615384,0.48225251273578407,0.9040616825003441,0.8144017623571527,0.9346826380283628,1.0,0.9994492633897838,0.9346826380283628,0.15557360106304444
96,Breeding,0,0.18681318681318684,0.6877323420074348,0.4846206801597136,0.8901098901098902,-0.5106154481619165,0.8689797604295745,0.9721327275230621,-0.9054385240258847,0.9560439560439562,0.9955941071182706,-0.9054385240258847,0.15557360106304444
97,Non-breeding,0,0.9780219780219781,0.7805865344898802,-0.8175409610353848,0.8681318681318682,0.21619165634035523,0.9177750240947266,0.8662260773784938,0.9277433567396393,1.0,0.9997246316948919,0.9277433567396393,0.006998375904326001
97,Breeding,0,-0.42857142857142855,0.6057827344072697,0.47167836981963374,0.8021978021978022,0.9041167561613657,0.7684152554041029,0.9468539171141401,-0.9265868098581852,0.8901098901098902,0.9884345311854604,-0.9265868098581852,0.006998375904326001
98,Non-breeding,0,0.9780219780219781,0.8452430125292578,-0.9406856670797191,0.42857142857142855,0.6478590114277846,0.9136444995181053,0.9525265041993667,0.979182156133829,1.0,1.0,0.979182156133829,0.3956149416802007
98,Breeding,0,-0.27472527472527475,0.8949194547707557,0.860718711276332,0.9120879120879122,0.9144155307724081,0.9552801872504474,0.9594107118270686,-0.8408371196475286,1.0,0.9973564642709624,-0.8408371196475286,0.3956149416802007
99,Non-breeding,0,0.9560439560439562,0.835164532562302,-0.869916012666942,0.6923076923076924,0.47156822249759045,0.85383450364863,0.9464684014869889,0.9725733168112349,1.0,0.9999449263389782,0.9725733168112349,0.06161228406909789
99,Breeding,0,-0.2087912087912088,0.7074487126531736,0.4152829409334985,0.8461538461538461,-0.32545779980724215,0.9169489191794025,0.9672311716921381,-0.820955528018725,1.0,0.995814401762357,-0.820955528018725,0.06161228406909789
100,Non-breeding,0,1.0,0.6354123640368994,-0.8845105328376702,0.8461538461538461,0.8186975079168387,0.8287209142227728,0.9202533388406994,0.9882693102023956,1.0,0.9998347790169352,0.9882693102023956,0.16951129484718735
100,Breeding,0,-0.6923076923076924,0.10202395704254441,0.8490981688007709,0.8461538461538461,0.15522511358942584,0.6356877323420074,0.9761531047776401,-0.9804488503373261,0.9340659340659341,0.9923447611179953,-0.9804488503373261,0.16951129484718735
