Realisation number,Variable,index,Smax,Lag-3 AC,Kurtosis,Smax/Var,Skewness,Lag-2 AC,Lag-1 AC,Standard deviation,Smax/Mean,Coefficient of variation,Variance,Cross correlation
25,Non-breeding,0,1.0,0.8977832851438798,-0.9628803524714304,0.9340659340659341,0.5902519619991738,0.895194823075864,0.9375464684014869,0.9900316673550873,1.0,1.0,0.9900316673550873,0.10897681972538018
25,Breeding,0,0.3406593406593407,0.8850061957868649,0.7006195786864932,0.9120879120879122,0.3092110698058653,0.7868098581853228,0.922456285281564,-0.9771444306760292,0.9780219780219781,0.9898664463720225,-0.9771444306760292,0.10897681972538018
26,Non-breeding,0,1.0,0.8320804075450915,-0.9360594795539032,-0.07692307692307693,0.6965441277708935,0.8562577447335811,0.9560512185047501,0.9700950020652622,1.0,0.9996695580338703,0.9700950020652622,0.2200059058024509
26,Breeding,0,-0.9120879120879122,-0.014787277984304004,0.8715131488365688,0.6483516483516484,0.012364036899352884,0.9201431915186562,0.9671760980311166,-0.9833677543714717,0.8461538461538461,0.9933360870163844,-0.9833677543714717,0.2200059058024509
27,Non-breeding,0,0.9560439560439562,0.8293817981550323,-0.8635274679884345,0.6483516483516484,0.761090458488228,0.8356051218504749,0.8770755885997521,0.9286796089770067,1.0,0.9999449263389782,0.9286796089770067,0.44625719769673705
27,Breeding,0,-0.9120879120879122,0.814071320391023,0.8454633071733443,0.2087912087912088,0.34875395841938595,0.7742530634723942,0.9372160264353572,-0.9586947542337877,0.8461538461538461,0.9947129285419247,-0.9586947542337877,0.44625719769673705
28,Non-breeding,0,1.0,0.7822938179815503,-0.9262563678920557,0.27472527472527475,-0.13198402863830372,0.8394602781219881,0.9064849235852953,0.9600715957593281,1.0,0.9999449263389782,0.9600715957593281,0.4619813967222796
28,Breeding,0,-0.09890109890109891,0.918435908026986,0.8494286107669007,0.9120879120879122,0.8418835192069392,0.9229519482307585,0.9716370645738676,-0.901803662398458,1.0,0.995539033457249,-0.901803662398458,0.4619813967222796
29,Non-breeding,0,0.8681318681318682,0.6988572215338014,-0.9112763320941759,0.5164835164835165,0.7674239295057138,0.9215200330441965,0.9567671760980311,0.9632658680985817,1.0,1.0,0.9632658680985817,0.12574929868595897
29,Breeding,0,0.09890109890109891,0.6844279223461379,0.7711689384551838,0.9780219780219781,-0.48506126944788647,0.8609390059204185,0.9753269998623157,-0.9531323144706044,0.9780219780219781,0.994823075863968,-0.9531323144706044,0.12574929868595897
30,Non-breeding,0,1.0,0.18722291064298496,-0.7977695167286245,0.6703296703296704,0.2557896186148974,0.366542750929368,0.8343384276469777,0.9542337876910367,1.0,1.0,0.9542337876910367,0.5856931935626754
30,Breeding,0,0.4725274725274726,0.8774611042269034,0.8893019413465509,0.9560439560439562,0.6867960897700675,0.8625361420900454,0.9738950846757537,-0.943990086741016,1.0,0.9936114553214924,-0.943990086741016,0.5856931935626754
31,Non-breeding,0,1.0,0.729368029739777,-0.9526366515214097,0.8461538461538461,-0.15517003992840422,0.8411675616136581,0.885556932397081,0.9669558033870301,1.0,0.9998347790169352,0.9669558033870301,0.30017717407352723
31,Breeding,0,-0.5384615384615384,0.8140162467300013,0.9588599752168525,0.8901098901098902,0.6620680159713617,0.9094589012804626,0.9799531873881315,-0.9171141401624673,1.0,0.9980724218642434,-0.9171141401624673,0.30017717407352723
32,Non-breeding,0,0.9340659340659341,0.7010601679746661,-0.9409059617238056,0.5164835164835165,0.8210106016797466,0.780476387167837,0.7748038000826104,0.9461930331818806,1.0,0.9998898526779567,0.9461930331818806,0.11347999409419754
32,Breeding,0,-0.2967032967032967,0.699628252788104,0.8527881040892192,0.9340659340659341,0.6898251411262564,0.9205287071458075,0.9560512185047501,-0.9552251135894259,0.9560439560439562,0.9952636651521409,-0.9552251135894259,0.11347999409419754
33,Non-breeding,0,0.9780219780219781,0.2422965716646014,-0.988654825829547,-0.4725274725274726,-0.3046399559410712,0.39060994079581435,0.9090733856533113,0.989646151727936,1.0,0.9999449263389782,0.989646151727936,0.2702790491658054
33,Breeding,0,-0.6263736263736264,0.7558584606911743,0.9217954013493047,0.8681318681318682,0.42817017761255677,0.7489742530634724,0.9440451604020376,-0.9557207765386203,1.0,0.9976318325760704,-0.9557207765386203,0.2702790491658054
34,Non-breeding,0,0.9780219780219781,0.6504474734958006,-0.9696544127770893,0.45054945054945056,0.9325898389095415,0.7476524851989534,0.7756849786589562,0.9707558859975216,1.0,0.9995043370508054,0.9707558859975216,0.4959102318027462
34,Breeding,0,0.6483516483516484,0.8961310753132314,0.9260360732479691,1.0,0.5360594795539033,0.9444306760291891,0.9787966405066777,-0.9780806829133967,1.0,0.9927302767451466,-0.9780806829133967,0.4959102318027462
35,Non-breeding,0,1.0,0.8772408095828169,-0.9396943411813299,0.8241758241758242,0.5970810959658542,0.8628115103951535,0.9495525265041993,0.9775850199642021,1.0,0.9990637477626324,0.9775850199642021,0.2519858260741178
35,Breeding,0,-0.5824175824175825,0.19631006471155169,0.8884758364312266,0.9120879120879122,-0.1519757675891505,0.38080682913396663,0.9757675891504888,-0.9591353435219605,0.9780219780219781,0.9923998347790168,-0.9591353435219605,0.2519858260741178
36,Non-breeding,0,1.0,0.7545917664876772,-0.674514663362247,0.5384615384615384,-0.09519482307586397,0.757345449538758,0.9040066088393226,0.9681674239295057,1.0,0.9997246316948919,0.9681674239295057,0.26847777941827844
36,Breeding,0,-0.7802197802197802,0.8893570150075725,0.8712377805314608,0.7142857142857144,0.5697094864381109,0.5445958970122539,0.9836981963376015,-0.9767589150488778,0.8901098901098902,0.989811372711001,-0.9767589150488778,0.26847777941827844
37,Non-breeding,0,0.9560439560439562,0.8358254164945614,-0.8917802560925238,0.45054945054945056,0.29902244251686627,0.9216301803662398,0.9493322318601128,0.9457524438937078,1.0,0.9996695580338703,0.9457524438937078,0.20466558393621734
37,Breeding,0,0.2967032967032967,0.48517141676992975,0.771279085777227,0.9340659340659341,0.18028362935426132,0.8709073385653311,0.9474597273853779,-0.9531323144706044,0.9780219780219781,0.9918490981688006,-0.9531323144706044,0.20466558393621734
38,Non-breeding,0,0.9120879120879122,0.7980999586947543,-0.8951397494148424,0.4725274725274726,0.5514801046399559,0.8915599614484373,0.8913947404653725,0.9762081784386616,1.0,0.999559410711827,0.9762081784386616,0.2388601801269747
38,Breeding,0,-0.5164835164835165,0.7779429987608426,0.9274129147735095,0.9120879120879122,0.7295883243838633,0.890733856533113,0.9680022029464409,-0.8709624122263527,1.0,0.9973564642709624,-0.8709624122263527,0.2388601801269747
39,Non-breeding,0,1.0,0.5841387856257744,-0.9547294506402313,0.8021978021978022,0.5456422965716645,0.8091146908990774,0.9307724080958282,0.9894258570838497,1.0,0.9997246316948919,0.9894258570838497,-0.2533293961316994
39,Breeding,0,-0.7802197802197802,0.4974528431777502,0.9327550598926063,0.8901098901098902,0.67666253614209,0.8309789343246592,0.973289274404516,-0.9803387030152828,0.9560439560439562,0.9960897700674652,-0.9803387030152828,-0.2533293961316994
40,Non-breeding,0,1.0,0.8656753407682776,-0.8387993941897287,0.7582417582417583,-0.08924686768552939,0.9161228142640782,0.927633209417596,0.9585846069117444,1.0,0.9998898526779567,0.9585846069117444,0.011088144101579801
40,Breeding,0,0.3406593406593407,0.8149524989673689,0.6832163018036623,0.9780219780219781,0.4093900592041856,0.9265317361971637,0.95979622745422,-0.87938868236266,1.0,0.9968608013217678,-0.87938868236266,0.011088144101579801
41,Non-breeding,0,0.9560439560439562,0.1319289549772821,-0.9116618477213272,0.14285714285714285,0.8331818807655238,0.7390609940795815,0.8805452292441139,0.9243838634173206,1.0,0.9998898526779567,0.9243838634173206,0.12631034991879522
41,Breeding,0,0.18681318681318684,0.8453531598513011,0.9659644774886409,0.9340659340659341,0.44590389646151724,0.8764697783285144,0.9651383725733168,-0.9615585846069117,1.0,0.9973564642709624,-0.9615585846069117,0.12631034991879522
42,Non-breeding,0,1.0,0.8376979209692964,-0.979016935150764,0.6043956043956044,0.8701363073110284,0.8689797604295745,0.8993804213135067,0.9884896048464822,1.0,1.0,0.9884896048464822,0.29864166543629117
42,Breeding,0,0.7582417582417583,0.8566983340217541,0.1564367341319014,1.0,0.6281977144430675,0.8834090596172379,0.9656340355225114,-0.8228280324934599,1.0,0.9966405066776813,-0.8228280324934599,0.29864166543629117
43,Non-breeding,0,1.0,0.7169764560099132,-0.9694891917940245,0.8681318681318682,0.7430262976731379,0.8373124053421451,0.9227316535866721,0.9776400936252236,1.0,1.0,0.9776400936252236,0.11172301786505241
43,Breeding,0,-0.9120879120879122,0.733663775299463,0.4219468539171142,0.2527472527472528,0.7676992978108219,0.7482582954701914,0.9476249483684427,-0.9594657854880903,0.8681318681318682,0.9929505713892329,-0.9594657854880903,0.11172301786505241
44,Non-breeding,0,1.0,0.9102299325347651,-0.8228831061544816,0.9560439560439562,0.26933773922621507,0.9060994079581439,0.9220707696544127,0.9091284593143328,1.0,0.9998898526779567,0.9091284593143328,0.3091539937989074
44,Breeding,0,0.2527472527472528,0.8947542337876909,0.7603194272339253,0.9120879120879122,0.8688145394465097,0.8653999724631695,0.9755472945064023,-0.8730552113451742,1.0,0.9959245490844003,-0.8730552113451742,0.3091539937989074
45,Non-breeding,0,1.0,0.916288035247143,-0.9329202808756712,0.27472527472527475,0.4487126531736197,0.9245490844003854,0.9330304281977143,0.989646151727936,1.0,0.9998347790169352,0.989646151727936,0.3816181898715488
45,Breeding,0,-0.01098901098901099,0.8857772270411675,0.8666666666666666,0.8901098901098902,0.4956904860250585,0.9227316535866721,0.9682224975905273,-0.964091973013906,0.9780219780219781,0.9956491807792922,-0.964091973013906,0.3816181898715488
46,Non-breeding,0,0.8681318681318682,0.8913947404653725,-0.6272063885446785,0.7142857142857144,0.6486851163431089,0.8549359768690623,0.9300013768415254,0.9786314195236128,1.0,0.9999449263389782,0.9786314195236128,0.08284364388011221
46,Breeding,0,-0.16483516483516486,0.8026710725595483,0.7404929092661435,0.9340659340659341,0.29483684427922346,0.8611042269034833,0.970260223048327,-0.968828307861765,1.0,0.9960346964064436,-0.968828307861765,0.08284364388011221
47,Non-breeding,0,0.9780219780219781,0.8534489880214787,-0.6535315985130111,0.7362637362637363,0.4267382624259948,0.9340217540961036,0.9540685667079718,0.9585846069117444,1.0,0.9996695580338703,0.9585846069117444,0.08240070869629411
47,Breeding,0,-0.9120879120879122,0.2801872504474735,0.613217678645188,0.9560439560439562,0.339116067740603,0.8986644637202257,0.9533526091146908,-0.9779154619303317,0.9560439560439562,0.989646151727936,-0.9779154619303317,0.08240070869629411
48,Non-breeding,0,1.0,0.8558722291064298,-0.9377667630455735,0.2967032967032967,0.5671760980311166,0.8486025058515765,0.8975079168387718,0.9617788792509981,1.0,0.9998347790169352,0.9617788792509981,0.2923224568138196
48,Breeding,0,-0.23076923076923078,0.6176786451879388,0.7825691862866584,0.9340659340659341,0.05328376703841388,0.8498692000550736,0.9435494974528431,-0.9371609527743356,1.0,0.9910780669144981,-0.9371609527743356,0.2923224568138196
49,Non-breeding,0,0.9560439560439562,0.6117857634586259,-0.8973977695167286,0.8461538461538461,0.40300151452567806,0.7844967644224149,0.9304419661296984,0.9602368167423928,1.0,0.9994492633897838,0.9602368167423928,0.20797283330872585
49,Breeding,0,0.2527472527472528,0.8978383588049016,0.017100371747211896,0.9120879120879122,0.16458763596310064,0.8582403965303592,0.9760980311166184,-0.9215751067052182,0.9780219780219781,0.993391160677406,-0.9215751067052182,0.20797283330872585
50,Non-breeding,0,1.0,0.8852264904309513,-0.5622194685391712,0.8461538461538461,0.5178300977557483,0.8946991601266694,0.9456422965716645,0.9374913947404653,1.0,0.9998898526779567,0.9374913947404653,0.15871844086815295
50,Breeding,0,-0.09890109890109891,0.8641883519206938,0.3017761255679471,0.9120879120879122,0.5591353435219606,0.8839047225664326,0.9551149662673826,-0.7785488090320803,1.0,0.9951535178300978,-0.7785488090320803,0.15871844086815295
51,Non-breeding,0,1.0,0.80817843866171,-0.9507090733856534,0.6263736263736264,0.20600302905135617,0.8111524163568772,0.853118546055349,0.9617788792509981,1.0,0.9997246316948919,0.9617788792509981,0.3629263251144249
51,Breeding,0,0.3406593406593407,0.7051906925512873,0.7356464270962413,0.9780219780219781,0.21933085501858732,0.9222359906374775,0.9733994217265592,-0.9878837945752443,1.0,0.9888200468126117,-0.9878837945752443,0.3629263251144249
52,Non-breeding,0,0.9780219780219781,0.8515214098857221,-0.8675478452430124,0.2967032967032967,0.40267107255954837,0.8546055349029326,0.8636926889714994,0.9535178300977557,1.0,1.0,0.9535178300977557,0.3053742802303263
52,Breeding,0,-0.7802197802197802,0.7766763045573455,0.8359906374776264,0.9120879120879122,0.2265455046124191,0.9138647941621919,0.9469089907751617,-0.9822662811510394,0.9780219780219781,0.9962549910505301,-0.9822662811510394,0.3053742802303263
53,Non-breeding,0,1.0,0.7947955390334572,-0.9284042406718985,0.5824175824175825,0.8277295883243838,0.8419936665289824,0.9449814126394052,0.9271375464684014,1.0,1.0,0.9271375464684014,0.2075298981249077
53,Breeding,0,-0.4945054945054945,0.5691036761668732,0.8034971774748726,0.9340659340659341,0.6976456009913258,0.907255954839598,0.9203634861627427,-0.9467988434531185,1.0,0.9953187388131626,-0.9467988434531185,0.2075298981249077
54,Non-breeding,0,1.0,0.7039790720088118,-0.9592454908440038,0.6043956043956044,-0.15417871403001515,0.6791408508880626,0.6845380696681811,0.980173482032218,1.0,0.9998898526779567,0.980173482032218,0.25777351247600766
54,Breeding,0,-0.3626373626373627,0.9203084125017209,0.8824177337188489,0.9120879120879122,0.04887787415668456,0.9196475285694616,0.9535729037587772,-0.8676029189040341,0.9780219780219781,0.9961999173895083,-0.8676029189040341,0.25777351247600766
55,Non-breeding,0,0.9120879120879122,0.8969571802285558,-0.9199779705355914,-0.38461538461538464,0.5270824728073799,0.8995456422965716,0.9256505576208177,0.9907476249483683,1.0,1.0,0.9907476249483683,0.41950391259412373
55,Breeding,0,0.18681318681318684,0.8819771444306759,0.6382211207490017,0.9780219780219781,-0.07443205287071457,0.932644912570563,0.9781357565744182,-0.9009775574831337,1.0,0.9953738124741842,-0.9009775574831337,0.41950391259412373
56,Non-breeding,0,0.9780219780219781,0.8930469502960209,-0.9058240396530359,0.6483516483516484,0.7741429161503511,0.8977832851438798,0.9490017898939831,0.9638716783698196,1.0,0.9998347790169352,0.9638716783698196,0.29980806142034544
56,Breeding,0,0.7362637362637363,0.9395841938592868,0.6276469778328514,1.0,0.4444169076139336,0.8503648630042683,0.9833677543714717,-0.9148010463995594,1.0,0.9961999173895083,-0.9148010463995594,0.29980806142034544
57,Non-breeding,0,0.9780219780219781,0.7994768002202947,-0.9480655376566157,0.7582417582417583,0.7892881729312956,0.9117169213823488,0.9390885309100923,0.9502684840974803,1.0,0.9999449263389782,0.9502684840974803,0.007736601210689502
57,Breeding,0,-0.14285714285714285,0.46374776263252093,0.7624673000137684,0.8901098901098902,0.28277571251548944,0.85383450364863,0.9646427096241222,-0.9727385377942999,0.9340659340659341,0.9926752030841249,-0.9727385377942999,0.007736601210689502
58,Non-breeding,0,0.9120879120879122,0.6281977144430675,-0.9684427922346137,0.16483516483516486,0.8528431777502409,0.785488090320804,0.8435357290375878,0.9752719262012941,1.0,0.9995043370508054,0.9752719262012941,0.5947290713125646
58,Breeding,0,-0.5824175824175825,0.9187663499931158,0.8751480104639955,0.8901098901098902,-0.5513699573179127,0.8813713341594382,0.9509844416907614,-0.973729863692689,0.8901098901098902,0.9906374776263253,-0.973729863692689,0.5947290713125646
59,Non-breeding,0,1.0,0.7831749965578961,-0.964257193996971,0.6043956043956044,0.4313093762907889,0.812749552526504,0.9523612832163018,0.9764284730827482,1.0,0.9996144843728486,0.9764284730827482,0.16390078251882476
59,Breeding,0,-0.7362637362637363,0.49161503510945886,0.9253751893157097,0.7802197802197802,-0.015062646289412087,0.8243150213410436,0.9375464684014869,-0.9769241360319426,0.9560439560439562,0.9938868236266005,-0.9769241360319426,0.16390078251882476
60,Non-breeding,0,0.9780219780219781,0.7651659094038276,-0.8102161641195098,0.7142857142857144,0.421671485612006,0.8763045573454495,0.8986644637202257,0.959520859149112,1.0,0.9996695580338703,0.959520859149112,0.20933116787243466
60,Breeding,0,0.3626373626373627,0.9262012942310339,0.8585157648354674,0.9560439560439562,0.027674514663362244,0.8953600440589288,0.9724080958281701,-0.9757125154894671,0.9560439560439562,0.9920693928128871,-0.9757125154894671,0.20933116787243466
61,Non-breeding,0,1.0,0.771279085777227,-0.9424480242324108,0.7582417582417583,0.7458350543852402,0.7471568222497591,0.859727385377943,0.9456973702326862,1.0,0.9998898526779567,0.9456973702326862,-0.12205817215414144
