,Time,Non-breeding,Breeding,rb
3,994,108.19150212120701,95.04953105745489,1.08
4,995,108.19150212120701,95.04953105745489,1.08
5,996,108.19150212120701,95.04953105745489,1.08
6,997,108.19150212120701,95.04953105745489,1.08
7,998,108.19150212120701,95.04953105745489,1.08
8,999,108.19150212120701,95.04953105745489,1.08
9,1000,108.19150212120701,95.04953105745489,1.08
0,991,109.32630304367004,95.97327243546538,1.09
1,992,109.32630304367005,95.97327243546539,1.09
2,993,109.32630304367004,95.97327243546538,1.09
3,994,109.32630304367005,95.97327243546539,1.09
4,995,109.32630304367004,95.97327243546538,1.09
5,996,109.32630304367005,95.97327243546539,1.09
6,997,109.32630304367004,95.97327243546538,1.09
7,998,109.32630304367005,95.97327243546539,1.09
8,999,109.32630304367004,95.97327243546538,1.09
9,1000,109.32630304367005,95.97327243546539,1.09
0,991,110.46276847104491,96.89690195874579,1.1
1,992,110.46276847104491,96.89690195874579,1.1
2,993,110.46276847104491,96.89690195874579,1.1
3,994,110.46276847104491,96.89690195874579,1.1
4,995,110.46276847104491,96.89690195874579,1.1
5,996,110.46276847104491,96.89690195874579,1.1
6,997,110.46276847104491,96.89690195874579,1.1
7,998,110.46276847104491,96.89690195874579,1.1
8,999,110.46276847104491,96.89690195874579,1.1
9,1000,110.46276847104491,96.89690195874579,1.1
0,991,111.60090380645201,97.82041926420642,1.11
1,992,111.60090380645201,97.82041926420642,1.11
2,993,111.60090380645201,97.82041926420642,1.11
3,994,111.60090380645201,97.82041926420642,1.11
4,995,111.60090380645201,97.82041926420642,1.11
5,996,111.60090380645201,97.82041926420642,1.11
6,997,111.60090380645201,97.82041926420642,1.11
7,998,111.60090380645201,97.82041926420642,1.11
8,999,111.60090380645201,97.82041926420642,1.11
9,1000,111.60090380645201,97.82041926420642,1.11
0,991,112.7407144805333,98.74382398690817,1.12
1,992,112.74071448053328,98.74382398690815,1.12
2,993,112.7407144805333,98.74382398690817,1.12
3,994,112.74071448053328,98.74382398690815,1.12
4,995,112.7407144805333,98.74382398690817,1.12
5,996,112.74071448053328,98.74382398690815,1.12
6,997,112.7407144805333,98.74382398690817,1.12
7,998,112.74071448053328,98.74382398690815,1.12
8,999,112.7407144805333,98.74382398690817,1.12
9,1000,112.74071448053328,98.74382398690815,1.12
0,991,113.88220595164404,99.66711576004951,1.13
1,992,113.88220595164404,99.66711576004951,1.13
2,993,113.88220595164404,99.66711576004951,1.13
3,994,113.88220595164404,99.66711576004951,1.13
4,995,113.88220595164404,99.66711576004951,1.13
5,996,113.88220595164404,99.66711576004951,1.13
6,997,113.88220595164404,99.66711576004951,1.13
7,998,113.88220595164404,99.66711576004951,1.13
8,999,113.88220595164404,99.66711576004951,1.13
9,1000,113.88220595164404,99.66711576004951,1.13
0,991,115.02538370604665,100.59029421495366,1.14
1,992,115.02538370604664,100.59029421495364,1.14
2,993,115.02538370604665,100.59029421495366,1.14
3,994,115.02538370604664,100.59029421495364,1.14
4,995,115.02538370604665,100.59029421495366,1.14
5,996,115.02538370604664,100.59029421495364,1.14
6,997,115.02538370604665,100.59029421495366,1.14
7,998,115.02538370604664,100.59029421495364,1.14
8,999,115.02538370604665,100.59029421495366,1.14
9,1000,115.02538370604664,100.59029421495364,1.14
0,991,116.17025325810589,101.51335898105528,1.15
1,992,116.17025325810589,101.51335898105528,1.15
2,993,116.17025325810589,101.51335898105528,1.15
3,994,116.17025325810589,101.51335898105528,1.15
4,995,116.17025325810589,101.51335898105528,1.15
5,996,116.17025325810589,101.51335898105528,1.15
6,997,116.17025325810589,101.51335898105528,1.15
7,998,116.17025325810589,101.51335898105528,1.15
8,999,116.17025325810589,101.51335898105528,1.15
9,1000,116.17025325810589,101.51335898105528,1.15
0,991,117.31682015048591,102.43630968588732,1.16
1,992,117.31682015048591,102.43630968588732,1.16
2,993,117.31682015048591,102.43630968588732,1.16
3,994,117.31682015048591,102.43630968588732,1.16
4,995,117.31682015048591,102.43630968588732,1.16
5,996,117.31682015048591,102.43630968588732,1.16
6,997,117.31682015048591,102.43630968588732,1.16
7,998,117.31682015048591,102.43630968588732,1.16
8,999,117.31682015048591,102.43630968588732,1.16
9,1000,117.31682015048591,102.43630968588732,1.16
0,991,118.46508995434925,103.35914595506772,1.17
1,992,118.46508995434925,103.35914595506772,1.17
2,993,118.46508995434925,103.35914595506772,1.17
3,994,118.46508995434925,103.35914595506772,1.17
4,995,118.46508995434925,103.35914595506772,1.17
5,996,118.46508995434925,103.35914595506772,1.17
6,997,118.46508995434925,103.35914595506772,1.17
7,998,118.46508995434925,103.35914595506772,1.17
8,999,118.46508995434925,103.35914595506772,1.17
9,1000,118.46508995434925,103.35914595506772,1.17
0,991,119.61506826955726,104.28186741228573,1.18
1,992,119.61506826955728,104.28186741228575,1.18
2,993,119.61506826955726,104.28186741228573,1.18
3,994,119.61506826955728,104.28186741228575,1.18
4,995,119.61506826955726,104.28186741228573,1.18
5,996,119.61506826955728,104.28186741228575,1.18
6,997,119.61506826955726,104.28186741228573,1.18
7,998,119.61506826955728,104.28186741228575,1.18
8,999,119.61506826955726,104.28186741228573,1.18
9,1000,119.61506826955728,104.28186741228575,1.18
0,991,120.76676072487268,105.20447367928855,1.19
1,992,120.76676072487268,105.20447367928855,1.19
2,993,120.76676072487268,105.20447367928855,1.19
3,994,120.76676072487268,105.20447367928855,1.19
4,995,120.76676072487268,105.20447367928855,1.19
5,996,120.76676072487268,105.20447367928855,1.19
6,997,120.76676072487268,105.20447367928855,1.19
7,998,120.76676072487268,105.20447367928855,1.19
8,999,120.76676072487268,105.20447367928855,1.19
9,1000,120.76676072487268,105.20447367928855,1.19
0,991,121.92017297816373,106.1269643758674,1.2
1,992,121.92017297816373,106.1269643758674,1.2
2,993,121.92017297816373,106.1269643758674,1.2
3,994,121.92017297816373,106.1269643758674,1.2
4,995,121.92017297816373,106.1269643758674,1.2
5,996,121.92017297816373,106.1269643758674,1.2
6,997,121.92017297816373,106.1269643758674,1.2
7,998,121.92017297816373,106.1269643758674,1.2
8,999,121.92017297816373,106.1269643758674,1.2
9,1000,121.92017297816373,106.1269643758674,1.2
0,991,123.07531071661026,107.0493391198438,1.21
1,992,123.07531071661026,107.0493391198438,1.21
2,993,123.07531071661026,107.0493391198438,1.21
3,994,123.07531071661026,107.0493391198438,1.21
4,995,123.07531071661026,107.0493391198438,1.21
5,996,123.07531071661026,107.0493391198438,1.21
6,997,123.07531071661026,107.0493391198438,1.21
7,998,123.07531071661026,107.0493391198438,1.21
8,999,123.07531071661026,107.0493391198438,1.21
9,1000,123.07531071661026,107.0493391198438,1.21
0,991,124.23217965691164,107.97159752705554,1.22
1,992,124.23217965691164,107.97159752705554,1.22
2,993,124.23217965691164,107.97159752705554,1.22
3,994,124.23217965691164,107.97159752705554,1.22
4,995,124.23217965691164,107.97159752705554,1.22
5,996,124.23217965691164,107.97159752705554,1.22
6,997,124.23217965691164,107.97159752705554,1.22
7,998,124.23217965691164,107.97159752705554,1.22
8,999,124.23217965691164,107.97159752705554,1.22
9,1000,124.23217965691164,107.97159752705554,1.22
0,991,125.39078554549656,108.89373921134263,1.23
1,992,125.39078554549656,108.89373921134263,1.23
2,993,125.39078554549656,108.89373921134263,1.23
3,994,125.39078554549656,108.89373921134263,1.23
4,995,125.39078554549656,108.89373921134263,1.23
5,996,125.39078554549656,108.89373921134263,1.23
6,997,125.39078554549656,108.89373921134263,1.23
7,998,125.39078554549656,108.89373921134263,1.23
8,999,125.39078554549656,108.89373921134263,1.23
9,1000,125.39078554549656,108.89373921134263,1.23
0,991,126.55113415873474,109.81576378453303,1.24
1,992,126.55113415873473,109.81576378453302,1.24
2,993,126.55113415873474,109.81576378453303,1.24
3,994,126.55113415873473,109.81576378453302,1.24
4,995,126.55113415873474,109.81576378453303,1.24
5,996,126.55113415873473,109.81576378453302,1.24
6,997,126.55113415873474,109.81576378453303,1.24
7,998,126.55113415873473,109.81576378453302,1.24
8,999,126.55113415873474,109.81576378453303,1.24
9,1000,126.55113415873473,109.81576378453302,1.24
0,991,127.71323130315047,110.73767085642828,1.25
1,992,127.71323130315047,110.73767085642828,1.25
2,993,127.71323130315047,110.73767085642828,1.25
3,994,127.71323130315047,110.73767085642828,1.25
4,995,127.71323130315047,110.73767085642828,1.25
5,996,127.71323130315047,110.73767085642828,1.25
6,997,127.71323130315047,110.73767085642828,1.25
7,998,127.71323130315047,110.73767085642828,1.25
8,999,127.71323130315047,110.73767085642828,1.25
9,1000,127.71323130315047,110.73767085642828,1.25
0,991,128.87708281563832,111.6594600347891,1.26
1,992,128.87708281563832,111.6594600347891,1.26
2,993,128.87708281563832,111.6594600347891,1.26
3,994,128.87708281563832,111.6594600347891,1.26
4,995,128.87708281563832,111.6594600347891,1.26
5,996,128.87708281563832,111.6594600347891,1.26
6,997,128.87708281563832,111.6594600347891,1.26
7,998,128.87708281563832,111.6594600347891,1.26
8,999,128.87708281563832,111.6594600347891,1.26
9,1000,128.87708281563832,111.6594600347891,1.26
0,991,130.04269456368047,112.58113092532068,1.27
1,992,130.04269456368047,112.58113092532068,1.27
2,993,130.04269456368047,112.58113092532068,1.27
3,994,130.04269456368047,112.58113092532068,1.27
4,995,130.04269456368047,112.58113092532068,1.27
5,996,130.04269456368047,112.58113092532068,1.27
6,997,130.04269456368047,112.58113092532068,1.27
7,998,130.04269456368047,112.58113092532068,1.27
8,999,130.04269456368047,112.58113092532068,1.27
9,1000,130.04269456368047,112.58113092532068,1.27
0,991,131.2100724455663,113.50268313165795,1.28
1,992,131.2100724455663,113.50268313165795,1.28
2,993,131.2100724455663,113.50268313165795,1.28
3,994,131.2100724455663,113.50268313165795,1.28
4,995,131.2100724455663,113.50268313165795,1.28
5,996,131.2100724455663,113.50268313165795,1.28
6,997,131.2100724455663,113.50268313165795,1.28
7,998,131.2100724455663,113.50268313165795,1.28
8,999,131.2100724455663,113.50268313165795,1.28
9,1000,131.2100724455663,113.50268313165795,1.28
0,991,132.37922239061396,114.42411625535077,1.29
1,992,132.37922239061396,114.42411625535077,1.29
2,993,132.37922239061396,114.42411625535077,1.29
3,994,132.37922239061396,114.42411625535077,1.29
4,995,132.37922239061396,114.42411625535077,1.29
5,996,132.37922239061396,114.42411625535077,1.29
6,997,132.37922239061396,114.42411625535077,1.29
7,998,132.37922239061396,114.42411625535077,1.29
8,999,132.37922239061396,114.42411625535077,1.29
9,1000,132.37922239061396,114.42411625535077,1.29
0,991,133.55015035939365,115.34542989584874,1.3
1,992,133.55015035939365,115.34542989584874,1.3
2,993,133.55015035939365,115.34542989584874,1.3
3,994,133.55015035939365,115.34542989584874,1.3
4,995,133.55015035939365,115.34542989584874,1.3
5,996,133.55015035939365,115.34542989584874,1.3
6,997,133.55015035939365,115.34542989584874,1.3
7,998,133.55015035939365,115.34542989584874,1.3
8,999,133.55015035939365,115.34542989584874,1.3
9,1000,133.55015035939365,115.34542989584874,1.3
0,991,134.72286234395358,116.26662365048631,1.31
1,992,134.72286234395358,116.26662365048631,1.31
2,993,134.72286234395358,116.26662365048631,1.31
3,994,134.72286234395358,116.26662365048631,1.31
4,995,134.72286234395358,116.26662365048631,1.31
5,996,134.72286234395358,116.26662365048631,1.31
6,997,134.72286234395358,116.26662365048631,1.31
7,998,134.72286234395358,116.26662365048631,1.31
8,999,134.72286234395358,116.26662365048631,1.31
9,1000,134.72286234395358,116.26662365048631,1.31
0,991,135.89736436804728,117.18769711446724,1.32
1,992,135.89736436804728,117.18769711446724,1.32
2,993,135.89736436804728,117.18769711446724,1.32
3,994,135.89736436804728,117.18769711446724,1.32
4,995,135.89736436804728,117.18769711446724,1.32
5,996,135.89736436804728,117.18769711446724,1.32
6,997,135.89736436804728,117.18769711446724,1.32
7,998,135.89736436804728,117.18769711446724,1.32
8,999,135.89736436804728,117.18769711446724,1.32
9,1000,135.89736436804728,117.18769711446724,1.32
0,991,137.0736624873634,118.10864988084919,1.33
1,992,137.0736624873634,118.10864988084919,1.33
2,993,137.0736624873634,118.10864988084919,1.33
3,994,137.0736624873634,118.10864988084919,1.33
4,995,137.0736624873634,118.10864988084919,1.33
5,996,137.0736624873634,118.10864988084919,1.33
6,997,137.0736624873634,118.10864988084919,1.33
7,998,137.0736624873634,118.10864988084919,1.33
8,999,137.0736624873634,118.10864988084919,1.33
9,1000,137.0736624873634,118.10864988084919,1.33
0,991,138.2517627897578,119.02948154052827,1.34
1,992,138.25176278975783,119.0294815405283,1.34
2,993,138.2517627897578,119.02948154052827,1.34
3,994,138.25176278975783,119.0294815405283,1.34
4,995,138.2517627897578,119.02948154052827,1.34
5,996,138.25176278975783,119.0294815405283,1.34
6,997,138.2517627897578,119.02948154052827,1.34
7,998,138.25176278975783,119.0294815405283,1.34
8,999,138.2517627897578,119.02948154052827,1.34
9,1000,138.25176278975783,119.0294815405283,1.34
0,991,139.43167139548734,119.95019168222326,1.35
1,992,139.43167139548734,119.95019168222326,1.35
2,993,139.43167139548734,119.95019168222326,1.35
3,994,139.43167139548734,119.95019168222326,1.35
4,995,139.43167139548734,119.95019168222326,1.35
5,996,139.43167139548734,119.95019168222326,1.35
6,997,139.43167139548734,119.95019168222326,1.35
7,998,139.43167139548734,119.95019168222326,1.35
8,999,139.43167139548734,119.95019168222326,1.35
9,1000,139.43167139548734,119.95019168222326,1.35
0,991,140.61339445744605,120.87077989245964,1.36
1,992,140.61339445744605,120.87077989245964,1.36
2,993,140.61339445744605,120.87077989245964,1.36
3,994,140.61339445744605,120.87077989245964,1.36
4,995,140.61339445744605,120.87077989245964,1.36
5,996,140.61339445744605,120.87077989245964,1.36
6,997,140.61339445744605,120.87077989245964,1.36
7,998,140.61339445744605,120.87077989245964,1.36
8,999,140.61339445744605,120.87077989245964,1.36
9,1000,140.61339445744605,120.87077989245964,1.36
0,991,141.79693816140363,121.79124575555369,1.37
1,992,141.79693816140363,121.79124575555369,1.37
2,993,141.79693816140363,121.79124575555369,1.37
3,994,141.79693816140363,121.79124575555369,1.37
4,995,141.79693816140363,121.79124575555369,1.37
5,996,141.79693816140363,121.79124575555369,1.37
6,997,141.79693816140363,121.79124575555369,1.37
7,998,141.79693816140363,121.79124575555369,1.37
8,999,141.79693816140363,121.79124575555369,1.37
9,1000,141.79693816140363,121.79124575555369,1.37
0,991,142.9823087262459,122.71158885359625,1.38
1,992,142.98230872624592,122.71158885359628,1.38
2,993,142.9823087262459,122.71158885359625,1.38
3,994,142.98230872624592,122.71158885359628,1.38
4,995,142.9823087262459,122.71158885359625,1.38
5,996,142.98230872624592,122.71158885359628,1.38
6,997,142.9823087262459,122.71158885359625,1.38
7,998,142.98230872624592,122.71158885359628,1.38
8,999,142.9823087262459,122.71158885359625,1.38
9,1000,142.98230872624592,122.71158885359628,1.38
0,991,144.16951240421776,123.63180876643655,1.39
1,992,144.16951240421776,123.63180876643655,1.39
2,993,144.16951240421776,123.63180876643655,1.39
3,994,144.16951240421776,123.63180876643655,1.39
4,995,144.16951240421776,123.63180876643655,1.39
5,996,144.16951240421776,123.63180876643655,1.39
6,997,144.16951240421776,123.63180876643655,1.39
7,998,144.16951240421776,123.63180876643655,1.39
8,999,144.16951240421776,123.63180876643655,1.39
9,1000,144.16951240421776,123.63180876643655,1.39
0,991,145.35855548116808,124.55190507166549,1.4
1,992,145.35855548116808,124.55190507166549,1.4
2,993,145.35855548116808,124.55190507166549,1.4
3,994,145.35855548116808,124.55190507166549,1.4
4,995,145.35855548116808,124.55190507166549,1.4
5,996,145.35855548116808,124.55190507166549,1.4
6,997,145.35855548116808,124.55190507166549,1.4
7,998,145.35855548116808,124.55190507166549,1.4
8,999,145.35855548116808,124.55190507166549,1.4
9,1000,145.35855548116808,124.55190507166549,1.4
0,991,146.54944427679732,125.47187734459922,1.41
1,992,146.54944427679732,125.47187734459922,1.41
2,993,146.54944427679732,125.47187734459922,1.41
3,994,146.54944427679732,125.47187734459922,1.41
4,995,146.54944427679732,125.47187734459922,1.41
5,996,146.54944427679732,125.47187734459922,1.41
6,997,146.54944427679732,125.47187734459922,1.41
7,998,146.54944427679732,125.47187734459922,1.41
8,999,146.54944427679732,125.47187734459922,1.41
9,1000,146.54944427679732,125.47187734459922,1.41
0,991,147.74218514490693,126.39172515826223,1.42
1,992,147.74218514490695,126.39172515826226,1.42
2,993,147.74218514490693,126.39172515826223,1.42
3,994,147.74218514490695,126.39172515826226,1.42
4,995,147.74218514490693,126.39172515826223,1.42
5,996,147.74218514490695,126.39172515826226,1.42
6,997,147.74218514490693,126.39172515826223,1.42
7,998,147.74218514490695,126.39172515826226,1.42
8,999,147.74218514490693,126.39172515826223,1.42
9,1000,147.74218514490695,126.39172515826226,1.42
0,991,148.93678447365176,127.31144808337059,1.43
1,992,148.93678447365173,127.31144808337056,1.43
2,993,148.93678447365178,127.3114480833706,1.43
3,994,148.93678447365176,127.31144808337059,1.43
4,995,148.93678447365173,127.31144808337056,1.43
5,996,148.93678447365178,127.3114480833706,1.43
6,997,148.93678447365176,127.31144808337059,1.43
7,998,148.93678447365173,127.31144808337056,1.43
8,999,148.93678447365178,127.3114480833706,1.43
9,1000,148.93678447365176,127.31144808337059,1.43
0,991,150.13324868579411,128.23104568831462,1.44
1,992,150.13324868579411,128.23104568831462,1.44
2,993,150.13324868579411,128.23104568831462,1.44
3,994,150.13324868579411,128.23104568831462,1.44
4,995,150.13324868579411,128.23104568831462,1.44
5,996,150.13324868579411,128.23104568831462,1.44
6,997,150.13324868579411,128.23104568831462,1.44
7,998,150.13324868579411,128.23104568831462,1.44
8,999,150.13324868579411,128.23104568831462,1.44
9,1000,150.13324868579411,128.23104568831462,1.44
0,991,151.3315842389608,129.15051753914182,1.45
1,992,151.3315842389608,129.15051753914182,1.45
2,993,151.3315842389608,129.15051753914182,1.45
3,994,151.3315842389608,129.15051753914182,1.45
4,995,151.3315842389608,129.15051753914182,1.45
5,996,151.3315842389608,129.15051753914182,1.45
6,997,151.3315842389608,129.15051753914182,1.45
7,998,151.3315842389608,129.15051753914182,1.45
8,999,151.3315842389608,129.15051753914182,1.45
9,1000,151.3315842389608,129.15051753914182,1.45
0,991,152.53179762590224,130.06986319953936,1.46
1,992,152.53179762590224,130.06986319953936,1.46
2,993,152.53179762590224,130.06986319953936,1.46
3,994,152.53179762590224,130.06986319953936,1.46
4,995,152.53179762590224,130.06986319953936,1.46
5,996,152.53179762590224,130.06986319953936,1.46
6,997,152.53179762590224,130.06986319953936,1.46
7,998,152.53179762590224,130.06986319953936,1.46
8,999,152.53179762590224,130.06986319953936,1.46
9,1000,152.53179762590224,130.06986319953936,1.46
0,991,153.73389537475427,130.9890822308165,1.47
1,992,153.73389537475427,130.9890822308165,1.47
2,993,153.73389537475427,130.9890822308165,1.47
3,994,153.73389537475427,130.9890822308165,1.47
4,995,153.73389537475427,130.9890822308165,1.47
5,996,153.73389537475427,130.9890822308165,1.47
6,997,153.73389537475427,130.9890822308165,1.47
7,998,153.73389537475427,130.9890822308165,1.47
8,999,153.73389537475427,130.9890822308165,1.47
9,1000,153.73389537475427,130.9890822308165,1.47
0,991,154.93788404930217,131.90817419188687,1.48
1,992,154.93788404930217,131.90817419188687,1.48
2,993,154.93788404930217,131.90817419188687,1.48
3,994,154.93788404930217,131.90817419188687,1.48
4,995,154.93788404930217,131.90817419188687,1.48
5,996,154.93788404930217,131.90817419188687,1.48
6,997,154.93788404930217,131.90817419188687,1.48
7,998,154.93788404930217,131.90817419188687,1.48
8,999,154.93788404930217,131.90817419188687,1.48
9,1000,154.93788404930217,131.90817419188687,1.48
0,991,156.1437702492475,132.82713863925053,1.49
1,992,156.14377024924752,132.82713863925056,1.49
2,993,156.1437702492475,132.82713863925053,1.49
3,994,156.14377024924752,132.82713863925056,1.49
4,995,156.1437702492475,132.82713863925053,1.49
5,996,156.14377024924752,132.82713863925056,1.49
6,997,156.1437702492475,132.82713863925053,1.49
7,998,156.14377024924752,132.82713863925056,1.49
8,999,156.1437702492475,132.82713863925053,1.49
9,1000,156.14377024924752,132.82713863925056,1.49
0,991,157.3515606104772,133.7459751269759,1.5
1,992,157.35156061047726,133.74597512697594,1.5
2,993,157.3515606104772,133.7459751269759,1.5
3,994,157.35156061047726,133.74597512697594,1.5
4,995,157.3515606104772,133.7459751269759,1.5
5,996,157.35156061047726,133.74597512697594,1.5
6,997,157.3515606104772,133.7459751269759,1.5
7,998,157.35156061047726,133.74597512697594,1.5
8,999,157.3515606104772,133.7459751269759,1.5
9,1000,157.35156061047726,133.74597512697594,1.5
0,991,158.56126180533553,134.66468320668142,1.51
1,992,158.56126180533556,134.66468320668145,1.51
2,993,158.56126180533553,134.66468320668142,1.51
3,994,158.56126180533556,134.66468320668145,1.51
4,995,158.56126180533553,134.66468320668142,1.51
5,996,158.56126180533556,134.66468320668145,1.51
6,997,158.56126180533553,134.66468320668142,1.51
7,998,158.56126180533556,134.66468320668145,1.51
8,999,158.56126180533553,134.66468320668142,1.51
9,1000,158.56126180533556,134.66468320668145,1.51
0,991,159.77288054289824,135.58326242751724,1.52
1,992,159.77288054289824,135.58326242751724,1.52
2,993,159.77288054289824,135.58326242751724,1.52
3,994,159.77288054289824,135.58326242751724,1.52
4,995,159.77288054289824,135.58326242751724,1.52
5,996,159.77288054289824,135.58326242751724,1.52
6,997,159.77288054289824,135.58326242751724,1.52
7,998,159.77288054289824,135.58326242751724,1.52
8,999,159.77288054289824,135.58326242751724,1.52
9,1000,159.77288054289824,135.58326242751724,1.52
0,991,160.9864235692497,136.50171233614643,1.53
1,992,160.9864235692497,136.50171233614643,1.53
2,993,160.9864235692497,136.50171233614643,1.53
3,994,160.9864235692497,136.50171233614643,1.53
4,995,160.9864235692497,136.50171233614643,1.53
5,996,160.9864235692497,136.50171233614643,1.53
6,997,160.9864235692497,136.50171233614643,1.53
7,998,160.9864235692497,136.50171233614643,1.53
8,999,160.9864235692497,136.50171233614643,1.53
9,1000,160.9864235692497,136.50171233614643,1.53
0,991,162.20189766776272,137.42003247672633,1.54
1,992,162.20189766776275,137.42003247672636,1.54
2,993,162.20189766776272,137.42003247672633,1.54
3,994,162.20189766776275,137.42003247672636,1.54
4,995,162.20189766776272,137.42003247672633,1.54
5,996,162.20189766776275,137.42003247672636,1.54
6,997,162.20189766776272,137.42003247672633,1.54
7,998,162.20189766776275,137.42003247672636,1.54
8,999,162.20189766776272,137.42003247672633,1.54
9,1000,162.20189766776275,137.42003247672636,1.54
0,991,163.4193096593808,138.33822239088963,1.55
1,992,163.4193096593808,138.33822239088963,1.55
2,993,163.4193096593808,138.33822239088963,1.55
3,994,163.4193096593808,138.33822239088963,1.55
4,995,163.4193096593808,138.33822239088963,1.55
5,996,163.4193096593808,138.33822239088963,1.55
6,997,163.4193096593808,138.33822239088963,1.55
7,998,163.4193096593808,138.33822239088963,1.55
8,999,163.4193096593808,138.33822239088963,1.55
9,1000,163.4193096593808,138.33822239088963,1.55
0,991,164.63866640290297,139.25628161772494,1.56
1,992,164.63866640290297,139.25628161772494,1.56
2,993,164.63866640290297,139.25628161772494,1.56
3,994,164.63866640290297,139.25628161772494,1.56
4,995,164.63866640290297,139.25628161772494,1.56
5,996,164.63866640290297,139.25628161772494,1.56
6,997,164.63866640290297,139.25628161772494,1.56
7,998,164.63866640290297,139.25628161772494,1.56
8,999,164.63866640290297,139.25628161772494,1.56
9,1000,164.63866640290297,139.25628161772494,1.56
0,991,165.8599747952722,140.17420969375772,1.57
1,992,165.8599747952722,140.17420969375772,1.57
2,993,165.8599747952722,140.17420969375772,1.57
3,994,165.8599747952722,140.17420969375772,1.57
4,995,165.8599747952722,140.17420969375772,1.57
5,996,165.8599747952722,140.17420969375772,1.57
6,997,165.8599747952722,140.17420969375772,1.57
7,998,165.8599747952722,140.17420969375772,1.57
8,999,165.8599747952722,140.17420969375772,1.57
9,1000,165.8599747952722,140.17420969375772,1.57
0,991,167.08324177186552,141.09200615293062,1.58
1,992,167.08324177186552,141.09200615293062,1.58
2,993,167.08324177186552,141.09200615293062,1.58
3,994,167.08324177186552,141.09200615293062,1.58
4,995,167.08324177186552,141.09200615293062,1.58
5,996,167.08324177186552,141.09200615293062,1.58
6,997,167.08324177186552,141.09200615293062,1.58
7,998,167.08324177186552,141.09200615293062,1.58
8,999,167.08324177186552,141.09200615293062,1.58
9,1000,167.08324177186552,141.09200615293062,1.58
0,991,168.30847430678776,142.00967052658385,1.59
1,992,168.3084743067878,142.00967052658388,1.59
2,993,168.30847430678776,142.00967052658385,1.59
3,994,168.3084743067878,142.00967052658388,1.59
4,995,168.30847430678776,142.00967052658385,1.59
5,996,168.3084743067878,142.00967052658388,1.59
6,997,168.30847430678776,142.00967052658385,1.59
7,998,168.3084743067878,142.00967052658388,1.59
8,999,168.30847430678776,142.00967052658385,1.59
9,1000,168.3084743067878,142.00967052658388,1.59
0,991,169.5356794131677,142.92720234343514,1.6
1,992,169.5356794131677,142.92720234343514,1.6
2,993,169.5356794131677,142.92720234343514,1.6
3,994,169.5356794131677,142.92720234343514,1.6
4,995,169.5356794131677,142.92720234343514,1.6
5,996,169.5356794131677,142.92720234343514,1.6
6,997,169.5356794131677,142.92720234343514,1.6
7,998,169.5356794131677,142.92720234343514,1.6
8,999,169.5356794131677,142.92720234343514,1.6
9,1000,169.5356794131677,142.92720234343514,1.6
0,991,170.76486414345737,143.84460112955963,1.61
1,992,170.76486414345743,143.8446011295597,1.61
2,993,170.76486414345737,143.84460112955963,1.61
3,994,170.76486414345743,143.8446011295597,1.61
4,995,170.76486414345737,143.84460112955963,1.61
5,996,170.76486414345743,143.8446011295597,1.61
6,997,170.76486414345737,143.84460112955963,1.61
7,998,170.76486414345743,143.8446011295597,1.61
8,999,170.76486414345737,143.84460112955963,1.61
9,1000,170.76486414345743,143.8446011295597,1.61
0,991,171.9960355897342,144.76186640836988,1.62
1,992,171.9960355897342,144.76186640836988,1.62
2,993,171.9960355897342,144.76186640836988,1.62
3,994,171.9960355897342,144.76186640836988,1.62
4,995,171.9960355897342,144.76186640836988,1.62
5,996,171.9960355897342,144.76186640836988,1.62
6,997,171.9960355897342,144.76186640836988,1.62
7,998,171.9960355897342,144.76186640836988,1.62
8,999,171.9960355897342,144.76186640836988,1.62
9,1000,171.9960355897342,144.76186640836988,1.62
0,991,173.2292008840057,145.67899770059478,1.63
1,992,173.22920088400576,145.67899770059483,1.63
2,993,173.2292008840057,145.67899770059478,1.63
3,994,173.22920088400576,145.67899770059483,1.63
4,995,173.2292008840057,145.67899770059478,1.63
5,996,173.22920088400576,145.67899770059483,1.63
6,997,173.2292008840057,145.67899770059478,1.63
7,998,173.22920088400576,145.67899770059483,1.63
8,999,173.2292008840057,145.67899770059478,1.63
9,1000,173.22920088400576,145.67899770059483,1.63
0,991,174.4643671985183,146.59599452425954,1.64
1,992,174.46436719851832,146.59599452425957,1.64
2,993,174.4643671985183,146.59599452425954,1.64
3,994,174.46436719851832,146.59599452425957,1.64
4,995,174.4643671985183,146.59599452425954,1.64
5,996,174.46436719851832,146.59599452425957,1.64
6,997,174.4643671985183,146.59599452425954,1.64
7,998,174.46436719851832,146.59599452425957,1.64
8,999,174.4643671985183,146.59599452425954,1.64
9,1000,174.46436719851832,146.59599452425957,1.64
0,991,175.7015417460676,147.51285639466425,1.65
1,992,175.7015417460676,147.51285639466425,1.65
2,993,175.7015417460676,147.51285639466425,1.65
3,994,175.7015417460676,147.51285639466425,1.65
4,995,175.7015417460676,147.51285639466425,1.65
5,996,175.7015417460676,147.51285639466425,1.65
6,997,175.7015417460676,147.51285639466425,1.65
7,998,175.7015417460676,147.51285639466425,1.65
8,999,175.7015417460676,147.51285639466425,1.65
9,1000,175.7015417460676,147.51285639466425,1.65
0,991,176.9407317803129,148.42958282436294,1.66
1,992,176.94073178031294,148.429582824363,1.66
2,993,176.9407317803129,148.42958282436294,1.66
