,Time,Non-breeding,Breeding,rb
8,999,15.524124985070529,14.514716308467992,0.29
9,1000,15.524124985070527,14.51471630846799,0.29
0,991,16.194363868549896,15.134556813758508,0.3
1,992,16.194363868549896,15.134556813758508,0.3
2,993,16.194363868549896,15.134556813758508,0.3
3,994,16.194363868549896,15.134556813758508,0.3
4,995,16.194363868549896,15.134556813758508,0.3
5,996,16.194363868549896,15.134556813758508,0.3
6,997,16.194363868549896,15.134556813758508,0.3
7,998,16.194363868549896,15.134556813758508,0.3
8,999,16.194363868549896,15.134556813758508,0.3
9,1000,16.194363868549896,15.134556813758508,0.3
0,991,16.864979187129727,15.754183805060034,0.31
1,992,16.864979187129727,15.754183805060034,0.31
2,993,16.864979187129727,15.754183805060034,0.31
3,994,16.864979187129727,15.754183805060034,0.31
4,995,16.864979187129727,15.754183805060034,0.31
5,996,16.864979187129727,15.754183805060034,0.31
6,997,16.864979187129727,15.754183805060034,0.31
7,998,16.864979187129727,15.754183805060034,0.31
8,999,16.864979187129727,15.754183805060034,0.31
9,1000,16.864979187129727,15.754183805060034,0.31
0,991,17.53597132029473,16.37359706712883,0.32
1,992,17.53597132029473,16.37359706712883,0.32
2,993,17.53597132029473,16.37359706712883,0.32
3,994,17.53597132029473,16.37359706712883,0.32
4,995,17.53597132029473,16.37359706712883,0.32
5,996,17.53597132029473,16.37359706712883,0.32
6,997,17.53597132029473,16.37359706712883,0.32
7,998,17.53597132029473,16.37359706712883,0.32
8,999,17.53597132029473,16.37359706712883,0.32
9,1000,17.53597132029473,16.37359706712883,0.32
0,991,18.207340648032798,16.992796384435806,0.33
1,992,18.207340648032798,16.992796384435806,0.33
2,993,18.207340648032798,16.992796384435806,0.33
3,994,18.207340648032798,16.992796384435806,0.33
4,995,18.207340648032798,16.992796384435806,0.33
5,996,18.207340648032798,16.992796384435806,0.33
6,997,18.207340648032798,16.992796384435806,0.33
7,998,18.207340648032798,16.992796384435806,0.33
8,999,18.207340648032798,16.992796384435806,0.33
9,1000,18.207340648032798,16.992796384435806,0.33
0,991,18.879087550835663,17.611781541166028,0.34
1,992,18.879087550835663,17.611781541166028,0.34
2,993,18.879087550835663,17.611781541166028,0.34
3,994,18.879087550835663,17.611781541166028,0.34
4,995,18.879087550835663,17.611781541166028,0.34
5,996,18.879087550835663,17.611781541166028,0.34
6,997,18.879087550835663,17.611781541166028,0.34
7,998,18.879087550835663,17.611781541166028,0.34
8,999,18.879087550835663,17.611781541166028,0.34
9,1000,18.879087550835663,17.611781541166028,0.34
0,991,19.55121240969969,18.230552321218347,0.35
1,992,19.55121240969969,18.230552321218347,0.35
2,993,19.55121240969969,18.230552321218347,0.35
3,994,19.55121240969969,18.230552321218347,0.35
4,995,19.55121240969969,18.230552321218347,0.35
5,996,19.55121240969969,18.230552321218347,0.35
6,997,19.55121240969969,18.230552321218347,0.35
7,998,19.55121240969969,18.230552321218347,0.35
8,999,19.55121240969969,18.230552321218347,0.35
9,1000,19.55121240969969,18.230552321218347,0.35
0,991,20.223715606126603,18.849108508204992,0.36
1,992,20.223715606126603,18.849108508204992,0.36
2,993,20.223715606126603,18.849108508204992,0.36
3,994,20.223715606126603,18.849108508204992,0.36
4,995,20.223715606126603,18.849108508204992,0.36
5,996,20.223715606126603,18.849108508204992,0.36
6,997,20.223715606126603,18.849108508204992,0.36
7,998,20.223715606126603,18.849108508204992,0.36
8,999,20.223715606126603,18.849108508204992,0.36
9,1000,20.223715606126603,18.849108508204992,0.36
0,991,20.896597522124228,19.46744988545115,0.37
1,992,20.89659752212423,19.467449885451153,0.37
2,993,20.896597522124228,19.46744988545115,0.37
3,994,20.89659752212423,19.467449885451153,0.37
4,995,20.896597522124228,19.46744988545115,0.37
5,996,20.89659752212423,19.467449885451153,0.37
6,997,20.896597522124228,19.46744988545115,0.37
7,998,20.89659752212423,19.467449885451153,0.37
8,999,20.896597522124228,19.46744988545115,0.37
9,1000,20.89659752212423,19.467449885451153,0.37
0,991,21.569858540207196,20.08557623599449,0.38
1,992,21.569858540207196,20.08557623599449,0.38
2,993,21.569858540207196,20.08557623599449,0.38
3,994,21.569858540207196,20.08557623599449,0.38
4,995,21.569858540207196,20.08557623599449,0.38
5,996,21.569858540207196,20.08557623599449,0.38
6,997,21.569858540207196,20.08557623599449,0.38
7,998,21.569858540207196,20.08557623599449,0.38
8,999,21.569858540207196,20.08557623599449,0.38
9,1000,21.569858540207196,20.08557623599449,0.38
0,991,22.243499043397716,20.703487342584822,0.39
1,992,22.243499043397716,20.703487342584822,0.39
2,993,22.243499043397716,20.703487342584822,0.39
3,994,22.243499043397716,20.703487342584822,0.39
4,995,22.243499043397716,20.703487342584822,0.39
5,996,22.243499043397716,20.703487342584822,0.39
6,997,22.243499043397716,20.703487342584822,0.39
7,998,22.243499043397716,20.703487342584822,0.39
8,999,22.243499043397716,20.703487342584822,0.39
9,1000,22.243499043397716,20.703487342584822,0.39
0,991,22.917519415226323,21.32118298768364,0.4
1,992,22.917519415226323,21.32118298768364,0.4
2,993,22.917519415226323,21.32118298768364,0.4
3,994,22.917519415226323,21.32118298768364,0.4
4,995,22.917519415226323,21.32118298768364,0.4
5,996,22.917519415226323,21.32118298768364,0.4
6,997,22.917519415226323,21.32118298768364,0.4
7,998,22.917519415226323,21.32118298768364,0.4
8,999,22.917519415226323,21.32118298768364,0.4
9,1000,22.917519415226323,21.32118298768364,0.4
0,991,23.591920039732575,21.938662953463687,0.41
1,992,23.591920039732575,21.938662953463687,0.41
2,993,23.591920039732575,21.938662953463687,0.41
3,994,23.591920039732575,21.938662953463687,0.41
4,995,23.591920039732575,21.938662953463687,0.41
5,996,23.591920039732575,21.938662953463687,0.41
6,997,23.591920039732575,21.938662953463687,0.41
7,998,23.591920039732575,21.938662953463687,0.41
8,999,23.591920039732575,21.938662953463687,0.41
9,1000,23.591920039732575,21.938662953463687,0.41
0,991,24.266701301465837,22.555927021808575,0.42
1,992,24.266701301465837,22.555927021808575,0.42
2,993,24.266701301465837,22.555927021808575,0.42
3,994,24.266701301465837,22.555927021808575,0.42
4,995,24.266701301465837,22.555927021808575,0.42
5,996,24.266701301465837,22.555927021808575,0.42
6,997,24.266701301465837,22.555927021808575,0.42
7,998,24.266701301465837,22.555927021808575,0.42
8,999,24.266701301465837,22.555927021808575,0.42
9,1000,24.266701301465837,22.555927021808575,0.42
0,991,24.94186358548602,23.17297497431234,0.43
1,992,24.94186358548602,23.17297497431234,0.43
2,993,24.94186358548602,23.17297497431234,0.43
3,994,24.94186358548602,23.17297497431234,0.43
4,995,24.94186358548602,23.17297497431234,0.43
5,996,24.94186358548602,23.17297497431234,0.43
6,997,24.94186358548602,23.17297497431234,0.43
7,998,24.94186358548602,23.17297497431234,0.43
8,999,24.94186358548602,23.17297497431234,0.43
9,1000,24.94186358548602,23.17297497431234,0.43
0,991,25.617407277364276,23.789806592278996,0.44
1,992,25.617407277364276,23.789806592278996,0.44
2,993,25.617407277364276,23.789806592278996,0.44
3,994,25.617407277364276,23.789806592278996,0.44
4,995,25.617407277364276,23.789806592278996,0.44
5,996,25.617407277364276,23.789806592278996,0.44
6,997,25.617407277364276,23.789806592278996,0.44
7,998,25.617407277364276,23.789806592278996,0.44
8,999,25.617407277364276,23.789806592278996,0.44
9,1000,25.617407277364276,23.789806592278996,0.44
0,991,26.29333276318381,24.406421656722163,0.45
1,992,26.29333276318381,24.406421656722163,0.45
2,993,26.29333276318381,24.406421656722163,0.45
3,994,26.29333276318381,24.406421656722163,0.45
4,995,26.29333276318381,24.406421656722163,0.45
5,996,26.29333276318381,24.406421656722163,0.45
6,997,26.29333276318381,24.406421656722163,0.45
7,998,26.29333276318381,24.406421656722163,0.45
8,999,26.29333276318381,24.406421656722163,0.45
9,1000,26.29333276318381,24.406421656722163,0.45
0,991,26.969640429540554,25.022819948364585,0.46
1,992,26.969640429540558,25.02281994836459,0.46
2,993,26.969640429540554,25.022819948364585,0.46
3,994,26.969640429540558,25.02281994836459,0.46
4,995,26.969640429540554,25.022819948364585,0.46
5,996,26.969640429540558,25.02281994836459,0.46
6,997,26.969640429540554,25.022819948364585,0.46
7,998,26.969640429540558,25.02281994836459,0.46
8,999,26.969640429540554,25.022819948364585,0.46
9,1000,26.969640429540558,25.02281994836459,0.46
0,991,27.64633066354404,25.63900124763783,0.47
1,992,27.64633066354404,25.63900124763783,0.47
2,993,27.64633066354404,25.63900124763783,0.47
3,994,27.64633066354404,25.63900124763783,0.47
4,995,27.64633066354404,25.63900124763783,0.47
5,996,27.64633066354404,25.63900124763783,0.47
6,997,27.64633066354404,25.63900124763783,0.47
7,998,27.64633066354404,25.63900124763783,0.47
8,999,27.64633066354404,25.63900124763783,0.47
9,1000,27.64633066354404,25.63900124763783,0.47
0,991,28.323403852817947,26.25496533468166,0.48
1,992,28.323403852817947,26.25496533468166,0.48
2,993,28.323403852817947,26.25496533468166,0.48
3,994,28.323403852817947,26.25496533468166,0.48
4,995,28.323403852817947,26.25496533468166,0.48
5,996,28.323403852817947,26.25496533468166,0.48
6,997,28.323403852817947,26.25496533468166,0.48
7,998,28.323403852817947,26.25496533468166,0.48
8,999,28.323403852817947,26.25496533468166,0.48
9,1000,28.323403852817947,26.25496533468166,0.48
0,991,29.00086038550104,26.87071198934381,0.49
1,992,29.00086038550104,26.87071198934381,0.49
2,993,29.00086038550104,26.87071198934381,0.49
3,994,29.00086038550104,26.87071198934381,0.49
4,995,29.00086038550104,26.87071198934381,0.49
5,996,29.00086038550104,26.87071198934381,0.49
6,997,29.00086038550104,26.87071198934381,0.49
7,998,29.00086038550104,26.87071198934381,0.49
8,999,29.00086038550104,26.87071198934381,0.49
9,1000,29.00086038550104,26.87071198934381,0.49
0,991,29.67870065024781,27.486240991179447,0.5
1,992,29.67870065024781,27.486240991179447,0.5
2,993,29.67870065024781,27.486240991179447,0.5
3,994,29.67870065024781,27.486240991179447,0.5
4,995,29.67870065024781,27.486240991179447,0.5
5,996,29.67870065024781,27.486240991179447,0.5
6,997,29.67870065024781,27.486240991179447,0.5
7,998,29.67870065024781,27.486240991179447,0.5
8,999,29.67870065024781,27.486240991179447,0.5
9,1000,29.67870065024781,27.486240991179447,0.5
0,991,30.356925036229253,28.101552119450783,0.51
1,992,30.356925036229253,28.101552119450783,0.51
2,993,30.356925036229253,28.101552119450783,0.51
3,994,30.356925036229253,28.101552119450783,0.51
4,995,30.356925036229253,28.101552119450783,0.51
5,996,30.356925036229253,28.101552119450783,0.51
6,997,30.356925036229253,28.101552119450783,0.51
7,998,30.356925036229253,28.101552119450783,0.51
8,999,30.356925036229253,28.101552119450783,0.51
9,1000,30.356925036229253,28.101552119450783,0.51
0,991,31.035533933133614,28.716645153126617,0.52
1,992,31.035533933133614,28.716645153126617,0.52
2,993,31.035533933133614,28.716645153126617,0.52
3,994,31.035533933133614,28.716645153126617,0.52
4,995,31.035533933133614,28.716645153126617,0.52
5,996,31.035533933133614,28.716645153126617,0.52
6,997,31.035533933133614,28.716645153126617,0.52
7,998,31.035533933133614,28.716645153126617,0.52
8,999,31.035533933133614,28.716645153126617,0.52
9,1000,31.035533933133614,28.716645153126617,0.52
0,991,31.714527731167173,29.33151987088199,0.53
1,992,31.714527731167173,29.33151987088199,0.53
2,993,31.714527731167173,29.33151987088199,0.53
3,994,31.714527731167173,29.33151987088199,0.53
4,995,31.714527731167173,29.33151987088199,0.53
5,996,31.714527731167173,29.33151987088199,0.53
6,997,31.714527731167173,29.33151987088199,0.53
7,998,31.714527731167173,29.33151987088199,0.53
8,999,31.714527731167173,29.33151987088199,0.53
9,1000,31.714527731167173,29.33151987088199,0.53
0,991,32.39390682105495,29.94617605109766,0.54
1,992,32.39390682105495,29.94617605109766,0.54
2,993,32.39390682105495,29.94617605109766,0.54
3,994,32.39390682105495,29.94617605109766,0.54
4,995,32.39390682105495,29.94617605109766,0.54
5,996,32.39390682105495,29.94617605109766,0.54
6,997,32.39390682105495,29.94617605109766,0.54
7,998,32.39390682105495,29.94617605109766,0.54
8,999,32.39390682105495,29.94617605109766,0.54
9,1000,32.39390682105495,29.94617605109766,0.54
0,991,33.07367159404144,30.560613471859703,0.55
1,992,33.07367159404144,30.560613471859703,0.55
2,993,33.07367159404144,30.560613471859703,0.55
3,994,33.07367159404144,30.560613471859703,0.55
4,995,33.07367159404144,30.560613471859703,0.55
5,996,33.07367159404144,30.560613471859703,0.55
6,997,33.07367159404144,30.560613471859703,0.55
7,998,33.07367159404144,30.560613471859703,0.55
8,999,33.07367159404144,30.560613471859703,0.55
9,1000,33.07367159404144,30.560613471859703,0.55
0,991,33.75382244189149,31.174831910959163,0.56
1,992,33.75382244189149,31.174831910959163,0.56
2,993,33.75382244189149,31.174831910959163,0.56
3,994,33.75382244189149,31.174831910959163,0.56
4,995,33.75382244189149,31.174831910959163,0.56
5,996,33.75382244189149,31.174831910959163,0.56
