,Time,Non-breeding,Breeding,rnb
16,997,193.32734728745396,35.67566753353771,-1.56
17,998,193.32734728745396,35.67566753353771,-1.56
18,999,193.32734728745396,35.67566753353771,-1.56
19,1000,193.32734728745396,35.67566753353771,-1.56
0,981,195.27618610256403,36.34982168365128,-1.55
1,982,195.27618610256403,36.34982168365128,-1.55
2,983,195.27618610256403,36.34982168365128,-1.55
3,984,195.27618610256403,36.34982168365128,-1.55
4,985,195.27618610256403,36.34982168365128,-1.55
5,986,195.27618610256403,36.34982168365128,-1.55
6,987,195.27618610256403,36.34982168365128,-1.55
7,988,195.27618610256403,36.34982168365128,-1.55
8,989,195.27618610256403,36.34982168365128,-1.55
9,990,195.27618610256403,36.34982168365128,-1.55
10,991,195.27618610256403,36.34982168365128,-1.55
11,992,195.27618610256403,36.34982168365128,-1.55
12,993,195.27618610256403,36.34982168365128,-1.55
13,994,195.27618610256403,36.34982168365128,-1.55
14,995,195.27618610256403,36.34982168365128,-1.55
15,996,195.27618610256403,36.34982168365128,-1.55
16,997,195.27618610256403,36.34982168365128,-1.55
17,998,195.27618610256403,36.34982168365128,-1.55
18,999,195.27618610256403,36.34982168365128,-1.55
19,1000,195.27618610256403,36.34982168365128,-1.55
0,981,197.19760637609355,37.028560213917174,-1.54
1,982,197.19760637609355,37.028560213917174,-1.54
2,983,197.19760637609355,37.028560213917174,-1.54
3,984,197.19760637609355,37.028560213917174,-1.54
4,985,197.19760637609355,37.028560213917174,-1.54
5,986,197.19760637609355,37.028560213917174,-1.54
6,987,197.19760637609355,37.028560213917174,-1.54
7,988,197.19760637609355,37.028560213917174,-1.54
8,989,197.19760637609355,37.028560213917174,-1.54
9,990,197.19760637609355,37.028560213917174,-1.54
10,991,197.19760637609355,37.028560213917174,-1.54
11,992,197.19760637609355,37.028560213917174,-1.54
12,993,197.19760637609355,37.028560213917174,-1.54
13,994,197.19760637609355,37.028560213917174,-1.54
14,995,197.19760637609355,37.028560213917174,-1.54
15,996,197.19760637609355,37.028560213917174,-1.54
16,997,197.19760637609355,37.028560213917174,-1.54
17,998,197.19760637609355,37.028560213917174,-1.54
18,999,197.19760637609355,37.028560213917174,-1.54
19,1000,197.19760637609355,37.028560213917174,-1.54
0,981,199.09157926414446,37.71188794703509,-1.53
1,982,199.09157926414446,37.71188794703509,-1.53
2,983,199.09157926414446,37.71188794703509,-1.53
3,984,199.09157926414446,37.71188794703509,-1.53
4,985,199.09157926414446,37.71188794703509,-1.53
5,986,199.09157926414446,37.71188794703509,-1.53
6,987,199.09157926414446,37.71188794703509,-1.53
7,988,199.09157926414446,37.71188794703509,-1.53
8,989,199.09157926414446,37.71188794703509,-1.53
9,990,199.09157926414446,37.71188794703509,-1.53
10,991,199.09157926414446,37.71188794703509,-1.53
11,992,199.09157926414446,37.71188794703509,-1.53
12,993,199.09157926414446,37.71188794703509,-1.53
13,994,199.09157926414446,37.71188794703509,-1.53
14,995,199.09157926414446,37.71188794703509,-1.53
15,996,199.09157926414446,37.71188794703509,-1.53
16,997,199.09157926414446,37.71188794703509,-1.53
17,998,199.09157926414446,37.71188794703509,-1.53
18,999,199.09157926414446,37.71188794703509,-1.53
19,1000,199.09157926414446,37.71188794703509,-1.53
0,981,200.958078488617,38.39980927670327,-1.52
1,982,200.958078488617,38.39980927670327,-1.52
2,983,200.958078488617,38.39980927670327,-1.52
3,984,200.958078488617,38.39980927670327,-1.52
4,985,200.958078488617,38.39980927670327,-1.52
5,986,200.958078488617,38.39980927670327,-1.52
6,987,200.958078488617,38.39980927670327,-1.52
7,988,200.958078488617,38.39980927670327,-1.52
8,989,200.958078488617,38.39980927670327,-1.52
9,990,200.958078488617,38.39980927670327,-1.52
10,991,200.958078488617,38.39980927670327,-1.52
11,992,200.958078488617,38.39980927670327,-1.52
12,993,200.958078488617,38.39980927670327,-1.52
13,994,200.958078488617,38.39980927670327,-1.52
14,995,200.958078488617,38.39980927670327,-1.52
15,996,200.958078488617,38.39980927670327,-1.52
16,997,200.958078488617,38.39980927670327,-1.52
17,998,200.958078488617,38.39980927670327,-1.52
18,999,200.958078488617,38.39980927670327,-1.52
19,1000,200.958078488617,38.39980927670327,-1.52
0,981,202.79708037530736,39.09232816124865,-1.51
1,982,202.79708037530736,39.09232816124865,-1.51
2,983,202.79708037530736,39.09232816124865,-1.51
3,984,202.79708037530736,39.09232816124865,-1.51
4,985,202.79708037530736,39.09232816124865,-1.51
5,986,202.79708037530736,39.09232816124865,-1.51
6,987,202.79708037530736,39.09232816124865,-1.51
7,988,202.79708037530736,39.09232816124865,-1.51
8,989,202.79708037530736,39.09232816124865,-1.51
9,990,202.79708037530736,39.09232816124865,-1.51
10,991,202.79708037530736,39.09232816124865,-1.51
11,992,202.79708037530736,39.09232816124865,-1.51
12,993,202.79708037530736,39.09232816124865,-1.51
13,994,202.79708037530736,39.09232816124865,-1.51
14,995,202.79708037530736,39.09232816124865,-1.51
15,996,202.79708037530736,39.09232816124865,-1.51
16,997,202.79708037530736,39.09232816124865,-1.51
17,998,202.79708037530736,39.09232816124865,-1.51
18,999,202.79708037530736,39.09232816124865,-1.51
19,1000,202.79708037530736,39.09232816124865,-1.51
0,981,204.60856389157414,39.78944811732882,-1.5
1,982,204.60856389157414,39.78944811732882,-1.5
2,983,204.60856389157414,39.78944811732882,-1.5
3,984,204.60856389157414,39.78944811732882,-1.5
4,985,204.60856389157414,39.78944811732882,-1.5
5,986,204.60856389157414,39.78944811732882,-1.5
6,987,204.60856389157414,39.78944811732882,-1.5
7,988,204.60856389157414,39.78944811732882,-1.5
8,989,204.60856389157414,39.78944811732882,-1.5
9,990,204.60856389157414,39.78944811732882,-1.5
10,991,204.60856389157414,39.78944811732882,-1.5
11,992,204.60856389157414,39.78944811732882,-1.5
12,993,204.60856389157414,39.78944811732882,-1.5
13,994,204.60856389157414,39.78944811732882,-1.5
14,995,204.60856389157414,39.78944811732882,-1.5
15,996,204.60856389157414,39.78944811732882,-1.5
16,997,204.60856389157414,39.78944811732882,-1.5
17,998,204.60856389157414,39.78944811732882,-1.5
18,999,204.60856389157414,39.78944811732882,-1.5
19,1000,204.60856389157414,39.78944811732882,-1.5
0,981,206.39251068354042,40.49117221371206,-1.49
1,982,206.39251068354042,40.49117221371206,-1.49
2,983,206.39251068354042,40.49117221371206,-1.49
3,984,206.39251068354042,40.49117221371206,-1.49
4,985,206.39251068354042,40.49117221371206,-1.49
5,986,206.39251068354042,40.49117221371206,-1.49
6,987,206.39251068354042,40.49117221371206,-1.49
7,988,206.39251068354042,40.49117221371206,-1.49
8,989,206.39251068354042,40.49117221371206,-1.49
9,990,206.39251068354042,40.49117221371206,-1.49
10,991,206.39251068354042,40.49117221371206,-1.49
11,992,206.39251068354042,40.49117221371206,-1.49
12,993,206.39251068354042,40.49117221371206,-1.49
13,994,206.39251068354042,40.49117221371206,-1.49
14,995,206.39251068354042,40.49117221371206,-1.49
15,996,206.39251068354042,40.49117221371206,-1.49
16,997,206.39251068354042,40.49117221371206,-1.49
17,998,206.39251068354042,40.49117221371206,-1.49
18,999,206.39251068354042,40.49117221371206,-1.49
19,1000,206.39251068354042,40.49117221371206,-1.49
0,981,208.1489051127935,41.19750306514094,-1.48
1,982,208.1489051127935,41.19750306514094,-1.48
2,983,208.1489051127935,41.19750306514094,-1.48
3,984,208.1489051127935,41.19750306514094,-1.48
4,985,208.1489051127935,41.19750306514094,-1.48
5,986,208.1489051127935,41.19750306514094,-1.48
6,987,208.1489051127935,41.19750306514094,-1.48
7,988,208.1489051127935,41.19750306514094,-1.48
8,989,208.1489051127935,41.19750306514094,-1.48
9,990,208.1489051127935,41.19750306514094,-1.48
10,991,208.1489051127935,41.19750306514094,-1.48
11,992,208.1489051127935,41.19750306514094,-1.48
12,993,208.1489051127935,41.19750306514094,-1.48
13,994,208.1489051127935,41.19750306514094,-1.48
14,995,208.1489051127935,41.19750306514094,-1.48
15,996,208.1489051127935,41.19750306514094,-1.48
16,997,208.1489051127935,41.19750306514094,-1.48
17,998,208.1489051127935,41.19750306514094,-1.48
18,999,208.1489051127935,41.19750306514094,-1.48
19,1000,208.1489051127935,41.19750306514094,-1.48
0,981,209.87773429254938,41.90844282628575,-1.47
1,982,209.87773429254943,41.90844282628576,-1.47
2,983,209.87773429254938,41.90844282628575,-1.47
3,984,209.87773429254943,41.90844282628576,-1.47
4,985,209.87773429254938,41.90844282628575,-1.47
5,986,209.87773429254943,41.90844282628576,-1.47
6,987,209.87773429254938,41.90844282628575,-1.47
7,988,209.87773429254943,41.90844282628576,-1.47
8,989,209.87773429254938,41.90844282628575,-1.47
9,990,209.87773429254943,41.90844282628576,-1.47
10,991,209.87773429254938,41.90844282628575,-1.47
11,992,209.87773429254943,41.90844282628576,-1.47
12,993,209.87773429254938,41.90844282628575,-1.47
13,994,209.87773429254943,41.90844282628576,-1.47
14,995,209.87773429254938,41.90844282628575,-1.47
15,996,209.87773429254943,41.90844282628576,-1.47
16,997,209.87773429254938,41.90844282628575,-1.47
17,998,209.87773429254943,41.90844282628576,-1.47
18,999,209.87773429254938,41.90844282628575,-1.47
19,1000,209.87773429254943,41.90844282628576,-1.47
0,981,211.5789881232435,42.6239931857937,-1.46
1,982,211.5789881232435,42.6239931857937,-1.46
2,983,211.5789881232435,42.6239931857937,-1.46
3,984,211.5789881232435,42.6239931857937,-1.46
4,985,211.5789881232435,42.6239931857937,-1.46
5,986,211.5789881232435,42.6239931857937,-1.46
6,987,211.5789881232435,42.6239931857937,-1.46
7,988,211.5789881232435,42.6239931857937,-1.46
8,989,211.5789881232435,42.6239931857937,-1.46
9,990,211.5789881232435,42.6239931857937,-1.46
10,991,211.5789881232435,42.6239931857937,-1.46
11,992,211.5789881232435,42.6239931857937,-1.46
12,993,211.5789881232435,42.6239931857937,-1.46
13,994,211.5789881232435,42.6239931857937,-1.46
14,995,211.5789881232435,42.6239931857937,-1.46
15,996,211.5789881232435,42.6239931857937,-1.46
16,997,211.5789881232435,42.6239931857937,-1.46
17,998,211.5789881232435,42.6239931857937,-1.46
18,999,211.5789881232435,42.6239931857937,-1.46
19,1000,211.5789881232435,42.6239931857937,-1.46
0,981,213.25265932751216,43.344155360440006,-1.45
1,982,213.25265932751213,43.34415536044,-1.45
2,983,213.2526593275121,43.34415536043999,-1.45
3,984,213.25265932751216,43.344155360440006,-1.45
4,985,213.25265932751213,43.34415536044,-1.45
5,986,213.2526593275121,43.34415536043999,-1.45
6,987,213.25265932751216,43.344155360440006,-1.45
7,988,213.25265932751213,43.34415536044,-1.45
8,989,213.2526593275121,43.34415536043999,-1.45
9,990,213.25265932751216,43.344155360440006,-1.45
10,991,213.25265932751213,43.34415536044,-1.45
11,992,213.2526593275121,43.34415536043999,-1.45
12,993,213.25265932751216,43.344155360440006,-1.45
13,994,213.25265932751213,43.34415536044,-1.45
14,995,213.2526593275121,43.34415536043999,-1.45
15,996,213.25265932751216,43.344155360440006,-1.45
16,997,213.25265932751213,43.34415536044,-1.45
17,998,213.2526593275121,43.34415536043999,-1.45
18,999,213.25265932751216,43.344155360440006,-1.45
19,1000,213.25265932751213,43.34415536044,-1.45
0,981,214.8987434845278,44.068930089386974,-1.44
1,982,214.8987434845278,44.068930089386974,-1.44
2,983,214.8987434845278,44.068930089386974,-1.44
3,984,214.8987434845278,44.068930089386974,-1.44
4,985,214.8987434845278,44.068930089386974,-1.44
5,986,214.8987434845278,44.068930089386974,-1.44
6,987,214.8987434845278,44.068930089386974,-1.44
7,988,214.8987434845278,44.068930089386974,-1.44
8,989,214.8987434845278,44.068930089386974,-1.44
9,990,214.8987434845278,44.068930089386974,-1.44
10,991,214.8987434845278,44.068930089386974,-1.44
11,992,214.8987434845278,44.068930089386974,-1.44
12,993,214.8987434845278,44.068930089386974,-1.44
13,994,214.8987434845278,44.068930089386974,-1.44
14,995,214.8987434845278,44.068930089386974,-1.44
15,996,214.8987434845278,44.068930089386974,-1.44
16,997,214.8987434845278,44.068930089386974,-1.44
17,998,214.8987434845278,44.068930089386974,-1.44
18,999,214.8987434845278,44.068930089386974,-1.44
19,1000,214.8987434845278,44.068930089386974,-1.44
0,981,216.51723906365106,44.798317628557584,-1.43
1,982,216.51723906365106,44.798317628557584,-1.43
2,983,216.51723906365106,44.798317628557584,-1.43
3,984,216.51723906365106,44.798317628557584,-1.43
4,985,216.51723906365106,44.798317628557584,-1.43
5,986,216.51723906365106,44.798317628557584,-1.43
6,987,216.51723906365106,44.798317628557584,-1.43
7,988,216.51723906365106,44.798317628557584,-1.43
8,989,216.51723906365106,44.798317628557584,-1.43
9,990,216.51723906365106,44.798317628557584,-1.43
10,991,216.51723906365106,44.798317628557584,-1.43
11,992,216.51723906365106,44.798317628557584,-1.43
12,993,216.51723906365106,44.798317628557584,-1.43
13,994,216.51723906365106,44.798317628557584,-1.43
14,995,216.51723906365106,44.798317628557584,-1.43
15,996,216.51723906365106,44.798317628557584,-1.43
16,997,216.51723906365106,44.798317628557584,-1.43
17,998,216.51723906365106,44.798317628557584,-1.43
18,999,216.51723906365106,44.798317628557584,-1.43
19,1000,216.51723906365106,44.798317628557584,-1.43
0,981,218.10814745736076,45.5323177451293,-1.42
1,982,218.10814745736076,45.5323177451293,-1.42
2,983,218.10814745736076,45.5323177451293,-1.42
3,984,218.10814745736076,45.5323177451293,-1.42
4,985,218.10814745736076,45.5323177451293,-1.42
5,986,218.10814745736076,45.5323177451293,-1.42
6,987,218.10814745736076,45.5323177451293,-1.42
7,988,218.10814745736076,45.5323177451293,-1.42
8,989,218.10814745736076,45.5323177451293,-1.42
9,990,218.10814745736076,45.5323177451293,-1.42
10,991,218.10814745736076,45.5323177451293,-1.42
11,992,218.10814745736076,45.5323177451293,-1.42
12,993,218.10814745736076,45.5323177451293,-1.42
13,994,218.10814745736076,45.5323177451293,-1.42
14,995,218.10814745736076,45.5323177451293,-1.42
15,996,218.10814745736076,45.5323177451293,-1.42
16,997,218.10814745736076,45.5323177451293,-1.42
17,998,218.10814745736076,45.5323177451293,-1.42
18,999,218.10814745736076,45.5323177451293,-1.42
19,1000,218.10814745736076,45.5323177451293,-1.42
0,981,219.67147301342683,46.27092971215505,-1.41
1,982,219.67147301342683,46.27092971215505,-1.41
2,983,219.67147301342683,46.27092971215505,-1.41
3,984,219.67147301342683,46.27092971215505,-1.41
4,985,219.67147301342683,46.27092971215505,-1.41
5,986,219.67147301342683,46.27092971215505,-1.41
6,987,219.67147301342683,46.27092971215505,-1.41
7,988,219.67147301342683,46.27092971215505,-1.41
8,989,219.67147301342683,46.27092971215505,-1.41
9,990,219.67147301342683,46.27092971215505,-1.41
10,991,219.67147301342683,46.27092971215505,-1.41
11,992,219.67147301342683,46.27092971215505,-1.41
12,993,219.67147301342683,46.27092971215505,-1.41
13,994,219.67147301342683,46.27092971215505,-1.41
14,995,219.67147301342683,46.27092971215505,-1.41
15,996,219.67147301342683,46.27092971215505,-1.41
16,997,219.67147301342683,46.27092971215505,-1.41
17,998,219.67147301342683,46.27092971215505,-1.41
18,999,219.67147301342683,46.27092971215505,-1.41
19,1000,219.67147301342683,46.27092971215505,-1.41
0,981,221.20722306628542,47.0141523033171,-1.4
1,982,221.20722306628545,47.014152303317104,-1.4
2,983,221.20722306628548,47.01415230331711,-1.4
3,984,221.20722306628542,47.0141523033171,-1.4
4,985,221.20722306628545,47.014152303317104,-1.4
5,986,221.20722306628548,47.01415230331711,-1.4
6,987,221.20722306628542,47.0141523033171,-1.4
7,988,221.20722306628545,47.014152303317104,-1.4
8,989,221.20722306628548,47.01415230331711,-1.4
9,990,221.20722306628542,47.0141523033171,-1.4
10,991,221.20722306628545,47.014152303317104,-1.4
11,992,221.20722306628548,47.01415230331711,-1.4
12,993,221.20722306628542,47.0141523033171,-1.4
13,994,221.20722306628545,47.014152303317104,-1.4
14,995,221.20722306628548,47.01415230331711,-1.4
15,996,221.20722306628542,47.0141523033171,-1.4
16,997,221.20722306628545,47.014152303317104,-1.4
17,998,221.20722306628548,47.01415230331711,-1.4
18,999,221.20722306628542,47.0141523033171,-1.4
19,1000,221.20722306628545,47.014152303317104,-1.4
0,981,222.71540796758055,47.76198378782057,-1.39
1,982,222.71540796758052,47.761983787820576,-1.39
2,983,222.71540796758055,47.76198378782057,-1.39
3,984,222.71540796758052,47.761983787820576,-1.39
4,985,222.71540796758055,47.76198378782057,-1.39
5,986,222.71540796758052,47.761983787820576,-1.39
6,987,222.71540796758055,47.76198378782057,-1.39
7,988,222.71540796758052,47.761983787820576,-1.39
8,989,222.71540796758055,47.76198378782057,-1.39
9,990,222.71540796758052,47.761983787820576,-1.39
10,991,222.71540796758055,47.76198378782057,-1.39
11,992,222.71540796758052,47.761983787820576,-1.39
12,993,222.71540796758055,47.76198378782057,-1.39
13,994,222.71540796758052,47.761983787820576,-1.39
14,995,222.71540796758055,47.76198378782057,-1.39
15,996,222.71540796758052,47.761983787820576,-1.39
16,997,222.71540796758055,47.76198378782057,-1.39
17,998,222.71540796758052,47.761983787820576,-1.39
18,999,222.71540796758055,47.76198378782057,-1.39
19,1000,222.71540796758052,47.761983787820576,-1.39
0,981,224.19604111583283,48.514421925432785,-1.38
1,982,224.19604111583277,48.51442192543277,-1.38
2,983,224.19604111583283,48.514421925432785,-1.38
3,984,224.19604111583277,48.51442192543277,-1.38
4,985,224.19604111583283,48.514421925432785,-1.38
5,986,224.19604111583277,48.51442192543277,-1.38
6,987,224.19604111583283,48.514421925432785,-1.38
7,988,224.19604111583277,48.51442192543277,-1.38
8,989,224.19604111583283,48.514421925432785,-1.38
9,990,224.19604111583277,48.51442192543277,-1.38
10,991,224.19604111583283,48.514421925432785,-1.38
11,992,224.19604111583277,48.51442192543277,-1.38
12,993,224.19604111583283,48.514421925432785,-1.38
13,994,224.19604111583277,48.51442192543277,-1.38
14,995,224.19604111583283,48.514421925432785,-1.38
15,996,224.19604111583277,48.51442192543277,-1.38
16,997,224.19604111583283,48.514421925432785,-1.38
17,998,224.19604111583277,48.51442192543277,-1.38
18,999,224.19604111583283,48.514421925432785,-1.38
19,1000,224.19604111583277,48.51442192543277,-1.38
0,981,225.6491389851985,49.27146396167483,-1.37
1,982,225.64913898519848,49.271463961674826,-1.37
2,983,225.64913898519845,49.27146396167482,-1.37
3,984,225.6491389851985,49.27146396167483,-1.37
4,985,225.64913898519848,49.271463961674826,-1.37
5,986,225.64913898519845,49.27146396167482,-1.37
6,987,225.6491389851985,49.27146396167483,-1.37
7,988,225.64913898519848,49.271463961674826,-1.37
8,989,225.64913898519845,49.27146396167482,-1.37
9,990,225.6491389851985,49.27146396167483,-1.37
10,991,225.64913898519848,49.271463961674826,-1.37
11,992,225.64913898519845,49.27146396167482,-1.37
12,993,225.6491389851985,49.27146396167483,-1.37
13,994,225.64913898519848,49.271463961674826,-1.37
14,995,225.64913898519845,49.27146396167482,-1.37
15,996,225.6491389851985,49.27146396167483,-1.37
16,997,225.64913898519848,49.271463961674826,-1.37
17,998,225.64913898519845,49.27146396167482,-1.37
18,999,225.6491389851985,49.27146396167483,-1.37
19,1000,225.64913898519848,49.271463961674826,-1.37
0,981,227.07472115327968,50.03310662317164,-1.36
1,982,227.07472115327968,50.03310662317164,-1.36
2,983,227.07472115327968,50.03310662317164,-1.36
3,984,227.07472115327968,50.03310662317164,-1.36
4,985,227.07472115327968,50.03310662317164,-1.36
5,986,227.07472115327968,50.03310662317164,-1.36
6,987,227.07472115327968,50.03310662317164,-1.36
7,988,227.07472115327968,50.03310662317164,-1.36
8,989,227.07472115327968,50.03310662317164,-1.36
9,990,227.07472115327968,50.03310662317164,-1.36
10,991,227.07472115327968,50.03310662317164,-1.36
11,992,227.07472115327968,50.03310662317164,-1.36
12,993,227.07472115327968,50.03310662317164,-1.36
13,994,227.07472115327968,50.03310662317164,-1.36
14,995,227.07472115327968,50.03310662317164,-1.36
15,996,227.07472115327968,50.03310662317164,-1.36
16,997,227.07472115327968,50.03310662317164,-1.36
17,998,227.07472115327968,50.03310662317164,-1.36
18,999,227.07472115327968,50.03310662317164,-1.36
19,1000,227.07472115327968,50.03310662317164,-1.36
0,981,228.4728103279486,50.79934611316701,-1.35
1,982,228.47281032794854,50.799346113167,-1.35
2,983,228.47281032794848,50.799346113167,-1.35
3,984,228.47281032794857,50.799346113167005,-1.35
4,985,228.4728103279485,50.799346113167005,-1.35
5,986,228.4728103279486,50.79934611316701,-1.35
6,987,228.47281032794854,50.799346113167,-1.35
7,988,228.47281032794848,50.799346113167,-1.35
8,989,228.47281032794857,50.799346113167005,-1.35
9,990,228.4728103279485,50.799346113167005,-1.35
10,991,228.4728103279486,50.79934611316701,-1.35
11,992,228.47281032794854,50.799346113167,-1.35
12,993,228.47281032794848,50.799346113167,-1.35
13,994,228.47281032794857,50.799346113167005,-1.35
14,995,228.4728103279485,50.799346113167005,-1.35
15,996,228.4728103279486,50.79934611316701,-1.35
16,997,228.47281032794854,50.799346113167,-1.35
17,998,228.47281032794848,50.799346113167,-1.35
18,999,228.47281032794857,50.799346113167005,-1.35
19,1000,228.4728103279485,50.799346113167005,-1.35
0,981,229.8434323731476,51.57017810720973,-1.34
1,982,229.8434323731476,51.57017810720973,-1.34
2,983,229.8434323731476,51.57017810720973,-1.34
3,984,229.8434323731476,51.57017810720973,-1.34
4,985,229.8434323731476,51.57017810720973,-1.34
5,986,229.8434323731476,51.57017810720973,-1.34
6,987,229.8434323731476,51.57017810720973,-1.34
7,988,229.8434323731476,51.57017810720973,-1.34
8,989,229.8434323731476,51.57017810720973,-1.34
9,990,229.8434323731476,51.57017810720973,-1.34
10,991,229.8434323731476,51.57017810720973,-1.34
11,992,229.8434323731476,51.57017810720973,-1.34
12,993,229.8434323731476,51.57017810720973,-1.34
13,994,229.8434323731476,51.57017810720973,-1.34
14,995,229.8434323731476,51.57017810720973,-1.34
15,996,229.8434323731476,51.57017810720973,-1.34
16,997,229.8434323731476,51.57017810720973,-1.34
17,998,229.8434323731476,51.57017810720973,-1.34
18,999,229.8434323731476,51.57017810720973,-1.34
19,1000,229.8434323731476,51.57017810720973,-1.34
0,981,231.18661633362882,52.345597749017294,-1.33
1,982,231.1866163336288,52.3455977490173,-1.33
2,983,231.18661633362882,52.345597749017294,-1.33
3,984,231.1866163336288,52.3455977490173,-1.33
4,985,231.18661633362882,52.345597749017294,-1.33
5,986,231.1866163336288,52.3455977490173,-1.33
6,987,231.18661633362882,52.345597749017294,-1.33
7,988,231.1866163336288,52.3455977490173,-1.33
8,989,231.18661633362882,52.345597749017294,-1.33
9,990,231.1866163336288,52.3455977490173,-1.33
10,991,231.18661633362882,52.345597749017294,-1.33
11,992,231.1866163336288,52.3455977490173,-1.33
12,993,231.18661633362882,52.345597749017294,-1.33
13,994,231.1866163336288,52.3455977490173,-1.33
14,995,231.18661633362882,52.345597749017294,-1.33
15,996,231.1866163336288,52.3455977490173,-1.33
16,997,231.18661633362882,52.345597749017294,-1.33
17,998,231.1866163336288,52.3455977490173,-1.33
18,999,231.18661633362882,52.345597749017294,-1.33
19,1000,231.1866163336288,52.3455977490173,-1.33
0,981,232.50239445859359,53.12559964652316,-1.32
1,982,232.50239445859359,53.12559964652316,-1.32
2,983,232.50239445859359,53.12559964652316,-1.32
3,984,232.50239445859359,53.12559964652316,-1.32
4,985,232.50239445859359,53.12559964652316,-1.32
5,986,232.50239445859359,53.12559964652316,-1.32
6,987,232.50239445859359,53.12559964652316,-1.32
7,988,232.50239445859359,53.12559964652316,-1.32
8,989,232.50239445859359,53.12559964652316,-1.32
9,990,232.50239445859359,53.12559964652316,-1.32
10,991,232.50239445859359,53.12559964652316,-1.32
11,992,232.50239445859359,53.12559964652316,-1.32
12,993,232.50239445859359,53.12559964652316,-1.32
13,994,232.50239445859359,53.12559964652316,-1.32
14,995,232.50239445859359,53.12559964652316,-1.32
15,996,232.50239445859359,53.12559964652316,-1.32
16,997,232.50239445859359,53.12559964652316,-1.32
17,998,232.50239445859359,53.12559964652316,-1.32
18,999,232.50239445859359,53.12559964652316,-1.32
19,1000,232.50239445859359,53.12559964652316,-1.32
0,981,233.79080222419807,53.91017786811408,-1.31
1,982,233.79080222419807,53.91017786811408,-1.31
2,983,233.79080222419807,53.91017786811408,-1.31
3,984,233.79080222419807,53.91017786811408,-1.31
4,985,233.79080222419807,53.91017786811408,-1.31
5,986,233.79080222419807,53.91017786811408,-1.31
6,987,233.79080222419807,53.91017786811408,-1.31
7,988,233.79080222419807,53.91017786811408,-1.31
8,989,233.79080222419807,53.91017786811408,-1.31
9,990,233.79080222419807,53.91017786811408,-1.31
10,991,233.79080222419807,53.91017786811408,-1.31
11,992,233.79080222419807,53.91017786811408,-1.31
12,993,233.79080222419807,53.91017786811408,-1.31
13,994,233.79080222419807,53.91017786811408,-1.31
14,995,233.79080222419807,53.91017786811408,-1.31
15,996,233.79080222419807,53.91017786811408,-1.31
16,997,233.79080222419807,53.91017786811408,-1.31
17,998,233.79080222419807,53.91017786811408,-1.31
18,999,233.79080222419807,53.91017786811408,-1.31
19,1000,233.79080222419807,53.91017786811408,-1.31
0,981,235.05187835488547,54.699325939063186,-1.3
1,982,235.05187835488536,54.69932593906317,-1.3
2,983,235.05187835488545,54.69932593906318,-1.3
3,984,235.0518783548854,54.69932593906318,-1.3
4,985,235.05187835488547,54.699325939063186,-1.3
5,986,235.05187835488536,54.69932593906317,-1.3
6,987,235.05187835488545,54.69932593906318,-1.3
7,988,235.0518783548854,54.69932593906318,-1.3
8,989,235.05187835488547,54.699325939063186,-1.3
9,990,235.05187835488536,54.69932593906317,-1.3
10,991,235.05187835488545,54.69932593906318,-1.3
11,992,235.0518783548854,54.69932593906318,-1.3
12,993,235.05187835488547,54.699325939063186,-1.3
13,994,235.05187835488536,54.69932593906317,-1.3
14,995,235.05187835488545,54.69932593906318,-1.3
15,996,235.0518783548854,54.69932593906318,-1.3
16,997,235.05187835488547,54.699325939063186,-1.3
17,998,235.05187835488536,54.69932593906317,-1.3
18,999,235.05187835488545,54.69932593906318,-1.3
19,1000,235.0518783548854,54.69932593906318,-1.3
0,981,236.2856648435101,55.49303683816514,-1.29
1,982,236.28566484351006,55.49303683816513,-1.29
2,983,236.2856648435101,55.49303683816514,-1.29
3,984,236.28566484351006,55.49303683816513,-1.29
4,985,236.2856648435101,55.49303683816514,-1.29
5,986,236.28566484351006,55.49303683816513,-1.29
6,987,236.2856648435101,55.49303683816514,-1.29
7,988,236.28566484351006,55.49303683816513,-1.29
8,989,236.2856648435101,55.49303683816514,-1.29
9,990,236.28566484351006,55.49303683816513,-1.29
10,991,236.2856648435101,55.49303683816514,-1.29
11,992,236.28566484351006,55.49303683816513,-1.29
12,993,236.2856648435101,55.49303683816514,-1.29
13,994,236.28566484351006,55.49303683816513,-1.29
14,995,236.2856648435101,55.49303683816514,-1.29
15,996,236.28566484351006,55.49303683816513,-1.29
16,997,236.2856648435101,55.49303683816514,-1.29
17,998,236.28566484351006,55.49303683816513,-1.29
18,999,236.2856648435101,55.49303683816514,-1.29
19,1000,236.28566484351006,55.49303683816513,-1.29
0,981,237.49220697021892,56.29130299457941,-1.28
1,982,237.49220697021892,56.29130299457941,-1.28
2,983,237.49220697021892,56.29130299457941,-1.28
3,984,237.49220697021892,56.29130299457941,-1.28
4,985,237.49220697021892,56.29130299457941,-1.28
5,986,237.49220697021892,56.29130299457941,-1.28
6,987,237.49220697021892,56.29130299457941,-1.28
7,988,237.49220697021892,56.29130299457941,-1.28
8,989,237.49220697021892,56.29130299457941,-1.28
9,990,237.49220697021892,56.29130299457941,-1.28
10,991,237.49220697021892,56.29130299457941,-1.28
11,992,237.49220697021892,56.29130299457941,-1.28
12,993,237.49220697021892,56.29130299457941,-1.28
13,994,237.49220697021892,56.29130299457941,-1.28
14,995,237.49220697021892,56.29130299457941,-1.28
