,Time,Non-breeding,Breeding,rnb
16,997,274.5265217629823,46.5518177375276,-1.59
17,998,274.5265217629823,46.5518177375276,-1.59
18,999,274.5265217629823,46.5518177375276,-1.59
19,1000,274.5265217629823,46.5518177375276,-1.59
0,981,277.1021372219472,47.37873637868517,-1.58
1,982,277.10213722194715,47.37873637868516,-1.58
2,983,277.1021372219472,47.37873637868517,-1.58
3,984,277.10213722194715,47.37873637868516,-1.58
4,985,277.1021372219472,47.37873637868517,-1.58
5,986,277.10213722194715,47.37873637868516,-1.58
6,987,277.1021372219472,47.37873637868517,-1.58
7,988,277.10213722194715,47.37873637868516,-1.58
8,989,277.1021372219472,47.37873637868517,-1.58
9,990,277.10213722194715,47.37873637868516,-1.58
10,991,277.1021372219472,47.37873637868517,-1.58
11,992,277.10213722194715,47.37873637868516,-1.58
12,993,277.1021372219472,47.37873637868517,-1.58
13,994,277.10213722194715,47.37873637868516,-1.58
14,995,277.1021372219472,47.37873637868517,-1.58
15,996,277.10213722194715,47.37873637868516,-1.58
16,997,277.1021372219472,47.37873637868517,-1.58
17,998,277.10213722194715,47.37873637868516,-1.58
18,999,277.1021372219472,47.37873637868517,-1.58
19,1000,277.10213722194715,47.37873637868516,-1.58
0,981,279.6269669943494,48.20906781797973,-1.57
1,982,279.6269669943494,48.20906781797973,-1.57
2,983,279.6269669943494,48.20906781797973,-1.57
3,984,279.6269669943494,48.20906781797973,-1.57
4,985,279.6269669943494,48.20906781797973,-1.57
5,986,279.6269669943494,48.20906781797973,-1.57
6,987,279.6269669943494,48.20906781797973,-1.57
7,988,279.6269669943494,48.20906781797973,-1.57
8,989,279.6269669943494,48.20906781797973,-1.57
9,990,279.6269669943494,48.20906781797973,-1.57
10,991,279.6269669943494,48.20906781797973,-1.57
11,992,279.6269669943494,48.20906781797973,-1.57
12,993,279.6269669943494,48.20906781797973,-1.57
13,994,279.6269669943494,48.20906781797973,-1.57
14,995,279.6269669943494,48.20906781797973,-1.57
15,996,279.6269669943494,48.20906781797973,-1.57
16,997,279.6269669943494,48.20906781797973,-1.57
17,998,279.6269669943494,48.20906781797973,-1.57
18,999,279.6269669943494,48.20906781797973,-1.57
19,1000,279.6269669943494,48.20906781797973,-1.57
0,981,282.10108399563035,49.04280715549365,-1.56
1,982,282.10108399563035,49.04280715549365,-1.56
2,983,282.10108399563035,49.04280715549365,-1.56
3,984,282.10108399563035,49.04280715549365,-1.56
4,985,282.10108399563035,49.04280715549365,-1.56
5,986,282.10108399563035,49.04280715549365,-1.56
6,987,282.10108399563035,49.04280715549365,-1.56
7,988,282.10108399563035,49.04280715549365,-1.56
8,989,282.10108399563035,49.04280715549365,-1.56
9,990,282.10108399563035,49.04280715549365,-1.56
10,991,282.10108399563035,49.04280715549365,-1.56
11,992,282.10108399563035,49.04280715549365,-1.56
12,993,282.10108399563035,49.04280715549365,-1.56
13,994,282.10108399563035,49.04280715549365,-1.56
14,995,282.10108399563035,49.04280715549365,-1.56
15,996,282.10108399563035,49.04280715549365,-1.56
16,997,282.10108399563035,49.04280715549365,-1.56
17,998,282.10108399563035,49.04280715549365,-1.56
18,999,282.10108399563035,49.04280715549365,-1.56
19,1000,282.10108399563035,49.04280715549365,-1.56
0,981,284.5245689107905,49.87994896919489,-1.55
1,982,284.52456891079044,49.87994896919488,-1.55
2,983,284.5245689107905,49.87994896919489,-1.55
3,984,284.52456891079044,49.87994896919488,-1.55
4,985,284.5245689107905,49.87994896919489,-1.55
5,986,284.52456891079044,49.87994896919488,-1.55
6,987,284.5245689107905,49.87994896919489,-1.55
7,988,284.52456891079044,49.87994896919488,-1.55
8,989,284.5245689107905,49.87994896919489,-1.55
9,990,284.52456891079044,49.87994896919488,-1.55
10,991,284.5245689107905,49.87994896919489,-1.55
11,992,284.52456891079044,49.87994896919488,-1.55
12,993,284.5245689107905,49.87994896919489,-1.55
13,994,284.52456891079044,49.87994896919488,-1.55
14,995,284.5245689107905,49.87994896919489,-1.55
15,996,284.52456891079044,49.87994896919488,-1.55
16,997,284.5245689107905,49.87994896919489,-1.55
17,998,284.52456891079044,49.87994896919488,-1.55
18,999,284.5245689107905,49.87994896919489,-1.55
19,1000,284.52456891079044,49.87994896919488,-1.55
0,981,286.8975102506413,50.72048731115692,-1.54
1,982,286.8975102506413,50.72048731115692,-1.54
2,983,286.8975102506413,50.72048731115692,-1.54
3,984,286.8975102506413,50.72048731115692,-1.54
4,985,286.8975102506413,50.72048731115692,-1.54
5,986,286.8975102506413,50.72048731115692,-1.54
6,987,286.8975102506413,50.72048731115692,-1.54
7,988,286.8975102506413,50.72048731115692,-1.54
8,989,286.8975102506413,50.72048731115692,-1.54
9,990,286.8975102506413,50.72048731115692,-1.54
10,991,286.8975102506413,50.72048731115692,-1.54
11,992,286.8975102506413,50.72048731115692,-1.54
12,993,286.8975102506413,50.72048731115692,-1.54
13,994,286.8975102506413,50.72048731115692,-1.54
14,995,286.8975102506413,50.72048731115692,-1.54
15,996,286.8975102506413,50.72048731115692,-1.54
16,997,286.8975102506413,50.72048731115692,-1.54
17,998,286.8975102506413,50.72048731115692,-1.54
18,999,286.8975102506413,50.72048731115692,-1.54
19,1000,286.8975102506413,50.72048731115692,-1.54
0,981,289.220004403679,51.564415704072786,-1.53
1,982,289.220004403679,51.564415704072786,-1.53
2,983,289.220004403679,51.564415704072786,-1.53
3,984,289.220004403679,51.564415704072786,-1.53
4,985,289.220004403679,51.564415704072786,-1.53
5,986,289.220004403679,51.564415704072786,-1.53
6,987,289.220004403679,51.564415704072786,-1.53
7,988,289.220004403679,51.564415704072786,-1.53
8,989,289.220004403679,51.564415704072786,-1.53
9,990,289.220004403679,51.564415704072786,-1.53
10,991,289.220004403679,51.564415704072786,-1.53
11,992,289.220004403679,51.564415704072786,-1.53
12,993,289.220004403679,51.564415704072786,-1.53
13,994,289.220004403679,51.564415704072786,-1.53
14,995,289.220004403679,51.564415704072786,-1.53
15,996,289.220004403679,51.564415704072786,-1.53
16,997,289.220004403679,51.564415704072786,-1.53
17,998,289.220004403679,51.564415704072786,-1.53
18,999,289.220004403679,51.564415704072786,-1.53
19,1000,289.220004403679,51.564415704072786,-1.53
0,981,291.4921556834462,52.41172713807243,-1.52
1,982,291.4921556834462,52.41172713807243,-1.52
2,983,291.4921556834462,52.41172713807243,-1.52
3,984,291.4921556834462,52.41172713807243,-1.52
4,985,291.4921556834462,52.41172713807243,-1.52
5,986,291.4921556834462,52.41172713807243,-1.52
6,987,291.4921556834462,52.41172713807243,-1.52
7,988,291.4921556834462,52.41172713807243,-1.52
8,989,291.4921556834462,52.41172713807243,-1.52
9,990,291.4921556834462,52.41172713807243,-1.52
10,991,291.4921556834462,52.41172713807243,-1.52
11,992,291.4921556834462,52.41172713807243,-1.52
12,993,291.4921556834462,52.41172713807243,-1.52
13,994,291.4921556834462,52.41172713807243,-1.52
14,995,291.4921556834462,52.41172713807243,-1.52
15,996,291.4921556834462,52.41172713807243,-1.52
16,997,291.4921556834462,52.41172713807243,-1.52
17,998,291.4921556834462,52.41172713807243,-1.52
18,999,291.4921556834462,52.41172713807243,-1.52
19,1000,291.4921556834462,52.41172713807243,-1.52
0,981,293.7140763712466,53.26241406785223,-1.51
1,982,293.7140763712466,53.26241406785223,-1.51
2,983,293.7140763712466,53.26241406785223,-1.51
3,984,293.7140763712466,53.26241406785223,-1.51
4,985,293.7140763712466,53.26241406785223,-1.51
5,986,293.7140763712466,53.26241406785223,-1.51
6,987,293.7140763712466,53.26241406785223,-1.51
7,988,293.7140763712466,53.26241406785223,-1.51
8,989,293.7140763712466,53.26241406785223,-1.51
9,990,293.7140763712466,53.26241406785223,-1.51
10,991,293.7140763712466,53.26241406785223,-1.51
11,992,293.7140763712466,53.26241406785223,-1.51
12,993,293.7140763712466,53.26241406785223,-1.51
13,994,293.7140763712466,53.26241406785223,-1.51
14,995,293.7140763712466,53.26241406785223,-1.51
15,996,293.7140763712466,53.26241406785223,-1.51
16,997,293.7140763712466,53.26241406785223,-1.51
17,998,293.7140763712466,53.26241406785223,-1.51
18,999,293.7140763712466,53.26241406785223,-1.51
19,1000,293.7140763712466,53.26241406785223,-1.51
0,981,295.8858867540882,54.11646841012529,-1.5
1,982,295.8858867540882,54.11646841012529,-1.5
2,983,295.8858867540882,54.11646841012529,-1.5
3,984,295.8858867540882,54.11646841012529,-1.5
4,985,295.8858867540882,54.11646841012529,-1.5
5,986,295.8858867540882,54.11646841012529,-1.5
6,987,295.8858867540882,54.11646841012529,-1.5
7,988,295.8858867540882,54.11646841012529,-1.5
8,989,295.8858867540882,54.11646841012529,-1.5
9,990,295.8858867540882,54.11646841012529,-1.5
10,991,295.8858867540882,54.11646841012529,-1.5
11,992,295.8858867540882,54.11646841012529,-1.5
12,993,295.8858867540882,54.11646841012529,-1.5
13,994,295.8858867540882,54.11646841012529,-1.5
14,995,295.8858867540882,54.11646841012529,-1.5
15,996,295.8858867540882,54.11646841012529,-1.5
16,997,295.8858867540882,54.11646841012529,-1.5
17,998,295.8858867540882,54.11646841012529,-1.5
18,999,295.8858867540882,54.11646841012529,-1.5
19,1000,295.8858867540882,54.11646841012529,-1.5
0,981,298.00771515772703,54.97388154140077,-1.49
1,982,298.00771515772703,54.97388154140077,-1.49
2,983,298.00771515772703,54.97388154140077,-1.49
3,984,298.00771515772703,54.97388154140077,-1.49
4,985,298.00771515772703,54.97388154140077,-1.49
5,986,298.00771515772703,54.97388154140077,-1.49
6,987,298.00771515772703,54.97388154140077,-1.49
7,988,298.00771515772703,54.97388154140077,-1.49
8,989,298.00771515772703,54.97388154140077,-1.49
9,990,298.00771515772703,54.97388154140077,-1.49
10,991,298.00771515772703,54.97388154140077,-1.49
11,992,298.00771515772703,54.97388154140077,-1.49
12,993,298.00771515772703,54.97388154140077,-1.49
13,994,298.00771515772703,54.97388154140077,-1.49
14,995,298.00771515772703,54.97388154140077,-1.49
15,996,298.00771515772703,54.97388154140077,-1.49
16,997,298.00771515772703,54.97388154140077,-1.49
17,998,298.00771515772703,54.97388154140077,-1.49
18,999,298.00771515772703,54.97388154140077,-1.49
19,1000,298.00771515772703,54.97388154140077,-1.49
0,981,300.079697974698,55.834644296100315,-1.48
1,982,300.079697974698,55.834644296100315,-1.48
2,983,300.079697974698,55.834644296100315,-1.48
3,984,300.079697974698,55.834644296100315,-1.48
4,985,300.079697974698,55.834644296100315,-1.48
5,986,300.079697974698,55.834644296100315,-1.48
6,987,300.079697974698,55.834644296100315,-1.48
7,988,300.079697974698,55.834644296100315,-1.48
8,989,300.079697974698,55.834644296100315,-1.48
9,990,300.079697974698,55.834644296100315,-1.48
10,991,300.079697974698,55.834644296100315,-1.48
11,992,300.079697974698,55.834644296100315,-1.48
12,993,300.079697974698,55.834644296100315,-1.48
13,994,300.079697974698,55.834644296100315,-1.48
14,995,300.079697974698,55.834644296100315,-1.48
15,996,300.079697974698,55.834644296100315,-1.48
16,997,300.079697974698,55.834644296100315,-1.48
17,998,300.079697974698,55.834644296100315,-1.48
18,999,300.079697974698,55.834644296100315,-1.48
19,1000,300.079697974698,55.834644296100315,-1.48
0,981,302.101979687216,56.698746965019076,-1.47
1,982,302.101979687216,56.698746965019076,-1.47
2,983,302.101979687216,56.698746965019076,-1.47
3,984,302.101979687216,56.698746965019076,-1.47
4,985,302.101979687216,56.698746965019076,-1.47
5,986,302.101979687216,56.698746965019076,-1.47
6,987,302.101979687216,56.698746965019076,-1.47
7,988,302.101979687216,56.698746965019076,-1.47
8,989,302.101979687216,56.698746965019076,-1.47
9,990,302.101979687216,56.698746965019076,-1.47
10,991,302.101979687216,56.698746965019076,-1.47
11,992,302.101979687216,56.698746965019076,-1.47
12,993,302.101979687216,56.698746965019076,-1.47
13,994,302.101979687216,56.698746965019076,-1.47
14,995,302.101979687216,56.698746965019076,-1.47
15,996,302.101979687216,56.698746965019076,-1.47
16,997,302.101979687216,56.698746965019076,-1.47
17,998,302.101979687216,56.698746965019076,-1.47
18,999,302.101979687216,56.698746965019076,-1.47
19,1000,302.101979687216,56.698746965019076,-1.47
0,981,304.07471288484237,57.566179294138614,-1.46
1,982,304.07471288484237,57.566179294138614,-1.46
2,983,304.07471288484237,57.566179294138614,-1.46
3,984,304.07471288484237,57.566179294138614,-1.46
4,985,304.07471288484237,57.566179294138614,-1.46
5,986,304.07471288484237,57.566179294138614,-1.46
6,987,304.07471288484237,57.566179294138614,-1.46
7,988,304.07471288484237,57.566179294138614,-1.46
8,989,304.07471288484237,57.566179294138614,-1.46
9,990,304.07471288484237,57.566179294138614,-1.46
10,991,304.07471288484237,57.566179294138614,-1.46
11,992,304.07471288484237,57.566179294138614,-1.46
12,993,304.07471288484237,57.566179294138614,-1.46
13,994,304.07471288484237,57.566179294138614,-1.46
14,995,304.07471288484237,57.566179294138614,-1.46
15,996,304.07471288484237,57.566179294138614,-1.46
16,997,304.07471288484237,57.566179294138614,-1.46
17,998,304.07471288484237,57.566179294138614,-1.46
18,999,304.07471288484237,57.566179294138614,-1.46
19,1000,304.07471288484237,57.566179294138614,-1.46
0,981,305.9980582768134,58.43693048379817,-1.45
1,982,305.9980582768134,58.43693048379817,-1.45
2,983,305.9980582768134,58.43693048379817,-1.45
3,984,305.9980582768134,58.43693048379817,-1.45
4,985,305.9980582768134,58.43693048379817,-1.45
5,986,305.9980582768134,58.43693048379817,-1.45
6,987,305.9980582768134,58.43693048379817,-1.45
7,988,305.9980582768134,58.43693048379817,-1.45
8,989,305.9980582768134,58.43693048379817,-1.45
9,990,305.9980582768134,58.43693048379817,-1.45
10,991,305.9980582768134,58.43693048379817,-1.45
11,992,305.9980582768134,58.43693048379817,-1.45
12,993,305.9980582768134,58.43693048379817,-1.45
13,994,305.9980582768134,58.43693048379817,-1.45
14,995,305.9980582768134,58.43693048379817,-1.45
15,996,305.9980582768134,58.43693048379817,-1.45
16,997,305.9980582768134,58.43693048379817,-1.45
17,998,305.9980582768134,58.43693048379817,-1.45
18,999,305.9980582768134,58.43693048379817,-1.45
19,1000,305.9980582768134,58.43693048379817,-1.45
0,981,307.87218469894003,59.310989188231254,-1.44
1,982,307.87218469894003,59.310989188231254,-1.44
2,983,307.87218469894003,59.310989188231254,-1.44
3,984,307.87218469894003,59.310989188231254,-1.44
4,985,307.87218469894003,59.310989188231254,-1.44
5,986,307.87218469894003,59.310989188231254,-1.44
6,987,307.87218469894003,59.310989188231254,-1.44
7,988,307.87218469894003,59.310989188231254,-1.44
8,989,307.87218469894003,59.310989188231254,-1.44
9,990,307.87218469894003,59.310989188231254,-1.44
10,991,307.87218469894003,59.310989188231254,-1.44
11,992,307.87218469894003,59.310989188231254,-1.44
12,993,307.87218469894003,59.310989188231254,-1.44
13,994,307.87218469894003,59.310989188231254,-1.44
14,995,307.87218469894003,59.310989188231254,-1.44
15,996,307.87218469894003,59.310989188231254,-1.44
16,997,307.87218469894003,59.310989188231254,-1.44
17,998,307.87218469894003,59.310989188231254,-1.44
18,999,307.87218469894003,59.310989188231254,-1.44
19,1000,307.87218469894003,59.310989188231254,-1.44
0,981,309.69726911498617,60.188343515472944,-1.43
1,982,309.69726911498617,60.188343515472944,-1.43
2,983,309.69726911498617,60.188343515472944,-1.43
3,984,309.69726911498617,60.188343515472944,-1.43
4,985,309.69726911498617,60.188343515472944,-1.43
5,986,309.69726911498617,60.188343515472944,-1.43
6,987,309.69726911498617,60.188343515472944,-1.43
7,988,309.69726911498617,60.188343515472944,-1.43
8,989,309.69726911498617,60.188343515472944,-1.43
9,990,309.69726911498617,60.188343515472944,-1.43
10,991,309.69726911498617,60.188343515472944,-1.43
11,992,309.69726911498617,60.188343515472944,-1.43
12,993,309.69726911498617,60.188343515472944,-1.43
13,994,309.69726911498617,60.188343515472944,-1.43
14,995,309.69726911498617,60.188343515472944,-1.43
15,996,309.69726911498617,60.188343515472944,-1.43
16,997,309.69726911498617,60.188343515472944,-1.43
17,998,309.69726911498617,60.188343515472944,-1.43
18,999,309.69726911498617,60.188343515472944,-1.43
19,1000,309.69726911498617,60.188343515472944,-1.43
0,981,311.4734966124489,61.06898102764345,-1.42
1,982,311.4734966124489,61.06898102764345,-1.42
2,983,311.4734966124489,61.06898102764345,-1.42
3,984,311.4734966124489,61.06898102764345,-1.42
4,985,311.4734966124489,61.06898102764345,-1.42
5,986,311.4734966124489,61.06898102764345,-1.42
6,987,311.4734966124489,61.06898102764345,-1.42
7,988,311.4734966124489,61.06898102764345,-1.42
8,989,311.4734966124489,61.06898102764345,-1.42
9,990,311.4734966124489,61.06898102764345,-1.42
10,991,311.4734966124489,61.06898102764345,-1.42
11,992,311.4734966124489,61.06898102764345,-1.42
12,993,311.4734966124489,61.06898102764345,-1.42
13,994,311.4734966124489,61.06898102764345,-1.42
14,995,311.4734966124489,61.06898102764345,-1.42
15,996,311.4734966124489,61.06898102764345,-1.42
16,997,311.4734966124489,61.06898102764345,-1.42
17,998,311.4734966124489,61.06898102764345,-1.42
18,999,311.4734966124489,61.06898102764345,-1.42
19,1000,311.4734966124489,61.06898102764345,-1.42
0,981,313.2010603926648,61.95288874161293,-1.41
1,982,313.2010603926648,61.95288874161293,-1.41
2,983,313.2010603926648,61.95288874161293,-1.41
3,984,313.2010603926648,61.95288874161293,-1.41
4,985,313.2010603926648,61.95288874161293,-1.41
5,986,313.2010603926648,61.95288874161293,-1.41
6,987,313.2010603926648,61.95288874161293,-1.41
7,988,313.2010603926648,61.95288874161293,-1.41
8,989,313.2010603926648,61.95288874161293,-1.41
9,990,313.2010603926648,61.95288874161293,-1.41
10,991,313.2010603926648,61.95288874161293,-1.41
11,992,313.2010603926648,61.95288874161293,-1.41
12,993,313.2010603926648,61.95288874161293,-1.41
13,994,313.2010603926648,61.95288874161293,-1.41
14,995,313.2010603926648,61.95288874161293,-1.41
15,996,313.2010603926648,61.95288874161293,-1.41
16,997,313.2010603926648,61.95288874161293,-1.41
17,998,313.2010603926648,61.95288874161293,-1.41
18,999,313.2010603926648,61.95288874161293,-1.41
19,1000,313.2010603926648,61.95288874161293,-1.41
0,981,314.88016175517845,62.84005313005203,-1.4
1,982,314.88016175517845,62.84005313005203,-1.4
2,983,314.88016175517845,62.84005313005203,-1.4
3,984,314.88016175517845,62.84005313005203,-1.4
4,985,314.88016175517845,62.84005313005203,-1.4
5,986,314.88016175517845,62.84005313005203,-1.4
6,987,314.88016175517845,62.84005313005203,-1.4
7,988,314.88016175517845,62.84005313005203,-1.4
8,989,314.88016175517845,62.84005313005203,-1.4
9,990,314.88016175517845,62.84005313005203,-1.4
10,991,314.88016175517845,62.84005313005203,-1.4
11,992,314.88016175517845,62.84005313005203,-1.4
12,993,314.88016175517845,62.84005313005203,-1.4
13,994,314.88016175517845,62.84005313005203,-1.4
14,995,314.88016175517845,62.84005313005203,-1.4
15,996,314.88016175517845,62.84005313005203,-1.4
16,997,314.88016175517845,62.84005313005203,-1.4
17,998,314.88016175517845,62.84005313005203,-1.4
18,999,314.88016175517845,62.84005313005203,-1.4
19,1000,314.88016175517845,62.84005313005203,-1.4
0,981,316.51101007631456,63.73046012287168,-1.39
1,982,316.51101007631456,63.73046012287168,-1.39
2,983,316.51101007631456,63.73046012287168,-1.39
3,984,316.51101007631456,63.73046012287168,-1.39
4,985,316.51101007631456,63.73046012287168,-1.39
5,986,316.51101007631456,63.73046012287168,-1.39
6,987,316.51101007631456,63.73046012287168,-1.39
7,988,316.51101007631456,63.73046012287168,-1.39
8,989,316.51101007631456,63.73046012287168,-1.39
9,990,316.51101007631456,63.73046012287168,-1.39
10,991,316.51101007631456,63.73046012287168,-1.39
11,992,316.51101007631456,63.73046012287168,-1.39
12,993,316.51101007631456,63.73046012287168,-1.39
13,994,316.51101007631456,63.73046012287168,-1.39
14,995,316.51101007631456,63.73046012287168,-1.39
15,996,316.51101007631456,63.73046012287168,-1.39
16,997,316.51101007631456,63.73046012287168,-1.39
17,998,316.51101007631456,63.73046012287168,-1.39
18,999,316.51101007631456,63.73046012287168,-1.39
19,1000,316.51101007631456,63.73046012287168,-1.39
0,981,318.0938227819058,64.62409510905596,-1.38
1,982,318.0938227819058,64.62409510905596,-1.38
2,983,318.0938227819058,64.62409510905596,-1.38
3,984,318.0938227819058,64.62409510905596,-1.38
4,985,318.0938227819058,64.62409510905596,-1.38
5,986,318.0938227819058,64.62409510905596,-1.38
6,987,318.0938227819058,64.62409510905596,-1.38
7,988,318.0938227819058,64.62409510905596,-1.38
8,989,318.0938227819058,64.62409510905596,-1.38
9,990,318.0938227819058,64.62409510905596,-1.38
10,991,318.0938227819058,64.62409510905596,-1.38
11,992,318.0938227819058,64.62409510905596,-1.38
12,993,318.0938227819058,64.62409510905596,-1.38
13,994,318.0938227819058,64.62409510905596,-1.38
14,995,318.0938227819058,64.62409510905596,-1.38
15,996,318.0938227819058,64.62409510905596,-1.38
16,997,318.0938227819058,64.62409510905596,-1.38
17,998,318.0938227819058,64.62409510905596,-1.38
18,999,318.0938227819058,64.62409510905596,-1.38
19,1000,318.0938227819058,64.62409510905596,-1.38
0,981,319.62882531413425,65.5209429388902,-1.37
1,982,319.62882531413425,65.5209429388902,-1.37
2,983,319.62882531413425,65.5209429388902,-1.37
3,984,319.62882531413425,65.5209429388902,-1.37
4,985,319.62882531413425,65.5209429388902,-1.37
5,986,319.62882531413425,65.5209429388902,-1.37
6,987,319.62882531413425,65.5209429388902,-1.37
7,988,319.62882531413425,65.5209429388902,-1.37
8,989,319.62882531413425,65.5209429388902,-1.37
9,990,319.62882531413425,65.5209429388902,-1.37
10,991,319.62882531413425,65.5209429388902,-1.37
11,992,319.62882531413425,65.5209429388902,-1.37
12,993,319.62882531413425,65.5209429388902,-1.37
13,994,319.62882531413425,65.5209429388902,-1.37
14,995,319.62882531413425,65.5209429388902,-1.37
15,996,319.62882531413425,65.5209429388902,-1.37
16,997,319.62882531413425,65.5209429388902,-1.37
17,998,319.62882531413425,65.5209429388902,-1.37
18,999,319.62882531413425,65.5209429388902,-1.37
19,1000,319.62882531413425,65.5209429388902,-1.37
0,981,321.1162510924559,66.42098792658697,-1.36
1,982,321.1162510924559,66.42098792658697,-1.36
2,983,321.1162510924559,66.42098792658697,-1.36
3,984,321.1162510924559,66.42098792658697,-1.36
4,985,321.1162510924559,66.42098792658697,-1.36
5,986,321.1162510924559,66.42098792658697,-1.36
6,987,321.1162510924559,66.42098792658697,-1.36
7,988,321.1162510924559,66.42098792658697,-1.36
8,989,321.1162510924559,66.42098792658697,-1.36
9,990,321.1162510924559,66.42098792658697,-1.36
10,991,321.1162510924559,66.42098792658697,-1.36
11,992,321.1162510924559,66.42098792658697,-1.36
12,993,321.1162510924559,66.42098792658697,-1.36
13,994,321.1162510924559,66.42098792658697,-1.36
14,995,321.1162510924559,66.42098792658697,-1.36
15,996,321.1162510924559,66.42098792658697,-1.36
16,997,321.1162510924559,66.42098792658697,-1.36
17,998,321.1162510924559,66.42098792658697,-1.36
18,999,321.1162510924559,66.42098792658697,-1.36
19,1000,321.1162510924559,66.42098792658697,-1.36
0,981,322.55634146858534,67.32421385331108,-1.35
1,982,322.55634146858534,67.32421385331108,-1.35
2,983,322.55634146858534,67.32421385331108,-1.35
3,984,322.55634146858534,67.32421385331108,-1.35
4,985,322.55634146858534,67.32421385331108,-1.35
5,986,322.55634146858534,67.32421385331108,-1.35
6,987,322.55634146858534,67.32421385331108,-1.35
7,988,322.55634146858534,67.32421385331108,-1.35
8,989,322.55634146858534,67.32421385331108,-1.35
9,990,322.55634146858534,67.32421385331108,-1.35
10,991,322.55634146858534,67.32421385331108,-1.35
11,992,322.55634146858534,67.32421385331108,-1.35
12,993,322.55634146858534,67.32421385331108,-1.35
13,994,322.55634146858534,67.32421385331108,-1.35
14,995,322.55634146858534,67.32421385331108,-1.35
15,996,322.55634146858534,67.32421385331108,-1.35
16,997,322.55634146858534,67.32421385331108,-1.35
17,998,322.55634146858534,67.32421385331108,-1.35
18,999,322.55634146858534,67.32421385331108,-1.35
19,1000,322.55634146858534,67.32421385331108,-1.35
0,981,323.9493456755261,68.23060397060465,-1.34
1,982,323.9493456755261,68.23060397060465,-1.34
2,983,323.9493456755261,68.23060397060465,-1.34
3,984,323.9493456755261,68.23060397060465,-1.34
4,985,323.9493456755261,68.23060397060465,-1.34
5,986,323.9493456755261,68.23060397060465,-1.34
6,987,323.9493456755261,68.23060397060465,-1.34
7,988,323.9493456755261,68.23060397060465,-1.34
8,989,323.9493456755261,68.23060397060465,-1.34
9,990,323.9493456755261,68.23060397060465,-1.34
10,991,323.9493456755261,68.23060397060465,-1.34
11,992,323.9493456755261,68.23060397060465,-1.34
12,993,323.9493456755261,68.23060397060465,-1.34
13,994,323.9493456755261,68.23060397060465,-1.34
14,995,323.9493456755261,68.23060397060465,-1.34
15,996,323.9493456755261,68.23060397060465,-1.34
16,997,323.9493456755261,68.23060397060465,-1.34
17,998,323.9493456755261,68.23060397060465,-1.34
18,999,323.9493456755261,68.23060397060465,-1.34
19,1000,323.9493456755261,68.23060397060465,-1.34
0,981,325.29552077064386,69.14014100421275,-1.33
1,982,325.2955207706438,69.14014100421274,-1.33
2,983,325.29552077064386,69.14014100421275,-1.33
3,984,325.2955207706438,69.14014100421274,-1.33
4,985,325.29552077064386,69.14014100421275,-1.33
5,986,325.2955207706438,69.14014100421274,-1.33
6,987,325.29552077064386,69.14014100421275,-1.33
7,988,325.2955207706438,69.14014100421274,-1.33
8,989,325.29552077064386,69.14014100421275,-1.33
9,990,325.2955207706438,69.14014100421274,-1.33
10,991,325.29552077064386,69.14014100421275,-1.33
11,992,325.2955207706438,69.14014100421274,-1.33
12,993,325.29552077064386,69.14014100421275,-1.33
13,994,325.2955207706438,69.14014100421274,-1.33
14,995,325.29552077064386,69.14014100421275,-1.33
15,996,325.2955207706438,69.14014100421274,-1.33
16,997,325.29552077064386,69.14014100421275,-1.33
17,998,325.2955207706438,69.14014100421274,-1.33
18,999,325.29552077064386,69.14014100421275,-1.33
19,1000,325.2955207706438,69.14014100421274,-1.33
0,981,326.59513157278616,70.0528071583088,-1.32
1,982,326.59513157278616,70.0528071583088,-1.32
2,983,326.59513157278616,70.0528071583088,-1.32
3,984,326.59513157278616,70.0528071583088,-1.32
4,985,326.59513157278616,70.0528071583088,-1.32
5,986,326.59513157278616,70.0528071583088,-1.32
6,987,326.59513157278616,70.0528071583088,-1.32
7,988,326.59513157278616,70.0528071583088,-1.32
8,989,326.59513157278616,70.0528071583088,-1.32
9,990,326.59513157278616,70.0528071583088,-1.32
10,991,326.59513157278616,70.0528071583088,-1.32
11,992,326.59513157278616,70.0528071583088,-1.32
12,993,326.59513157278616,70.0528071583088,-1.32
13,994,326.59513157278616,70.0528071583088,-1.32
14,995,326.59513157278616,70.0528071583088,-1.32
15,996,326.59513157278616,70.0528071583088,-1.32
16,997,326.59513157278616,70.0528071583088,-1.32
17,998,326.59513157278616,70.0528071583088,-1.32
18,999,326.59513157278616,70.0528071583088,-1.32
19,1000,326.59513157278616,70.0528071583088,-1.32
0,981,327.84845059346577,70.96858412011912,-1.31
1,982,327.84845059346577,70.96858412011912,-1.31
2,983,327.84845059346577,70.96858412011912,-1.31
3,984,327.84845059346577,70.96858412011912,-1.31
4,985,327.84845059346577,70.96858412011912,-1.31
5,986,327.84845059346577,70.96858412011912,-1.31
6,987,327.84845059346577,70.96858412011912,-1.31
7,988,327.84845059346577,70.96858412011912,-1.31
8,989,327.84845059346577,70.96858412011912,-1.31
9,990,327.84845059346577,70.96858412011912,-1.31
10,991,327.84845059346577,70.96858412011912,-1.31
11,992,327.84845059346577,70.96858412011912,-1.31
12,993,327.84845059346577,70.96858412011912,-1.31
13,994,327.84845059346577,70.96858412011912,-1.31
14,995,327.84845059346577,70.96858412011912,-1.31
15,996,327.84845059346577,70.96858412011912,-1.31
