Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,4.980516515860789,4.793206161897692,0.18731035396309714,0.1545663046461529,0.023890742531967345,0.878932483816389,0.7824085856861838,0.6994376286667459,0.0321536918933372,-0.08767487116426344,0.7457073242800659,0.0034724104357203287,0.1453454379274324
Breeding,0.1,0.0,4.942934379478526,4.779517127612501,0.16341725186602485,0.1609413573748311,0.025902120513653096,0.8819211802876419,0.7841131740029552,0.7009721393926701,0.03359879394035692,-0.07510952048314634,0.6473518434764479,0.0037026130570409605,0.14294632962924023
Non-breeding,0.2,-0.1,5.245801901650612,5.029279290730298,0.21652261092031377,0.16371035388916794,0.026801079970516603,0.8804573129836546,0.7860560042632826,0.7041908240824678,0.032490013031725745,-0.08008208709114839,0.7458291422844806,0.003852752615432805,0.14375363305027822
Breeding,0.2,-0.1,4.7083807755354945,4.5371709180914905,0.17120985744400397,0.15544329312062102,0.024162617376183304,0.8847232860335549,0.788846024384775,0.706721392406786,0.034221277721422985,-0.06727730001803564,0.6175876357400492,0.003425765967320931,0.14177958927155188
Non-breeding,0.2,0.0,10.017995448144099,9.654327764759657,0.3636676833844419,0.2119917341330469,0.04494049534073644,0.7576842556551787,0.5851871736607609,0.4523865128823913,0.02191979631815569,-0.21164259397747787,0.629963283114132,0.006188037141285325,0.13769401281334256
Breeding,0.2,0.0,9.920579717843221,9.593811019631383,0.32676869821183807,0.22815451047299035,0.05205448064916986,0.773308027894107,0.5931156611766493,0.45935059408134277,0.02375163098886723,-0.20226313742331864,0.4963711334795008,0.007134809626506867,0.13706427453561867
Non-breeding,0.3,-0.2,5.5129367101183,5.2632340949995235,0.24970261511877645,0.17604902271894055,0.03099325840029404,0.8818242863096868,0.7894445863483905,0.7086042832285504,0.033419092198397365,-0.07450590664345867,0.6948133585478075,0.004412029347407192,0.14235448530204667
Breeding,0.3,-0.2,4.4748423781427995,4.295948389870762,0.17889398827203706,0.15238011365671666,0.02321969903803389,0.8874868637521888,0.7934991423156974,0.7123485085681909,0.03546917420279278,-0.06214406173844224,0.549498601480216,0.003268967209241044,0.14078421963551174
Non-breeding,0.3,-0.1,10.51477951718563,10.12495034257918,0.38982917460645083,0.22296243096229826,0.049712245620617615,0.7585005716006847,0.5886999271494254,0.4562638915958609,0.021993193988270224,-0.20821752803998383,0.6193363819182126,0.0068005514281555945,0.1367983148468984
Breeding,0.3,-0.1,9.416193919541291,9.101731903784568,0.31446201575672283,0.2205707366320101,0.04865144985838756,0.7788535840213759,0.60029898030497,0.46646411680661326,0.024217509866577256,-0.19572110142891988,0.4474104537383199,0.006670764101423624,0.13711336703922664
Non-breeding,0.3,0.0,15.034855481116091,14.532056480046393,0.5027990010696985,0.2624069071764772,0.06885738493392432,0.6477744520590932,0.42763540211201867,0.27871788521050367,0.018036143094270356,-0.1656795951550086,0.36945781869916633,0.007852236761492786,0.11403623255556114
Breeding,0.3,0.0,14.846251188121348,14.392116111376959,0.45413507674438947,0.2912309370047742,0.08481545866867878,0.6813091058313006,0.44203956065344596,0.2887630103047443,0.020219488555589624,-0.17192705218125215,0.2336646519740892,0.009547482380637051,0.1125677150191821
Non-breeding,0.4,-0.3,5.7812444580009945,5.493868146835559,0.2873763111654357,0.19191636146430946,0.03683188979769949,0.8830018600412223,0.7924561816413698,0.7125320611583701,0.034936540858770466,-0.0719268516448951,0.6073790735048261,0.005199892920573075,0.14117909640623053
Breeding,0.4,-0.3,4.243612924478478,4.057077280735808,0.18653564374266995,0.15124559214843902,0.02287522914433196,0.8899950295236518,0.7976906611339638,0.7173775523681515,0.037318505680753324,-0.059926749980023765,0.45597759061653914,0.003204196483603522,0.1400727600753875
Non-breeding,0.4,-0.2,11.012250299362366,10.591676529064888,0.42057377029747833,0.23853268028609795,0.056897839564469824,0.7593388349302183,0.5922838971625072,0.4602276818198883,0.022503529607237963,-0.20327653550334907,0.5656880862294087,0.0077491660853089075,0.13619438180123658
Breeding,0.4,-0.2,8.917843603572296,8.613178988882757,0.3046646146895391,0.2165880438194247,0.04691038072552504,0.7843766612496467,0.6074903610986808,0.47355198529408926,0.025144356509446488,-0.18934706733198553,0.3694959243359231,0.0064514163168473615,0.13752641136286908
Non-breeding,0.4,-0.1,15.764730740221662,15.23785242044564,0.5268783197760225,0.27462900235442417,0.07542108893418632,0.647363295207667,0.43008517069161883,0.2803163312508793,0.0180076223200585,-0.173011148297646,0.3507024548647734,0.008316847683314787,0.1102721771966486
Breeding,0.4,-0.1,14.075772208511985,13.649664109716301,0.4261080987956838,0.28206588992681797,0.0795611662602078,0.6900803300254548,0.45054539340927946,0.2951165024570803,0.020657188479154747,-0.17607537078049687,0.1857255866956585,0.008797440994877693,0.11057456053503953
Non-breeding,0.4,0.0,20.01325213376926,19.427009627307253,0.5862425064620069,0.3082447913267181,0.09501485138005199,0.5441545562880905,0.30012856154050244,0.15938608782299302,0.01585493704245445,-0.11862980505735975,0.2479575296068478,0.009611115553668165,0.10115382399772908
Breeding,0.4,0.0,19.702219707517237,19.17489644230092,0.5273232652163173,0.35205506233851874,0.12394276691817832,0.5996798483561768,0.31993932334738934,0.16984162233837818,0.018351337772088316,-0.13898340572374324,0.12706725031566413,0.012532630490691931,0.10111627166565866
Non-breeding,0.5,-0.4,6.050142656070271,5.720067236278081,0.33007541979219024,0.2115711027794841,0.044762331531327026,0.8839545924809626,0.7949821070615596,0.7158337514507267,0.03702855492217602,-0.07211209269904348,0.5004419710486034,0.006278624254434422,0.14026580027540148
Breeding,0.5,-0.4,4.015901688337675,3.821796511093776,0.19410517724389909,0.15161167047198762,0.022986098623306563,0.8921750687868023,0.8012980947709515,0.7216751601621477,0.03975566296736997,-0.059830439230134945,0.3524316801964195,0.003209326177604084,0.1396203083523715
Non-breeding,0.5,-0.3,11.508735402280237,11.052272779410648,0.45646262286958894,0.2592164050458204,0.06719314464487883,0.7601749249678353,0.5957441621207683,0.46407985650412453,0.023448084634257387,-0.19868706235400788,0.4812197844472053,0.009130189475365922,0.13587977648046848
Breeding,0.5,-0.3,8.427697115508682,8.130519091258522,0.2971780242501598,0.2155481621635035,0.046461010212064,0.7896257373827557,0.6143659711826838,0.48034777197571266,0.02652591994610306,-0.18486100882194906,0.2810023988352563,0.006419733992572362,0.13817465361322306
