Realisation number,Variable,index,Lag-1 AC,Lag-2 AC,Coefficient of variation,Kurtosis,Smax/Var,Lag-3 AC,Variance,Standard deviation,Skewness,Smax,Cross correlation
9,Non-breeding,0,0.9632495164410059,0.9665490954602345,0.9989759927181704,-0.017066788030492663,0.7894736842105262,0.9229718966890431,0.08032768233018546,0.08032768233018546,0.4753669359426556,0.4502923976608187,0.9508851468048359
9,Breeding,0,0.9153585187740785,0.9353688689552068,0.9827496981197171,0.49180610660686563,0.8245614035087718,0.8978782128687252,-0.9642343741015468,-0.9642343741015468,0.29722270139727447,-0.4269005847953216,0.9505890052356022
9,Total,0,0.9452724997155536,0.9538058937307998,0.9985208783706906,0.04869723518033906,0.7192982456140351,0.9234270110365229,0.020480145636591195,0.020480145636591195,0.5178063488451473,0.3333333333333333,0.9508851468048359
10,Non-breeding,0,0.9391018619934283,0.9034684191310698,0.9943044906900329,-0.6836801752464403,0.6323529411764706,0.8901788974078131,0.3426798101496897,0.3426798101496897,0.16027747353048558,0.7794117647058824,0.946749226006192
10,Breeding,0,0.8959349593495937,0.8444937176644495,0.9528455284552847,0.37531411677753146,0.2352941176470588,0.8215816703621582,-0.9506282335550629,-0.9506282335550629,-0.027346637102734665,-0.8676470588235293,0.9461190393317092
10,Total,0,0.9018619934282585,0.894267981014969,0.9929901423877328,-0.6324205914567361,0.4705882352941176,0.8825848849945236,0.2503833515881709,0.2503833515881709,0.10200803212851406,0.6176470588235293,0.946749226006192
11,Non-breeding,0,0.8054173576561637,0.6884466556108347,0.9929242675511333,-0.5084577114427861,0.5604395604395604,0.5418463239358762,0.3138750690989497,0.3138750690989497,0.49187396351575463,0.5384615384615384,0.8071942446043165
11,Breeding,0,0.6956570530804622,0.5300190775446076,0.9445628997867803,0.010660980810234541,0.38461538461538464,0.532936819661093,-0.9638648860958365,-0.9638648860958365,0.21984064639209963,-0.6043956043956044,0.8077364195600042
11,Total,0,0.6877833056937535,0.6190160309563295,0.9907131011608623,-0.5190713101160862,0.4945054945054945,0.518629076838032,0.17191818684356,0.17191818684356,0.131232725262576,0.42857142857142855,0.8071942446043165
12,Non-breeding,0,0.9224675324675324,0.9157142857142856,0.9858441558441559,-0.006753246753246753,0.6993464052287582,0.9027272727272726,0.0887012987012987,0.0887012987012987,0.9035064935064935,0.6339869281045752,0.9348066298342542
12,Breeding,0,0.8576026272577997,0.8116256157635467,0.9001642036124794,0.33201970443349754,0.6862745098039217,0.8038752052545156,-0.8966174055829227,-0.8966174055829227,0.8914942528735631,-0.34640522875817,0.9351955307262569
12,Total,0,0.9041558441558442,0.905974025974026,0.9754545454545454,0.1953246753246753,0.6993464052287582,0.8906493506493506,0.04493506493506493,0.04493506493506493,0.8774025974025974,0.542483660130719,0.9348066298342542
13,Non-breeding,0,0.8988168094655243,0.9198966408268734,0.9964640282877738,0.026791785665714676,0.7516339869281047,0.8630490956072352,0.08567931456548349,0.08567931456548349,-0.09465524275805794,0.7647058823529412,0.9451720595788392
13,Breeding,0,0.9230822153422773,0.9309253525971793,0.9726178190574476,0.25297557619539046,0.7908496732026145,0.8567595459236326,-0.976608187134503,-0.976608187134503,-0.6290333677330582,-0.8562091503267976,0.9445454545454545
13,Total,0,0.8770569835441318,0.9159526723786211,0.9956480348157215,0.07724738202094383,0.7254901960784316,0.8722970216238272,-0.06310349517203863,-0.06310349517203863,-0.1939344485244118,0.7647058823529412,0.9451720595788392
14,Non-breeding,0,0.9770114942528736,0.9499036608863198,0.9974752508138993,0.7293203109427945,0.7908496732026145,0.9209354860142183,-0.3867517108497774,-0.3867517108497774,0.799083117400837,0.607843137254902,0.9712510200238528
14,Breeding,0,0.9470358919209572,0.9104718376125824,0.9690818658421831,0.4011291840301116,0.6601307189542485,0.9143702110498724,-0.9870950396558678,-0.9870950396558678,0.19102029842720797,-0.6993464052287582,0.9707992128483465
14,Total,0,0.9673111421168029,0.9485748455252142,0.9980067769583416,0.7601488273204439,0.7647058823529412,0.9076473324031625,-0.47737691847717756,-0.47737691847717756,0.7852634376453391,0.5294117647058824,0.9712510200238528
15,Non-breeding,0,0.8548331613347093,0.8434124527003785,0.9936704506363949,0.6122463020295837,0.5947712418300655,0.6869625042999656,-0.09514963880288958,-0.09514963880288958,-0.0932232542139663,0.2941176470588236,0.8716883116883116
15,Breeding,0,0.8318134354333451,0.8229028889662375,0.9646362687086669,0.8579881656804735,0.19117647058823525,0.5980508179603202,-0.9710407239819006,-0.9710407239819006,0.38433693003828756,-0.7205882352941176,0.8703448275862068
15,Total,0,0.8235982112143103,0.8297901616787066,0.991468868249054,0.6623323013415893,0.47712418300653603,0.6357757137942897,-0.19146886824905401,-0.19146886824905401,-0.12748538011695906,0.17647058823529413,0.8716883116883116
16,Non-breeding,0,0.690918472652219,0.8106295149638804,0.9929480564155488,0.13364293085655315,-0.2833333333333333,0.7659098727210183,-0.08548331613347095,-0.08548331613347095,0.8918128654970762,-0.11666666666666665,0.7581230347496575
16,Breeding,0,0.6707912164517255,0.7947019867549671,0.959393516904845,0.7936563262460788,0.16666666666666669,0.736319275008714,-0.9726385500174278,-0.9726385500174278,0.6455210874869294,-0.5833333333333334,0.7586150579781152
16,Total,0,0.6458548331613347,0.7819057447540421,0.9893360853113177,0.17217062263501892,-0.33333333333333337,0.7724458204334367,-0.15703474372205023,-0.15703474372205023,0.8261093911248711,-0.25,0.7581230347496575
17,Non-breeding,0,0.9174486604107168,0.8959608323133416,0.9940160478716171,0.5565075479396165,0.20261437908496735,0.8921528627770978,-0.3087175302597579,-0.3087175302597579,0.797905616755066,-0.05882352941176472,0.9011299435028248
17,Breeding,0,0.8970760233918129,0.9025799793601652,0.9744066047471621,0.800343997248022,0.4248366013071896,0.9153766769865841,-0.9700034399724803,-0.9700034399724803,0.7633298933608531,-0.7908496732026145,0.9077922077922078
17,Total,0,0.8946008431932545,0.8921528627770978,0.9921120631034952,0.6725146198830411,0.12418300653594773,0.8935128518971849,-0.4181966544267646,-0.4181966544267646,0.8134094927240583,-0.16339869281045755,0.9011299435028248
18,Non-breeding,0,0.8259718775847809,0.8157154673283705,0.9915632754342432,0.46716294458229946,0.2833333333333333,0.79520264681555,0.021339950372208438,0.021339950372208438,0.8186931348221671,0.13333333333333333,0.8605590062111801
18,Breeding,0,0.7866778382907414,0.7392542940930037,0.9661499790532048,0.9165479681608714,0.25,0.7035609551738583,-0.9805613741097611,-0.9805613741097611,0.3974025974025974,-0.7333333333333334,0.8575471698113207
18,Total,0,0.7326716294458231,0.8062861869313481,0.9890818858560794,0.46732837055417703,0.049999999999999996,0.7829611248966087,-0.14640198511166255,-0.14640198511166255,0.6871794871794872,-0.08333333333333334,0.8605590062111801
19,Non-breeding,0,0.9351462054841279,0.8613039026055296,0.9886221413130049,0.5052907042894528,0.25146198830409355,0.5515985891455228,-0.5096142905905109,-0.5096142905905109,0.785982478097622,-0.23976608187134502,0.9311312607944733
19,Breeding,0,0.8941981484675982,0.8034615605773101,0.9633143580012651,0.9273187280777414,0.5321637426900584,0.5345868552699672,-0.9623943419009833,-0.9623943419009833,0.3776091081593928,-0.8011695906432749,0.930628272251309
19,Total,0,0.9102286949596087,0.8151097963363295,0.9871430196836956,0.48958925930139946,-0.08771929824561403,0.5775401069518716,-0.5305495505745819,-0.5305495505745819,0.7763112982136762,-0.38011695906432746,0.9311312607944733
20,Non-breeding,0,0.8915720674234607,0.8965256277949777,0.9944960440316477,-0.15927072583419336,0.803921568627451,0.8662538699690403,0.04396284829721362,0.04396284829721362,0.9354661162710699,0.46405228758169936,0.8928571428571428
20,Breeding,0,0.867873303167421,0.8617473024712845,0.9763313609467457,0.08430212321615038,0.8382352941176471,0.8636964845109643,-0.9618517229376959,-0.9618517229376959,0.7620605638705188,-0.5441176470588235,0.8918883415435139
20,Total,0,0.8544203646370829,0.8771241830065359,0.9927072583419333,-0.1828001375988992,0.7908496732026145,0.8732714138286893,-0.033230134158926734,-0.033230134158926734,0.924045407636739,0.4248366013071896,0.8928571428571428
21,Non-breeding,0,0.9537267080745342,0.9531055900621117,0.993944099378882,-0.1079192546583851,0.7058823529411764,0.906055900621118,0.3153726708074534,0.3153726708074534,0.7899068322981366,0.7058823529411764,0.9620299379335524
21,Breeding,0,0.9166666666666667,0.94937106918239,0.9676100628930818,0.0509433962264151,0.7666666666666667,0.855188679245283,-0.9624213836477987,-0.9624213836477987,0.2822327044025157,-0.6166666666666666,0.9615668883961568
21,Total,0,0.9478260869565217,0.9562111801242236,0.9925465838509316,-0.2135093167701863,0.6176470588235293,0.9223602484472049,0.287888198757764,0.287888198757764,0.8138198757763975,0.6470588235294118,0.9620299379335524
22,Non-breeding,0,0.895616211745244,0.8731182795698925,0.9966914805624484,0.1273779983457403,-0.18333333333333335,0.8769230769230769,-0.026964433416046322,-0.026964433416046322,0.6104218362282878,-0.049999999999999996,0.9204968944099379
22,Breeding,0,0.8592375366568915,0.6558022622538751,0.9721826560536238,0.6070381231671554,-0.11666666666666665,0.6288227901131127,-0.9663175534143276,-0.9663175534143276,0.20469208211143694,-0.7999999999999999,0.9199685534591195
22,Total,0,0.839867659222498,0.8552522746071133,0.9970223325062035,0.3861042183622829,-0.4666666666666666,0.8676592224979321,-0.17005789909015717,-0.17005789909015717,0.573697270471464,-0.26666666666666666,0.9204968944099379
23,Non-breeding,0,0.9714415746956424,0.9577881442712481,0.997724428262601,0.6171350551826147,0.543859649122807,0.897713050403914,0.22403003754693365,0.22403003754693365,0.948799635908522,0.5321637426900584,0.9723661485319516
23,Breeding,0,0.9641193720890117,0.9358288770053477,0.9813696739692945,0.8478523374159048,0.6257309941520467,0.7029498016215284,-0.9562992352366168,-0.9562992352366168,0.882582945201541,-0.029239766081871343,0.9719677137870855
23,Total,0,0.9625668449197861,0.9492547502560018,0.9973830925019911,0.6569575605870974,0.5087719298245613,0.8980543861645238,0.21435885766298785,0.21435885766298785,0.9477756286266924,0.49707602339181284,0.9723661485319516
24,Non-breeding,0,0.9374947633012148,0.9222454964390447,0.9916212819438625,0.219941348973607,0.5833333333333334,0.9386677838290741,0.15609551738583996,0.15609551738583996,0.7099287808965228,0.5499999999999999,0.950314465408805
24,Breeding,0,0.9227569815805109,0.91545709192768,0.9356591121297002,0.5896782955606484,0.5666666666666667,0.930396400984636,-0.950428656311009,-0.950428656311009,0.6305916305916305,-0.7666666666666667,0.949367088607595
24,Total,0,0.9297863426895684,0.9359865940511101,0.9884373690825302,0.223292836196062,0.5333333333333333,0.94268956849602,0.0909090909090909,0.0909090909090909,0.6827817343946375,0.43333333333333335,0.950314465408805
25,Non-breeding,0,0.8080459770114942,0.8505747126436781,0.992911877394636,-0.2990421455938697,0.5047619047619049,0.7691570881226053,0.41130268199233716,0.41130268199233716,-0.5026819923371647,0.6571428571428571,0.8809843400447427
25,Breeding,0,0.8486790986790986,0.8875291375291375,0.9539627039627039,0.8113830613830613,0.7904761904761906,0.8690753690753691,-0.9395881895881896,-0.9395881895881896,0.3634421134421134,-0.12380952380952381,0.8801015780881551
25,Total,0,0.671647509578544,0.8584291187739463,0.9915708812260536,-0.26417624521072797,0.5047619047619049,0.8344827586206897,0.3346743295019157,0.3346743295019157,-0.49980842911877393,0.5238095238095238,0.8809843400447427
26,Non-breeding,0,0.9233877001346701,0.9009426904084992,0.995510998054766,-0.21232979200957655,0.7499999999999999,0.9019901241957206,0.09456830764626666,0.09456830764626666,0.8886727517581925,0.6470588235294118,0.9405466328543253
26,Breeding,0,0.8768461713246988,0.8023176550783911,0.9656138756343254,0.37832310838445804,0.8088235294117646,0.894114973869575,-0.9594031659471332,-0.9594031659471332,0.09717488449594788,-0.8088235294117646,0.9402623324779015
26,Total,0,0.8894209187490648,0.89929672302858,0.9952117312584169,-0.15292533293431096,0.6911764705882353,0.8943588208888225,0.004489001945234177,0.004489001945234177,0.8307646266646717,0.5441176470588235,0.9405466328543253
27,Non-breeding,0,0.9190197716513505,0.907323865218602,0.9953216374269006,-0.28966861598440546,0.20467836257309938,0.8740183792815371,0.07201336675020885,0.07201336675020885,0.421776663881927,0.20467836257309938,0.9431139307427969
27,Breeding,0,0.8858493752110773,0.9228864122481143,0.9800742992232354,0.418327141731397,0.3099415204678362,0.9025104131487109,-0.8857368006304175,-0.8857368006304175,0.5232466509062254,-0.28654970760233917,0.9424176058971209
27,Total,0,0.8902812587023113,0.9065441381230854,0.993984962406015,-0.29523809523809524,0.12280701754385964,0.8878306878306879,0.017209690893901418,0.017209690893901418,0.24266221108326372,0.14619883040935672,0.9431139307427969
28,Non-breeding,0,0.9357142857142857,0.8111801242236025,0.9987577639751553,0.7010869565217391,0.6470588235294118,0.5936335403726708,0.21692546583850933,0.21692546583850933,0.8829192546583852,0.6323529411764706,0.9196787148594379
28,Breeding,0,0.8128930817610063,0.5941823899371069,0.9839622641509433,0.7690251572327044,0.5,0.08915094339622641,-0.9644654088050314,-0.9644654088050314,0.6001572327044025,-0.7999999999999999,0.9191426459719144
28,Total,0,0.8661490683229813,0.7177018633540372,0.9979813664596273,0.6739130434782608,0.6029411764705882,0.5476708074534161,0.0872670807453416,0.0872670807453416,0.8866459627329192,0.5294117647058822,0.9196787148594379
29,Non-breeding,0,0.6097560975609755,0.7678992918961446,0.9910831366378179,0.1195908733280881,0.3589743589743589,0.8347757671125098,0.7694728560188826,0.7694728560188826,0.9284028324154208,0.7179487179487178,0.6327519379844961
29,Breeding,0,0.5132613621218178,0.5937624950019992,0.881913901106224,-0.27602292416366786,0.30769230769230765,0.7899506863921097,-0.8294015727042514,-0.8294015727042514,-0.20645075303212046,-0.4102564102564102,0.6309055118110237
29,Total,0,0.5187516391292945,0.7442958300550747,0.9853134015211118,0.26147390506163126,0.25641025641025633,0.8297928140571728,0.6997115132441646,0.6997115132441646,0.9097823236296877,0.5897435897435896,0.6327519379844961
30,Non-breeding,0,0.9753264555226897,0.9593102950725058,0.9972584950580767,0.32804270976120053,0.8382352941176471,0.9383882836736167,0.03311449390375875,0.03311449390375875,0.6229709256186422,0.5735294117647058,0.9760641914864682
30,Breeding,0,0.9672873311427529,0.9506389193136181,0.9871485943775101,0.8031398320554947,0.8382352941176471,0.9281489594742607,-0.9594012413289522,-0.9594012413289522,0.5960569550930997,0.2941176470588235,0.9761953904368765
30,Total,0,0.9653704638914943,0.9535387057210881,0.9969699155905059,0.34001875766539214,0.8088235294117646,0.9347810403289807,0.012048192771084338,0.012048192771084338,0.5488060024529255,0.5294117647058822,0.9760641914864682
31,Non-breeding,0,0.8341000365096751,0.42197882438846296,0.992552026286966,0.21197517342095656,-0.3823529411764705,-0.5376414749908726,-0.22701715954728005,-0.22701715954728005,0.5041986126323476,-0.30882352941176466,0.863639490884073
31,Breeding,0,0.7692535107169254,0.6507021433850703,0.9657058388765706,0.6558758314855876,-0.2205882352941176,0.5138211382113822,-0.9747228381374723,-0.9747228381374723,-0.5422025129342203,-0.7352941176470588,0.8663418029933868
31,Total,0,0.6233661920408908,0.2325666301569916,0.9906535231836436,0.28002920774005113,-0.4705882352941176,-0.4633077765607886,-0.35772179627601314,-0.35772179627601314,0.49076305220883537,-0.3676470588235294,0.863639490884073
32,Non-breeding,0,0.766272632051474,0.8165494538380967,0.9923686966931019,0.784976806823283,0.3823529411764705,0.8361514289989526,-0.3863534340864881,-0.3863534340864881,0.9075265599281761,0.16176470588235295,0.8231896308819386
32,Breeding,0,0.7020374157388471,0.7109747784594409,0.967128682875104,0.9534954177080965,0.24999999999999997,0.6838597288495039,-0.9854578504885252,-0.9854578504885252,0.7777777777777778,-0.8382352941176471,0.8250641573994868
32,Total,0,0.6803830614993267,0.8056262157713602,0.9919197964985785,0.7944037109082748,0.2941176470588235,0.836899595989825,-0.4732904384258567,-0.4732904384258567,0.8985485560377077,-0.10294117647058822,0.8231896308819386
33,Non-breeding,0,0.951038961038961,0.9202597402597401,0.9959740259740258,0.5481818181818181,0.6339869281045752,0.8892207792207791,-0.0022077922077922076,-0.0022077922077922076,0.9272727272727271,0.281045751633987,0.9569060773480664
33,Breeding,0,0.9270935960591132,0.8470935960591132,0.9563875205254515,0.44906403940886697,0.7647058823529412,0.7824630541871921,-0.9755665024630541,-0.9755665024630541,0.17963875205254515,-0.6993464052287582,0.9566728739913097
33,Total,0,0.931948051948052,0.9214285714285713,0.9951948051948052,0.6841558441558441,0.5555555555555556,0.8538961038961039,-0.04857142857142857,-0.04857142857142857,0.9299999999999999,0.20261437908496735,0.9569060773480664
34,Non-breeding,0,0.9158996968861944,0.9278038027004685,0.9925048222650866,0.22601267566822816,0.5684210526315789,0.8551667125930007,-0.18082116285478095,-0.18082116285478095,0.90013777900248,-0.021052631578947368,0.9107273678702252
34,Breeding,0,0.9105541631857421,0.8968532442216652,0.9782790309106097,0.9476468950153161,0.49707602339181284,0.8164299637983848,-0.9583402951824003,-0.9583402951824003,0.8578668894458368,-0.6140350877192983,0.9130848532910391
34,Total,0,0.8969413061449435,0.9123725544227059,0.9912923670432625,0.2745108845411959,0.4631578947368421,0.8407274731330945,-0.22546155965830808,-0.22546155965830808,0.8944061724993111,-0.10526315789473685,0.9107273678702252
35,Non-breeding,0,0.8613375658321911,0.6871798571531637,0.9695548661712721,-0.21535242767477095,0.676470588235294,0.07466993723396581,-0.42226390592309365,-0.42226390592309365,0.7966957650963135,-0.07352941176470587,0.8661770705834354
35,Breeding,0,0.757429718875502,0.576341730558598,0.9109163928441038,0.8640379700620665,0.6323529411764706,-0.2709748083242059,-0.9671412924424974,-0.9671412924424974,0.32457101131799926,-0.8088235294117646,0.8707946336429309
35,Total,0,0.7578818267080297,0.5617920784936152,0.9658033330928505,-0.08246158285837964,0.588235294117647,-0.06615684294062478,-0.4701680975398601,-0.4701680975398601,0.7725993795541448,-0.2205882352941176,0.8661770705834354
36,Non-breeding,0,0.91189948263119,0.8688839615668885,0.9964523281596454,-0.17354028085735404,0.6617647058823529,0.7135254988913526,-0.1040650406504065,-0.1040650406504065,0.4545454545454546,0.4705882352941176,0.8980856247824575
36,Breeding,0,0.8373484961843484,0.867275175819243,0.9489750112225049,-0.06179859344605716,0.4411764705882352,0.7474188238814904,-0.9687266197815353,-0.9687266197815353,-0.07810863384707467,-0.7794117647058824,0.8988447449985912
36,Total,0,0.8329637841832964,0.8459719142645972,0.9957132298595714,-0.10096082779009609,0.3676470588235294,0.7213599408721361,-0.2501108647450111,-0.2501108647450111,0.27553584626755356,0.1176470588235294,0.8980856247824575
37,Non-breeding,0,0.9488311688311688,0.9388311688311688,0.9938961038961038,0.24623376623376622,0.6601307189542485,0.8858441558441558,-0.21363636363636362,-0.21363636363636362,0.6677922077922077,0.3725490196078432,0.9573971761817066
37,Breeding,0,0.9398357963875205,0.9221018062397373,0.958095238095238,0.7141543513957307,0.8300653594771243,0.8465681444991789,-0.9833169129720853,-0.9833169129720853,0.5841050903119868,-0.5686274509803922,0.9577901924270639
37,Total,0,0.9328571428571428,0.9328571428571428,0.9916883116883116,0.27999999999999997,0.673202614379085,0.8964935064935065,-0.2614285714285714,-0.2614285714285714,0.6570129870129869,0.25490196078431376,0.9573971761817066
38,Non-breeding,0,0.9496291185095739,0.9354838709677419,0.9986199758495774,0.186360761313323,0.847953216374269,0.8677476855844978,0.06572365016387788,0.06572365016387788,0.43534011845207293,0.5555555555555555,0.9580061082024434
38,Breeding,0,0.9325777390293517,0.942691078174949,0.9805870386515546,0.2809067131647776,0.8011695906432749,0.8672478930543446,-0.971171171171171,-0.971171171171171,0.09968032548677708,-0.40350877192982454,0.9577845136401212
38,Total,0,0.9324938186418262,0.9359438790178829,0.9985049738370423,0.41866482663446614,0.8128654970760234,0.8669426714967512,-0.008107641883732966,-0.008107641883732966,0.30573285032488073,0.52046783625731,0.9580061082024434
39,Non-breeding,0,0.8865521575198994,0.8878927524088814,0.9951403435274402,0.3271889400921659,0.6666666666666667,0.9093422706325931,-0.25479681608713867,-0.25479681608713867,0.7695852534562211,0.43333333333333335,0.9591194968553459
39,Breeding,0,0.9309056956115778,0.8903318903318902,0.9796282149223324,0.8551905610729139,0.7999999999999999,0.8981410746116628,-0.9103641456582632,-0.9103641456582632,0.0469399881164587,-0.43333333333333335,0.959716583074596
39,Total,0,0.8327607875994972,0.8922496857980728,0.9949727691663175,0.45504817762882277,0.65,0.9051529116045244,-0.38500209467951396,-0.38500209467951396,0.71646418098031,0.33333333333333337,0.9591194968553459
40,Non-breeding,0,0.9148678330682419,0.7218813905930469,0.9786412179050216,-0.005680527152919791,-0.044117647058823525,0.7532379004771642,-0.43785503294705747,-0.43785503294705747,0.31364083920321134,-0.41176470588235287,0.9225834046193329
40,Breeding,0,0.890499194847021,0.7127520895636839,0.8855915957365234,0.6938885054827085,0.16176470588235295,0.6655164481251439,-0.9717813051146386,-0.9717813051146386,0.453416149068323,-0.8088235294117646,0.9223721232234328
40,Total,0,0.8271604938271604,0.7058244338407936,0.9721275467696735,0.09096417480875559,-0.3676470588235294,0.6753768083011435,-0.5357115807013557,-0.5357115807013557,0.436188744982201,-0.676470588235294,0.9225834046193329
41,Non-breeding,0,0.75175819242855,0.6869669310190035,0.9844381265898549,0.5650157115068084,-0.07352941176470587,0.6847224300463863,-0.34804728415382313,-0.34804728415382313,0.9278767020799042,-0.45588235294117646,0.7979712595097211
41,Breeding,0,0.6013027342270696,0.512383549193365,0.9395591910929333,0.8922972051806406,-0.24999999999999997,0.3231841248201166,-0.9716731045974399,-0.9716731045974399,0.6565931985154888,-0.926470588235294,0.7958368976333049
41,Total,0,0.6247194373784228,0.6556935508005388,0.9803980248391442,0.6703576238216371,-0.2794117647058823,0.6073619631901841,-0.43348795451144695,-0.43348795451144695,0.9220409995510999,-0.6911764705882353,0.7979712595097211
42,Non-breeding,0,0.9254732195908665,0.7837195484254307,0.9966047024870552,-0.7197181903064256,0.33333333333333337,0.75435022493846,0.42144130379424494,0.42144130379424494,0.19718190306425598,0.7,0.848419711806385
42,Breeding,0,0.759029927760578,0.7119023047815619,0.9673202614379086,0.6816305469556244,0.03333333333333333,0.5239078087375302,-0.9588923288613692,-0.9588923288613692,0.5558995528035776,-0.8666666666666667,0.8453599935499476
42,Total,0,0.7876241405653169,0.7784568372803666,0.9966047024870552,-0.6232917409387997,0.11666666666666665,0.7460317460317459,0.36338171632289273,0.36338171632289273,-0.03573550632374161,0.48333333333333334,0.848419711806385
