Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,9.680071752992813,9.332381424702415,0.3476903282903976,0.2776431153119901,0.07708569948014704,0.8752639167829979,0.7760022269536889,0.6904829233391028,0.02966912692405186,-0.15712075803027759,0.7093810679604613,0.01124628068920932,0.14589321709541903
Breeding,0.1,0.0,9.587649139420533,9.27631711894495,0.3113320204755823,0.28788563181219956,0.08287813700390932,0.873649133110486,0.7735091444509241,0.6890668930786249,0.030966719716218227,-0.13984147018685494,0.633765724181382,0.011852305008668516,0.1430088252117618
Non-breeding,0.2,-0.1,10.672670488384497,10.260922194694107,0.41174829369039045,0.30618463467959456,0.09374903051387679,0.8769140736534597,0.7800242817465586,0.6956730653599381,0.029784844909071732,-0.1424314749988699,0.7300830005592539,0.013531507242837984,0.1443375698784964
Breeding,0.2,-0.1,9.556791098854001,9.223345468983362,0.3334456298706385,0.289713662711682,0.08393400636181823,0.8754673045833247,0.7777599808132863,0.6945043840306189,0.031372466025697265,-0.1237894764288807,0.6170267446994661,0.011894286206478373,0.141709978136932
Non-breeding,0.2,0.0,19.53633133000953,18.86955450948951,0.6667768205200204,0.38565608299034454,0.14873061434745552,0.7566088253000632,0.5817108049006579,0.4464182567928109,0.020400904316250378,-0.2353476055075112,0.5835253392290356,0.02063509897081238,0.13874143572489994
Breeding,0.2,0.0,19.238412351053537,18.63387841479614,0.6045339362573969,0.4141276223598624,0.17150168760143278,0.7534479563846563,0.576360359256708,0.44385598042293073,0.022193066393597218,-0.21352788618406796,0.46963344182162137,0.02323976451107888,0.13550749754187683
Non-breeding,0.3,-0.2,11.761752910818911,11.273693078581273,0.4880598322376386,0.3437748044489734,0.11818111617392989,0.8784682237435372,0.7838688792081181,0.7006030436450645,0.03046393797930811,-0.1281650088976452,0.6908947043384405,0.016915661452549094,0.14313337020488048
Breeding,0.3,-0.2,9.521019667348689,9.163699235783977,0.3573204315647125,0.2966823969791083,0.08802044467726922,0.8772479246639423,0.7819217703962561,0.6997339221097464,0.03236737195057302,-0.10946034817302085,0.5512649481254687,0.0123924811025293,0.1407909395137331
Non-breeding,0.3,-0.1,21.48727806610819,20.748986984865414,0.7382910812427745,0.4202082188527872,0.1765749471914319,0.7574140182052571,0.5852829957841414,0.4502713906322219,0.020223729227967085,-0.22923770658774317,0.5935247860284241,0.024346199747057012,0.13788026067289336
Breeding,0.3,-0.1,19.118386358245516,18.517717562319103,0.6006687959264134,0.4161275723518681,0.17316215647145922,0.7547472599902615,0.5808531095362999,0.44878810344637743,0.022451479412070534,-0.20103628853998248,0.4301328174263771,0.023380107170494553,0.13501857245782273
Non-breeding,0.3,0.0,29.42926864292721,28.52831446607017,0.9009541768570379,0.47426653381685496,0.22492874509865401,0.650766827533514,0.4281889125246133,0.27693160125177535,0.016603714117365748,-0.16985914488456513,0.3540295067793735,0.02644886448719296,0.11758774751351792
Breeding,0.3,0.0,28.799138283601998,27.98592724914865,0.8132110344533494,0.5281857386905318,0.2789801745560627,0.6454234193316722,0.4197939794217566,0.2719080797853309,0.01885463513018316,-0.15748191141242218,0.23497804600853237,0.030835524791096313,0.11052944833863
Non-breeding,0.4,-0.3,12.955918491331104,12.377210854775587,0.5787076365555173,0.392517505573795,0.15406999218187417,0.8799345441062826,0.7874722931225147,0.705210481577639,0.03171046391951052,-0.1167159149024109,0.6076784020280678,0.021913163031223176,0.14222862428236813
Breeding,0.4,-0.3,9.480170291184649,9.097074328933086,0.38309596225156284,0.3085598034118594,0.0952091522815653,0.8789223403166411,0.7858079875641122,0.7045433047063195,0.033942979803739365,-0.09860117600084041,0.4553955232628221,0.013350004208751513,0.1402176564840225
Non-breeding,0.4,-0.2,23.626008674622838,22.80190151570283,0.8241071589200075,0.4670169009680003,0.21810478578975498,0.7585338431199116,0.5894694834028847,0.45488908110259574,0.020461680702838034,-0.22133815147806407,0.5648465241237954,0.029948224766282644,0.1373111766339306
Breeding,0.4,-0.2,18.990881140923918,18.389298552685503,0.6015825882384149,0.42597502101767615,0.18145471853100964,0.7563274953022796,0.5858196602706667,0.4541677619563879,0.023155493079401488,-0.1890135799991121,0.36156501480695846,0.02448896630287235,0.13495910440426115
Non-breeding,0.4,-0.1,32.358480562316224,31.382643190112596,0.9758373722036282,0.5112980342669162,0.26142567984521264,0.6506861504459027,0.43094490869139285,0.2787794582898232,0.016276447762141853,-0.17691912200435025,0.3602681186463875,0.029686126905490044,0.11355474689046188
Breeding,0.4,-0.1,28.592653001444386,27.804627650567834,0.788025350876552,0.5309579241217395,0.2819163171876669,0.6459134434224232,0.42388209903405205,0.27516926017064164,0.019083879623173438,-0.15583503181243022,0.19691954155334718,0.03026036396609752,0.10733810752058637
Non-breeding,0.4,0.0,39.33894689216231,38.31008955871909,1.02885733344322,0.5505005880917917,0.30305089748940855,0.5522744479513926,0.304442373846507,0.1609950561202826,0.014357281918510574,-0.11176297668455358,0.25370663957478157,0.03220111906035963,0.10625647152714682
Breeding,0.4,0.0,38.2494670968698,37.330280225974896,0.9191868708949045,0.6364845922745607,0.4051126362029137,0.5447170012988325,0.29401922853542106,0.15355509980533358,0.017037359417124313,-0.10903866432775057,0.15158153751177916,0.03949428750259324,0.09748964602232564
Non-breeding,0.5,-0.4,14.264359458125577,13.577862383455523,0.6864970746700543,0.4545911559947657,0.20665311910865738,0.8812275004269194,0.7906292120966603,0.7092322663824216,0.0335085949730693,-0.10860697385659916,0.4984667902299182,0.02927423415014956,0.1416588061986003
Breeding,0.5,-0.4,9.43404052127053,9.023070336695387,0.41097018457514345,0.3249889343686136,0.10561780746204705,0.8803958830977687,0.7892105450649218,0.708690550864975,0.03607976263948303,-0.09088159090204616,0.34650096000519093,0.014783970506567214,0.13997611635594426
Non-breeding,0.5,-0.3,25.96876068603312,25.042153836969344,0.9266068490637771,0.5289277927469876,0.2797646099402003,0.7598102773864414,0.5938151423639716,0.45973415524091854,0.021110863407561006,-0.2130430108004076,0.49867314938019225,0.038365174744884635,0.13713376668008578
Breeding,0.5,-0.3,18.855026801013423,18.248158302234252,0.6068684987791713,0.4432338721937971,0.1964562654599073,0.7580285549692902,0.5908201185477384,0.4595232463945183,0.024293979310531514,-0.17868354717682172,0.27570412960266133,0.026580209737843842,0.13529835597566278
Non-breeding,0.5,-0.2,35.57043599005206,34.50378147459058,1.0666545154614795,0.5623369712155192,0.3162228691958437,0.6508638016247597,0.43436242637524825,0.28132622990682576,0.0162863051082747,-0.182515151277934,0.3459877072264613,0.034702571224341464,0.10974086508224491
Breeding,0.5,-0.2,28.37499874798488,27.605283670213673,0.7697150777712061,0.5438717989903282,0.295796533736976,0.6467868408622226,0.4286099055060036,0.2790139160767881,0.01969675552905725,-0.1543977365719733,0.14427995191120258,0.03144868670646527,0.10631864514825459
Non-breeding,0.5,-0.1,43.26493072188558,42.164370490048505,1.100560231837072,0.5871654960171366,0.34476331971305013,0.551847055344315,0.3070531666495187,0.16180414814742786,0.013916389801709889,-0.12594967971278748,0.26369244427141036,0.03542094519629916,0.10273988899335451
Breeding,0.5,-0.1,37.95936536270163,37.08246153822257,0.876903824479065,0.6407243212919548,0.41052765589503615,0.5446937994711655,0.2981523704235192,0.1555724952974192,0.01727035531642365,-0.11308262057212179,0.11339255285794084,0.03892289414438916,0.0948118685439818
Non-breeding,0.5,0.0,49.30572338024645,48.214385662937545,1.0913377173089032,0.618253988126453,0.3822379938342643,0.45772552464252736,0.2030433920093451,0.08251662668919776,0.012814961886664382,-0.06622093925468377,0.20994870968795057,0.03540618465796875,0.09262863773118435
Breeding,0.5,0.0,47.627231551248435,46.66488776213362,0.9623437891148185,0.7420098140966704,0.5505785642157754,0.4481668947113037,0.1923439160348416,0.0738550971891163,0.015890880170330808,-0.07224417519725783,0.14392004175103196,0.04554574980343521,0.08272343451712284
Non-breeding,0.6,-0.5,15.696869147886737,14.882121385678534,0.8147477622082029,0.5325245898109355,0.2835824387533052,0.8823340877561691,0.7932944186072146,0.7126185316556262,0.03584746494582702,-0.10334238820139516,0.38192210332393195,0.04009084437880967,0.14137280346081518
Breeding,0.6,-0.5,9.382395477804375,8.941189438304578,0.44120603949979653,0.3456861708048057,0.1194989286856893,0.8816715701658403,0.7921215011443042,0.7121972875254035,0.0387690249755543,-0.08595897191402727,0.24128735861557943,0.016725276453133507,0.1399617271643077
Non-breeding,0.6,-0.4,28.53278937094866,27.482800166899366,1.049989204049293,0.6093101532824572,0.3712588628930915,0.7612468404085253,0.5981736995018421,0.46466875965840304,0.022169954935669853,-0.20676233863468008,0.4134984086482635,0.05096608193847041,0.13727909831245352
Breeding,0.6,-0.4,18.709930797352712,18.09248212860431,0.617448668748402,0.4675289638218925,0.21858333201237248,0.7598432639880067,0.5957340233835032,0.4647880456800311,0.025861011982168027,-0.17194516240755184,0.1933705904295632,0.029701050241909013,0.13587975793244766
Non-breeding,0.6,-0.3,39.08961812708786,37.91384483174728,1.1757732953405835,0.6310773270912469,0.39825859276863257,0.6513248085770954,0.4382165781119915,0.2844104039054461,0.01663834164626072,-0.18726956768485034,0.30868317860519223,0.04317627774544425,0.10841267088624353
Breeding,0.6,-0.3,28.144593721656005,27.386329752168916,0.7582639694870892,0.5664751370856393,0.3208940809361939,0.6480430680335819,0.4337192102227667,0.28328891789917693,0.020687916019016647,-0.154248606127638,0.08790994843620564,0.03435892115506152,0.1070724678212229
Non-breeding,0.6,-0.2,47.57197153435004,46.383460362141385,1.1885111722086563,0.6386952216218433,0.40793158612257563,0.5515188098151202,0.31025576484075196,0.16299376850336306,0.013763371531511331,-0.13988755275602696,0.26295931108042175,0.040491842474461824,0.09926135619783755
Breeding,0.6,-0.2,37.65302803745648,36.809687494232435,0.8433405432240448,0.6574021674919189,0.432177609823073,0.5452054784022599,0.3031149670704953,0.15831200224231534,0.017856561977043207,-0.11789322177461609,0.06905560782200643,0.04010492110439535,0.09279731340273203
Non-breeding,0.6,-0.1,54.25007185013686,53.0946881861682,1.1553836639686637,0.6519269472337165,0.4250087445294729,0.4574676422589563,0.20602778766290405,0.08327711258122061,0.012272778735648122,-0.08313014106995119,0.2248194246719669,0.03816578290426242,0.08979999446015105
