Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,9.910905180004491,9.215211953556368,0.6956932264481228,0.5517722551433099,0.30445262154593383,0.8761025309971694,0.7777792790442073,0.6929250592808375,0.05952903612530661,-0.07801693978608885,0.626742100797698,0.044017159622331256,0.14457802793361801
Breeding,0.1,0.0,9.785058099450053,9.162147672315303,0.6229104271347499,0.5718066712081368,0.3269628692381303,0.8746001812034044,0.7754890160969496,0.6915731534327283,0.06211419851406323,-0.05533907945509598,0.5490926373546823,0.04630595914192387,0.14162451916886862
Non-breeding,0.2,-0.1,10.969765603632062,10.14157610994886,0.8281894936832028,0.6089877147203383,0.3708660366803001,0.8778389038286359,0.7819123944142062,0.6982960434862039,0.05981020510679758,-0.06450720385780769,0.6433305700491484,0.05305220662727682,0.14304951486568648
Breeding,0.2,-0.1,9.789583679265894,9.118669769666331,0.6709139095995624,0.5757475851036284,0.3314852817526599,0.8765245501753359,0.7797767592293045,0.6971017040807289,0.06296409996075887,-0.03979205075056924,0.5303347159846525,0.04654577994579652,0.14041582691000737
Non-breeding,0.2,0.0,20.094354822358262,18.74975888014721,1.344595942211054,0.7691380346489279,0.5915733163436154,0.757454176420589,0.583521635509384,0.4485629404887797,0.04086332761148331,-0.18903486345959927,0.5418788422419158,0.08211871206257186,0.13881409082162388
Breeding,0.2,0.0,19.737289927961147,18.51806372813964,1.219226199821506,0.8252950210607838,0.6811118717877195,0.7540927228747905,0.5780703766619344,0.4459232229413862,0.044430257512867694,-0.1594187788740373,0.41789696487934674,0.09230755811342112,0.13552481161595492
Non-breeding,0.3,-0.2,12.135960058722532,11.150605066930753,0.9853549917917785,0.684168126115826,0.4680860247928408,0.8794561615881731,0.7858244051030999,0.7033644982767876,0.06122333203997711,-0.05187486615225106,0.6005862488569856,0.06644117334495792,0.14194222819269717
Breeding,0.3,-0.2,9.78852525822723,9.06662838249343,0.7218968757337993,0.5898916196717456,0.34797212295895547,0.8784188107780267,0.7840011179815844,0.7024853493330697,0.06500825711426458,-0.02631711120552237,0.4650209264504512,0.04857278165430002,0.1395881406857105
Non-breeding,0.3,-0.1,22.117878444261653,20.626918547818065,1.490959896443588,0.838450552795802,0.7029993294835861,0.7583959842340783,0.5873005709218091,0.45275012125467573,0.04052723766793525,-0.18550129056792353,0.5527236651619598,0.09704121879723439,0.13803884972197564
Breeding,0.3,-0.1,19.625624806563245,18.41173780584943,1.2138870007138145,0.8295853105906101,0.6882117875477191,0.7555914274614963,0.5827380347888855,0.4511801187359771,0.044964487555803165,-0.14795757214348984,0.3787066559881511,0.09299408966879992,0.13512423261473405
