r,Frequency,0
0.35,0.6283185307179586,0.058332530353444156
0.35,0.7853981633974483,0.0404614292494866
0.35,0.942477796076938,0.03187510067135336
0.35,1.0995574287564276,0.025608361332006366
0.35,1.2566370614359172,0.022754651731647955
0.35,1.413716694115407,0.020741071405262972
0.35,1.5707963267948966,0.01591376137675085
0.35,1.7278759594743864,0.014328987489452204
0.35,1.884955592153876,0.013280132828004717
0.35,2.0420352248333655,0.012179284194448397
0.35,2.199114857512855,0.011417901690978767
0.35,2.356194490192345,0.00959646744838692
0.35,2.5132741228718345,0.009041249839126844
0.35,2.6703537555513246,0.009340940322560267
0.35,2.827433388230814,0.009038058359523064
0.35,2.9845130209103035,0.008376380422313102
0.35,3.141592653589793,0.008811258345123148
0.4,-3.141592653589793,0.01042267169569075
0.4,-2.9845130209103035,0.009896123861650275
0.4,-2.827433388230814,0.010649940646156994
0.4,-2.6703537555513246,0.010968453081824467
0.4,-2.5132741228718345,0.010607335009433286
0.4,-2.356194490192345,0.011240685646259869
0.4,-2.199114857512855,0.013369010719826449
0.4,-2.0420352248333655,0.01424431278617386
0.4,-1.884955592153876,0.015488999372990187
0.4,-1.7278759594743864,0.01667808889565719
0.4,-1.5707963267948966,0.018439965634165334
0.4,-1.413716694115407,0.023891860980440386
0.4,-1.2566370614359172,0.026028711791598862
0.4,-1.0995574287564276,0.028899356404152133
0.4,-0.942477796076938,0.035422380034158096
0.4,-0.7853981633974483,0.04392100181056349
0.4,-0.6283185307179586,0.061124170315692186
0.4,-0.471238898038469,0.07770407025306456
0.4,-0.3141592653589793,0.1069474550394215
0.4,-0.15707963267948966,0.1017397176397949
0.4,0.0,0.03747257971764077
0.4,0.15707963267948966,0.1017397176397949
0.4,0.3141592653589793,0.1069474550394215
0.4,0.471238898038469,0.07770407025306456
0.4,0.6283185307179586,0.061124170315692186
0.4,0.7853981633974483,0.04392100181056349
0.4,0.942477796076938,0.035422380034158096
0.4,1.0995574287564276,0.028899356404152133
0.4,1.2566370614359172,0.026028711791598862
0.4,1.413716694115407,0.023891860980440386
0.4,1.5707963267948966,0.018439965634165334
0.4,1.7278759594743864,0.01667808889565719
0.4,1.884955592153876,0.015488999372990187
0.4,2.0420352248333655,0.01424431278617386
0.4,2.199114857512855,0.013369010719826449
0.4,2.356194490192345,0.011240685646259869
0.4,2.5132741228718345,0.010607335009433286
0.4,2.6703537555513246,0.010968453081824467
0.4,2.827433388230814,0.010649940646156994
0.4,2.9845130209103035,0.009896123861650275
0.4,3.141592653589793,0.01042267169569075
0.45,-3.141592653589793,0.012128103681414485
0.45,-2.9845130209103035,0.011502627278261608
0.45,-2.827433388230814,0.012350761212504514
0.45,-2.6703537555513246,0.012680033905312563
0.45,-2.5132741228718345,0.01224867206640282
0.45,-2.356194490192345,0.012955559724089866
0.45,-2.199114857512855,0.015396308234181803
0.45,-2.0420352248333655,0.016377803231197394
0.45,-1.884955592153876,0.017748855104173913
0.45,-1.7278759594743864,0.019054196081942802
0.45,-1.5707963267948966,0.02095443576015835
0.45,-1.413716694115407,0.026959219111203407
0.45,-1.2566370614359172,0.029126902710483717
0.45,-1.0995574287564276,0.03185622335465608
0.45,-0.942477796076938,0.038388493879483995
0.45,-0.7853981633974483,0.046424999465568266
0.45,-0.6283185307179586,0.062383257156832066
0.45,-0.471238898038469,0.07583929636119016
0.45,-0.3141592653589793,0.0989386134357092
0.45,-0.15707963267948966,0.09048833870531656
0.45,0.0,0.03325435331108514
0.45,0.15707963267948966,0.09048833870531656
0.45,0.3141592653589793,0.0989386134357092
0.45,0.471238898038469,0.07583929636119016
0.45,0.6283185307179586,0.062383257156832066
0.45,0.7853981633974483,0.046424999465568266
0.45,0.942477796076938,0.038388493879483995
0.45,1.0995574287564276,0.03185622335465608
0.45,1.2566370614359172,0.029126902710483717
0.45,1.413716694115407,0.026959219111203407
0.45,1.5707963267948966,0.02095443576015835
0.45,1.7278759594743864,0.019054196081942802
0.45,1.884955592153876,0.017748855104173913
0.45,2.0420352248333655,0.016377803231197394
0.45,2.199114857512855,0.015396308234181803
0.45,2.356194490192345,0.012955559724089866
0.45,2.5132741228718345,0.01224867206640282
0.45,2.6703537555513246,0.012680033905312563
0.45,2.827433388230814,0.012350761212504514
0.45,2.9845130209103035,0.011502627278261608
0.45,3.141592653589793,0.012128103681414485
0.5,-3.141592653589793,0.01393681043421582
0.5,-2.9845130209103035,0.013204277976507292
0.5,-2.827433388230814,0.014148762926601771
0.5,-2.6703537555513246,0.014483066075235165
0.5,-2.5132741228718345,0.01397058511121872
0.5,-2.356194490192345,0.014744198381231088
0.5,-2.199114857512855,0.017500189364342666
0.5,-2.0420352248333655,0.018575657647155425
0.5,-1.884955592153876,0.020049296171947693
0.5,-1.7278759594743864,0.021438620597466214
0.5,-1.5707963267948966,0.02342778696973469
0.5,-1.413716694115407,0.029895016808944366
0.5,-1.2566370614359172,0.031989737014968114
0.5,-1.0995574287564276,0.034416575810084525
0.5,-0.942477796076938,0.04072055965051296
0.5,-0.7853981633974483,0.04799533379288025
0.5,-0.6283185307179586,0.06234520970921119
0.5,-0.471238898038469,0.07282357849951962
0.5,-0.3141592653589793,0.09088631372960924
0.5,-0.15707963267948966,0.08060239952968484
0.5,0.0,0.029599323481630132
0.5,0.15707963267948966,0.08060239952968484
0.5,0.3141592653589793,0.09088631372960924
0.5,0.471238898038469,0.07282357849951962
0.5,0.6283185307179586,0.06234520970921119
0.5,0.7853981633974483,0.04799533379288025
0.5,0.942477796076938,0.04072055965051296
0.5,1.0995574287564276,0.034416575810084525
0.5,1.2566370614359172,0.031989737014968114
0.5,1.413716694115407,0.029895016808944366
0.5,1.5707963267948966,0.02342778696973469
0.5,1.7278759594743864,0.021438620597466214
0.5,1.884955592153876,0.020049296171947693
0.5,2.0420352248333655,0.018575657647155425
0.5,2.199114857512855,0.017500189364342666
0.5,2.356194490192345,0.014744198381231088
0.5,2.5132741228718345,0.01397058511121872
0.5,2.6703537555513246,0.014483066075235165
0.5,2.827433388230814,0.014148762926601771
0.5,2.9845130209103035,0.013204277976507292
0.5,3.141592653589793,0.01393681043421582
0.55,-3.141592653589793,0.01585884830439594
0.55,-2.9845130209103035,0.01501015536771677
0.55,-2.827433388230814,0.016052566214607017
0.55,-2.6703537555513246,0.01638491152505088
0.55,-2.5132741228718345,0.01577790647702848
0.55,-2.356194490192345,0.016608558165175986
0.55,-2.199114857512855,0.019678872489284738
0.55,-2.0420352248333655,0.020830606927872117
0.55,-1.884955592153876,0.0223757516076909
0.55,-1.7278759594743864,0.023807808173700522
0.55,-1.5707963267948966,0.02582550480261457
0.55,-1.413716694115407,0.032646551174270365
0.55,-1.2566370614359172,0.034558012462505665
0.55,-1.0995574287564276,0.036528850070132436
0.55,-0.942477796076938,0.04239330207079797
0.55,-0.7853981633974483,0.04869602274616324
0.55,-0.6283185307179586,0.06126267085564871
0.55,-0.471238898038469,0.06908190917703191
0.55,-0.3141592653589793,0.08311768240823651
0.55,-0.15707963267948966,0.07194986475289425
0.55,0.0,0.026430256308874037
0.55,0.15707963267948966,0.07194986475289425
0.55,0.3141592653589793,0.08311768240823651
0.55,0.471238898038469,0.06908190917703191
0.55,0.6283185307179586,0.06126267085564871
0.55,0.7853981633974483,0.04869602274616324
0.55,0.942477796076938,0.04239330207079797
0.55,1.0995574287564276,0.036528850070132436
0.55,1.2566370614359172,0.034558012462505665
0.55,1.413716694115407,0.032646551174270365
0.55,1.5707963267948966,0.02582550480261457
0.55,1.7278759594743864,0.023807808173700522
0.55,1.884955592153876,0.0223757516076909
0.55,2.0420352248333655,0.020830606927872117
0.55,2.199114857512855,0.019678872489284738
0.55,2.356194490192345,0.016608558165175986
0.55,2.5132741228718345,0.01577790647702848
0.55,2.6703537555513246,0.01638491152505088
0.55,2.827433388230814,0.016052566214607017
0.55,2.9845130209103035,0.01501015536771677
0.55,3.141592653589793,0.01585884830439594
0.6,-3.141592653589793,0.01790671012502803
0.6,-2.9845130209103035,0.016931563335181952
0.6,-2.827433388230814,0.01807275718694301
0.6,-2.6703537555513246,0.018394466555169475
0.6,-2.5132741228718345,0.017676336911032174
0.6,-2.356194490192345,0.01855074129871324
0.6,-2.199114857512855,0.02192979529203948
0.6,-2.0420352248333655,0.02313360340669662
0.6,-1.884955592153876,0.02471107595336359
0.6,-1.7278759594743864,0.026135360605558187
0.6,-1.5707963267948966,0.02811088689700576
0.6,-1.413716694115407,0.03516162221146151
0.6,-1.2566370614359172,0.03677930207864528
0.6,-1.0995574287564276,0.038159212496499256
0.6,-0.942477796076938,0.043412917777799674
0.6,-0.7853981633974483,0.04862498860626138
0.6,-0.6283185307179586,0.05938343753087852
0.6,-0.471238898038469,0.06493757202309662
0.6,-0.3141592653589793,0.07580469014705313
0.6,-0.15707963267948966,0.06437720824022294
0.6,0.0,0.023673690043812035
0.6,0.15707963267948966,0.06437720824022294
0.6,0.3141592653589793,0.07580469014705313
0.6,0.471238898038469,0.06493757202309662
0.6,0.6283185307179586,0.05938343753087852
0.6,0.7853981633974483,0.04862498860626138
0.6,0.942477796076938,0.043412917777799674
0.6,1.0995574287564276,0.038159212496499256
0.6,1.2566370614359172,0.03677930207864528
0.6,1.413716694115407,0.03516162221146151
0.6,1.5707963267948966,0.02811088689700576
0.6,1.7278759594743864,0.026135360605558187
0.6,1.884955592153876,0.02471107595336359
0.6,2.0420352248333655,0.02313360340669662
0.6,2.199114857512855,0.02192979529203948
0.6,2.356194490192345,0.01855074129871324
0.6,2.5132741228718345,0.017676336911032174
0.6,2.6703537555513246,0.018394466555169475
0.6,2.827433388230814,0.01807275718694301
0.6,2.9845130209103035,0.016931563335181952
0.6,3.141592653589793,0.01790671012502803
0.65,-3.141592653589793,0.020094453911433868
0.65,-2.9845130209103035,0.018981178915802328
0.65,-2.827433388230814,0.02022088592506928
0.65,-2.6703537555513246,0.020521026006021955
0.65,-2.5132741228718345,0.019671185200562543
0.65,-2.356194490192345,0.020571495457823344
0.65,-2.199114857512855,0.024247685015258678
0.65,-2.0420352248333655,0.025471721185192288
0.65,-1.884955592153876,0.02703345362665786
0.65,-1.7278759594743864,0.028390261802185582
0.65,-1.5707963267948966,0.030243978624634252
0.65,-1.413716694115407,0.03738845977238658
0.65,-1.2566370614359172,0.03860841294228017
0.65,-1.0995574287564276,0.03929059845385954
0.65,-0.942477796076938,0.04381039771245942
0.65,-0.7853981633974483,0.04789642045232557
0.65,-0.6283185307179586,0.05692772871312563
0.65,-0.471238898038469,0.06062152695910842
0.65,-0.3141592653589793,0.06901971325543688
0.65,-0.15707963267948966,0.0577329052198673
0.65,0.0,0.02126419382057187
0.65,0.15707963267948966,0.0577329052198673
0.65,0.3141592653589793,0.06901971325543688
0.65,0.471238898038469,0.06062152695910842
0.65,0.6283185307179586,0.05692772871312563
0.65,0.7853981633974483,0.04789642045232557
0.65,0.942477796076938,0.04381039771245942
0.65,1.0995574287564276,0.03929059845385954
0.65,1.2566370614359172,0.03860841294228017
0.65,1.413716694115407,0.03738845977238658
0.65,1.5707963267948966,0.030243978624634252
0.65,1.7278759594743864,0.028390261802185582
0.65,1.884955592153876,0.02703345362665786
0.65,2.0420352248333655,0.025471721185192288
0.65,2.199114857512855,0.024247685015258678
0.65,2.356194490192345,0.020571495457823344
0.65,2.5132741228718345,0.019671185200562543
0.65,2.6703537555513246,0.020521026006021955
0.65,2.827433388230814,0.02022088592506928
0.65,2.9845130209103035,0.018981178915802328
0.65,3.141592653589793,0.020094453911433868
0.7,-3.141592653589793,0.022438966731503786
0.7,-2.9845130209103035,0.021174214170791936
0.7,-2.827433388230814,0.022510579232041
0.7,-2.6703537555513246,0.022775262561362336
0.7,-2.5132741228718345,0.021768107904143793
0.7,-2.356194490192345,0.022670793028446604
0.7,-2.199114857512855,0.026625101013280528
0.7,-2.0420352248333655,0.027828739527870742
0.7,-1.884955592153876,0.029317314860752553
0.7,-1.7278759594743864,0.03053846867613974
0.7,-1.5707963267948966,0.032184267503762985
0.7,-1.413716694115407,0.03928021143627732
0.7,-1.2566370614359172,0.04001201981297782
0.7,-1.0995574287564276,0.03992500199478935
0.7,-0.942477796076938,0.04363854592110325
0.7,-0.7853981633974483,0.0466314752529586
0.7,-0.6283185307179586,0.05408331012226743
0.7,-0.471238898038469,0.05629476576328491
0.7,-0.3141592653589793,0.0627803899288723
0.7,-0.15707963267948966,0.05188273886414391
0.7,0.0,0.01914709983196853
0.7,0.15707963267948966,0.05188273886414391
0.7,0.3141592653589793,0.0627803899288723
0.7,0.471238898038469,0.05629476576328491
0.7,0.6283185307179586,0.05408331012226743
0.7,0.7853981633974483,0.0466314752529586
0.7,0.942477796076938,0.04363854592110325
0.7,1.0995574287564276,0.03992500199478935
0.7,1.2566370614359172,0.04001201981297782
0.7,1.413716694115407,0.03928021143627732
0.7,1.5707963267948966,0.032184267503762985
0.7,1.7278759594743864,0.03053846867613974
0.7,1.884955592153876,0.029317314860752553
0.7,2.0420352248333655,0.027828739527870742
0.7,2.199114857512855,0.026625101013280528
0.7,2.356194490192345,0.022670793028446604
0.7,2.5132741228718345,0.021768107904143793
0.7,2.6703537555513246,0.022775262561362336
0.7,2.827433388230814,0.022510579232041
0.7,2.9845130209103035,0.021174214170791936
0.7,3.141592653589793,0.022438966731503786
0.75,-3.141592653589793,0.024959844834540036
0.75,-2.9845130209103035,0.023528256160015904
0.75,-2.827433388230814,0.024957188593672186
0.75,-2.6703537555513246,0.025168655139267183
0.75,-2.5132741228718345,0.023972306043572086
0.75,-2.356194490192345,0.024846764830610376
0.75,-2.199114857512855,0.02905105534037259
0.75,-2.0420352248333655,0.03018378964472778
0.75,-1.884955592153876,0.03153233988413317
0.75,-1.7278759594743864,0.03254261612725238
0.75,-1.5707963267948966,0.033891349146786674
0.75,-1.413716694115407,0.04079647615663261
0.75,-1.2566370614359172,0.040969441878820664
0.75,-1.0995574287564276,0.04008090671771202
0.75,-0.942477796076938,0.04296419733902011
0.75,-0.7853981633974483,0.04494735990347293
0.75,-0.6283185307179586,0.05100172671975161
0.75,-0.471238898038469,0.05206346324139399
0.75,-0.3141592653589793,0.05707191584471187
0.75,-0.15707963267948966,0.046710345425834035
0.75,0.0,0.01727688961233094
0.75,0.15707963267948966,0.046710345425834035
0.75,0.3141592653589793,0.05707191584471187
0.75,0.471238898038469,0.05206346324139399
0.75,0.6283185307179586,0.05100172671975161
0.75,0.7853981633974483,0.04494735990347293
0.75,0.942477796076938,0.04296419733902011
0.75,1.0995574287564276,0.04008090671771202
0.75,1.2566370614359172,0.040969441878820664
0.75,1.413716694115407,0.04079647615663261
0.75,1.5707963267948966,0.033891349146786674
0.75,1.7278759594743864,0.03254261612725238
0.75,1.884955592153876,0.03153233988413317
0.75,2.0420352248333655,0.03018378964472778
0.75,2.199114857512855,0.02905105534037259
0.75,2.356194490192345,0.024846764830610376
0.75,2.5132741228718345,0.023972306043572086
0.75,2.6703537555513246,0.025168655139267183
0.75,2.827433388230814,0.024957188593672186
0.75,2.9845130209103035,0.023528256160015904
0.75,3.141592653589793,0.024959844834540036
0.8,-3.141592653589793,0.027680491251248312
0.8,-2.9845130209103035,0.02606423766919279
0.8,-2.827433388230814,0.027578573146513616
0.8,-2.6703537555513246,0.02771399568353572
0.8,-2.5132741228718345,0.026288691891976433
0.8,-2.356194490192345,0.02709563180434245
0.8,-2.199114857512855,0.0315108626476317
0.8,-2.0420352248333655,0.03251142602364654
0.8,-1.884955592153876,0.0336441677931911
0.8,-1.7278759594743864,0.03436362359256211
0.8,-1.5707963267948966,0.035327510453060464
0.8,-1.413716694115407,0.04190664812895296
0.8,-1.2566370614359172,0.041474601947899245
0.8,-1.0995574287564276,0.03979164983949637
0.8,-0.942477796076938,0.041862847173112505
0.8,-0.7853981633974483,0.04295213673945293
0.8,-0.6283185307179586,0.047801820228653286
