Realisation number,Variable,Time,Frequency,Empirical
1,Non-breeding,199.0,-3.141592653589793,3.4878728191479165
1,Non-breeding,199.0,-2.9845130209103035,3.249840839441229
1,Non-breeding,199.0,-2.827433388230814,2.6438047422446607
1,Non-breeding,199.0,-2.6703537555513246,6.344055807394041
1,Non-breeding,199.0,-2.5132741228718345,8.667011195175489
1,Non-breeding,199.0,-2.356194490192345,9.05888993154537
1,Non-breeding,199.0,-2.199114857512855,8.015855016588414
1,Non-breeding,199.0,-2.0420352248333655,7.638313066670102
1,Non-breeding,199.0,-1.884955592153876,6.107517720711154
1,Non-breeding,199.0,-1.7278759594743864,10.430383390967531
1,Non-breeding,199.0,-1.5707963267948966,5.280573264502736
1,Non-breeding,199.0,-1.413716694115407,8.25905016319155
1,Non-breeding,199.0,-1.2566370614359172,23.07940004062446
1,Non-breeding,199.0,-1.0995574287564276,24.563333934186858
1,Non-breeding,199.0,-0.942477796076938,27.005092411258246
1,Non-breeding,199.0,-0.7853981633974483,26.38791325645603
1,Non-breeding,199.0,-0.6283185307179586,26.220758315607977
1,Non-breeding,199.0,-0.471238898038469,34.33930620516976
1,Non-breeding,199.0,-0.3141592653589793,13.388700156425227
1,Non-breeding,199.0,-0.15707963267948966,27.818036680480844
1,Non-breeding,199.0,0.0,7.111780356541786
1,Non-breeding,199.0,0.15707963267948966,27.818036680480844
1,Non-breeding,199.0,0.3141592653589793,13.388700156425227
1,Non-breeding,199.0,0.471238898038469,34.33930620516976
1,Non-breeding,199.0,0.6283185307179586,26.220758315607977
1,Non-breeding,199.0,0.7853981633974483,26.38791325645603
1,Non-breeding,199.0,0.942477796076938,27.005092411258246
1,Non-breeding,199.0,1.0995574287564276,24.563333934186858
1,Non-breeding,199.0,1.2566370614359172,23.07940004062446
1,Non-breeding,199.0,1.413716694115407,8.25905016319155
1,Non-breeding,199.0,1.5707963267948966,5.280573264502736
1,Non-breeding,199.0,1.7278759594743864,10.430383390967531
1,Non-breeding,199.0,1.884955592153876,6.107517720711154
1,Non-breeding,199.0,2.0420352248333655,7.638313066670102
1,Non-breeding,199.0,2.199114857512855,8.015855016588414
1,Non-breeding,199.0,2.356194490192345,9.05888993154537
1,Non-breeding,199.0,2.5132741228718345,8.667011195175489
1,Non-breeding,199.0,2.6703537555513246,6.344055807394041
1,Non-breeding,199.0,2.827433388230814,2.6438047422446607
1,Non-breeding,199.0,2.9845130209103035,3.249840839441229
1,Non-breeding,199.0,3.141592653589793,3.4878728191479165
1,Non-breeding,209.0,-3.141592653589793,4.475105389418041
1,Non-breeding,209.0,-2.9845130209103035,3.7270848640223355
1,Non-breeding,209.0,-2.827433388230814,2.9671329060268885
1,Non-breeding,209.0,-2.6703537555513246,5.253857811997005
1,Non-breeding,209.0,-2.5132741228718345,6.720269333008845
1,Non-breeding,209.0,-2.356194490192345,8.05642491694219
1,Non-breeding,209.0,-2.199114857512855,11.078483351761456
1,Non-breeding,209.0,-2.0420352248333655,9.557111186429518
1,Non-breeding,209.0,-1.884955592153876,7.701275443015778
1,Non-breeding,209.0,-1.7278759594743864,9.48245562058671
1,Non-breeding,209.0,-1.5707963267948966,7.709274344215874
1,Non-breeding,209.0,-1.413716694115407,11.508751615028359
1,Non-breeding,209.0,-1.2566370614359172,23.514173541946494
1,Non-breeding,209.0,-1.0995574287564276,19.6718295290802
1,Non-breeding,209.0,-0.942477796076938,26.701702060329595
1,Non-breeding,209.0,-0.7853981633974483,31.962887574407027
1,Non-breeding,209.0,-0.6283185307179586,31.70104682537826
1,Non-breeding,209.0,-0.471238898038469,40.50129253745901
1,Non-breeding,209.0,-0.3141592653589793,30.861743915147922
1,Non-breeding,209.0,-0.15707963267948966,35.55037513467946
1,Non-breeding,209.0,0.0,23.474350863104725
1,Non-breeding,209.0,0.15707963267948966,35.55037513467946
1,Non-breeding,209.0,0.3141592653589793,30.861743915147922
1,Non-breeding,209.0,0.471238898038469,40.50129253745901
1,Non-breeding,209.0,0.6283185307179586,31.70104682537826
1,Non-breeding,209.0,0.7853981633974483,31.962887574407027
1,Non-breeding,209.0,0.942477796076938,26.701702060329595
1,Non-breeding,209.0,1.0995574287564276,19.6718295290802
1,Non-breeding,209.0,1.2566370614359172,23.514173541946494
1,Non-breeding,209.0,1.413716694115407,11.508751615028359
1,Non-breeding,209.0,1.5707963267948966,7.709274344215874
1,Non-breeding,209.0,1.7278759594743864,9.48245562058671
1,Non-breeding,209.0,1.884955592153876,7.701275443015778
1,Non-breeding,209.0,2.0420352248333655,9.557111186429518
1,Non-breeding,209.0,2.199114857512855,11.078483351761456
1,Non-breeding,209.0,2.356194490192345,8.05642491694219
1,Non-breeding,209.0,2.5132741228718345,6.720269333008845
1,Non-breeding,209.0,2.6703537555513246,5.253857811997005
1,Non-breeding,209.0,2.827433388230814,2.9671329060268885
1,Non-breeding,209.0,2.9845130209103035,3.7270848640223355
1,Non-breeding,209.0,3.141592653589793,4.475105389418041
1,Non-breeding,219.0,-3.141592653589793,3.1164097027877546
1,Non-breeding,219.0,-2.9845130209103035,4.486688427477743
1,Non-breeding,219.0,-2.827433388230814,4.09176983977317
1,Non-breeding,219.0,-2.6703537555513246,6.476615855034787
1,Non-breeding,219.0,-2.5132741228718345,8.053851811207226
1,Non-breeding,219.0,-2.356194490192345,8.819640721240928
1,Non-breeding,219.0,-2.199114857512855,8.686102182608447
1,Non-breeding,219.0,-2.0420352248333655,7.448441805308671
1,Non-breeding,219.0,-1.884955592153876,7.149911825996542
1,Non-breeding,219.0,-1.7278759594743864,11.180013368099408
1,Non-breeding,219.0,-1.5707963267948966,7.10130294654146
1,Non-breeding,219.0,-1.413716694115407,9.981376835941965
1,Non-breeding,219.0,-1.2566370614359172,26.068326120117653
1,Non-breeding,219.0,-1.0995574287564276,28.40277750461703
1,Non-breeding,219.0,-0.942477796076938,28.41857861224109
1,Non-breeding,219.0,-0.7853981633974483,26.717809566468873
1,Non-breeding,219.0,-0.6283185307179586,26.24131660861367
1,Non-breeding,219.0,-0.471238898038469,38.977139547482544
1,Non-breeding,219.0,-0.3141592653589793,16.62024444858629
1,Non-breeding,219.0,-0.15707963267948966,45.69760331667772
1,Non-breeding,219.0,0.0,6.088727417823226
1,Non-breeding,219.0,0.15707963267948966,45.69760331667772
1,Non-breeding,219.0,0.3141592653589793,16.62024444858629
1,Non-breeding,219.0,0.471238898038469,38.977139547482544
1,Non-breeding,219.0,0.6283185307179586,26.24131660861367
1,Non-breeding,219.0,0.7853981633974483,26.717809566468873
1,Non-breeding,219.0,0.942477796076938,28.41857861224109
1,Non-breeding,219.0,1.0995574287564276,28.40277750461703
1,Non-breeding,219.0,1.2566370614359172,26.068326120117653
1,Non-breeding,219.0,1.413716694115407,9.981376835941965
1,Non-breeding,219.0,1.5707963267948966,7.10130294654146
1,Non-breeding,219.0,1.7278759594743864,11.180013368099408
1,Non-breeding,219.0,1.884955592153876,7.149911825996542
1,Non-breeding,219.0,2.0420352248333655,7.448441805308671
1,Non-breeding,219.0,2.199114857512855,8.686102182608447
1,Non-breeding,219.0,2.356194490192345,8.819640721240928
1,Non-breeding,219.0,2.5132741228718345,8.053851811207226
1,Non-breeding,219.0,2.6703537555513246,6.476615855034787
1,Non-breeding,219.0,2.827433388230814,4.09176983977317
1,Non-breeding,219.0,2.9845130209103035,4.486688427477743
1,Non-breeding,219.0,3.141592653589793,3.1164097027877546
1,Non-breeding,229.0,-3.141592653589793,5.725412748285745
1,Non-breeding,229.0,-2.9845130209103035,5.657355811765841
1,Non-breeding,229.0,-2.827433388230814,4.855523744966545
1,Non-breeding,229.0,-2.6703537555513246,6.473015290257258
1,Non-breeding,229.0,-2.5132741228718345,6.877569450847046
1,Non-breeding,229.0,-2.356194490192345,8.506332642615275
1,Non-breeding,229.0,-2.199114857512855,11.901327806572924
1,Non-breeding,229.0,-2.0420352248333655,9.99827670342266
1,Non-breeding,229.0,-1.884955592153876,9.148898461703574
1,Non-breeding,229.0,-1.7278759594743864,10.831433689381793
1,Non-breeding,229.0,-1.5707963267948966,9.939718739553404
1,Non-breeding,229.0,-1.413716694115407,11.737736459948716
1,Non-breeding,229.0,-1.2566370614359172,23.285954442826128
1,Non-breeding,229.0,-1.0995574287564276,21.135421642991606
1,Non-breeding,229.0,-0.942477796076938,28.569120936457733
1,Non-breeding,229.0,-0.7853981633974483,32.17351957461221
1,Non-breeding,229.0,-0.6283185307179586,32.664338593891145
1,Non-breeding,229.0,-0.471238898038469,41.61837372868717
1,Non-breeding,229.0,-0.3141592653589793,34.61068352125743
1,Non-breeding,229.0,-0.15707963267948966,43.944411861804774
1,Non-breeding,229.0,0.0,34.164105708773114
1,Non-breeding,229.0,0.15707963267948966,43.944411861804774
1,Non-breeding,229.0,0.3141592653589793,34.61068352125743
1,Non-breeding,229.0,0.471238898038469,41.61837372868717
1,Non-breeding,229.0,0.6283185307179586,32.664338593891145
1,Non-breeding,229.0,0.7853981633974483,32.17351957461221
1,Non-breeding,229.0,0.942477796076938,28.569120936457733
1,Non-breeding,229.0,1.0995574287564276,21.135421642991606
1,Non-breeding,229.0,1.2566370614359172,23.285954442826128
1,Non-breeding,229.0,1.413716694115407,11.737736459948716
1,Non-breeding,229.0,1.5707963267948966,9.939718739553404
1,Non-breeding,229.0,1.7278759594743864,10.831433689381793
1,Non-breeding,229.0,1.884955592153876,9.148898461703574
1,Non-breeding,229.0,2.0420352248333655,9.99827670342266
1,Non-breeding,229.0,2.199114857512855,11.901327806572924
1,Non-breeding,229.0,2.356194490192345,8.506332642615275
1,Non-breeding,229.0,2.5132741228718345,6.877569450847046
1,Non-breeding,229.0,2.6703537555513246,6.473015290257258
1,Non-breeding,229.0,2.827433388230814,4.855523744966545
1,Non-breeding,229.0,2.9845130209103035,5.657355811765841
1,Non-breeding,229.0,3.141592653589793,5.725412748285745
1,Non-breeding,239.0,-3.141592653589793,3.8163877513358124
1,Non-breeding,239.0,-2.9845130209103035,4.172995726233893
1,Non-breeding,239.0,-2.827433388230814,4.297173360172582
1,Non-breeding,239.0,-2.6703537555513246,7.3479502047526735
1,Non-breeding,239.0,-2.5132741228718345,9.218754078166027
1,Non-breeding,239.0,-2.356194490192345,9.125486539594228
1,Non-breeding,239.0,-2.199114857512855,8.36494840765325
1,Non-breeding,239.0,-2.0420352248333655,7.566062608589405
1,Non-breeding,239.0,-1.884955592153876,7.001259147763504
1,Non-breeding,239.0,-1.7278759594743864,10.572648399042052
1,Non-breeding,239.0,-1.5707963267948966,7.0265405014455595
1,Non-breeding,239.0,-1.413716694115407,10.546640139425463
1,Non-breeding,239.0,-1.2566370614359172,25.21202426711408
1,Non-breeding,239.0,-1.0995574287564276,29.46979222947288
1,Non-breeding,239.0,-0.942477796076938,33.562980812282
1,Non-breeding,239.0,-0.7853981633974483,33.62640679388997
1,Non-breeding,239.0,-0.6283185307179586,28.242242047880783
1,Non-breeding,239.0,-0.471238898038469,44.531963577290206
1,Non-breeding,239.0,-0.3141592653589793,15.989582627305834
1,Non-breeding,239.0,-0.15707963267948966,54.446481771221364
1,Non-breeding,239.0,0.0,8.93427815461854
1,Non-breeding,239.0,0.15707963267948966,54.446481771221364
1,Non-breeding,239.0,0.3141592653589793,15.989582627305834
1,Non-breeding,239.0,0.471238898038469,44.531963577290206
1,Non-breeding,239.0,0.6283185307179586,28.242242047880783
1,Non-breeding,239.0,0.7853981633974483,33.62640679388997
1,Non-breeding,239.0,0.942477796076938,33.562980812282
1,Non-breeding,239.0,1.0995574287564276,29.46979222947288
1,Non-breeding,239.0,1.2566370614359172,25.21202426711408
1,Non-breeding,239.0,1.413716694115407,10.546640139425463
1,Non-breeding,239.0,1.5707963267948966,7.0265405014455595
1,Non-breeding,239.0,1.7278759594743864,10.572648399042052
1,Non-breeding,239.0,1.884955592153876,7.001259147763504
1,Non-breeding,239.0,2.0420352248333655,7.566062608589405
1,Non-breeding,239.0,2.199114857512855,8.36494840765325
1,Non-breeding,239.0,2.356194490192345,9.125486539594228
1,Non-breeding,239.0,2.5132741228718345,9.218754078166027
1,Non-breeding,239.0,2.6703537555513246,7.3479502047526735
1,Non-breeding,239.0,2.827433388230814,4.297173360172582
1,Non-breeding,239.0,2.9845130209103035,4.172995726233893
1,Non-breeding,239.0,3.141592653589793,3.8163877513358124
1,Non-breeding,249.0,-3.141592653589793,5.2545088773059545
1,Non-breeding,249.0,-2.9845130209103035,5.150134888935445
1,Non-breeding,249.0,-2.827433388230814,4.821629700480854
1,Non-breeding,249.0,-2.6703537555513246,7.15296716034691
1,Non-breeding,249.0,-2.5132741228718345,6.480350854712282
1,Non-breeding,249.0,-2.356194490192345,8.522938256412232
1,Non-breeding,249.0,-2.199114857512855,11.158846400849889
1,Non-breeding,249.0,-2.0420352248333655,9.715138770627668
1,Non-breeding,249.0,-1.884955592153876,8.570377026352828
1,Non-breeding,249.0,-1.7278759594743864,10.915362297044373
1,Non-breeding,249.0,-1.5707963267948966,10.258297220247174
1,Non-breeding,249.0,-1.413716694115407,12.550521902866807
1,Non-breeding,249.0,-1.2566370614359172,24.685640892228676
1,Non-breeding,249.0,-1.0995574287564276,22.381601786796637
1,Non-breeding,249.0,-0.942477796076938,29.851230584395587
1,Non-breeding,249.0,-0.7853981633974483,35.09511875278846
1,Non-breeding,249.0,-0.6283185307179586,41.98867450568978
1,Non-breeding,249.0,-0.471238898038469,47.6765799442272
1,Non-breeding,249.0,-0.3141592653589793,40.2825928596919
1,Non-breeding,249.0,-0.15707963267948966,65.74974379338988
1,Non-breeding,249.0,0.0,34.64152399076072
1,Non-breeding,249.0,0.15707963267948966,65.74974379338988
1,Non-breeding,249.0,0.3141592653589793,40.2825928596919
1,Non-breeding,249.0,0.471238898038469,47.6765799442272
1,Non-breeding,249.0,0.6283185307179586,41.98867450568978
1,Non-breeding,249.0,0.7853981633974483,35.09511875278846
1,Non-breeding,249.0,0.942477796076938,29.851230584395587
1,Non-breeding,249.0,1.0995574287564276,22.381601786796637
1,Non-breeding,249.0,1.2566370614359172,24.685640892228676
1,Non-breeding,249.0,1.413716694115407,12.550521902866807
1,Non-breeding,249.0,1.5707963267948966,10.258297220247174
1,Non-breeding,249.0,1.7278759594743864,10.915362297044373
1,Non-breeding,249.0,1.884955592153876,8.570377026352828
1,Non-breeding,249.0,2.0420352248333655,9.715138770627668
1,Non-breeding,249.0,2.199114857512855,11.158846400849889
1,Non-breeding,249.0,2.356194490192345,8.522938256412232
1,Non-breeding,249.0,2.5132741228718345,6.480350854712282
1,Non-breeding,249.0,2.6703537555513246,7.15296716034691
1,Non-breeding,249.0,2.827433388230814,4.821629700480854
1,Non-breeding,249.0,2.9845130209103035,5.150134888935445
1,Non-breeding,249.0,3.141592653589793,5.2545088773059545
1,Non-breeding,259.0,-3.141592653589793,4.957921267616844
1,Non-breeding,259.0,-2.9845130209103035,4.221808375255805
1,Non-breeding,259.0,-2.827433388230814,4.225413985169541
1,Non-breeding,259.0,-2.6703537555513246,7.767551137980103
1,Non-breeding,259.0,-2.5132741228718345,9.450278811204551
1,Non-breeding,259.0,-2.356194490192345,9.617829492637163
1,Non-breeding,259.0,-2.199114857512855,8.534343810770338
1,Non-breeding,259.0,-2.0420352248333655,7.153961022728871
1,Non-breeding,259.0,-1.884955592153876,5.494915414913154
1,Non-breeding,259.0,-1.7278759594743864,8.56155769468641
1,Non-breeding,259.0,-1.5707963267948966,5.202438713896534
1,Non-breeding,259.0,-1.413716694115407,10.19961235491853
1,Non-breeding,259.0,-1.2566370614359172,24.891792239768662
1,Non-breeding,259.0,-1.0995574287564276,29.39761976886003
1,Non-breeding,259.0,-0.942477796076938,32.51883533458345
1,Non-breeding,259.0,-0.7853981633974483,31.165331450131955
1,Non-breeding,259.0,-0.6283185307179586,31.436411807674965
1,Non-breeding,259.0,-0.471238898038469,47.312080372381615
1,Non-breeding,259.0,-0.3141592653589793,18.852734019574797
1,Non-breeding,259.0,-0.15707963267948966,69.16520589670947
1,Non-breeding,259.0,0.0,22.79913072995133
1,Non-breeding,259.0,0.15707963267948966,69.16520589670947
1,Non-breeding,259.0,0.3141592653589793,18.852734019574797
1,Non-breeding,259.0,0.471238898038469,47.312080372381615
1,Non-breeding,259.0,0.6283185307179586,31.436411807674965
1,Non-breeding,259.0,0.7853981633974483,31.165331450131955
1,Non-breeding,259.0,0.942477796076938,32.51883533458345
1,Non-breeding,259.0,1.0995574287564276,29.39761976886003
1,Non-breeding,259.0,1.2566370614359172,24.891792239768662
1,Non-breeding,259.0,1.413716694115407,10.19961235491853
1,Non-breeding,259.0,1.5707963267948966,5.202438713896534
1,Non-breeding,259.0,1.7278759594743864,8.56155769468641
1,Non-breeding,259.0,1.884955592153876,5.494915414913154
1,Non-breeding,259.0,2.0420352248333655,7.153961022728871
1,Non-breeding,259.0,2.199114857512855,8.534343810770338
1,Non-breeding,259.0,2.356194490192345,9.617829492637163
1,Non-breeding,259.0,2.5132741228718345,9.450278811204551
1,Non-breeding,259.0,2.6703537555513246,7.767551137980103
1,Non-breeding,259.0,2.827433388230814,4.225413985169541
1,Non-breeding,259.0,2.9845130209103035,4.221808375255805
1,Non-breeding,259.0,3.141592653589793,4.957921267616844
1,Non-breeding,269.0,-3.141592653589793,6.0334222510592905
1,Non-breeding,269.0,-2.9845130209103035,5.412361945283536
1,Non-breeding,269.0,-2.827433388230814,4.641953595891623
1,Non-breeding,269.0,-2.6703537555513246,7.055577588554623
1,Non-breeding,269.0,-2.5132741228718345,6.5927371418956895
1,Non-breeding,269.0,-2.356194490192345,8.023874881481113
1,Non-breeding,269.0,-2.199114857512855,11.031855882252657
1,Non-breeding,269.0,-2.0420352248333655,9.994229760441542
1,Non-breeding,269.0,-1.884955592153876,7.473618824135305
1,Non-breeding,269.0,-1.7278759594743864,9.001454840884461
