Variable,rb,rnb,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,Smax,Smax/Var
Non-breeding,0.1,0.0,6.575230843406915,6.332168231272396,0.24306261213451918,0.19694648309468019,0.038787917203363144,0.8771008714901539,0.7792932696713348,0.6951519995981067,0.031015498387688148,-0.12040355818293784,0.7374271306788472,0.005647013527883943,0.14558692332658463
Breeding,0.1,0.0,6.522036580310488,6.307311591010031,0.21472498930045703,0.20477742113908426,0.04193379220837387,0.8787579353297859,0.7797101112119694,0.6959161301047455,0.032396478550110186,-0.10563697485215853,0.6493294211773334,0.005997903305921452,0.14303269487570253
Non-breeding,0.2,-0.1,7.030993234525398,6.748313533516958,0.28267970100843964,0.21142556465077522,0.04470076938789914,0.8786672744233606,0.7830909088850692,0.7000778201118936,0.03127239801882002,-0.10930131168775693,0.7462744172210967,0.006438156615234751,0.14402787028935596
Breeding,0.2,-0.1,6.306848286992048,6.080730810120136,0.22611747687191208,0.2005446110071499,0.04021814100400907,0.8813668443806989,0.784439942272801,0.7017311136153925,0.03294290946594994,-0.09405032426281254,0.6260951574254922,0.0057040837312049225,0.14182862730120524
Non-breeding,0.2,0.0,13.235486142673183,12.76556313831594,0.4699230043572431,0.2723152061295122,0.07415557148935871,0.7567343884662828,0.5830843517904848,0.4490870634248303,0.021294351298113863,-0.2225670502265617,0.6132404360369339,0.010231557609240537,0.1379742263965798
Breeding,0.2,0.0,13.08328391542715,12.658597935540216,0.42468597988693446,0.2928009953902038,0.08573242290149416,0.7665848605161962,0.5868430528784587,0.45324101550678664,0.023100319659796326,-0.2086478485977367,0.48755757673010797,0.01170993444040136,0.13658699992482398
Non-breeding,0.3,-0.2,7.502163801856864,7.173915027711916,0.3282487741449476,0.2306165251101698,0.05318398165388959,0.8801331112068859,0.7867153521179069,0.7047677557462179,0.03211790457545803,-0.09979363379116556,0.7008647289359226,0.007588892757953272,0.14269132400315993
Breeding,0.3,-0.2,6.085427817468481,5.847689655941802,0.23773816152667848,0.1994104875081621,0.039764542528242866,0.8839226243008377,0.7890289658602607,0.7072996925548459,0.03409715171926067,-0.08477067994029118,0.5578596401882938,0.0056042277931572584,0.14093530157367815
Non-breeding,0.3,-0.1,14.108082088411003,13.599178081551157,0.5089040068598454,0.28987765184190933,0.08402905303737922,0.757464136655407,0.5865350466083594,0.45284597225537765,0.021287986500041968,-0.21740411169295068,0.6088193411090469,0.011520862935960066,0.13710570950781942
Breeding,0.3,-0.1,12.608852101435302,12.195899947833613,0.41295215360168847,0.2868077288862941,0.08225867334891396,0.7710892504824494,0.5933776122025293,0.4598044361169892,0.02349887312402235,-0.19954849438747807,0.44122879150339966,0.011230998076269089,0.13653269155741093
