Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var,Cross correlation
0.0,0.0471470309213084,0.12448824029129177,-0.07734120936998337,0.15515102219360857,0.024071839687721624,0.5947049488558659,0.47640985619625803,0.3848241467268045,0.9179332287305602,0.9823237264677831,0.8674996564143619,0.8626141902704165,0.13738580972958359,3.7262174132346967e-19,0.0,"{'sigma': 0.06897378083463443, 'lam': -0.41450894750020506}","{'sigma': 0.02446198904784902, 'mu': -0.07574009612129462, 'w0': 0.22377473068653167, 'delta': 1.870567922779287e-09, 'psi': 0.2}",{'sigma': 0.07440606515142474},0.004822312023964593,0.2003300157579697,0.7464498447630167
0.01,0.1894368794054358,0.16165136846629372,0.027785510939142083,0.1633977885816125,0.026698837313361333,0.6147803278511887,0.47599820723126246,0.39876328116483195,0.7937650867040439,0.6460807490878179,0.06525130722919287,0.9999999999937115,6.2883575289982165e-12,2.496943903359412e-16,0.0020406797032595436,"{'sigma': 0.07591968209108617, 'lam': -0.5124471849840351}","{'sigma': 0.027341327039984042, 'mu': -0.11868462728075913, 'w0': 0.3506546958140101, 'delta': 1.0821328277899056e-09, 'psi': 0.2}",{'sigma': 0.07300600738050676},0.004081359406519087,0.1528665596414038,0.7649704621748081
0.02,0.19656313349835064,0.15457724982221327,0.04198588367613737,0.1833579486457169,0.03362013733156535,0.6693160944375324,0.5869127226706544,0.4817489955860214,0.8140298903170203,0.8177565191143575,0.7004579196778445,2.658575166207656e-12,0.9999999999973415,1.3210163190245353e-24,0.003336270636882063,"{'sigma': 0.07329096115306759, 'lam': -0.40270388461910667}","{'sigma': 0.026572320640722458, 'mu': -0.07326142308845962, 'w0': 0.21645147104871185, 'delta': 1.8290631231820953e-09, 'psi': 0.2}",{'sigma': 0.07946808950017169},0.006672541273764126,0.19846859065323907,0.8047637082117299
0.03,0.24943741719231394,0.30575727481186443,-0.056319857619550495,0.1787709696146102,0.03195905957694788,0.640114975346829,0.5372567136279823,0.4292844642460747,0.7298781120253819,0.779506571738899,1.0079015387762011,0.9999999999927389,7.261165221972686e-12,6.489011560038782e-17,0.0029831768878058364,"{'sigma': 0.08073805753399378, 'lam': -0.4474709117784741}","{'sigma': 0.03043181013398555, 'mu': -0.11310980256727832, 'w0': 0.3341838299445422, 'delta': 8.267875273304526e-11, 'psi': 0.2}",{'sigma': 0.08228195900139901},0.005966353775611673,0.1866874011497889,0.7923140410507147
0.04,1.1133883609060222,0.7578789765943617,0.35550938431166057,0.22078821080747035,0.04874743403156397,0.7202124480637174,0.6337106190650534,0.5486851405498351,0.43643088983984235,0.38745121580957814,0.6091921571523929,3.97883807612394e-09,0.9999999960211619,1.7847775652113613e-24,0.00466492259275421,"{'sigma': 0.0819012535633362, 'lam': -0.3654344142427153}","{'sigma': 0.031249448183878092, 'mu': -0.07276264162199642, 'w0': 0.2149778220156651, 'delta': 6.687575826447301e-09, 'psi': 0.2}",{'sigma': 0.09332449263270944},0.00932984518550842,0.1913915136428995,0.9131580667072018
0.05,0.9209851967457724,0.8223669489494515,0.09861824779632089,0.2193673995488617,0.04812205598482993,0.742126057622905,0.6613902853678199,0.5788949086574382,0.5144350516996633,0.11402813213864019,-0.009336112846036299,8.136448074354815e-10,0.9999999991863553,1.8475831332539502e-25,0.004328725276328432,"{'sigma': 0.08163912436044302, 'lam': -0.3781709811194931}","{'sigma': 0.030809380864831537, 'mu': -0.07366096706634018, 'w0': 0.21763192786015573, 'delta': 2.7145323766575302e-09, 'psi': 0.2}",{'sigma': 0.08991604388436693},0.008657450552656864,0.17990608205489084,0.9479942537930134
0.06,1.3772333614385963,1.5673073914576732,-0.19007403001907686,0.26613411600672426,0.07082736770268058,0.7899998349568271,0.7281060286749815,0.6607505218808996,0.2077458220755118,0.004088939532946288,-0.13638929685962606,1.1610470673873614e-15,0.9999999999999989,2.4837136385100764e-28,0.006484547327657481,"{'sigma': 0.08935653290529011, 'lam': -0.35212910954466636}","{'sigma': 0.03387020621292014, 'mu': -0.06992103959925555, 'w0': 0.20658228291757758, 'delta': 3.832582029517084e-09, 'psi': 0.2}",{'sigma': 0.10210829589632614},0.012969094655314962,0.183108522538303,0.9735385153093434
0.07,1.9210672180656239,2.0873112394224917,-0.1662440213568679,0.32109105402397026,0.1030994649742242,0.845837238439001,0.7817083901692704,0.7328742886766423,0.10469268163754646,0.18641851497218329,1.3870374187177004,1.275767666989664e-21,1.0,4.098742658472935e-34,0.010149830539347385,"{'sigma': 0.09940090238888366, 'lam': -0.30848377231737034}","{'sigma': 0.040478851520899584, 'mu': -0.06827185803279145, 'w0': 0.20170975924929177, 'delta': 4.897626748601169e-10, 'psi': 0.2}",{'sigma': 0.11873776751146048},0.02029966107869477,0.19689395171710997,0.9658679980945204
0.08,6.628864203846066,6.7714996069800355,-0.14263540313396916,0.24885851863318612,0.061930562296303844,0.7522146867745381,0.6783314882438561,0.5880426009917538,0.043800406822365245,-0.1744348256260794,-0.009007303154248848,2.3721562385685353e-12,0.9999999999976279,1.2238996021907215e-26,0.005936055429213165,"{'sigma': 0.09384050200365704, 'lam': -0.37926164924975625}","{'sigma': 0.035044668959560044, 'mu': -0.07269324818191625, 'w0': 0.21477279437140973, 'delta': 2.525343489878651e-09, 'psi': 0.2}",{'sigma': 0.1029350820944213},0.01187211085842633,0.19170035630590238,0.9370357265370332
0.09,8.4662763238834,8.185506828937049,0.2807694949463517,0.24435240019287494,0.05970809548001891,0.7387189238347575,0.632089523173294,0.5705998967943894,0.030314801515061843,-0.1365444135764766,0.8708949276522132,1.2797854015750863e-06,0.9999987202145983,3.125734737959137e-22,0.005101962399097894,"{'sigma': 0.08662767291896022, 'lam': -0.37026696221673827}","{'sigma': 0.03234666377321127, 'mu': -0.07235123949252209, 'w0': 0.2137623254242859, 'delta': 1.0273144557260139e-09, 'psi': 0.2}",{'sigma': 0.09894391524389315},0.010203924798195789,0.17089683930063543,0.948462077736069
